slug,epoch,month,result_id,t_sec,up_bid,up_bid_sz,up_ask,up_ask_sz,up_top3_bid,up_top3_ask,down_bid,down_bid_sz,down_ask,down_ask_sz,down_top3_bid,down_top3_ask,age_ms,replay_start_off_s
btc-updown-15m-1772860500,1772860500,2026-03,0,300,0.23,130.65,0.24,121.21,728.12,968.21,0.76,121.21,0.77,130.65,968.21,728.12,4,299.7
btc-updown-15m-1772860500,1772860500,2026-03,0,450,0.3,59.75,0.31,47.55,1125.38,885.55,0.69,47.55,0.7,59.75,885.55,1125.38,13,299.7
btc-updown-15m-1772860500,1772860500,2026-03,0,600,0.28,10.05,0.29,338.25,670.97,916.04,0.71,338.25,0.72,10.05,916.04,670.97,5,299.7
btc-updown-15m-1772860500,1772860500,2026-03,0,690,0.25,3,0.26,339.01,323.59,997.01,0.74,339.01,0.75,3,997.01,323.59,0,299.7
btc-updown-15m-1772871300,1772871300,2026-03,0,300,0.59,131.66,0.6,255.99,389.75,1100.54,0.4,255.99,0.41,131.66,1100.54,389.75,10,299.5
btc-updown-15m-1772871300,1772871300,2026-03,0,450,0.78,21.07,0.79,82.05,597.43,562.24,0.21,82.05,0.22,21.07,562.24,597.43,5,299.5
btc-updown-15m-1772871300,1772871300,2026-03,0,600,0.93,85.55,0.94,474.81,311.65,2079.81,0.06,474.81,0.07,85.55,2079.81,311.65,25,299.5
btc-updown-15m-1772871300,1772871300,2026-03,0,690,0.961,6.88,0.97,537.73,35.81,7844.57,0.03,537.73,0.039,6.88,7844.57,35.81,54,299.5
btc-updown-15m-1772882100,1772882100,2026-03,1,300,0.44,135.38,0.45,272.05,820.3,912.24,0.55,272.05,0.56,135.38,912.24,820.3,37,296.9
btc-updown-15m-1772882100,1772882100,2026-03,1,450,0.43,156.55,0.44,30.25,598.81,969.16,0.56,30.25,0.57,156.55,969.16,598.81,48,296.9
btc-updown-15m-1772882100,1772882100,2026-03,1,600,0.2,420.58,0.21,1414.23,688.25,2092.77,0.79,1414.23,0.8,420.58,2092.77,688.25,11,296.9
btc-updown-15m-1772882100,1772882100,2026-03,1,690,0.2,14.58,0.21,220.32,294.94,587.88,0.79,220.32,0.8,14.58,587.88,294.94,36,296.9
btc-updown-15m-1772892900,1772892900,2026-03,0,300,0.63,34,0.64,131.11,306.13,1271.59,0.36,131.11,0.37,34,1271.59,306.13,6,298.2
btc-updown-15m-1772892900,1772892900,2026-03,0,450,0.52,351.57,0.53,31.62,898.12,881.25,0.47,31.62,0.48,351.57,881.25,898.12,26,298.2
btc-updown-15m-1772892900,1772892900,2026-03,0,600,0.74,38,0.75,209.4,360.43,610.73,0.25,209.4,0.26,38,610.73,360.43,26,298.2
btc-updown-15m-1772892900,1772892900,2026-03,0,690,0.88,289.11,0.89,277.47,825.92,689.55,0.11,277.47,0.12,289.11,689.55,825.92,0,298.2
btc-updown-15m-1772903700,1772903700,2026-03,0,300,0.48,266.11,0.49,100.14,835.82,643.67,0.51,100.14,0.52,266.11,643.67,835.82,9,289.7
btc-updown-15m-1772903700,1772903700,2026-03,0,450,0.76,146.06,0.77,56.94,450.02,590.03,0.23,56.94,0.24,146.06,590.03,450.02,7,289.7
btc-updown-15m-1772903700,1772903700,2026-03,0,600,0.78,98.54,0.79,35.12,525.54,801.52,0.21,35.12,0.22,98.54,801.52,525.54,2,289.7
btc-updown-15m-1772903700,1772903700,2026-03,0,690,0.89,22.01,0.9,391.37,194.01,1457.83,0.1,391.37,0.11,22.01,1457.83,194.01,2,289.7
btc-updown-15m-1772914500,1772914500,2026-03,0,300,0.51,48.66,0.52,231.08,357.82,602.82,0.48,231.08,0.49,48.66,602.82,357.82,0,299.4
btc-updown-15m-1772914500,1772914500,2026-03,0,450,0.38,214.11,0.39,116.52,1069.36,640.28,0.61,116.52,0.62,214.11,640.28,1069.36,25,299.4
btc-updown-15m-1772914500,1772914500,2026-03,0,600,0.73,77.17,0.74,316.65,378.28,953.37,0.26,316.65,0.27,77.17,953.37,378.28,4,299.4
btc-updown-15m-1772914500,1772914500,2026-03,0,690,0.64,580.13,0.65,10,1211.13,273.62,0.35,10,0.36,580.13,273.62,1211.13,8,299.4
btc-updown-15m-1772925300,1772925300,2026-03,0,300,0.44,37.43,0.45,22.34,186.92,198.88,0.55,22.34,0.56,37.43,198.88,186.92,0,299.8
btc-updown-15m-1772925300,1772925300,2026-03,0,450,0.75,509.21,0.76,25.66,1064.24,279.98,0.24,25.66,0.25,509.21,279.98,1064.24,1,299.8
btc-updown-15m-1772925300,1772925300,2026-03,0,600,0.87,209.11,0.88,136.46,616.11,947.66,0.12,136.46,0.13,209.11,947.66,616.11,19,299.8
btc-updown-15m-1772925300,1772925300,2026-03,0,690,0.75,180.06,0.76,34.43,688.61,777.49,0.24,34.43,0.25,180.06,777.49,688.61,84,299.8
