slug,epoch,month,result_id,t_sec,up_bid,up_bid_sz,up_ask,up_ask_sz,up_top3_bid,up_top3_ask,down_bid,down_bid_sz,down_ask,down_ask_sz,down_top3_bid,down_top3_ask,age_ms,replay_start_off_s
btc-updown-15m-1761057000,1761057000,2025-10,0,300,0.73,250,0.77,5,744.14,564.2,0.23,5,0.27,250,564.2,744.14,767,295.2
btc-updown-15m-1761057000,1761057000,2025-10,0,450,0.68,30,0.72,250,544,532.87,0.28,250,0.32,30,532.87,544,28,295.2
btc-updown-15m-1761057000,1761057000,2025-10,0,600,0.76,232,0.8,1.32,816,394.71,0.2,1.32,0.24,232,394.71,816,12,295.2
btc-updown-15m-1761057000,1761057000,2025-10,0,690,0.89,8.21,0.9,5,142.94,330.5,0.1,5,0.11,8.21,330.5,142.94,7,295.2
btc-updown-15m-1761061500,1761061500,2025-10,0,300,0.53,250,0.56,18,755,577,0.44,18,0.47,250,577,755,22,294.9
btc-updown-15m-1761061500,1761061500,2025-10,0,450,0.53,56.4,0.59,10,361.4,542,0.41,10,0.47,56.4,542,361.4,27,294.9
btc-updown-15m-1761061500,1761061500,2025-10,0,600,0.17,21,0.21,80,40,533.2,0.79,80,0.83,21,533.2,40,32,294.9
btc-updown-15m-1761061500,1761061500,2025-10,0,690,0.49,12,0.57,10,380.5,585.2,0.43,10,0.51,12,585.2,380.5,82,294.9
btc-updown-15m-1761066000,1761066000,2025-10,0,300,0.54,240,0.56,5,341.5,36,0.44,5,0.46,240,36,341.5,1,293.7
btc-updown-15m-1761066000,1761066000,2025-10,0,450,0.75,8,0.82,18.81,168.1,211.31,0.18,18.81,0.25,8,211.31,168.1,18,293.7
btc-updown-15m-1761066000,1761066000,2025-10,0,600,0.84,300,0.89,14,340.1,113.5,0.11,14,0.16,300,113.5,340.1,11,293.7
btc-updown-15m-1761066000,1761066000,2025-10,0,690,0.82,25.4,0.84,80,268.91,97,0.16,80,0.18,25.4,97,268.91,0,293.7
