slug,epoch,month,result_id,t_sec,up_bid,up_bid_sz,up_ask,up_ask_sz,up_top3_bid,up_top3_ask,down_bid,down_bid_sz,down_ask,down_ask_sz,down_top3_bid,down_top3_ask,age_ms,replay_start_off_s
btc-updown-15m-1764547200,1764547200,2025-12,1,300,0.05,130,0.06,25,250.4,622.01,0.94,25,0.95,130,622.01,250.4,35,297.6
btc-updown-15m-1764547200,1764547200,2025-12,1,450,0.01,1245.96,0.02,5050.6,1245.96,10442.93,0.98,5050.6,0.99,1245.96,10442.93,1245.96,13,297.6
btc-updown-15m-1764547200,1764547200,2025-12,1,600,,,0.01,1244.81,0,2852.81,0.99,1244.81,,,2852.81,0,262,297.6
btc-updown-15m-1764547200,1764547200,2025-12,1,690,,,0.01,2596.48,0,4676.48,0.99,2596.48,,,4676.48,0,170,297.6
btc-updown-15m-1764558000,1764558000,2025-12,1,300,0.6,36,0.61,60,974.68,375,0.39,60,0.4,36,375,974.68,9,298.8
btc-updown-15m-1764558000,1764558000,2025-12,1,450,0.2,669.97,0.21,60.14,2978.17,373.14,0.79,60.14,0.8,669.97,373.14,2978.17,60,298.8
btc-updown-15m-1764558000,1764558000,2025-12,1,600,0.04,891,0.05,153,4241.51,729.1,0.95,153,0.96,891,729.1,4241.51,100,298.8
btc-updown-15m-1764558000,1764558000,2025-12,1,690,0.02,1410,0.03,86,6136.61,10837,0.97,86,0.98,1410,10837,6136.61,15,298.8
btc-updown-15m-1764567900,1764567900,2025-12,0,300,0.9,235.66,0.92,452.96,2674.56,2538.49,0.08,452.96,0.1,235.66,2538.49,2674.56,153,296.6
btc-updown-15m-1764567900,1764567900,2025-12,0,450,0.95,105,0.96,50,766.14,3130.79,0.04,50,0.05,105,3130.79,766.14,7,296.6
btc-updown-15m-1764567900,1764567900,2025-12,0,600,0.968,50,0.97,13.55,1017.17,2234.91,0.03,13.55,0.032,50,2234.91,1017.17,214,296.6
btc-updown-15m-1764567900,1764567900,2025-12,0,690,0.99,74.16,0.996,50,2229.91,50,0.004,50,0.01,74.16,50,2229.91,32,296.6
btc-updown-15m-1764578700,1764578700,2025-12,0,300,0.5,1498.3,0.51,48.56,2953.7,638.56,0.49,48.56,0.5,1498.3,638.56,2953.7,34,299
btc-updown-15m-1764578700,1764578700,2025-12,0,450,0.54,19,0.55,589,184,1973.73,0.45,589,0.46,19,1973.73,184,56,299
btc-updown-15m-1764578700,1764578700,2025-12,0,600,0.48,25,0.49,53,801,311,0.51,53,0.52,25,311,801,41,299
btc-updown-15m-1764578700,1764578700,2025-12,0,690,0.78,151.72,0.8,2648,301.72,3532.2,0.2,2648,0.22,151.72,3532.2,301.72,191,299
btc-updown-15m-1764589500,1764589500,2025-12,1,300,0.58,150,0.59,9,907,904.36,0.41,9,0.42,150,904.36,907,4,299.8
btc-updown-15m-1764589500,1764589500,2025-12,1,450,0.73,445.49,0.75,20,2426.49,1094,0.25,20,0.27,445.49,1094,2426.49,226,299.8
btc-updown-15m-1764589500,1764589500,2025-12,1,600,0.65,5,0.66,370,235.94,2931.58,0.34,370,0.35,5,2931.58,235.94,2,299.8
btc-updown-15m-1764589500,1764589500,2025-12,1,690,0.4,25,0.41,5.78,2213,58.78,0.59,5.78,0.6,25,58.78,2213,3,299.8
btc-updown-15m-1764600300,1764600300,2025-12,0,300,0.43,95,0.44,43,398,2376.51,0.56,43,0.57,95,2376.51,398,24,298.4
btc-updown-15m-1764600300,1764600300,2025-12,0,450,0.42,1866,0.43,23,2628.05,53,0.57,23,0.58,1866,53,2628.05,2,298.4
btc-updown-15m-1764600300,1764600300,2025-12,0,600,0.44,184,0.46,20,1192,236,0.54,20,0.56,184,236,1192,21,298.4
btc-updown-15m-1764600300,1764600300,2025-12,0,690,0.86,330.1,0.89,79.07,2259.7,939.07,0.11,79.07,0.14,330.1,939.07,2259.7,16,298.4
btc-updown-15m-1764610200,1764610200,2025-12,0,300,0.12,302,0.13,462,654.69,1494.07,0.87,462,0.88,302,1494.07,654.69,38,297
btc-updown-15m-1764610200,1764610200,2025-12,0,450,0.48,25,0.49,306,203,1083.68,0.51,306,0.52,25,1083.68,203,15,297
btc-updown-15m-1764610200,1764610200,2025-12,0,600,0.61,228,0.62,237,440.31,1081,0.38,237,0.39,228,1081,440.31,1,297
btc-updown-15m-1764610200,1764610200,2025-12,0,690,0.61,5,0.63,40,1051.89,2077.73,0.37,40,0.39,5,2077.73,1051.89,10,297
btc-updown-15m-1764621000,1764621000,2025-12,0,300,0.45,350.06,0.47,25.1,1822.85,648.36,0.53,25.1,0.55,350.06,648.36,1822.85,219,297.2
btc-updown-15m-1764621000,1764621000,2025-12,0,450,0.51,134.06,0.52,150,987.86,1039,0.48,150,0.49,134.06,1039,987.86,24,297.2
btc-updown-15m-1764621000,1764621000,2025-12,0,600,0.78,89.9,0.79,417,396.65,1361.23,0.21,417,0.22,89.9,1361.23,396.65,32,297.2
btc-updown-15m-1764621000,1764621000,2025-12,0,690,0.85,14,0.86,701.57,155.37,3146.28,0.14,701.57,0.15,14,3146.28,155.37,6,297.2
btc-updown-15m-1764632700,1764632700,2025-12,1,300,0.49,2180.19,0.51,2053.56,5572.19,5445.56,0.49,2053.56,0.51,2180.19,5445.56,5572.19,1424012,-32519.8
btc-updown-15m-1764632700,1764632700,2025-12,1,450,0.49,2180.19,0.51,2053.56,5572.19,5445.56,0.49,2053.56,0.51,2180.19,5445.56,5572.19,1574012,-32519.8
btc-updown-15m-1764632700,1764632700,2025-12,1,600,0.49,2180.19,0.51,2053.56,5572.19,5445.56,0.49,2053.56,0.51,2180.19,5445.56,5572.19,1724012,-32519.8
btc-updown-15m-1764632700,1764632700,2025-12,1,690,0.49,2180.19,0.51,2053.56,5572.19,5445.56,0.49,2053.56,0.51,2180.19,5445.56,5572.19,1814012,-32519.8
btc-updown-15m-1764643500,1764643500,2025-12,1,300,0.3,8,0.31,131,411.22,859,0.69,131,0.7,8,859,411.22,62,295
btc-updown-15m-1764643500,1764643500,2025-12,1,450,0.14,285.69,0.15,10,2334.63,350,0.85,10,0.86,285.69,350,2334.63,104,295
btc-updown-15m-1764643500,1764643500,2025-12,1,600,0.07,510.15,0.09,444.4,926.75,1156.4,0.91,444.4,0.93,510.15,1156.4,926.75,35,295
btc-updown-15m-1764643500,1764643500,2025-12,1,690,0.02,250,0.03,214,1754.33,2095.95,0.97,214,0.98,250,2095.95,1754.33,25,295
btc-updown-15m-1764653400,1764653400,2025-12,0,300,0.68,20,0.71,413.29,971,1073.29,0.29,413.29,0.32,20,1073.29,971,7,297.3
btc-updown-15m-1764653400,1764653400,2025-12,0,450,0.63,488,0.64,13.88,2509.19,559.88,0.36,13.88,0.37,488,559.88,2509.19,30,297.3
btc-updown-15m-1764653400,1764653400,2025-12,0,600,0.31,1423,0.32,5.72,1755,218.72,0.68,5.72,0.69,1423,218.72,1755,70,297.3
btc-updown-15m-1764653400,1764653400,2025-12,0,690,0.43,15,0.45,46.57,568,331.57,0.55,46.57,0.57,15,331.57,568,22,297.3
btc-updown-15m-1764664200,1764664200,2025-12,1,300,0.64,89,0.65,20,608,555,0.35,20,0.36,89,555,608,48,298
