slug,epoch,month,result_id,t_sec,up_bid,up_bid_sz,up_ask,up_ask_sz,up_top3_bid,up_top3_ask,down_bid,down_bid_sz,down_ask,down_ask_sz,down_top3_bid,down_top3_ask,age_ms,replay_start_off_s
btc-updown-15m-1773936000,1773936000,2026-03,1,300,0.39,776.55,0.4,398.47,3207.34,712.17,0.6,398.47,0.61,776.55,712.17,3207.34,0,300
btc-updown-15m-1773936000,1773936000,2026-03,1,450,0.36,901.18,0.37,128,4912.18,1410.65,0.63,128,0.64,901.18,1410.65,4912.18,0,300
btc-updown-15m-1773936000,1773936000,2026-03,1,600,0.12,816.49,0.14,130,2773.15,869,0.86,130,0.88,816.49,869,2773.15,11,300
btc-updown-15m-1773936000,1773936000,2026-03,1,690,0.09,293,0.1,166.34,4382.08,4356.34,0.9,166.34,0.91,293,4356.34,4382.08,7,300
btc-updown-15m-1773946800,1773946800,2026-03,0,300,0.85,136.59,0.86,34.37,1376.55,1557.21,0.14,34.37,0.15,136.59,1557.21,1376.55,60,296.2
btc-updown-15m-1773946800,1773946800,2026-03,0,450,0.94,1792.96,0.95,4.64,2993.2,3029.96,0.05,4.64,0.06,1792.96,3029.96,2993.2,17,296.2
btc-updown-15m-1773946800,1773946800,2026-03,0,600,0.97,295,0.98,2324.62,943.41,8777.99,0.02,2324.62,0.03,295,8777.99,943.41,52,296.2
btc-updown-15m-1773946800,1773946800,2026-03,0,690,0.99,14425.8,,,18586.16,0,,,0.01,14425.8,0,18586.16,42,296.2
btc-updown-15m-1773957600,1773957600,2026-03,0,300,0.31,70.36,0.32,12.06,1677.82,433.18,0.68,12.06,0.69,70.36,433.18,1677.82,2,298.1
btc-updown-15m-1773957600,1773957600,2026-03,0,450,0.35,124.95,0.36,185.86,647.21,1103.33,0.64,185.86,0.65,124.95,1103.33,647.21,8,298.1
btc-updown-15m-1773957600,1773957600,2026-03,0,600,0.43,71,0.44,193.2,822.45,653.2,0.56,193.2,0.57,71,653.2,822.45,59,298.1
btc-updown-15m-1773957600,1773957600,2026-03,0,690,0.3,278.94,0.31,50.8,1678.9,1526.53,0.69,50.8,0.7,278.94,1526.53,1678.9,24,298.1
btc-updown-15m-1773968400,1773968400,2026-03,0,300,0.69,726.46,0.71,160.81,3485.98,773.45,0.29,160.81,0.31,726.46,773.45,3485.98,12676,168.9
