slug,epoch,month,result_id,t_sec,up_bid,up_bid_sz,up_ask,up_ask_sz,up_top3_bid,up_top3_ask,down_bid,down_bid_sz,down_ask,down_ask_sz,down_top3_bid,down_top3_ask,age_ms,replay_start_off_s
btc-updown-15m-1760140800,1760140800,2025-10,1,300,0.51,6,0.66,5,2511,2510.88,0.34,5,0.49,6,2510.88,2511,6282,269.6
btc-updown-15m-1760140800,1760140800,2025-10,1,450,0.41,8,0.49,8,74,24,0.51,8,0.59,8,24,74,36,269.6
btc-updown-15m-1760140800,1760140800,2025-10,1,600,0.39,5,0.54,5,2555,15,0.46,5,0.61,5,15,2555,193,269.6
btc-updown-15m-1760140800,1760140800,2025-10,1,690,0.05,99.12,0.23,5,499.12,2510,0.77,5,0.95,99.12,2510,499.12,255,269.6
btc-updown-15m-1760145300,1760145300,2025-10,1,300,0.11,30,0.15,24,144,63,0.85,24,0.89,30,63,144,32,264.8
btc-updown-15m-1760145300,1760145300,2025-10,1,450,0.07,8,0.14,5,124,113,0.86,5,0.93,8,113,124,31,264.8
btc-updown-15m-1760145300,1760145300,2025-10,1,600,0.01,49.94,0.02,40.57,49.94,92.06,0.98,40.57,0.99,49.94,92.06,49.94,6136,264.8
btc-updown-15m-1760145300,1760145300,2025-10,1,690,,,0.01,149.39,0,203.88,0.99,149.39,,,203.88,0,344,264.8
btc-updown-15m-1760149800,1760149800,2025-10,0,300,0.74,9,0.81,5,27,2322.89,0.19,5,0.26,9,2322.89,27,1502,285.1
btc-updown-15m-1760149800,1760149800,2025-10,0,450,0.56,28,0.64,8,44,37.5,0.36,8,0.44,28,37.5,44,618,285.1
btc-updown-15m-1760149800,1760149800,2025-10,0,600,0.89,12.8,0.9,500,2533.8,607,0.1,500,0.11,12.8,607,2533.8,0,285.1
btc-updown-15m-1760149800,1760149800,2025-10,0,690,0.89,11.1,0.98,34.13,2523.1,84.13,0.02,34.13,0.11,11.1,84.13,2523.1,2151,285.1
btc-updown-15m-1760183100,1760183100,2025-10,1,300,0.1,66.09,0.11,5,159.09,63.85,0.89,5,0.9,66.09,63.85,159.09,211,267.8
btc-updown-15m-1760183100,1760183100,2025-10,1,450,0.16,116.84,0.17,9.52,132.84,33.52,0.83,9.52,0.84,116.84,33.52,132.84,586,267.8
btc-updown-15m-1760183100,1760183100,2025-10,1,600,0.2,7,0.32,12,114.09,263.54,0.68,12,0.8,7,263.54,114.09,493,267.8
btc-updown-15m-1760183100,1760183100,2025-10,1,690,0.11,81,0.23,6,136.59,18,0.77,6,0.89,81,18,136.59,4,267.8
btc-updown-15m-1760187600,1760187600,2025-10,0,300,0.24,14.17,0.33,96,29.17,215.3,0.67,96,0.76,14.17,215.3,29.17,10,274.5
btc-updown-15m-1760187600,1760187600,2025-10,0,450,0.1,25,0.17,13,114,29,0.83,13,0.9,25,29,114,327,274.5
btc-updown-15m-1760187600,1760187600,2025-10,0,600,0.11,7,0.2,15,46,87.3,0.8,15,0.89,7,87.3,46,2521,274.5
btc-updown-15m-1760187600,1760187600,2025-10,0,690,0.1,6,0.21,5,14.61,23,0.79,5,0.9,6,23,14.61,751,274.5
btc-updown-15m-1760192100,1760192100,2025-10,1,300,0.57,95,0.65,168.77,113,259.65,0.35,168.77,0.43,95,259.65,113,136,266.3
btc-updown-15m-1760192100,1760192100,2025-10,1,450,0.29,76,0.32,8,100,24,0.68,8,0.71,76,24,100,313,266.3
btc-updown-15m-1760192100,1760192100,2025-10,1,600,0.02,83,0.04,5,83,122.75,0.96,5,0.98,83,122.75,83,249,266.3
btc-updown-15m-1760192100,1760192100,2025-10,1,690,0.01,50,0.09,5,50,371.65,0.91,5,0.99,50,371.65,50,2044,266.3
btc-updown-15m-1760229900,1760229900,2025-10,1,300,0.5,5,0.58,49,2559,64,0.42,49,0.5,5,64,2559,6,240
btc-updown-15m-1760229900,1760229900,2025-10,1,450,0.4,5,0.49,49,2554,2559,0.51,49,0.6,5,2559,2554,426,240
btc-updown-15m-1760229900,1760229900,2025-10,1,600,0.58,49,0.67,66,2685,2666,0.33,66,0.42,49,2666,2685,172,240
btc-updown-15m-1760229900,1760229900,2025-10,1,690,0.1,63.25,0.13,127.15,168.25,2676.15,0.87,127.15,0.9,63.25,2676.15,168.25,726,240
btc-updown-15m-1760234400,1760234400,2025-10,0,300,0.8,9,0.89,18,2518,643,0.11,18,0.2,9,643,2518,6,288.3
btc-updown-15m-1760234400,1760234400,2025-10,0,450,0.81,8,0.9,378,139.16,436,0.1,378,0.19,8,436,139.16,19,288.3
btc-updown-15m-1760234400,1760234400,2025-10,0,600,0.78,50,0.85,55,64,112,0.15,55,0.22,50,112,64,2302,288.3
btc-updown-15m-1760234400,1760234400,2025-10,0,690,0.54,6.68,0.63,60.62,2516.58,2615.62,0.37,60.62,0.46,6.68,2615.62,2516.58,26,288.3
btc-updown-15m-1760301900,1760301900,2025-10,1,300,0.39,100,0.46,100,317,317,0.54,100,0.61,100,317,317,36,265.7
btc-updown-15m-1760301900,1760301900,2025-10,1,450,0.49,10,0.6,27,2710,227,0.4,27,0.51,10,227,2710,5,265.7
btc-updown-15m-1760301900,1760301900,2025-10,1,600,0.35,98.46,0.4,10,225.46,2627,0.6,10,0.65,98.46,2627,225.46,68,265.7
btc-updown-15m-1760301900,1760301900,2025-10,1,690,0.23,17,0.29,10,222,2527,0.71,10,0.77,17,2527,222,35,265.7
