slug,epoch,month,result_id,t_sec,up_bid,up_bid_sz,up_ask,up_ask_sz,up_top3_bid,up_top3_ask,down_bid,down_bid_sz,down_ask,down_ask_sz,down_top3_bid,down_top3_ask,age_ms,replay_start_off_s
btc-updown-15m-1778269500,1778269500,2026-05,0,300,0.57,357.4,0.58,39.1,821.85,316.84,0.42,39.1,0.43,357.4,316.84,821.85,2,297.7
btc-updown-15m-1778269500,1778269500,2026-05,0,450,0.72,268.72,0.73,99.71,863.39,320.54,0.27,99.71,0.28,268.72,320.54,863.39,3,297.7
btc-updown-15m-1778269500,1778269500,2026-05,0,600,0.74,18.18,0.75,231.64,105.25,506.39,0.25,231.64,0.26,18.18,506.39,105.25,3,297.7
btc-updown-15m-1778269500,1778269500,2026-05,0,690,0.2,17.62,0.21,168.02,486.62,473.15,0.79,168.02,0.8,17.62,473.15,486.62,7,297.7
btc-updown-15m-1778274000,1778274000,2026-05,0,300,0.75,216.22,0.76,157.19,653.54,423.58,0.24,157.19,0.25,216.22,423.58,653.54,9,293.7
btc-updown-15m-1778274000,1778274000,2026-05,0,450,0.74,144.87,0.75,246.75,1211.62,1035.75,0.25,246.75,0.26,144.87,1035.75,1211.62,26,293.7
btc-updown-15m-1778274000,1778274000,2026-05,0,600,0.33,194.24,0.34,302.65,227.67,801.81,0.66,302.65,0.67,194.24,801.81,227.67,64,293.7
btc-updown-15m-1778274000,1778274000,2026-05,0,690,0.3,196.38,0.31,394.39,1089.31,1356.16,0.69,394.39,0.7,196.38,1356.16,1089.31,81,293.7
btc-updown-15m-1778278500,1778278500,2026-05,1,300,0.23,27.79,0.24,602.98,356.56,899.98,0.76,602.98,0.77,27.79,899.98,356.56,20,298.9
btc-updown-15m-1778278500,1778278500,2026-05,1,450,0.07,560.33,0.08,222.56,1499.06,1310.05,0.92,222.56,0.93,560.33,1310.05,1499.06,29,298.9
btc-updown-15m-1778278500,1778278500,2026-05,1,600,0.21,21.23,0.22,164.05,109.23,331.35,0.78,164.05,0.79,21.23,331.35,109.23,0,298.9
btc-updown-15m-1778278500,1778278500,2026-05,1,690,0.1,164.32,0.11,35,477.92,280.18,0.89,35,0.9,164.32,280.18,477.92,2,298.9
btc-updown-15m-1778283000,1778283000,2026-05,1,300,0.45,105,0.46,1.48,431.29,167.47,0.54,1.48,0.55,105,167.47,431.29,0,295.6
btc-updown-15m-1778283000,1778283000,2026-05,1,450,0.07,165.37,0.08,948.64,1664.99,1666.41,0.92,948.64,0.93,165.37,1666.41,1664.99,10,295.6
btc-updown-15m-1778283000,1778283000,2026-05,1,600,0.1,99.46,0.11,254.17,434.04,1336.87,0.89,254.17,0.9,99.46,1336.87,434.04,2,295.6
btc-updown-15m-1778283000,1778283000,2026-05,1,690,0.04,22,0.05,316.63,1743.67,1532.04,0.95,316.63,0.96,22,1532.04,1743.67,43,295.6
btc-updown-15m-1778287500,1778287500,2026-05,0,300,0.59,198.84,0.63,8.61,490.96,209.61,0.37,8.61,0.41,198.84,209.61,490.96,0,296.2
btc-updown-15m-1778287500,1778287500,2026-05,0,450,0.87,85,0.88,202.83,374.36,543.04,0.12,202.83,0.13,85,543.04,374.36,63,296.2
btc-updown-15m-1778287500,1778287500,2026-05,0,600,0.89,79.74,0.9,121.14,389.91,467.19,0.1,121.14,0.11,79.74,467.19,389.91,366,296.2
btc-updown-15m-1778287500,1778287500,2026-05,0,690,0.86,109.19,0.87,244.02,391.19,713.11,0.13,244.02,0.14,109.19,713.11,391.19,8,296.2
btc-updown-15m-1778292000,1778292000,2026-05,0,300,0.9,101.22,0.91,135.7,659.01,1397.93,0.09,135.7,0.1,101.22,1397.93,659.01,7,296.4
btc-updown-15m-1778292000,1778292000,2026-05,0,450,0.95,314.28,0.96,178.11,1031.23,3203.97,0.04,178.11,0.05,314.28,3203.97,1031.23,31,296.4
btc-updown-15m-1778292000,1778292000,2026-05,0,600,0.99,411.21,,,4742.25,0,,,0.01,411.21,0,4742.25,24,296.4
btc-updown-15m-1778292000,1778292000,2026-05,0,690,0.98,3217.41,0.99,137.44,5138.55,137.44,0.01,137.44,0.02,3217.41,137.44,5138.55,63,296.4
btc-updown-15m-1778296500,1778296500,2026-05,0,300,0.83,179.91,0.84,32.19,593.71,507.87,0.16,32.19,0.17,179.91,507.87,593.71,138,296.3
btc-updown-15m-1778296500,1778296500,2026-05,0,450,0.89,324,0.9,335.32,612.7,765.22,0.1,335.32,0.11,324,765.22,612.7,32,296.3
btc-updown-15m-1778296500,1778296500,2026-05,0,600,0.88,124,0.89,32.5,338.42,493.02,0.11,32.5,0.12,124,493.02,338.42,40,296.3
