slug,epoch,month,result_id,t_sec,up_bid,up_bid_sz,up_ask,up_ask_sz,up_top3_bid,up_top3_ask,down_bid,down_bid_sz,down_ask,down_ask_sz,down_top3_bid,down_top3_ask,age_ms,replay_start_off_s
btc-updown-15m-1777818600,1777818600,2026-05,0,300,0.69,19.28,0.7,128.01,186.28,451.41,0.3,128.01,0.31,19.28,451.41,186.28,70,298.6
btc-updown-15m-1777818600,1777818600,2026-05,0,450,0.72,187.79,0.73,25.58,743.75,89.63,0.27,25.58,0.28,187.79,89.63,743.75,47,298.6
btc-updown-15m-1777818600,1777818600,2026-05,0,600,0.66,54.8,0.67,94.55,179.1,480.59,0.33,94.55,0.34,54.8,480.59,179.1,33,298.6
btc-updown-15m-1777818600,1777818600,2026-05,0,690,0.68,36.62,0.69,23.35,164.87,191.86,0.31,23.35,0.32,36.62,191.86,164.87,51,298.6
btc-updown-15m-1777823100,1777823100,2026-05,1,300,0.27,350.17,0.28,123.33,850.35,327.99,0.72,123.33,0.73,350.17,327.99,850.35,7,296.6
btc-updown-15m-1777823100,1777823100,2026-05,1,450,0.1,287.09,0.11,438.3,807.84,1052.15,0.89,438.3,0.9,287.09,1052.15,807.84,78,296.6
btc-updown-15m-1777823100,1777823100,2026-05,1,600,0.13,138.05,0.14,15,764.75,238.39,0.86,15,0.87,138.05,238.39,764.75,12,296.6
btc-updown-15m-1777823100,1777823100,2026-05,1,690,0.11,6,0.12,374.86,511,772.89,0.88,374.86,0.89,6,772.89,511,4,296.6
btc-updown-15m-1777827600,1777827600,2026-05,0,300,0.12,139.24,0.13,418.83,361.96,671.71,0.87,418.83,0.88,139.24,671.71,361.96,48,291
btc-updown-15m-1777827600,1777827600,2026-05,0,450,0.41,562.3,0.42,16,809.47,274.84,0.58,16,0.59,562.3,274.84,809.47,69,291
btc-updown-15m-1777827600,1777827600,2026-05,0,600,0.26,118.63,0.27,15,291.44,229.93,0.73,15,0.74,118.63,229.93,291.44,5,291
btc-updown-15m-1777827600,1777827600,2026-05,0,690,0.85,12,0.92,88.71,1075.65,526.58,0.08,88.71,0.15,12,526.58,1075.65,6,291
btc-updown-15m-1777832100,1777832100,2026-05,0,300,0.76,112.59,0.77,214.82,228.41,551.48,0.23,214.82,0.24,112.59,551.48,228.41,26,292.4
