slug,epoch,month,result_id,t_sec,up_bid,up_bid_sz,up_ask,up_ask_sz,up_top3_bid,up_top3_ask,down_bid,down_bid_sz,down_ask,down_ask_sz,down_top3_bid,down_top3_ask,age_ms,replay_start_off_s
btc-updown-15m-1762788600,1762788600,2025-11,1,300,0.4,155,0.43,10,661,224.45,0.57,10,0.6,155,224.45,661,50,296
btc-updown-15m-1762788600,1762788600,2025-11,1,450,0.27,0.62,0.29,18,107.62,348,0.71,18,0.73,0.62,348,107.62,0,296
btc-updown-15m-1762788600,1762788600,2025-11,1,600,0.27,170,0.3,8,713.4,70,0.7,8,0.73,170,70,713.4,18,296
btc-updown-15m-1762788600,1762788600,2025-11,1,690,0.14,120,0.16,5,390,127,0.84,5,0.86,120,127,390,27,296
btc-updown-15m-1762797600,1762797600,2025-11,1,300,0.32,15,0.35,71,380,233,0.65,71,0.68,15,233,380,40,296.9
btc-updown-15m-1762797600,1762797600,2025-11,1,450,0.18,22,0.19,5,122,139.6,0.81,5,0.82,22,139.6,122,0,296.9
btc-updown-15m-1762797600,1762797600,2025-11,1,600,0.14,180.75,0.17,60,790.75,90,0.83,60,0.86,180.75,90,790.75,19,296.9
btc-updown-15m-1762797600,1762797600,2025-11,1,690,0.11,555,0.13,8,1318.7,31,0.87,8,0.89,555,31,1318.7,44,296.9
btc-updown-15m-1762805700,1762805700,2025-11,1,300,0.36,55,0.38,5,215,125,0.62,5,0.64,55,125,215,4,298.6
btc-updown-15m-1762805700,1762805700,2025-11,1,450,0.06,50,0.08,8,469,97.93,0.92,8,0.94,50,97.93,469,23,298.6
btc-updown-15m-1762805700,1762805700,2025-11,1,600,0.1,133.9,0.13,23,161.6,115.45,0.87,23,0.9,133.9,115.45,161.6,2,298.6
btc-updown-15m-1762805700,1762805700,2025-11,1,690,0.09,531.81,0.12,48.33,1158.99,157.78,0.88,48.33,0.91,531.81,157.78,1158.99,4,298.6
btc-updown-15m-1762828200,1762828200,2025-11,0,300,0.86,58,0.89,16,151,388,0.11,16,0.14,58,388,151,7,299.3
btc-updown-15m-1762828200,1762828200,2025-11,0,450,0.95,370,0.97,246.75,670.83,1820.75,0.03,246.75,0.05,370,1820.75,670.83,89,299.3
