slug,epoch,month,result_id,t_sec,up_bid,up_bid_sz,up_ask,up_ask_sz,up_top3_bid,up_top3_ask,down_bid,down_bid_sz,down_ask,down_ask_sz,down_top3_bid,down_top3_ask,age_ms,replay_start_off_s
btc-updown-15m-1769868900,1769868900,2026-01,1,300,0.28,490.39,0.29,15,2818.56,449,0.71,15,0.72,490.39,449,2818.56,0,300
btc-updown-15m-1769868900,1769868900,2026-01,1,450,0.18,209.59,0.19,166.41,3165.71,1144.94,0.81,166.41,0.82,209.59,1144.94,3165.71,1,300
btc-updown-15m-1769868900,1769868900,2026-01,1,600,0.01,6715.88,0.02,1799.29,6715.88,5075.74,0.98,1799.29,0.99,6715.88,5075.74,6715.88,14,300
btc-updown-15m-1769868900,1769868900,2026-01,1,690,0.002,1245.06,0.003,658,4867.88,3380,0.997,658,0.998,1245.06,3380,4867.88,128,300
btc-updown-15m-1769869800,1769869800,2026-01,1,300,0.35,766.96,0.36,156.5,3450.39,2361.03,0.64,156.5,0.65,766.96,2361.03,3450.39,0,299
btc-updown-15m-1769869800,1769869800,2026-01,1,450,0.11,21.59,0.12,754.07,1725.22,4252.32,0.88,754.07,0.89,21.59,4252.32,1725.22,7,299
btc-updown-15m-1769869800,1769869800,2026-01,1,600,0.04,50,0.05,671.93,6882.12,5963.42,0.95,671.93,0.96,50,5963.42,6882.12,0,299
btc-updown-15m-1769869800,1769869800,2026-01,1,690,0.001,3556.92,0.003,224.99,3556.92,3490.56,0.997,224.99,0.999,3556.92,3490.56,3556.92,299,299
btc-updown-15m-1769870700,1769870700,2026-01,0,300,0.69,30.53,0.7,1262.69,2322.59,3201.33,0.3,1262.69,0.31,30.53,3201.33,2322.59,7,298.2
btc-updown-15m-1769870700,1769870700,2026-01,0,450,0.86,31.08,0.87,1111.89,2038.78,3986.24,0.13,1111.89,0.14,31.08,3986.24,2038.78,0,298.2
btc-updown-15m-1769870700,1769870700,2026-01,0,600,0.98,3342.63,0.99,13304.51,6863.21,13304.51,0.01,13304.51,0.02,3342.63,13304.51,6863.21,6,298.2
btc-updown-15m-1769870700,1769870700,2026-01,0,690,0.98,5146.7,0.99,2485.96,8285.65,2485.96,0.01,2485.96,0.02,5146.7,2485.96,8285.65,52,298.2
btc-updown-15m-1769871600,1769871600,2026-01,1,300,0.25,635.5,0.26,229.84,3175.72,2874.43,0.74,229.84,0.75,635.5,2874.43,3175.72,3,298.5
btc-updown-15m-1769871600,1769871600,2026-01,1,450,0.69,583.97,0.7,157.76,2945.05,1673.68,0.3,157.76,0.31,583.97,1673.68,2945.05,3,298.5
btc-updown-15m-1769871600,1769871600,2026-01,1,600,0.38,62.38,0.39,344.69,624.87,2564.53,0.61,344.69,0.62,62.38,2564.53,624.87,4,298.5
btc-updown-15m-1769871600,1769871600,2026-01,1,690,0.24,712.58,0.25,104,3072.11,1196.99,0.75,104,0.76,712.58,1196.99,3072.11,0,298.5
btc-updown-15m-1769873400,1769873400,2026-01,0,300,0.58,87.59,0.59,972.75,4316.55,4310.48,0.41,972.75,0.42,87.59,4310.48,4316.55,8,297.7
btc-updown-15m-1769873400,1769873400,2026-01,0,450,0.16,1901,0.17,54.22,5002.76,1628.93,0.83,54.22,0.84,1901,1628.93,5002.76,11,297.7
btc-updown-15m-1769873400,1769873400,2026-01,0,600,0.41,43.89,0.42,170,2245.15,3634.32,0.58,170,0.59,43.89,3634.32,2245.15,20,297.7
btc-updown-15m-1769873400,1769873400,2026-01,0,690,0.11,698.27,0.12,103.1,6276.57,1079.51,0.88,103.1,0.89,698.27,1079.51,6276.57,9,297.7
btc-updown-15m-1769874300,1769874300,2026-01,1,300,0.78,1937.72,0.79,653.02,4225.91,2515.44,0.21,653.02,0.22,1937.72,2515.44,4225.91,0,299.4
btc-updown-15m-1769874300,1769874300,2026-01,1,450,0.77,5,0.78,990.38,2091.58,5283,0.22,990.38,0.23,5,5283,2091.58,0,299.4
btc-updown-15m-1769874300,1769874300,2026-01,1,600,0.75,1332.06,0.76,239.94,5353.09,3326.48,0.24,239.94,0.25,1332.06,3326.48,5353.09,1,299.4
