slug,epoch,month,result_id,t_sec,up_bid,up_bid_sz,up_ask,up_ask_sz,up_top3_bid,up_top3_ask,down_bid,down_bid_sz,down_ask,down_ask_sz,down_top3_bid,down_top3_ask,age_ms,replay_start_off_s
btc-updown-15m-1761201900,1761201900,2025-10,0,300,0.58,9,0.61,8.36,37,28.36,0.39,8.36,0.42,9,28.36,37,10,295.2
btc-updown-15m-1761201900,1761201900,2025-10,0,450,0.89,57.4,0.92,33.79,73.64,137.79,0.08,33.79,0.11,57.4,137.79,73.64,120,295.2
btc-updown-15m-1761201900,1761201900,2025-10,0,600,0.73,10,0.8,10,329.6,406.54,0.2,10,0.27,10,406.54,329.6,9,295.2
btc-updown-15m-1761201900,1761201900,2025-10,0,690,0.79,28,0.86,16,54.18,521,0.14,16,0.21,28,521,54.18,9,295.2
btc-updown-15m-1761202800,1761202800,2025-10,1,300,0.11,10,0.12,8.94,56.1,270.94,0.88,8.94,0.89,10,270.94,56.1,160,290.8
btc-updown-15m-1761202800,1761202800,2025-10,1,450,0.1,13.54,0.15,16,258.43,32,0.85,16,0.9,13.54,32,258.43,0,290.8
btc-updown-15m-1761202800,1761202800,2025-10,1,600,0.04,20.95,0.05,5,219.61,309,0.95,5,0.96,20.95,309,219.61,89,290.8
btc-updown-15m-1761202800,1761202800,2025-10,1,690,0.01,129.37,0.02,9.83,129.37,529.48,0.98,9.83,0.99,129.37,529.48,129.37,40,290.8
btc-updown-15m-1761204600,1761204600,2025-10,1,300,0.31,18,0.36,10,287,554,0.64,10,0.69,18,554,287,49,287.4
btc-updown-15m-1761204600,1761204600,2025-10,1,450,0.05,16,0.09,80,1351,459,0.91,80,0.95,16,459,1351,102,287.4
btc-updown-15m-1761204600,1761204600,2025-10,1,600,0.03,5.51,0.04,100,947.49,860,0.96,100,0.97,5.51,860,947.49,102,287.4
btc-updown-15m-1761204600,1761204600,2025-10,1,690,,,0.01,12.81,0,3249.85,0.99,12.81,,,3249.85,0,136,287.4
btc-updown-15m-1761205500,1761205500,2025-10,1,300,0.57,17.79,0.63,19,305.79,38,0.37,19,0.43,17.79,38,305.79,272,296.8
btc-updown-15m-1761205500,1761205500,2025-10,1,450,0.48,60,0.55,5,166.1,110.1,0.45,5,0.52,60,110.1,166.1,12,296.8
btc-updown-15m-1761205500,1761205500,2025-10,1,600,0.07,10,0.14,10,315.72,122,0.86,10,0.93,10,122,315.72,40,296.8
btc-updown-15m-1761205500,1761205500,2025-10,1,690,0.13,250,0.2,130,756,152,0.8,130,0.87,250,152,756,84,296.8
btc-updown-15m-1761206400,1761206400,2025-10,0,300,0.89,80,0.92,60.56,132.8,343.56,0.08,60.56,0.11,80,343.56,132.8,120,281.2
btc-updown-15m-1761206400,1761206400,2025-10,0,450,0.96,516.6,0.97,10,945.02,1115,0.03,10,0.04,516.6,1115,945.02,23972,281.2
btc-updown-15m-1761206400,1761206400,2025-10,0,600,0.98,69.89,0.99,211.47,565.3,211.47,0.01,211.47,0.02,69.89,211.47,565.3,14,281.2
btc-updown-15m-1761206400,1761206400,2025-10,0,690,0.99,1876.88,,,6254.45,0,,,0.01,1876.88,0,6254.45,377,281.2
btc-updown-15m-1761207300,1761207300,2025-10,0,300,0.64,9,0.67,250,335,707.91,0.33,250,0.36,9,707.91,335,92,288.7
btc-updown-15m-1761207300,1761207300,2025-10,0,450,0.43,268,0.46,80,794,588,0.54,80,0.57,268,588,794,16,288.7
btc-updown-15m-1761207300,1761207300,2025-10,0,600,0.57,250,0.62,250,827,758,0.38,250,0.43,250,758,827,631,288.7
btc-updown-15m-1761207300,1761207300,2025-10,0,690,0.26,121.92,0.34,192,276.92,322,0.66,192,0.74,121.92,322,276.92,3,288.7
btc-updown-15m-1761209100,1761209100,2025-10,1,300,0.73,18,0.8,208.86,37,501.86,0.2,208.86,0.27,18,501.86,37,47,297.4
btc-updown-15m-1761209100,1761209100,2025-10,1,450,0.65,14.79,0.68,13,161.79,26,0.32,13,0.35,14.79,26,161.79,350,297.4
btc-updown-15m-1761209100,1761209100,2025-10,1,600,0.37,8.43,0.38,10,20.43,467,0.62,10,0.63,8.43,467,20.43,338,297.4
btc-updown-15m-1761209100,1761209100,2025-10,1,690,0.05,10,0.06,31.53,322.37,60,0.94,31.53,0.95,10,60,322.37,288,297.4
btc-updown-15m-1761210000,1761210000,2025-10,1,300,0.2,51.28,0.23,5,92.28,317,0.77,5,0.8,51.28,317,92.28,165,292.2
btc-updown-15m-1761210000,1761210000,2025-10,1,450,0.23,15,0.25,15,346.57,66,0.75,15,0.77,15,66,346.57,7,292.2
btc-updown-15m-1761210000,1761210000,2025-10,1,600,0.1,10,0.12,118.33,134,145.33,0.88,118.33,0.9,10,145.33,134,459,292.2
btc-updown-15m-1761210000,1761210000,2025-10,1,690,0.01,1611.28,0.03,66.86,1611.28,221.86,0.97,66.86,0.99,1611.28,221.86,1611.28,205,292.2
btc-updown-15m-1761210900,1761210900,2025-10,0,300,0.78,28,0.84,9,42,127,0.16,9,0.22,28,127,42,91,273.9
btc-updown-15m-1761210900,1761210900,2025-10,0,450,0.88,10,0.93,16,46,147,0.07,16,0.12,10,147,46,59,273.9
btc-updown-15m-1761210900,1761210900,2025-10,0,600,0.96,500,0.97,75.84,569,187.9,0.03,75.84,0.04,500,187.9,569,136,273.9
