slug,epoch,month,result_id,t_sec,up_bid,up_bid_sz,up_ask,up_ask_sz,up_top3_bid,up_top3_ask,down_bid,down_bid_sz,down_ask,down_ask_sz,down_top3_bid,down_top3_ask,age_ms,replay_start_off_s
btc-updown-15m-1770167700,1770167700,2026-02,1,300,0.4,1286.62,0.41,973.67,3857.12,3261.45,0.59,973.67,0.6,1286.62,3261.45,3857.12,12,298.6
btc-updown-15m-1770167700,1770167700,2026-02,1,450,0.4,251.69,0.41,655.33,4005.48,2352.66,0.59,655.33,0.6,251.69,2352.66,4005.48,1,298.6
btc-updown-15m-1770167700,1770167700,2026-02,1,600,0.11,1510.52,0.12,65,4788.93,1646.92,0.88,65,0.89,1510.52,1646.92,4788.93,4,298.6
btc-updown-15m-1770167700,1770167700,2026-02,1,690,0.15,1050.83,0.19,420.06,4141.67,1181.2,0.81,420.06,0.85,1050.83,1181.2,4141.67,61,298.6
btc-updown-15m-1770168600,1770168600,2026-02,0,300,0.85,816.42,0.86,947.55,3516.15,4860.04,0.14,947.55,0.15,816.42,4860.04,3516.15,1,297.5
btc-updown-15m-1770168600,1770168600,2026-02,0,450,0.84,505.3,0.85,196.42,4144.97,4352.61,0.15,196.42,0.16,505.3,4352.61,4144.97,17,297.5
btc-updown-15m-1770168600,1770168600,2026-02,0,600,0.9,7.29,0.91,1569.08,559.92,8404.26,0.09,1569.08,0.1,7.29,8404.26,559.92,72,297.5
btc-updown-15m-1770168600,1770168600,2026-02,0,690,0.97,682.56,0.98,6820.14,3356.02,24300.5,0.02,6820.14,0.03,682.56,24300.5,3356.02,4,297.5
btc-updown-15m-1770169500,1770169500,2026-02,1,300,0.12,1245.68,0.13,1348.7,2050.32,7223.1,0.87,1348.7,0.88,1245.68,7223.1,2050.32,2,297.3
btc-updown-15m-1770169500,1770169500,2026-02,1,450,0.04,279.74,0.05,2194.52,7727.43,4307.9,0.95,2194.52,0.96,279.74,4307.9,7727.43,12,297.3
btc-updown-15m-1770169500,1770169500,2026-02,1,600,0.061,1391.95,0.069,66.4,2294.95,981.4,0.931,66.4,0.939,1391.95,981.4,2294.95,13,297.3
btc-updown-15m-1770169500,1770169500,2026-02,1,690,0.01,7904.45,0.015,1836.57,9424.45,3856.57,0.985,1836.57,0.99,7904.45,3856.57,9424.45,9,297.3
btc-updown-15m-1770170400,1770170400,2026-02,1,300,0.39,185.63,0.4,787.14,1234.54,4140.22,0.6,787.14,0.61,185.63,4140.22,1234.54,18,299
btc-updown-15m-1770170400,1770170400,2026-02,1,450,0.7,30,0.71,0.3,1049.18,2506.33,0.29,0.3,0.3,30,2506.33,1049.18,6,299
btc-updown-15m-1770170400,1770170400,2026-02,1,600,0.8,103.09,0.81,261.32,947.3,2043.5,0.19,261.32,0.2,103.09,2043.5,947.3,16,299
btc-updown-15m-1770170400,1770170400,2026-02,1,690,0.8,610,0.82,183,2357.64,1802.46,0.18,183,0.2,610,1802.46,2357.64,0,299
btc-updown-15m-1770171300,1770171300,2026-02,1,300,0.69,560.53,0.7,631.57,2399.5,2623.17,0.3,631.57,0.31,560.53,2623.17,2399.5,74,298.6
