slug,epoch,month,result_id,t_sec,up_bid,up_bid_sz,up_ask,up_ask_sz,up_top3_bid,up_top3_ask,down_bid,down_bid_sz,down_ask,down_ask_sz,down_top3_bid,down_top3_ask,age_ms,replay_start_off_s
btc-updown-15m-1776382200,1776382200,2026-04,0,300,0.6,25.43,0.61,613.19,91.05,1255.86,0.39,613.19,0.4,25.43,1255.86,91.05,0,299.8
btc-updown-15m-1776382200,1776382200,2026-04,0,450,0.87,186.6,0.88,1057.44,629.22,2817.92,0.12,1057.44,0.13,186.6,2817.92,629.22,32,299.8
btc-updown-15m-1776382200,1776382200,2026-04,0,600,0.95,317.46,0.96,1039.24,1935.16,6606.95,0.04,1039.24,0.05,317.46,6606.95,1935.16,37,299.8
btc-updown-15m-1776382200,1776382200,2026-04,0,690,0.95,452.24,0.96,354.13,1534.47,5417.12,0.04,354.13,0.05,452.24,5417.12,1534.47,241,299.8
btc-updown-15m-1776383100,1776383100,2026-04,0,300,0.2,25,0.21,186.23,736.8,884.53,0.79,186.23,0.8,25,884.53,736.8,14,295.6
btc-updown-15m-1776383100,1776383100,2026-04,0,450,0.22,458.87,0.23,15,1322.13,460,0.77,15,0.78,458.87,460,1322.13,20,295.6
btc-updown-15m-1776383100,1776383100,2026-04,0,600,0.08,26,0.09,78.9,691.75,858.6,0.91,78.9,0.92,26,858.6,691.75,3,295.6
btc-updown-15m-1776383100,1776383100,2026-04,0,690,0.09,62.81,0.1,25,2133.29,679,0.9,25,0.91,62.81,679,2133.29,20,295.6
btc-updown-15m-1776384000,1776384000,2026-04,1,300,0.23,168.73,0.24,801.99,610.13,2355.05,0.76,801.99,0.77,168.73,2355.05,610.13,42,299.8
btc-updown-15m-1776384000,1776384000,2026-04,1,450,0.05,250.08,0.06,344.15,5566.97,2250.96,0.94,344.15,0.95,250.08,2250.96,5566.97,32,299.8
btc-updown-15m-1776384000,1776384000,2026-04,1,600,0.02,1025.69,0.03,4165.78,5109.06,5175.75,0.97,4165.78,0.98,1025.69,5175.75,5109.06,243,299.8
btc-updown-15m-1776384000,1776384000,2026-04,1,690,0.01,3748.79,0.02,578.3,3748.79,4343.56,0.98,578.3,0.99,3748.79,4343.56,3748.79,139,299.8
btc-updown-15m-1776384900,1776384900,2026-04,0,300,0.57,351,0.58,276.69,1535,816.05,0.42,276.69,0.43,351,816.05,1535,5,298.4
btc-updown-15m-1776384900,1776384900,2026-04,0,450,0.5,356,0.51,112.69,1223.16,620.19,0.49,112.69,0.5,356,620.19,1223.16,3,298.4
btc-updown-15m-1776384900,1776384900,2026-04,0,600,0.17,51,0.18,45,629,571.87,0.82,45,0.83,51,571.87,629,6,298.4
btc-updown-15m-1776384900,1776384900,2026-04,0,690,0.45,1160.1,0.46,95.2,2050.11,1421.03,0.54,95.2,0.55,1160.1,1421.03,2050.11,15,298.4
btc-updown-15m-1776386700,1776386700,2026-04,1,300,0.51,278.24,0.52,303.94,1562.44,1418.78,0.48,303.94,0.49,278.24,1418.78,1562.44,0,296.9
btc-updown-15m-1776386700,1776386700,2026-04,1,450,0.59,428.73,0.6,0.03,1593.02,1029.03,0.4,0.03,0.41,428.73,1029.03,1593.02,12,296.9
btc-updown-15m-1776386700,1776386700,2026-04,1,600,0.49,12.06,0.5,939.42,627.06,2075.82,0.5,939.42,0.51,12.06,2075.82,627.06,20,296.9
btc-updown-15m-1776386700,1776386700,2026-04,1,690,0.54,195.7,0.55,617.58,1018.39,1109.58,0.45,617.58,0.46,195.7,1109.58,1018.39,1,296.9
btc-updown-15m-1776387600,1776387600,2026-04,1,300,0.41,176.6,0.42,30,677.49,531.76,0.58,30,0.59,176.6,531.76,677.49,160,291.6
btc-updown-15m-1776387600,1776387600,2026-04,1,450,0.87,89.55,0.88,140.65,417.8,1077.04,0.12,140.65,0.13,89.55,1077.04,417.8,4,291.6
btc-updown-15m-1776387600,1776387600,2026-04,1,600,0.8,50,0.81,128.33,1138.03,528.33,0.19,128.33,0.2,50,528.33,1138.03,1,291.6
btc-updown-15m-1776387600,1776387600,2026-04,1,690,0.43,4.38,0.44,500.21,591.38,792.41,0.56,500.21,0.57,4.38,792.41,591.38,15,291.6
btc-updown-15m-1776388500,1776388500,2026-04,1,300,0.53,155.9,0.54,10,1923.93,322.56,0.46,10,0.47,155.9,322.56,1923.93,2,299.3
btc-updown-15m-1776388500,1776388500,2026-04,1,450,0.07,43,0.1,80,1239.28,825.98,0.9,80,0.93,43,825.98,1239.28,379,299.3
