slug,startedAt,isWin,pnl,asOfTimeMs,symbol,session,hourOfDayUTC,dayOfWeekUTC,tf1h_atr14Pct,tf1h_bbWidth,tf1h_adx14,tf1h_ema20,tf1h_ema50,tf1h_ema20Over50,tf1h_rv20,tf1h_rv80,tf1h_rv20Over80,tf15m_hlRangePct,tf15m_wickRatio,tf15m_atr14Pct,tf15m_rv20,error
btc-updown-15m-1766406600,,true,1.97,1766406600000,BTCUSDT,EU,12,1,0.0049323722031603635,0.023502512422814273,23.579128072632344,88981.9429405437,88539.82623524863,0.004993421876844151,0.0020922729926115637,0.0028903554522963187,0.7238808607257293,0.002526775314711809,0.030982470444405417,0.0026815404848207565,0.0021714332410577002,
btc-updown-15m-1766408400,,false,-7.24,1766408400000,BTCUSDT,EU,13,1,0.005138578260371541,0.026622787339048142,25.763441549861362,89098.7559937205,88605.26283370226,0.005569569393913287,0.0020723735516272345,0.002895106926527689,0.7158193476856421,0.0025872092345516954,4.1614617940204575,0.00288523201970548,0.0022240922931792816,
btc-updown-15m-1766409300,,true,3.15,1766409300000,BTCUSDT,EU,13,1,0.005138578260371541,0.026622787339048142,25.763441549861362,89098.7559937205,88605.26283370226,0.005569569393913287,0.0020723735516272345,0.002895106926527689,0.7158193476856421,0.002696690733834803,3.3361299535874913,0.002873268185257025,0.002239570446861295,
btc-updown-15m-1766411100,,true,3.05,1766411100000,BTCUSDT,EU,13,1,0.005138578260371541,0.026622787339048142,25.763441549861362,89098.7559937205,88605.26283370226,0.005569569393913287,0.0020723735516272345,0.002895106926527689,0.7158193476856421,0.004388637596604667,0.10369955156950587,0.0029397111978528593,0.0018944859049897437,
btc-updown-15m-1766413800,,true,2.36,1766413800000,BTCUSDT,EU,14,1,0.005254579442591082,0.027601959588395,27.307661816085027,89176.24304118371,88656.53723361608,0.005862013380899089,0.0022690563705222463,0.0029249234078755565,0.7757660813998263,0.0025499937967714543,7.597451274360009,0.00282887770435536,0.00148297157080292,
btc-updown-15m-1766414700,,true,2.26,1766414700000,BTCUSDT,EU,14,1,0.005254579442591082,0.027601959588395,27.307661816085027,89176.24304118371,88656.53723361608,0.005862013380899089,0.0022690563705222463,0.0029249234078755565,0.7757660813998263,0.00849167882558796,5.282051282051585,0.0032342535402039418,0.0015230154483280248,
btc-updown-15m-1766417400,,true,3.15,1766417400000,BTCUSDT,EU,15,1,0.005543523912782312,0.029102392323403645,27.76136627970156,89266.73703642562,88714.17757396835,0.006228536154737618,0.002291351792512898,0.0029061855872493927,0.7884395967573377,0.0073274241275602964,109.77627118655026,0.004123013163794599,0.002031441286934341,
btc-updown-15m-1766421900,,false,-7.54,1766421900000,BTCUSDT,US,16,1,0.006172183812762762,0.029089693139975864,27.44249972298406,89310.56398439418,88753.87469804991,0.006272281500252053,0.00258845227344949,0.0028999095733665873,0.8925975820840794,0.006264743381661166,0.16936677717311113,0.004392520719724425,0.0026316177250964245,
btc-updown-15m-1766422800,,true,2.46,1766422800000,BTCUSDT,US,17,1,0.00622423543518005,0.027774377829831345,27.146421241865447,89333.36741328143,88785.04628374199,0.006175827489993013,0.0025310035993272315,0.0029057516024641275,0.871032333658836,0.002464321608040123,3.0521483657724398,0.004257272267591393,0.002622248393472692,
btc-updown-15m-1766425500,,true,3.05,1766425500000,BTCUSDT,US,17,1,0.00622423543518005,0.027774377829831345,27.146421241865447,89333.36741328143,88785.04628374199,0.006175827489993013,0.0025310035993272315,0.0029057516024641275,0.871032333658836,0.0029774789915966975,10.327365728897387,0.004193571083019035,0.0025668136487909873,
btc-updown-15m-1766427300,,false,-7.54,1766427300000,BTCUSDT,US,18,1,0.006185323555060315,0.025628971228868182,25.664499948393516,89331.03908710687,88805.52623528347,0.005917569256119082,0.002626324289652222,0.002923735994047339,0.898276826293263,0.0024535003585514654,1.9578549236796516,0.003926312241012125,0.002575107730823801,
btc-updown-15m-1766428200,,true,2.26,1766428200000,BTCUSDT,US,18,1,0.006185323555060315,0.025628971228868182,25.664499948393516,89331.03908710687,88805.52623528347,0.005917569256119082,0.002626324289652222,0.002923735994047339,0.898276826293263,0.003045441741991306,1.9787397260273718,0.003859133095083623,0.0025954226543362905,
btc-updown-15m-1766429100,,true,2.66,1766429100000,BTCUSDT,US,18,1,0.006185323555060315,0.025628971228868182,25.664499948393516,89331.03908710687,88805.52623528347,0.005917569256119082,0.002626324289652222,0.002923735994047339,0.898276826293263,0.002178694605906007,3.172384219554208,0.0037407823248833344,0.002454105626015248,
btc-updown-15m-1766430900,,false,-7.44,1766430900000,BTCUSDT,US,19,1,0.0060608006860357845,0.024395149019208008,24.288599510734073,89313.80107772484,88818.97765248486,0.005571145247539766,0.002580905102443937,0.0029255912449315004,0.8821823988280243,0.0055158412379737835,0.12643095704249718,0.003906318653655839,0.0026707099690125263,
btc-updown-15m-1766431800,,true,1.97,1766431800000,BTCUSDT,US,19,1,0.0060608006860357845,0.024395149019208008,24.288599510734073,89313.80107772484,88818.97765248486,0.005571145247539766,0.002580905102443937,0.0029255912449315004,0.8821823988280243,0.004027087475149046,0.8976419864798849,0.003922643052873258,0.002687023553657644,
btc-updown-15m-1766432700,,true,2.45,1766432700000,BTCUSDT,US,19,1,0.0060608006860357845,0.024395149019208008,24.288599510734073,89313.80107772484,88818.97765248486,0.005571145247539766,0.002580905102443937,0.0029255912449315004,0.8821823988280243,0.003617597980622688,0.7467738407699823,0.003908275244912946,0.0026995955731026846,
btc-updown-15m-1766433600,,true,2.61,1766433600000,BTCUSDT,US,20,1,0.006658734152409402,0.026601347355052155,24.39265032291147,89193.67049815776,88788.91400366707,0.004558637742477334,0.003815323975540316,0.0032418198626831926,1.1769080754482282,0.00448174380577176,0.3469080970276377,0.003960985922717507,0.0025713713280822777,
btc-updown-15m-1766434500,,true,2.82,1766434500000,BTCUSDT,US,20,1,0.006658734152409402,0.026601347355052155,24.39265032291147,89193.67049815776,88788.91400366707,0.004558637742477334,0.003815323975540316,0.0032418198626831926,1.1769080754482282,0.0036607548885857206,1.9669215885009073,0.003934417403451615,0.002389291087163737,
btc-updown-15m-1766435400,,true,1.97,1766435400000,BTCUSDT,US,20,1,0.006658734152409402,0.026601347355052155,24.39265032291147,89193.67049815776,88788.91400366707,0.004558637742477334,0.003815323975540316,0.0032418198626831926,1.1769080754482282,0.0031190355696319194,2.1854089219331563,0.0038793344074138257,0.002382877363016332,
btc-updown-15m-1766439000,,true,3.45,1766439000000,BTCUSDT,US,21,1,0.006626538156219125,0.027380397526812,24.567425903703615,89113.4190213697,88771.68921932123,0.0038495358717820505,0.0039051538312938295,0.0032338785011079107,1.2075759277771083,0.0013575618687025283,0.2674418604651717,0.0035317548500499976,0.0021569950785046764,
btc-updown-15m-1766440800,,false,-7.84,1766440800000,BTCUSDT,US,22,1,0.006469258891125396,0.028383131898887522,24.388810612862304,89033.57530419197,88752.12135416467,0.0031712363122471388,0.003907981856333382,0.003230806048851314,1.2095996470363277,0.0036195350398578376,0.14309746232868234,0.003446248848472787,0.002026604849062827,
btc-updown-15m-1766441700,,true,1.87,1766441700000,BTCUSDT,US,22,1,0.006469258891125396,0.028383131898887522,24.388810612862304,89033.57530419197,88752.12135416467,0.0031712363122471388,0.003907981856333382,0.003230806048851314,1.2095996470363277,0.0027453204764605788,19.916162489209878,0.003395460077517665,0.0019702170011828782,
btc-updown-15m-1766444400,,true,2.26,1766444400000,BTCUSDT,US,23,1,0.006531604469098269,0.02789304240930433,23.688710563539036,88998.00336991227,88748.45327246436,0.0028118810891473167,0.004013405431788032,0.003258866237027326,1.231534263722644,0.00531735569008325,0.5842071546578882,0.003310596533518722,0.0021983091349498285,
btc-updown-15m-1766445300,,false,-7.64,1766445300000,BTCUSDT,US,23,1,0.006531604469098269,0.02789304240930433,23.688710563539036,88998.00336991227,88748.45327246436,0.0028118810891473167,0.004013405431788032,0.003258866237027326,1.231534263722644,0.0022516198453956717,7.282211138815579,0.00323554433872608,0.002180578368397448,
btc-updown-15m-1766448000,,true,2.07,1766448000000,BTCUSDT,ASIA,0,2,0.006285023361807696,0.02819136792224722,23.038707257846255,88962.07828678838,88743.41210073252,0.00246402725430106,0.0039312763136771,0.0032455086260693763,1.2112974472165414,0.002166335728549629,0.6516078972327128,0.0029770298695052364,0.002123464648066937,
btc-updown-15m-1766448900,,true,2.48,1766448900000,BTCUSDT,ASIA,0,2,0.006285023361807696,0.02819136792224722,23.038707257846255,88962.07828678838,88743.41210073252,0.00246402725430106,0.0039312763136771,0.0032455086260693763,1.2112974472165414,0.0013107766608763363,0.6579962841220088,0.002860147431674116,0.001836248131642933,
btc-updown-15m-1766450700,,true,2.17,1766450700000,BTCUSDT,ASIA,0,2,0.006285023361807696,0.02819136792224722,23.038707257846255,88962.07828678838,88743.41210073252,0.00246402725430106,0.0039312763136771,0.0032455086260693763,1.2112974472165414,0.004003143633859169,2.2668816213725087,0.0028709079955347334,0.001728485318324584,
