slug,PNL,isWin
btc-updown-15m-1768727700,2.85,true
btc-updown-15m-1768728600,3.25,true
btc-updown-15m-1768729500,2.66,true
btc-updown-15m-1768731300,3.15,true
btc-updown-15m-1768732200,3.23,true
btc-updown-15m-1768733100,2.46,true
btc-updown-15m-1768734000,2.36,true
btc-updown-15m-1768734900,3.25,true
btc-updown-15m-1768735800,-7.74,false
btc-updown-15m-1768736700,2.36,true
btc-updown-15m-1768737600,3.25,true
btc-updown-15m-1768739400,-6.75,false
btc-updown-15m-1768740300,2.76,true
btc-updown-15m-1768741200,2.17,true
btc-updown-15m-1768742100,2.17,true
btc-updown-15m-1768743000,2.46,true
btc-updown-15m-1768745700,-7.15,false
btc-updown-15m-1768746600,-7.64,false
btc-updown-15m-1768747500,2.17,true
btc-updown-15m-1768748400,2.56,true
btc-updown-15m-1768749300,3.05,true
btc-updown-15m-1768750200,3.05,true
btc-updown-15m-1768751100,3.15,true
btc-updown-15m-1768752000,2.1,true
btc-updown-15m-1768752900,-6.95,false
btc-updown-15m-1768753800,3.05,true
btc-updown-15m-1768754700,3.05,true
btc-updown-15m-1768755600,-7.74,false
btc-updown-15m-1768758300,3.45,true
btc-updown-15m-1768759200,2.85,true
btc-updown-15m-1768760100,-7.05,false
btc-updown-15m-1768761000,2.17,true
btc-updown-15m-1768762800,-6.85,false
btc-updown-15m-1768763700,-6.95,false
btc-updown-15m-1768764600,-6.85,false
btc-updown-15m-1768765500,3.15,true
btc-updown-15m-1768766400,2.26,true
btc-updown-15m-1768767300,2.46,true
btc-updown-15m-1768768200,2.56,true
btc-updown-15m-1768769100,-6.65,false
btc-updown-15m-1768770900,3.15,true
btc-updown-15m-1768772700,3.15,true
btc-updown-15m-1768773600,3.05,true
btc-updown-15m-1768774500,2.66,true
btc-updown-15m-1768775400,-7.44,false
btc-updown-15m-1768776300,-7.54,false
btc-updown-15m-1768778100,-7.24,false
btc-updown-15m-1768779000,-7.05,false
btc-updown-15m-1768781700,2.17,true
btc-updown-15m-1768782600,3.05,true
btc-updown-15m-1768783500,2.46,true
btc-updown-15m-1768785300,2.95,true
btc-updown-15m-1768786200,-7.44,false
btc-updown-15m-1768787100,-7.48,false
btc-updown-15m-1768789800,2.46,true
btc-updown-15m-1768790700,-7.15,false
btc-updown-15m-1768791600,3.54,true
btc-updown-15m-1768792500,-6.75,false
btc-updown-15m-1768793400,-6.55,false
btc-updown-15m-1768794300,2.46,true
btc-updown-15m-1768796100,3.25,true
btc-updown-15m-1768797000,3.15,true
btc-updown-15m-1768797900,-6.75,false
btc-updown-15m-1768798800,-7.34,false
btc-updown-15m-1768800600,3.25,true
btc-updown-15m-1768801500,3.45,true
btc-updown-15m-1768802400,3.05,true
btc-updown-15m-1768803300,2.26,true
btc-updown-15m-1768804200,2.66,true
btc-updown-15m-1768805100,3.25,true
btc-updown-15m-1768807800,3.25,true
btc-updown-15m-1768808700,3.25,true
btc-updown-15m-1768809600,2.95,true
btc-updown-15m-1768812300,2.46,true
btc-updown-15m-1768813200,2.46,true
btc-updown-15m-1768814100,3.15,true
btc-updown-15m-1768815000,3.25,true
btc-updown-15m-1768815900,1.97,true
btc-updown-15m-1768816800,1.97,true
btc-updown-15m-1768817700,2.85,true
btc-updown-15m-1768818600,-7.34,false
btc-updown-15m-1768819500,3.35,true
btc-updown-15m-1768822200,2.66,true
btc-updown-15m-1768823100,2.95,true
btc-updown-15m-1768824900,-7.24,false
btc-updown-15m-1768826700,2.26,true
btc-updown-15m-1768827600,2.95,true
btc-updown-15m-1768829400,1.97,true
btc-updown-15m-1768830300,3.05,true
btc-updown-15m-1768831200,2.76,true
btc-updown-15m-1768832100,-6.46,false
btc-updown-15m-1768833000,-7.05,false
btc-updown-15m-1768833900,2.56,true
btc-updown-15m-1768835700,2.76,true
btc-updown-15m-1768836600,2.17,true
btc-updown-15m-1768837500,2.56,true
btc-updown-15m-1768838400,-6.99,false
btc-updown-15m-1768839300,2.46,true
btc-updown-15m-1768840200,2.76,true
btc-updown-15m-1768841100,-7.24,false
btc-updown-15m-1768842000,-7.44,false
btc-updown-15m-1768842900,3.15,true
btc-updown-15m-1768843800,2.46,true
btc-updown-15m-1768844700,2.26,true
btc-updown-15m-1768845600,2.76,true
btc-updown-15m-1768846500,2.46,true
btc-updown-15m-1768847400,-7.05,false
btc-updown-15m-1768848300,3.25,true
btc-updown-15m-1768849200,2.66,true
btc-updown-15m-1768850100,-6.95,false
btc-updown-15m-1768851000,3.25,true
btc-updown-15m-1768851900,2.56,true
btc-updown-15m-1768852800,3.05,true
btc-updown-15m-1768853700,3.15,true
btc-updown-15m-1768854600,2.56,true
btc-updown-15m-1768855500,-7.24,false
btc-updown-15m-1768857300,2.85,true
btc-updown-15m-1768859100,2.26,true
btc-updown-15m-1768860000,-7.24,false
btc-updown-15m-1768862700,2.95,true
btc-updown-15m-1768863600,2.66,true
btc-updown-15m-1768864500,-7.15,false
btc-updown-15m-1768866300,2.76,true
btc-updown-15m-1768867200,1.97,true
btc-updown-15m-1768868100,2.56,true
btc-updown-15m-1768869000,2.76,true
btc-updown-15m-1768869900,3.05,true
btc-updown-15m-1768870800,-7.15,false
btc-updown-15m-1768871700,3.35,true
btc-updown-15m-1768872600,2.46,true
btc-updown-15m-1768873500,2.95,true
btc-updown-15m-1768874400,3.25,true
btc-updown-15m-1768875300,2.95,true
btc-updown-15m-1768876200,2.46,true
btc-updown-15m-1768877100,-7.54,false
btc-updown-15m-1768878000,2.95,true
btc-updown-15m-1768878900,-7.64,false
btc-updown-15m-1768879800,-6.85,false
btc-updown-15m-1768880700,2.36,true
btc-updown-15m-1768882500,2.07,true
btc-updown-15m-1768883400,-7.24,false
btc-updown-15m-1768887900,-7.05,false
btc-updown-15m-1768888800,2.66,true
btc-updown-15m-1768891500,2.36,true
btc-updown-15m-1768892400,2.85,true
btc-updown-15m-1768896000,2.26,true
btc-updown-15m-1768896900,2.07,true
btc-updown-15m-1768898700,2.95,true
btc-updown-15m-1768899600,2.95,true
btc-updown-15m-1768901400,2.95,true
btc-updown-15m-1768903200,2.46,true
btc-updown-15m-1768904100,2.17,true
btc-updown-15m-1768905000,2.26,true
btc-updown-15m-1768905900,2.85,true
btc-updown-15m-1768906800,1.97,true
btc-updown-15m-1768907700,-6.85,false
btc-updown-15m-1768908600,2.56,true
btc-updown-15m-1768910400,2.07,true
btc-updown-15m-1768913100,2.66,true
btc-updown-15m-1768914900,-7.24,false
btc-updown-15m-1768915800,2.46,true
btc-updown-15m-1768921200,2.95,true
btc-updown-15m-1768922100,-7.24,false
btc-updown-15m-1768923000,-6.55,false
btc-updown-15m-1768923900,-7.15,false
btc-updown-15m-1768924800,-7.83,false
btc-updown-15m-1768925700,-7.34,false
btc-updown-15m-1768927500,2.56,true
btc-updown-15m-1768929300,2.76,true
btc-updown-15m-1768932000,2.95,true
btc-updown-15m-1768932900,2.46,true
btc-updown-15m-1768933800,2.17,true
btc-updown-15m-1768934700,-7.34,false
btc-updown-15m-1768935600,2.66,true
btc-updown-15m-1768936500,-7.05,false
btc-updown-15m-1768938300,2.46,true
btc-updown-15m-1768939200,2.76,true
btc-updown-15m-1768945500,2.66,true
btc-updown-15m-1768946400,2.36,true
btc-updown-15m-1768947300,3.05,true
btc-updown-15m-1768949100,2.46,true
btc-updown-15m-1768950000,2.56,true
btc-updown-15m-1768950900,2.17,true
btc-updown-15m-1768952700,2.26,true
btc-updown-15m-1768953600,-7.64,false
btc-updown-15m-1768954500,-7.05,false
btc-updown-15m-1768956300,2.36,true
btc-updown-15m-1768957200,2.76,true
btc-updown-15m-1768958100,2.95,true
btc-updown-15m-1768959900,-6.8,false
btc-updown-15m-1768960800,2.17,true
btc-updown-15m-1768961700,2.76,true
btc-updown-15m-1768962600,2.17,true
btc-updown-15m-1768964400,3.15,true
btc-updown-15m-1768965300,2.76,true
btc-updown-15m-1768966200,1.97,true
btc-updown-15m-1768967100,2.07,true
btc-updown-15m-1768968000,-7.05,false
btc-updown-15m-1768968900,3.35,true
btc-updown-15m-1768969800,-7.44,false
btc-updown-15m-1768970700,2.36,true
btc-updown-15m-1768971600,2.95,true
btc-updown-15m-1768972500,3.35,true
btc-updown-15m-1768974300,3.35,true
btc-updown-15m-1768975200,2.26,true
btc-updown-15m-1768976100,2.95,true
btc-updown-15m-1768977000,2.56,true
btc-updown-15m-1768977900,-6.95,false
btc-updown-15m-1768979700,2.07,true
btc-updown-15m-1768983300,2.36,true
btc-updown-15m-1768984200,-7.05,false
btc-updown-15m-1768985100,2.95,true
btc-updown-15m-1768986000,2.36,true
btc-updown-15m-1768986900,2.56,true
btc-updown-15m-1768987800,2.95,true
btc-updown-15m-1768990500,2.26,true
btc-updown-15m-1768993200,-7.15,false
btc-updown-15m-1768994100,2.21,true
btc-updown-15m-1769001300,2.85,true
btc-updown-15m-1769002200,2.36,true
btc-updown-15m-1769003100,3.15,true
btc-updown-15m-1769004900,-6.85,false
btc-updown-15m-1769005800,2.17,true
btc-updown-15m-1769006700,-7.64,false
btc-updown-15m-1769007600,2.56,true
btc-updown-15m-1769008500,2.76,true
btc-updown-15m-1769009400,3.25,true
btc-updown-15m-1769010300,2.36,true
btc-updown-15m-1769012100,2.46,true
btc-updown-15m-1769013900,-8.03,false
btc-updown-15m-1769014800,-7.64,false
btc-updown-15m-1769015700,2.66,true
btc-updown-15m-1769016600,-6.55,false
btc-updown-15m-1769018400,2.85,true
btc-updown-15m-1769019300,2.85,true
btc-updown-15m-1769022000,3.15,true
btc-updown-15m-1769022900,2.46,true
btc-updown-15m-1769023800,2.36,true
btc-updown-15m-1769024700,2.36,true
btc-updown-15m-1769027400,2.07,true
btc-updown-15m-1769029200,2.66,true
btc-updown-15m-1769030100,-7.44,false
btc-updown-15m-1769031000,3.05,true
btc-updown-15m-1769031900,3.25,true
btc-updown-15m-1769032800,-6.85,false
btc-updown-15m-1769033700,2.66,true
btc-updown-15m-1769034600,-7.44,false
btc-updown-15m-1769035500,3.45,true
btc-updown-15m-1769037300,2.17,true
btc-updown-15m-1769038200,1.97,true
btc-updown-15m-1769039100,2.12,true
btc-updown-15m-1769040000,2.76,true
btc-updown-15m-1769040900,3.25,true
btc-updown-15m-1769041800,2.17,true
