slug,snapshots_checked,mismatches,stale_explained,n_events
btc-updown-15m-1765908000,124,2,0,30317
btc-updown-15m-1765908900,230,4,4,56332
btc-updown-15m-1765910700,230,16,12,55704
btc-updown-15m-1765911600,76,0,0,18874
btc-updown-15m-1765912500,244,6,2,59086
btc-updown-15m-1765913400,250,6,4,60479
btc-updown-15m-1765914300,174,6,6,42112
btc-updown-15m-1765915200,224,6,0,54155
btc-updown-15m-1765916100,226,2,0,54917
btc-updown-15m-1765917000,154,2,2,37498
btc-updown-15m-1765917900,258,4,4,62537
btc-updown-15m-1765918800,190,8,8,45944
btc-updown-15m-1765919700,158,4,4,38332
btc-updown-15m-1765921500,162,2,2,39038
btc-updown-15m-1765922400,0,0,0,401
btc-updown-15m-1765923300,72,2,0,17486
btc-updown-15m-1765924200,152,2,0,36571
btc-updown-15m-1765925100,2,0,0,861
btc-updown-15m-1765926000,0,0,0,462
btc-updown-15m-1765926900,0,0,0,358
btc-updown-15m-1765927800,0,0,0,43
btc-updown-15m-1765928700,0,0,0,113
btc-updown-15m-1765929600,60,0,0,14167
btc-updown-15m-1765931400,198,6,4,47186
btc-updown-15m-1765934100,96,4,2,23474
btc-updown-15m-1765935000,166,0,0,40313
btc-updown-15m-1765935900,174,2,0,42169
btc-updown-15m-1765936800,130,10,8,31155
btc-updown-15m-1765937700,218,12,8,52044
btc-updown-15m-1765938600,178,2,2,42734
btc-updown-15m-1765939500,176,4,4,42152
btc-updown-15m-1765940400,116,6,6,27851
btc-updown-15m-1765941300,152,4,2,36246
btc-updown-15m-1765942200,104,6,2,24726
btc-updown-15m-1765944000,54,4,2,12856
btc-updown-15m-1765944900,32,0,0,7444
btc-updown-15m-1765945800,130,6,6,31395
btc-updown-15m-1765946700,174,6,6,42007
btc-updown-15m-1765947600,124,2,2,29792
btc-updown-15m-1765948500,124,4,4,29474
btc-updown-15m-1765949400,196,8,8,46896
btc-updown-15m-1765950300,118,6,4,28048
btc-updown-15m-1765951200,134,4,2,32572
btc-updown-15m-1765952100,198,6,6,47624
btc-updown-15m-1765953000,218,10,6,52167
btc-updown-15m-1765954800,216,6,2,51810
btc-updown-15m-1765955700,190,0,0,45341
btc-updown-15m-1765956600,64,2,2,15298
btc-updown-15m-1765957500,176,8,6,42154
btc-updown-15m-1765958400,40,0,0,9707
btc-updown-15m-1765959300,0,0,0,282
btc-updown-15m-1765960200,74,4,4,17808
btc-updown-15m-1765961100,142,6,6,34295
btc-updown-15m-1765962000,200,4,4,48367
btc-updown-15m-1765962900,168,4,2,40763
btc-updown-15m-1765964700,106,2,0,25780
btc-updown-15m-1765965600,156,8,6,37772
btc-updown-15m-1765966500,190,4,2,45809
btc-updown-15m-1765967400,122,0,0,29948
btc-updown-15m-1765968300,100,2,2,24017
btc-updown-15m-1765969200,148,2,2,35170
btc-updown-15m-1765970100,140,4,0,33901
btc-updown-15m-1765971000,158,6,6,38292
btc-updown-15m-1765971900,186,2,2,44742
btc-updown-15m-1765972800,136,4,2,31996
btc-updown-15m-1765973700,166,8,6,39677
btc-updown-15m-1765975500,88,0,0,21006
btc-updown-15m-1765976400,206,6,2,48567
btc-updown-15m-1765977300,180,6,2,42739
btc-updown-15m-1765978200,174,6,6,41928
btc-updown-15m-1765979100,122,6,4,27188
btc-updown-15m-1765980000,268,10,4,64793
btc-updown-15m-1765980900,148,6,4,36222
btc-updown-15m-1765981800,278,6,4,67085
btc-updown-15m-1765982700,118,0,0,28355
btc-updown-15m-1765983600,268,8,4,64388
btc-updown-15m-1765984500,188,2,2,45652
btc-updown-15m-1765986300,68,2,2,16523
btc-updown-15m-1765987200,128,2,2,30693
btc-updown-15m-1765988100,184,4,4,44358
btc-updown-15m-1765989000,186,10,6,44431
btc-updown-15m-1765989900,164,2,2,38821
btc-updown-15m-1765990800,122,0,0,30224
btc-updown-15m-1765991700,92,2,0,22630
btc-updown-15m-1765992600,128,2,2,31376
btc-updown-15m-1765993500,204,8,8,50392
btc-updown-15m-1765994400,68,0,0,17098
btc-updown-15m-1765995300,202,2,0,49088
btc-updown-15m-1765997100,144,14,6,34881
btc-updown-15m-1765998000,68,2,2,16825
btc-updown-15m-1765998900,40,0,0,9804
btc-updown-15m-1765999800,74,0,0,18236
btc-updown-15m-1766000700,30,0,0,7479
btc-updown-15m-1766001600,60,2,2,15144
btc-updown-15m-1766002500,14,0,0,3581
btc-updown-15m-1766003400,102,0,0,25085
btc-updown-15m-1766004300,142,2,0,34716
btc-updown-15m-1766005200,104,4,2,25489
btc-updown-15m-1766007000,118,6,0,28898
btc-updown-15m-1766007900,108,2,0,26655
btc-updown-15m-1766008800,58,4,2,13974
btc-updown-15m-1766009700,70,2,2,16840
btc-updown-15m-1766010600,60,0,0,14249
btc-updown-15m-1766011500,26,8,6,6316
btc-updown-15m-1766012400,44,0,0,10870
btc-updown-15m-1766013300,94,2,0,22842
btc-updown-15m-1766014200,84,14,8,20760
btc-updown-15m-1766015100,98,4,2,23928
btc-updown-15m-1766016000,92,2,0,22696
btc-updown-15m-1766017800,104,4,2,25583
btc-updown-15m-1766018700,56,4,2,13742
btc-updown-15m-1766019600,22,0,0,5534
btc-updown-15m-1766020500,126,6,0,30823
btc-updown-15m-1766021400,124,10,6,30342
btc-updown-15m-1766022300,134,4,2,33229
btc-updown-15m-1766023200,114,6,2,27946
btc-updown-15m-1766024100,132,8,6,31741
btc-updown-15m-1766025000,64,4,2,15229
btc-updown-15m-1766025900,108,10,4,26063
btc-updown-15m-1766026800,78,4,2,18804
btc-updown-15m-1766028600,36,4,2,8174
btc-updown-15m-1766029500,94,2,2,22728
btc-updown-15m-1766030400,36,0,0,8685
btc-updown-15m-1766031300,64,0,0,15010
btc-updown-15m-1766032200,114,4,4,27096
btc-updown-15m-1766033100,74,0,0,17681
btc-updown-15m-1766034000,76,4,4,18016
btc-updown-15m-1766034900,140,8,6,33259
btc-updown-15m-1766035800,118,6,2,28486
btc-updown-15m-1766036700,30,0,0,7413
btc-updown-15m-1766037600,104,6,2,25259
btc-updown-15m-1766039400,148,10,6,35575
btc-updown-15m-1766040300,134,0,0,32752
btc-updown-15m-1766041200,158,8,4,38196
btc-updown-15m-1766042100,162,8,8,39189
btc-updown-15m-1766043000,152,4,4,36820
btc-updown-15m-1766043900,180,14,12,43914
btc-updown-15m-1766044800,102,0,0,24903
btc-updown-15m-1766045700,112,0,0,27545
btc-updown-15m-1766046600,190,0,0,46168
btc-updown-15m-1766047500,170,6,6,40675
btc-updown-15m-1766049300,92,4,4,22375
btc-updown-15m-1766050200,106,4,2,25712
btc-updown-15m-1766051100,186,6,4,44057
btc-updown-15m-1766052000,186,6,6,45361
btc-updown-15m-1766052900,180,6,4,43163
btc-updown-15m-1766053800,166,10,6,40029
btc-updown-15m-1766054700,126,12,8,30853
btc-updown-15m-1766055600,82,4,4,19955
btc-updown-15m-1766056500,172,10,10,41711
btc-updown-15m-1766057400,186,10,8,45107
btc-updown-15m-1766058300,146,6,2,35429
btc-updown-15m-1766060100,186,6,2,44884
btc-updown-15m-1766061000,48,0,0,11809
btc-updown-15m-1766061900,64,4,4,15459
btc-updown-15m-1766062800,44,0,0,10767
btc-updown-15m-1766063700,124,4,2,30232
btc-updown-15m-1766064600,122,0,0,29428
btc-updown-15m-1766065500,314,10,10,76302
btc-updown-15m-1766066400,318,12,6,76995
btc-updown-15m-1766067300,180,6,6,44402
btc-updown-15m-1766068200,344,4,2,84041
btc-updown-15m-1766069100,180,10,6,44227
btc-updown-15m-1766070900,310,4,4,75272
btc-updown-15m-1766071800,196,10,6,47219
btc-updown-15m-1766072700,162,6,4,40130
btc-updown-15m-1766073600,346,4,2,84314
btc-updown-15m-1766074500,316,8,8,77209
btc-updown-15m-1766075400,242,4,4,58545
btc-updown-15m-1766076300,172,0,0,41885
btc-updown-15m-1766077200,78,2,2,19144
btc-updown-15m-1766078100,206,2,2,49840
btc-updown-15m-1766079000,268,8,6,64740
btc-updown-15m-1766080800,312,10,8,75586
btc-updown-15m-1766081700,162,6,4,39308
btc-updown-15m-1766084400,222,8,8,54278
btc-updown-15m-1766085300,336,6,4,81760
btc-updown-15m-1766086200,180,8,4,43772
btc-updown-15m-1766087100,384,6,4,93634
btc-updown-15m-1766088000,86,0,0,20946
btc-updown-15m-1766088900,336,10,6,81971
btc-updown-15m-1766089800,310,12,8,75582
btc-updown-15m-1766090700,304,2,2,73699
btc-updown-15m-1766091600,84,0,0,20754
btc-updown-15m-1766093400,254,4,4,61420
btc-updown-15m-1766094300,128,0,0,31130
btc-updown-15m-1766095200,222,12,10,53283
btc-updown-15m-1766096100,204,6,4,48998
btc-updown-15m-1766097000,0,0,0,445
btc-updown-15m-1766097900,0,0,0,43
btc-updown-15m-1766098800,0,0,0,422
btc-updown-15m-1766099700,0,0,0,182
btc-updown-15m-1766100600,0,0,0,313
btc-updown-15m-1766101500,0,0,0,313
btc-updown-15m-1766102400,148,4,0,35421
btc-updown-15m-1766104200,152,4,2,36267
btc-updown-15m-1766105100,70,0,0,16889
btc-updown-15m-1766106000,64,0,0,15414
btc-updown-15m-1766106900,168,4,2,40231
btc-updown-15m-1766107800,152,8,8,36108
btc-updown-15m-1766108700,158,4,2,37856
btc-updown-15m-1766109600,168,4,4,40848
btc-updown-15m-1766110500,134,0,0,31399
btc-updown-15m-1766111400,170,6,4,40610
btc-updown-15m-1766112300,106,6,4,25691
btc-updown-15m-1766113200,56,0,0,13706
btc-updown-15m-1766115000,302,8,6,71658
btc-updown-15m-1766115900,220,6,2,52121
btc-updown-15m-1766116800,158,2,2,38128
btc-updown-15m-1766117700,120,2,2,28731
btc-updown-15m-1766118600,176,6,4,42099
btc-updown-15m-1766119500,112,2,2,27278
btc-updown-15m-1766120400,124,2,0,29297
btc-updown-15m-1766121300,136,4,2,32912
btc-updown-15m-1766122200,166,4,2,39670
btc-updown-15m-1766123100,72,2,2,17305
btc-updown-15m-1766124900,146,4,2,34780
btc-updown-15m-1766125800,212,2,2,50785
btc-updown-15m-1766126700,202,4,2,48595
btc-updown-15m-1766127600,80,2,0,19732
btc-updown-15m-1766128500,104,0,0,25544
btc-updown-15m-1766129400,156,0,0,37858
btc-updown-15m-1766130300,172,0,0,41559
btc-updown-15m-1766131200,212,4,2,50576
btc-updown-15m-1766132100,152,0,0,36798
btc-updown-15m-1766133000,44,0,0,10870
btc-updown-15m-1766133900,70,0,0,17335
btc-updown-15m-1766135700,182,4,0,43991
btc-updown-15m-1766136600,236,8,2,56160
btc-updown-15m-1766137500,166,4,4,39511
btc-updown-15m-1766138400,236,6,6,56592
btc-updown-15m-1766139300,118,2,0,28264
btc-updown-15m-1766140200,114,4,2,26901
btc-updown-15m-1766141100,76,2,2,18588
btc-updown-15m-1766142000,168,6,0,40461
btc-updown-15m-1766142900,156,2,0,37424
btc-updown-15m-1766143800,154,8,4,37022
btc-updown-15m-1766144700,136,8,4,32356
btc-updown-15m-1766146500,104,2,2,25300
btc-updown-15m-1766147400,204,0,0,48312
btc-updown-15m-1766148300,204,12,10,48222
btc-updown-15m-1766149200,126,6,2,30370
btc-updown-15m-1766150100,210,8,6,50181
btc-updown-15m-1766151000,238,4,2,56783
btc-updown-15m-1766151900,110,0,0,26578
btc-updown-15m-1766152800,148,6,6,35367
btc-updown-15m-1766153700,140,2,2,34244
btc-updown-15m-1766154600,272,4,4,66124
btc-updown-15m-1766155500,120,6,2,29465
btc-updown-15m-1766157300,278,6,2,67530
btc-updown-15m-1766158200,280,8,4,67566
btc-updown-15m-1766159100,204,4,4,49625
btc-updown-15m-1766160000,82,0,0,19880
btc-updown-15m-1766160900,242,6,4,58579
btc-updown-15m-1766161800,212,2,2,51105
btc-updown-15m-1766162700,52,0,0,12345
btc-updown-15m-1766163600,120,4,0,28848
btc-updown-15m-1766164500,230,2,2,55559
btc-updown-15m-1766165400,142,4,4,34733
btc-updown-15m-1766167200,156,0,0,38096
btc-updown-15m-1766168100,154,2,2,37511
btc-updown-15m-1766169000,66,0,0,15984
btc-updown-15m-1766169900,148,4,2,36309
btc-updown-15m-1766170800,130,2,2,32005
btc-updown-15m-1766171700,70,2,2,17335
btc-updown-15m-1766172600,122,4,2,29871
btc-updown-15m-1766173500,190,8,4,46368
btc-updown-15m-1766174400,166,4,0,40269
btc-updown-15m-1766175300,76,0,0,18356
btc-updown-15m-1766176200,212,6,4,51459
btc-updown-15m-1766178000,126,6,4,30606
btc-updown-15m-1766178900,128,4,2,30620
btc-updown-15m-1766179800,128,4,4,31046
btc-updown-15m-1766180700,136,0,0,32761
btc-updown-15m-1766181600,32,2,0,7720
btc-updown-15m-1766182500,56,0,0,13926
btc-updown-15m-1766183400,148,6,4,35455
btc-updown-15m-1766184300,0,0,0,235
btc-updown-15m-1766185200,0,0,0,114
btc-updown-15m-1766186100,0,0,0,118
btc-updown-15m-1766187000,0,0,0,3
btc-updown-15m-1766188800,120,0,0,28873
btc-updown-15m-1766189700,144,6,4,34381
btc-updown-15m-1766190600,92,4,0,22065
btc-updown-15m-1766191500,108,6,2,26224
btc-updown-15m-1766192400,92,2,2,22034
btc-updown-15m-1766193300,92,6,0,22035
btc-updown-15m-1766194200,104,4,2,24913
btc-updown-15m-1766195100,80,0,0,19256
btc-updown-15m-1766196000,78,0,0,19072
btc-updown-15m-1766196900,68,4,0,16486
btc-updown-15m-1766198700,48,2,2,11672
btc-updown-15m-1766199600,0,0,0,4
btc-updown-15m-1766201400,112,0,0,26574
btc-updown-15m-1766202300,42,2,0,9899
btc-updown-15m-1766203200,98,0,0,22383
btc-updown-15m-1766204100,80,2,2,19296
btc-updown-15m-1766205000,52,0,0,12553
btc-updown-15m-1766205900,120,4,4,27997
btc-updown-15m-1766206800,132,12,6,31951
btc-updown-15m-1766207700,132,10,8,31508
btc-updown-15m-1766208600,100,2,2,24194
btc-updown-15m-1766210400,52,2,0,12712
btc-updown-15m-1766211300,62,2,0,14899
btc-updown-15m-1766212200,80,0,0,19123
btc-updown-15m-1766213100,102,6,2,24425
btc-updown-15m-1766214000,86,0,0,20773
btc-updown-15m-1766214900,58,4,2,14056
btc-updown-15m-1766215800,128,2,2,30689
btc-updown-15m-1766216700,116,2,2,27982
btc-updown-15m-1766217600,82,2,0,19907
btc-updown-15m-1766218500,108,6,6,25969
btc-updown-15m-1766219400,148,4,0,35282
btc-updown-15m-1766221200,134,2,2,32097
btc-updown-15m-1766222100,132,10,4,31383
btc-updown-15m-1766223000,134,4,2,31570
btc-updown-15m-1766223900,132,4,2,31580
btc-updown-15m-1766224800,142,6,4,33657
btc-updown-15m-1766225700,42,2,2,10319
btc-updown-15m-1766226600,108,0,0,25578
btc-updown-15m-1766227500,98,0,0,23720
btc-updown-15m-1766228400,98,4,4,23374
btc-updown-15m-1766229300,98,2,0,23376
btc-updown-15m-1766230200,134,2,2,32269
btc-updown-15m-1766232000,162,12,8,38622
btc-updown-15m-1766232900,100,10,6,24253
btc-updown-15m-1766233800,146,8,8,34945
btc-updown-15m-1766234700,110,0,0,26397
btc-updown-15m-1766235600,162,8,8,38678
btc-updown-15m-1766236500,210,16,12,50332
btc-updown-15m-1766237400,128,2,2,30409
btc-updown-15m-1766238300,130,2,2,30811
btc-updown-15m-1766239200,42,2,2,10480
btc-updown-15m-1766240100,142,4,2,33463
btc-updown-15m-1766241900,130,2,2,30840
btc-updown-15m-1766242800,100,0,0,23873
btc-updown-15m-1766243700,68,4,2,16238
btc-updown-15m-1766244600,114,4,0,27098
btc-updown-15m-1766245500,136,10,6,32655
btc-updown-15m-1766246400,120,8,6,28333
btc-updown-15m-1766247300,108,6,4,26377
btc-updown-15m-1766248200,106,6,6,24976
btc-updown-15m-1766249100,138,0,0,33132
btc-updown-15m-1766250000,140,6,4,33448
btc-updown-15m-1766250900,82,0,0,19855
btc-updown-15m-1766252700,152,2,2,35948
btc-updown-15m-1766253600,130,4,2,31115
btc-updown-15m-1766254500,78,2,0,18730
btc-updown-15m-1766255400,80,4,4,19434
btc-updown-15m-1766256300,104,2,2,24567
btc-updown-15m-1766257200,84,4,2,19920
btc-updown-15m-1766258100,82,6,4,19340
btc-updown-15m-1766259000,96,6,6,22515
btc-updown-15m-1766259900,142,4,2,33854
btc-updown-15m-1766260800,126,4,2,29565
btc-updown-15m-1766261700,160,2,2,37793
btc-updown-15m-1766263500,120,6,4,28418
btc-updown-15m-1766264400,128,2,2,31083
btc-updown-15m-1766265300,142,2,0,33953
btc-updown-15m-1766266200,126,2,0,30405
btc-updown-15m-1766267100,56,2,2,13691
btc-updown-15m-1766268000,138,8,2,32996
btc-updown-15m-1766268900,147,5,2,35298
btc-updown-15m-1766269800,94,2,0,22279
btc-updown-15m-1766270700,0,0,0,469
btc-updown-15m-1766271600,0,0,0,341
btc-updown-15m-1766272500,154,2,2,36586
btc-updown-15m-1766274300,0,0,0,59
btc-updown-15m-1766275200,112,8,8,26478
btc-updown-15m-1766276100,80,2,2,19108
btc-updown-15m-1766277000,88,0,0,21269
btc-updown-15m-1766277900,146,8,6,34988
btc-updown-15m-1766278800,88,2,2,21126
btc-updown-15m-1766279700,142,6,6,33880
btc-updown-15m-1766280600,68,2,0,16516
btc-updown-15m-1766281500,126,2,2,29802
btc-updown-15m-1766282400,130,8,4,31115
btc-updown-15m-1766284200,160,2,2,38157
btc-updown-15m-1766285100,188,4,2,45156
btc-updown-15m-1766286000,58,0,0,13977
btc-updown-15m-1766286900,70,0,0,17050
btc-updown-15m-1766287800,162,12,4,38483
btc-updown-15m-1766288700,108,4,2,25793
btc-updown-15m-1766289600,172,8,6,40689
btc-updown-15m-1766290500,120,8,6,29011
btc-updown-15m-1766291400,120,2,0,28074
btc-updown-15m-1766292300,106,4,4,25573
btc-updown-15m-1766293200,120,10,8,28147
btc-updown-15m-1766295000,148,2,0,34931
btc-updown-15m-1766295900,136,0,0,32373
btc-updown-15m-1766296800,138,4,2,33058
btc-updown-15m-1766297700,138,8,8,33095
btc-updown-15m-1766298600,116,6,2,27844
btc-updown-15m-1766299500,118,2,2,27812
btc-updown-15m-1766300400,110,4,4,26631
btc-updown-15m-1766301300,154,6,2,36775
btc-updown-15m-1766302200,116,4,4,27383
btc-updown-15m-1766303100,40,0,0,9627
btc-updown-15m-1766304000,104,2,0,24437
btc-updown-15m-1766305800,96,0,0,22483
btc-updown-15m-1766306700,102,6,6,24208
btc-updown-15m-1766307600,244,4,4,57479
btc-updown-15m-1766308500,176,8,2,41537
btc-updown-15m-1766309400,100,4,4,23280
btc-updown-15m-1766310300,164,4,4,39079
btc-updown-15m-1766311200,202,8,8,47494
btc-updown-15m-1766312100,170,8,6,39693
btc-updown-15m-1766313000,226,6,4,52287
btc-updown-15m-1766313900,120,6,0,28168
btc-updown-15m-1766315700,160,8,6,37746
btc-updown-15m-1766316600,112,4,4,26592
btc-updown-15m-1766317500,106,2,0,24989
btc-updown-15m-1766318400,68,6,4,15893
btc-updown-15m-1766319300,104,0,0,24626
btc-updown-15m-1766320200,152,8,6,35525
btc-updown-15m-1766321100,212,6,6,49732
btc-updown-15m-1766322000,128,2,2,30135
btc-updown-15m-1766322900,222,4,2,52943
btc-updown-15m-1766323800,124,6,6,28849
btc-updown-15m-1766324700,160,4,4,37408
btc-updown-15m-1766326500,154,6,2,36576
btc-updown-15m-1766327400,218,6,2,51856
btc-updown-15m-1766328300,202,2,0,47788
btc-updown-15m-1766329200,106,0,0,25393
btc-updown-15m-1766330100,194,8,4,46274
btc-updown-15m-1766331000,128,2,0,30388
btc-updown-15m-1766331900,168,4,4,40134
btc-updown-15m-1766332800,170,4,4,40422
btc-updown-15m-1766333700,94,6,4,22359
btc-updown-15m-1766334600,206,4,2,48896
btc-updown-15m-1766335500,92,0,0,21949
btc-updown-15m-1766337300,138,4,2,32897
btc-updown-15m-1766338200,130,0,0,30845
btc-updown-15m-1766339100,102,0,0,24132
btc-updown-15m-1766340000,42,0,0,10045
btc-updown-15m-1766340900,98,4,2,23244
btc-updown-15m-1766341800,64,0,0,15624
btc-updown-15m-1766342700,122,2,2,29231
btc-updown-15m-1766343600,134,2,2,32326
btc-updown-15m-1766344500,134,10,6,31771
btc-updown-15m-1766345400,162,4,2,38183
btc-updown-15m-1766346300,158,2,2,37491
btc-updown-15m-1766348100,128,2,2,30284
btc-updown-15m-1766349000,144,2,2,33891
btc-updown-15m-1766349900,126,6,4,30242
btc-updown-15m-1766350800,144,10,10,33847
btc-updown-15m-1766351700,48,2,2,11246
btc-updown-15m-1766352600,130,4,4,30595
btc-updown-15m-1766353500,86,2,0,20192
btc-updown-15m-1766354400,100,4,4,24111
btc-updown-15m-1766355300,84,4,4,20188
btc-updown-15m-1766356200,0,0,0,296
btc-updown-15m-1766358000,90,2,0,21719
btc-updown-15m-1766358900,0,0,0,242
btc-updown-15m-1766359800,0,0,0,321
btc-updown-15m-1766360700,0,0,0,289
btc-updown-15m-1766361600,92,0,0,22669
btc-updown-15m-1766362500,70,2,2,17211
btc-updown-15m-1766363400,236,2,2,57108
btc-updown-15m-1766364300,172,2,2,41544
btc-updown-15m-1766365200,132,4,4,31643
btc-updown-15m-1766366100,216,4,2,51700
btc-updown-15m-1766367000,134,0,0,32472
btc-updown-15m-1766368800,128,4,2,30603
btc-updown-15m-1766369700,140,4,0,33311
btc-updown-15m-1766370600,128,4,2,30570
btc-updown-15m-1766371500,64,6,4,15476
btc-updown-15m-1766372400,178,4,2,41806
btc-updown-15m-1766373300,110,0,0,26165
btc-updown-15m-1766374200,134,6,2,31629
btc-updown-15m-1766375100,130,2,0,30528
btc-updown-15m-1766376000,140,14,10,32829
btc-updown-15m-1766376900,58,0,0,13739
btc-updown-15m-1766377800,162,4,4,38287
btc-updown-15m-1766379600,202,8,6,48122
btc-updown-15m-1766380500,164,8,4,38560
btc-updown-15m-1766381400,94,4,4,22504
btc-updown-15m-1766382300,160,2,0,38066
btc-updown-15m-1766383200,164,10,2,38991
btc-updown-15m-1766384100,82,0,0,19391
btc-updown-15m-1766385000,170,4,4,40627
btc-updown-15m-1766385900,110,2,2,26161
btc-updown-15m-1766386800,58,0,0,13770
btc-updown-15m-1766387700,168,8,0,39556
btc-updown-15m-1766388600,174,10,8,41262
btc-updown-15m-1766390400,180,0,0,42965
btc-updown-15m-1766391300,42,0,0,10069
btc-updown-15m-1766392200,114,0,0,27790
btc-updown-15m-1766393100,52,4,4,12342
btc-updown-15m-1766394000,102,2,0,24318
btc-updown-15m-1766394900,54,0,0,12736
btc-updown-15m-1766395800,140,6,4,33041
btc-updown-15m-1766396700,144,0,0,34341
btc-updown-15m-1766397600,86,6,4,20264
btc-updown-15m-1766398500,188,2,2,43762
btc-updown-15m-1766400300,182,4,2,43284
btc-updown-15m-1766401200,200,6,2,47027
btc-updown-15m-1766402100,152,2,0,36107
btc-updown-15m-1766403000,266,4,2,62736
btc-updown-15m-1766403900,236,4,2,55588
btc-updown-15m-1766404800,158,4,4,37023
btc-updown-15m-1766405700,210,4,4,49324
btc-updown-15m-1766406600,236,0,0,55513
btc-updown-15m-1766407500,246,10,6,58317
btc-updown-15m-1766408400,242,4,2,57395
btc-updown-15m-1766409300,240,4,2,56893
btc-updown-15m-1766411100,138,4,2,32436
btc-updown-15m-1766412000,174,6,4,41557
btc-updown-15m-1766412900,170,4,4,40959
btc-updown-15m-1766413800,240,2,2,57414
btc-updown-15m-1766414700,220,2,0,53145
btc-updown-15m-1766415600,318,6,6,76008
btc-updown-15m-1766416500,304,6,4,73359
btc-updown-15m-1766417400,252,4,2,60568
btc-updown-15m-1766418300,230,8,2,55392
btc-updown-15m-1766419200,238,10,2,56979
btc-updown-15m-1766420100,200,4,2,47832
btc-updown-15m-1766421900,234,12,8,55972
btc-updown-15m-1766422800,100,4,4,24003
btc-updown-15m-1766423700,234,4,4,56282
btc-updown-15m-1766424600,212,0,0,50919
btc-updown-15m-1766425500,256,10,6,60781
btc-updown-15m-1766426400,250,8,6,59577
btc-updown-15m-1766427300,238,4,0,56914
btc-updown-15m-1766428200,172,0,0,41124
btc-updown-15m-1766429100,164,6,4,38746
btc-updown-15m-1766430000,90,2,2,21876
btc-updown-15m-1766431800,250,14,8,59847
btc-updown-15m-1766432700,192,2,2,46193
btc-updown-15m-1766433600,250,4,2,60223
btc-updown-15m-1766434500,236,4,2,56961
btc-updown-15m-1766435400,252,10,8,60090
btc-updown-15m-1766436300,230,4,0,55118
btc-updown-15m-1766437200,242,0,0,58185
btc-updown-15m-1766438100,162,2,0,38931
btc-updown-15m-1766439000,134,2,2,32008
btc-updown-15m-1766439900,34,2,2,8318
btc-updown-15m-1766440800,188,6,6,43988
btc-updown-15m-1766442600,108,2,2,25624
btc-updown-15m-1766443500,0,0,0,337
btc-updown-15m-1766444400,0,0,0,236
btc-updown-15m-1766445300,142,0,0,33666
btc-updown-15m-1766446200,0,0,0,400
btc-updown-15m-1766447100,0,0,0,367
btc-updown-15m-1766448000,108,0,0,25283
btc-updown-15m-1766448900,134,6,6,31803
btc-updown-15m-1766449800,54,2,2,12733
btc-updown-15m-1766450700,148,2,2,34956
btc-updown-15m-1766451600,158,2,2,37267
btc-updown-15m-1766453400,194,4,4,46132
btc-updown-15m-1766454300,194,2,2,45794
btc-updown-15m-1766455200,188,6,4,44568
btc-updown-15m-1766456100,96,2,2,22938
btc-updown-15m-1766457000,102,4,4,24047
btc-updown-15m-1766457900,204,8,6,48485
btc-updown-15m-1766458800,122,0,0,29095
btc-updown-15m-1766459700,190,10,6,44987
btc-updown-15m-1766460600,190,0,0,45332
btc-updown-15m-1766461500,100,0,0,24038
btc-updown-15m-1766462400,162,6,4,38438
btc-updown-15m-1766464200,58,4,4,14126
btc-updown-15m-1766465100,142,6,4,33919
btc-updown-15m-1766466000,242,4,2,57597
btc-updown-15m-1766466900,74,0,0,17867
btc-updown-15m-1766467800,56,4,4,13455
btc-updown-15m-1766468700,208,4,2,49519
btc-updown-15m-1766469600,200,2,2,47667
btc-updown-15m-1766470500,98,2,0,23734
btc-updown-15m-1766471400,198,6,4,47016
btc-updown-15m-1766472300,122,2,2,29509
btc-updown-15m-1766474100,144,0,0,34646
btc-updown-15m-1766475000,188,4,2,44816
btc-updown-15m-1766475900,94,2,2,22304
btc-updown-15m-1766476800,162,2,2,38299
btc-updown-15m-1766477700,196,6,6,46575
btc-updown-15m-1766478600,158,6,6,37452
btc-updown-15m-1766479500,46,0,0,10919
btc-updown-15m-1766480400,72,0,0,17218
btc-updown-15m-1766481300,94,4,2,22247
btc-updown-15m-1766482200,148,0,0,35082
btc-updown-15m-1766483100,102,0,0,24452
btc-updown-15m-1766484900,130,2,0,31154
btc-updown-15m-1766485800,152,4,4,36393
btc-updown-15m-1766486700,148,2,2,34943
btc-updown-15m-1766487600,188,6,4,43980
btc-updown-15m-1766488500,150,2,2,35591
btc-updown-15m-1766489400,148,6,2,34821
btc-updown-15m-1766490300,114,0,0,27594
btc-updown-15m-1766491200,184,8,4,42881
btc-updown-15m-1766492100,152,10,8,36533
btc-updown-15m-1766493000,64,2,2,15425
btc-updown-15m-1766493900,164,0,0,38756
btc-updown-15m-1766495700,184,2,2,43676
btc-updown-15m-1766496600,122,4,2,27507
btc-updown-15m-1766497500,208,6,6,49908
btc-updown-15m-1766498400,164,4,4,39429
btc-updown-15m-1766499300,164,2,0,39698
btc-updown-15m-1766500200,280,10,6,67464
btc-updown-15m-1766501100,162,4,2,39375
btc-updown-15m-1766502000,290,4,0,69957
btc-updown-15m-1766502900,102,0,0,24724
btc-updown-15m-1766503800,210,4,4,50458
btc-updown-15m-1766504700,226,8,6,54165
btc-updown-15m-1766506500,196,0,0,47864
btc-updown-15m-1766507400,156,8,4,37544
btc-updown-15m-1766508300,116,4,2,27768
btc-updown-15m-1766509200,200,4,2,48159
btc-updown-15m-1766510100,224,8,6,53861
