slug,epoch,month,result_id,t_sec,up_bid,up_bid_sz,up_ask,up_ask_sz,up_top3_bid,up_top3_ask,down_bid,down_bid_sz,down_ask,down_ask_sz,down_top3_bid,down_top3_ask,age_ms,replay_start_off_s
btc-updown-15m-1776087000,1776087000,2026-04,1,780,0.041,40,0.05,196,135.7,238,0.95,196,0.959,40,238,135.7,1,779.1
btc-updown-15m-1776087000,1776087000,2026-04,1,840,0.001,6107.21,0.003,203,6107.21,2336.89,0.997,203,0.999,6107.21,2336.89,6107.21,60,779.1
btc-updown-15m-1776087000,1776087000,2026-04,1,870,,,0.001,1709.7,0,4206.27,0.999,1709.7,,,4206.27,0,55,779.1
btc-updown-15m-1776087000,1776087000,2026-04,1,885,,,0.001,13537.84,0,13774.73,0.999,13537.84,,,13774.73,0,257,779.1
btc-updown-15m-1776087000,1776087000,2026-04,1,897,,,0.001,12116.8,0,25555.48,0.999,12116.8,,,25555.48,0,257,779.1
btc-updown-15m-1776087000,1776087000,2026-04,1,899,,,0.001,13086.92,0,33836.52,0.999,13086.92,,,33836.52,0,35,779.1
btc-updown-15m-1776087900,1776087900,2026-04,0,780,0.999,23.18,,,436.18,0,,,0.001,23.18,0,436.18,59,774.5
btc-updown-15m-1776087900,1776087900,2026-04,0,840,0.999,44087.34,,,45430.41,0,,,0.001,44087.34,0,45430.41,63,774.5
btc-updown-15m-1776087900,1776087900,2026-04,0,870,0.999,45508.91,,,46851.98,0,,,0.001,45508.91,0,46851.98,253,774.5
btc-updown-15m-1776087900,1776087900,2026-04,0,885,0.999,45490.11,,,46460.18,0,,,0.001,45490.11,0,46460.18,264,774.5
btc-updown-15m-1776087900,1776087900,2026-04,0,897,0.999,45623.4,,,46956.47,0,,,0.001,45623.4,0,46956.47,9,774.5
btc-updown-15m-1776087900,1776087900,2026-04,0,899,0.999,46184.75,,,47517.82,0,,,0.001,46184.75,0,47517.82,1,774.5
btc-updown-15m-1776088800,1776088800,2026-04,1,780,0.26,83.92,0.27,495.5,2552.35,2577,0.73,495.5,0.74,83.92,2577,2552.35,12,778
btc-updown-15m-1776088800,1776088800,2026-04,1,840,0.02,896.9,0.03,250.12,11007.65,2876.88,0.97,250.12,0.98,896.9,2876.88,11007.65,9,778
btc-updown-15m-1776088800,1776088800,2026-04,1,870,0.2,376.12,0.21,106.98,424.17,175.42,0.79,106.98,0.8,376.12,175.42,424.17,9,778
btc-updown-15m-1776088800,1776088800,2026-04,1,885,0.14,10.06,0.19,370.5,305.06,703.96,0.81,370.5,0.86,10.06,703.96,305.06,15,778
btc-updown-15m-1776088800,1776088800,2026-04,1,897,0.01,2022.07,0.02,253.39,2022.07,313.39,0.98,253.39,0.99,2022.07,313.39,2022.07,11,778
btc-updown-15m-1776088800,1776088800,2026-04,1,899,,,0.01,17592.19,0,17695.45,0.99,17592.19,,,17695.45,0,60,778
btc-updown-15m-1776089700,1776089700,2026-04,0,780,0.6,2590.15,0.61,196.11,4087.3,848.2,0.39,196.11,0.4,2590.15,848.2,4087.3,1,778.5
btc-updown-15m-1776089700,1776089700,2026-04,0,840,0.63,80,0.64,2061.15,178.43,2423.12,0.36,2061.15,0.37,80,2423.12,178.43,45,778.5
btc-updown-15m-1776089700,1776089700,2026-04,0,870,0.5,5,0.51,432.49,57.5,539.49,0.49,432.49,0.5,5,539.49,57.5,2,778.5
btc-updown-15m-1776089700,1776089700,2026-04,0,885,0.36,1868.5,0.39,40,1911,397.36,0.61,40,0.64,1868.5,397.36,1911,6,778.5
btc-updown-15m-1776089700,1776089700,2026-04,0,897,0.7,12.26,0.75,5.09,31.26,25.4,0.25,5.09,0.3,12.26,25.4,31.26,1,778.5
btc-updown-15m-1776089700,1776089700,2026-04,0,899,0.76,189.93,0.85,99.72,222.74,179.72,0.15,99.72,0.24,189.93,179.72,222.74,13,778.5
btc-updown-15m-1776090600,1776090600,2026-04,0,780,0.98,3172.67,0.99,3764.28,5109.37,3764.28,0.01,3764.28,0.02,3172.67,3764.28,5109.37,55,774.9
btc-updown-15m-1776090600,1776090600,2026-04,0,840,0.99,49401.16,,,50926.9,0,,,0.01,49401.16,0,50926.9,10,774.9
btc-updown-15m-1776090600,1776090600,2026-04,0,870,0.99,63759.36,,,64859.42,0,,,0.01,63759.36,0,64859.42,73,774.9
btc-updown-15m-1776090600,1776090600,2026-04,0,885,0.99,66682.05,,,67530.52,0,,,0.01,66682.05,0,67530.52,9,774.9
btc-updown-15m-1776090600,1776090600,2026-04,0,897,0.99,70337.48,,,71020.05,0,,,0.01,70337.48,0,71020.05,62,774.9
btc-updown-15m-1776090600,1776090600,2026-04,0,899,0.99,79670.79,,,80338.36,0,,,0.01,79670.79,0,80338.36,5,774.9
btc-updown-15m-1776091500,1776091500,2026-04,0,780,0.98,1747.24,0.99,3414.98,5068.14,3414.98,0.01,3414.98,0.02,1747.24,3414.98,5068.14,57,775.9
btc-updown-15m-1776091500,1776091500,2026-04,0,840,0.99,45011.29,,,45484.83,0,,,0.01,45011.29,0,45484.83,254,775.9
btc-updown-15m-1776091500,1776091500,2026-04,0,870,0.99,50821.41,,,51286.29,0,,,0.01,50821.41,0,51286.29,238,775.9
btc-updown-15m-1776091500,1776091500,2026-04,0,885,0.99,53922.5,,,54256.38,0,,,0.01,53922.5,0,54256.38,32,775.9
btc-updown-15m-1776091500,1776091500,2026-04,0,897,0.99,55371.56,,,55604.54,0,,,0.01,55371.56,0,55604.54,316,775.9
btc-updown-15m-1776091500,1776091500,2026-04,0,899,0.99,63605.59,,,63926.07,0,,,0.01,63605.59,0,63926.07,8,775.9
btc-updown-15m-1776092400,1776092400,2026-04,1,780,0.001,9858.05,0.003,85,9858.05,1401.8,0.997,85,0.999,9858.05,1401.8,9858.05,52,762.8
btc-updown-15m-1776092400,1776092400,2026-04,1,840,,,0.001,29457.27,0,36419.3,0.999,29457.27,,,36419.3,0,58,762.8
btc-updown-15m-1776092400,1776092400,2026-04,1,870,,,0.001,29845.73,0,36807.76,0.999,29845.73,,,36807.76,0,247,762.8
btc-updown-15m-1776092400,1776092400,2026-04,1,885,,,0.001,29770.73,0,36757.76,0.999,29770.73,,,36757.76,0,62,762.8
btc-updown-15m-1776092400,1776092400,2026-04,1,897,,,0.001,30804.8,0,37893.63,0.999,30804.8,,,37893.63,0,56,762.8
btc-updown-15m-1776092400,1776092400,2026-04,1,899,,,0.001,31625.5,0,38714.33,0.999,31625.5,,,38714.33,0,6,762.8
btc-updown-15m-1776093300,1776093300,2026-04,0,780,0.8,2559.04,0.81,18.76,2926.44,449.04,0.19,18.76,0.2,2559.04,449.04,2926.44,14,779.4
btc-updown-15m-1776093300,1776093300,2026-04,0,840,0.69,80.9,0.7,421.02,1816.4,1056.52,0.3,421.02,0.31,80.9,1056.52,1816.4,15,779.4
btc-updown-15m-1776093300,1776093300,2026-04,0,870,0.73,229.1,0.74,10.2,797.8,98.2,0.26,10.2,0.27,229.1,98.2,797.8,23,779.4
btc-updown-15m-1776093300,1776093300,2026-04,0,885,0.76,502.48,0.77,5,653.57,313.5,0.23,5,0.24,502.48,313.5,653.57,19,779.4
btc-updown-15m-1776093300,1776093300,2026-04,0,897,0.76,46.85,0.83,8.38,56.85,28.38,0.17,8.38,0.24,46.85,28.38,56.85,92,779.4
btc-updown-15m-1776093300,1776093300,2026-04,0,899,0.94,30.3,0.99,135.96,76.95,135.96,0.01,135.96,0.06,30.3,135.96,76.95,19,779.4
btc-updown-15m-1776095100,1776095100,2026-04,0,780,0.24,92.75,0.25,2581.42,846.21,3267.42,0.75,2581.42,0.76,92.75,3267.42,846.21,0,777.9
btc-updown-15m-1776095100,1776095100,2026-04,0,840,0.45,88.81,0.46,85.31,494.43,395.44,0.54,85.31,0.55,88.81,395.44,494.43,0,777.9
btc-updown-15m-1776095100,1776095100,2026-04,0,870,0.73,51.6,0.76,1710,310.26,1937.68,0.24,1710,0.27,51.6,1937.68,310.26,3,777.9
btc-updown-15m-1776095100,1776095100,2026-04,0,885,0.88,39.33,0.89,15.04,410.33,65.27,0.11,15.04,0.12,39.33,65.27,410.33,2,777.9
btc-updown-15m-1776095100,1776095100,2026-04,0,897,0.98,222,0.99,1342.95,256.56,1342.95,0.01,1342.95,0.02,222,1342.95,256.56,13,777.9
btc-updown-15m-1776095100,1776095100,2026-04,0,899,0.99,6850.92,,,7137.67,0,,,0.01,6850.92,0,7137.67,27,777.9
btc-updown-15m-1776096000,1776096000,2026-04,0,780,0.96,487.1,0.97,1348.26,2998.8,9525.27,0.03,1348.26,0.04,487.1,9525.27,2998.8,4,774.3
btc-updown-15m-1776096000,1776096000,2026-04,0,840,0.99,5429.05,,,6413.16,0,,,0.01,5429.05,0,6413.16,61,774.3
btc-updown-15m-1776096000,1776096000,2026-04,0,870,0.99,28373.46,,,28756.17,0,,,0.01,28373.46,0,28756.17,6,774.3
btc-updown-15m-1776096000,1776096000,2026-04,0,885,0.99,48698.37,,,48970.08,0,,,0.01,48698.37,0,48970.08,115,774.3
btc-updown-15m-1776096000,1776096000,2026-04,0,897,0.99,57924.41,,,58107.62,0,,,0.01,57924.41,0,58107.62,182,774.3
btc-updown-15m-1776096000,1776096000,2026-04,0,899,0.99,63959.27,,,64133.98,0,,,0.01,63959.27,0,64133.98,103,774.3
btc-updown-15m-1776096900,1776096900,2026-04,0,780,0.98,546.5,0.99,2495.74,1585.94,2495.74,0.01,2495.74,0.02,546.5,2495.74,1585.94,6,778.9
btc-updown-15m-1776096900,1776096900,2026-04,0,840,0.99,3822.14,,,5335.24,0,,,0.01,3822.14,0,5335.24,111,778.9
btc-updown-15m-1776096900,1776096900,2026-04,0,870,0.99,35443.12,,,35660.8,0,,,0.01,35443.12,0,35660.8,256,778.9
btc-updown-15m-1776096900,1776096900,2026-04,0,885,0.999,5169.68,,,5206.75,0,,,0.001,5169.68,0,5206.75,256,778.9
btc-updown-15m-1776096900,1776096900,2026-04,0,897,0.999,9657.37,,,10348.57,0,,,0.001,9657.37,0,10348.57,255,778.9
btc-updown-15m-1776096900,1776096900,2026-04,0,899,0.999,10503.07,,,44454.77,0,,,0.001,10503.07,0,44454.77,88,778.9
btc-updown-15m-1776097800,1776097800,2026-04,0,780,0.5,444.16,0.55,200,1185.86,625.69,0.45,200,0.5,444.16,625.69,1185.86,6,777.7
btc-updown-15m-1776097800,1776097800,2026-04,0,840,0.91,109.2,0.92,236.8,1269.72,770.74,0.08,236.8,0.09,109.2,770.74,1269.72,24,777.7
btc-updown-15m-1776097800,1776097800,2026-04,0,870,0.96,91.13,0.97,27.29,165.75,5272.44,0.03,27.29,0.04,91.13,5272.44,165.75,69,777.7
btc-updown-15m-1776097800,1776097800,2026-04,0,885,0.99,7289.72,,,7395.13,0,,,0.01,7289.72,0,7395.13,129,777.7
btc-updown-15m-1776097800,1776097800,2026-04,0,897,0.99,8415.38,,,8527.79,0,,,0.01,8415.38,0,8527.79,125,777.7
btc-updown-15m-1776097800,1776097800,2026-04,0,899,0.99,24147.57,,,24222.98,0,,,0.01,24147.57,0,24222.98,74,777.7
btc-updown-15m-1776098700,1776098700,2026-04,1,780,0.01,5478.3,0.019,9.91,5603.3,629.3,0.981,9.91,0.99,5478.3,629.3,5603.3,20,763.6
btc-updown-15m-1776098700,1776098700,2026-04,1,840,0.002,201.27,0.01,5396.53,1415.27,5864.94,0.99,5396.53,0.998,201.27,5864.94,1415.27,162,763.6
btc-updown-15m-1776098700,1776098700,2026-04,1,870,0.001,451.05,0.009,145.48,451.05,4922.45,0.991,145.48,0.999,451.05,4922.45,451.05,8,763.6
btc-updown-15m-1776098700,1776098700,2026-04,1,885,0.001,684.58,0.009,95.51,684.58,4548.75,0.991,95.51,0.999,684.58,4548.75,684.58,61,763.6
btc-updown-15m-1776098700,1776098700,2026-04,1,897,,,0.001,5354.42,0,20997.14,0.999,5354.42,,,20997.14,0,55,763.6
btc-updown-15m-1776098700,1776098700,2026-04,1,899,,,0.001,6195.12,0,29415.69,0.999,6195.12,,,29415.69,0,3,763.6
btc-updown-15m-1776099600,1776099600,2026-04,0,780,0.97,2406.35,0.98,1610,3947.62,3024.62,0.02,1610,0.03,2406.35,3024.62,3947.62,4,777.2
btc-updown-15m-1776099600,1776099600,2026-04,0,840,0.991,33.39,0.992,150,314.68,375,0.008,150,0.009,33.39,375,314.68,0,777.2
btc-updown-15m-1776099600,1776099600,2026-04,0,870,0.998,75,0.999,1007,258.43,1007,0.001,1007,0.002,75,1007,258.43,3,777.2
btc-updown-15m-1776099600,1776099600,2026-04,0,885,0.999,7592.96,,,7802.96,0,,,0.001,7592.96,0,7802.96,260,777.2
btc-updown-15m-1776099600,1776099600,2026-04,0,897,0.999,9102.09,,,9312.09,0,,,0.001,9102.09,0,9312.09,55,777.2
btc-updown-15m-1776099600,1776099600,2026-04,0,899,0.999,9932.8,,,10142.8,0,,,0.001,9932.8,0,10142.8,30,777.2
btc-updown-15m-1776100500,1776100500,2026-04,0,780,0.91,17.73,0.92,1897.07,890.02,3177.14,0.08,1897.07,0.09,17.73,3177.14,890.02,4,774.4
btc-updown-15m-1776100500,1776100500,2026-04,0,840,0.99,1198.18,,,2114.41,0,,,0.01,1198.18,0,2114.41,28,774.4
btc-updown-15m-1776100500,1776100500,2026-04,0,870,0.999,150.55,,,415.05,0,,,0.001,150.55,0,415.05,63,774.4
btc-updown-15m-1776100500,1776100500,2026-04,0,885,0.999,8914.7,,,9018.7,0,,,0.001,8914.7,0,9018.7,264,774.4
btc-updown-15m-1776100500,1776100500,2026-04,0,897,0.999,10013.91,,,21607.21,0,,,0.001,10013.91,0,21607.21,263,774.4
btc-updown-15m-1776100500,1776100500,2026-04,0,899,0.999,10996.12,,,29739.42,0,,,0.001,10996.12,0,29739.42,103,774.4
btc-updown-15m-1776101400,1776101400,2026-04,0,780,0.61,346.83,0.62,44.88,480.08,396.88,0.38,44.88,0.39,346.83,396.88,480.08,18,779.4
btc-updown-15m-1776101400,1776101400,2026-04,0,840,0.6,473.4,0.61,50,3215.1,651,0.39,50,0.4,473.4,651,3215.1,274,779.4
btc-updown-15m-1776101400,1776101400,2026-04,0,870,0.58,75,0.59,208,300,794.71,0.41,208,0.42,75,794.71,300,1,779.4
btc-updown-15m-1776101400,1776101400,2026-04,0,885,0.43,20.09,0.44,20,355.09,60,0.56,20,0.57,20.09,60,355.09,2,779.4
btc-updown-15m-1776101400,1776101400,2026-04,0,897,0.57,175.85,0.58,7.21,196.85,48.57,0.42,7.21,0.43,175.85,48.57,196.85,16,779.4
btc-updown-15m-1776101400,1776101400,2026-04,0,899,0.71,174.08,0.73,137,191,287,0.27,137,0.29,174.08,287,191,10,779.4
btc-updown-15m-1776102300,1776102300,2026-04,1,780,0.001,34028.41,0.002,23.05,34028.41,774.5,0.998,23.05,0.999,34028.41,774.5,34028.41,56,761
btc-updown-15m-1776102300,1776102300,2026-04,1,840,,,0.001,28811.84,0,30096.28,0.999,28811.84,,,30096.28,0,21,761
btc-updown-15m-1776102300,1776102300,2026-04,1,870,,,0.001,28428.09,0,30853.1,0.999,28428.09,,,30853.1,0,659,761
btc-updown-15m-1776102300,1776102300,2026-04,1,885,,,0.001,28476.64,0,30726.64,0.999,28476.64,,,30726.64,0,57,761
btc-updown-15m-1776102300,1776102300,2026-04,1,897,,,0.001,30321.73,0,30971.73,0.999,30321.73,,,30971.73,0,696,761
btc-updown-15m-1776102300,1776102300,2026-04,1,899,,,0.001,31167.43,0,31817.43,0.999,31167.43,,,31817.43,0,55,761
btc-updown-15m-1776103200,1776103200,2026-04,0,780,0.83,254.93,0.84,215.26,2032.99,2483.9,0.16,215.26,0.17,254.93,2483.9,2032.99,99,775
btc-updown-15m-1776103200,1776103200,2026-04,0,840,0.86,146.68,0.87,849.94,1452.56,1589.74,0.13,849.94,0.14,146.68,1589.74,1452.56,78,775
btc-updown-15m-1776103200,1776103200,2026-04,0,870,0.95,808.48,0.96,82.19,1478.49,1827.98,0.04,82.19,0.05,808.48,1827.98,1478.49,8,775
btc-updown-15m-1776103200,1776103200,2026-04,0,885,0.99,210.22,,,1138.05,0,,,0.01,210.22,0,1138.05,11,775
btc-updown-15m-1776103200,1776103200,2026-04,0,897,0.99,6662.54,,,7290.27,0,,,0.01,6662.54,0,7290.27,57,775
btc-updown-15m-1776103200,1776103200,2026-04,0,899,0.99,24422.04,,,25039.58,0,,,0.01,24422.04,0,25039.58,3,775
btc-updown-15m-1776104100,1776104100,2026-04,1,780,0.01,1638.91,0.02,955.46,1638.91,4103.86,0.98,955.46,0.99,1638.91,4103.86,1638.91,14,771.1
btc-updown-15m-1776104100,1776104100,2026-04,1,840,0.05,61.77,0.06,199.07,2137.21,909.34,0.94,199.07,0.95,61.77,909.34,2137.21,0,771.1
btc-updown-15m-1776104100,1776104100,2026-04,1,870,0.08,504.17,0.09,193.86,1239,220.18,0.91,193.86,0.92,504.17,220.18,1239,0,771.1
btc-updown-15m-1776104100,1776104100,2026-04,1,885,0.03,524,0.04,144.58,1622.37,1193.58,0.96,144.58,0.97,524,1193.58,1622.37,37,771.1
btc-updown-15m-1776104100,1776104100,2026-04,1,897,0.01,8.15,0.03,229.74,8.15,284.77,0.97,229.74,0.99,8.15,284.77,8.15,1,771.1
btc-updown-15m-1776104100,1776104100,2026-04,1,899,,,0.01,5310,0,5337.13,0.99,5310,,,5337.13,0,5,771.1
btc-updown-15m-1776105900,1776105900,2026-04,0,780,0.96,94.09,0.97,522.3,2407.58,5030.36,0.03,522.3,0.04,94.09,5030.36,2407.58,161,773.7
btc-updown-15m-1776105900,1776105900,2026-04,0,840,0.99,2341.49,,,3735.03,0,,,0.01,2341.49,0,3735.03,35,773.7
