slug,epoch,month,result_id,t_sec,up_bid,up_bid_sz,up_ask,up_ask_sz,up_top3_bid,up_top3_ask,down_bid,down_bid_sz,down_ask,down_ask_sz,down_top3_bid,down_top3_ask,age_ms,replay_start_off_s
btc-updown-15m-1772350200,1772350200,2026-03,0,780,0.999,36,,,78,0,,,0.001,36,0,78,1,768.1
btc-updown-15m-1772350200,1772350200,2026-03,0,840,0.998,207,0.999,13.74,633.83,13.74,0.001,13.74,0.002,207,13.74,633.83,176,768.1
btc-updown-15m-1772350200,1772350200,2026-03,0,870,0.999,15225.07,,,15655.37,0,,,0.001,15225.07,0,15655.37,10,768.1
btc-updown-15m-1772350200,1772350200,2026-03,0,885,0.999,14283.17,,,15018.47,0,,,0.001,14283.17,0,15018.47,173,768.1
btc-updown-15m-1772350200,1772350200,2026-03,0,897,0.999,25993.27,,,42377.51,0,,,0.001,25993.27,0,42377.51,26,768.1
btc-updown-15m-1772350200,1772350200,2026-03,0,899,0.999,26278.27,,,43305.31,0,,,0.001,26278.27,0,43305.31,32,768.1
btc-updown-15m-1772351100,1772351100,2026-03,0,780,0.63,806.5,0.64,33,1225.59,380.64,0.36,33,0.37,806.5,380.64,1225.59,26,777.9
btc-updown-15m-1772351100,1772351100,2026-03,0,840,0.76,85.64,0.77,5,1019.37,333.7,0.23,5,0.24,85.64,333.7,1019.37,5,777.9
btc-updown-15m-1772351100,1772351100,2026-03,0,870,0.88,73,0.89,100.38,117,715.38,0.11,100.38,0.12,73,715.38,117,11,777.9
btc-updown-15m-1772351100,1772351100,2026-03,0,885,0.96,49.88,0.97,564.44,197.75,4117.96,0.03,564.44,0.04,49.88,4117.96,197.75,13,777.9
btc-updown-15m-1772351100,1772351100,2026-03,0,897,0.99,10616.84,,,11285.58,0,,,0.01,10616.84,0,11285.58,63,777.9
btc-updown-15m-1772351100,1772351100,2026-03,0,899,0.99,12409.88,,,13123.89,0,,,0.01,12409.88,0,13123.89,11,777.9
btc-updown-15m-1772352000,1772352000,2026-03,0,780,0.95,106,0.96,310.6,1463.59,1898.25,0.04,310.6,0.05,106,1898.25,1463.59,69,779.2
btc-updown-15m-1772352000,1772352000,2026-03,0,840,0.99,2196.9,,,4787.43,0,,,0.01,2196.9,0,4787.43,23,779.2
btc-updown-15m-1772352000,1772352000,2026-03,0,870,0.99,30030.23,,,32448.76,0,,,0.01,30030.23,0,32448.76,52,779.2
btc-updown-15m-1772352000,1772352000,2026-03,0,885,0.99,32133.38,,,34401.91,0,,,0.01,32133.38,0,34401.91,44,779.2
btc-updown-15m-1772352000,1772352000,2026-03,0,897,0.99,45653.96,,,46389.62,0,,,0.01,45653.96,0,46389.62,167,779.2
btc-updown-15m-1772352000,1772352000,2026-03,0,899,0.99,48830.42,,,49566.08,0,,,0.01,48830.42,0,49566.08,33,779.2
btc-updown-15m-1772352900,1772352900,2026-03,1,780,0.49,175.58,0.5,758.52,544.3,1586.96,0.5,758.52,0.51,175.58,1586.96,544.3,38,777.2
btc-updown-15m-1772352900,1772352900,2026-03,1,840,0.06,594.29,0.07,75,1367.49,679.13,0.93,75,0.94,594.29,679.13,1367.49,9,777.2
btc-updown-15m-1772352900,1772352900,2026-03,1,870,0.02,524.89,0.03,148.38,3585.8,726.33,0.97,148.38,0.98,524.89,726.33,3585.8,38,777.2
btc-updown-15m-1772352900,1772352900,2026-03,1,885,0.01,2178.59,0.02,292.22,2178.59,1005.05,0.98,292.22,0.99,2178.59,1005.05,2178.59,46,777.2
btc-updown-15m-1772352900,1772352900,2026-03,1,897,,,0.01,6090.4,0,6152.4,0.99,6090.4,,,6152.4,0,38,777.2
btc-updown-15m-1772352900,1772352900,2026-03,1,899,,,0.01,6455.62,0,6527.81,0.99,6455.62,,,6527.81,0,20,777.2
