slug,epoch,month,result_id,t_sec,up_bid,up_bid_sz,up_ask,up_ask_sz,up_top3_bid,up_top3_ask,down_bid,down_bid_sz,down_ask,down_ask_sz,down_top3_bid,down_top3_ask,age_ms,replay_start_off_s
btc-updown-15m-1778573700,1778573700,2026-05,0,780,0.98,235.52,0.99,2976,1629.5,2976,0.01,2976,0.02,235.52,2976,1629.5,6,772.5
btc-updown-15m-1778573700,1778573700,2026-05,0,840,0.98,425.8,0.99,3611.77,1447.19,3611.77,0.01,3611.77,0.02,425.8,3611.77,1447.19,18,772.5
btc-updown-15m-1778573700,1778573700,2026-05,0,870,0.98,1036.86,0.99,300.31,1811.59,300.31,0.01,300.31,0.02,1036.86,300.31,1811.59,61,772.5
btc-updown-15m-1778573700,1778573700,2026-05,0,885,0.99,4803.22,,,5519.43,0,,,0.01,4803.22,0,5519.43,117,772.5
btc-updown-15m-1778573700,1778573700,2026-05,0,897,0.99,7491.4,,,7981.01,0,,,0.01,7491.4,0,7981.01,18,772.5
btc-updown-15m-1778573700,1778573700,2026-05,0,899,0.99,18524.97,,,19014.58,0,,,0.01,18524.97,0,19014.58,3,772.5
btc-updown-15m-1778574600,1778574600,2026-05,0,780,0.94,736.89,0.95,471.39,1779.55,743.21,0.05,471.39,0.06,736.89,743.21,1779.55,28,772.4
btc-updown-15m-1778574600,1778574600,2026-05,0,840,0.99,6735.65,,,8294.01,0,,,0.01,6735.65,0,8294.01,39,772.4
btc-updown-15m-1778574600,1778574600,2026-05,0,870,0.99,10545.07,,,11626.52,0,,,0.01,10545.07,0,11626.52,23,772.4
btc-updown-15m-1778574600,1778574600,2026-05,0,885,0.99,15109.99,,,15602.77,0,,,0.01,15109.99,0,15602.77,17,772.4
btc-updown-15m-1778574600,1778574600,2026-05,0,897,0.99,19426.54,,,19560.54,0,,,0.01,19426.54,0,19560.54,10,772.4
btc-updown-15m-1778574600,1778574600,2026-05,0,899,0.99,36004.86,,,36148.86,0,,,0.01,36004.86,0,36148.86,61,772.4
btc-updown-15m-1778576400,1778576400,2026-05,1,780,0.04,317.48,0.05,155.8,1645.58,605.7,0.95,155.8,0.96,317.48,605.7,1645.58,12,779.2
btc-updown-15m-1778576400,1778576400,2026-05,1,840,,,0.01,3050.14,0,4207.63,0.99,3050.14,,,4207.63,0,12,779.2
btc-updown-15m-1778576400,1778576400,2026-05,1,870,,,0.01,7773.34,0,8594.58,0.99,7773.34,,,8594.58,0,154,779.2
btc-updown-15m-1778576400,1778576400,2026-05,1,885,,,0.01,11953.33,0,12273.38,0.99,11953.33,,,12273.38,0,168,779.2
btc-updown-15m-1778576400,1778576400,2026-05,1,897,,,0.01,14030.5,0,14120.5,0.99,14030.5,,,14120.5,0,18,779.2
btc-updown-15m-1778576400,1778576400,2026-05,1,899,,,0.01,39000.74,0,39100.74,0.99,39000.74,,,39100.74,0,18,779.2
btc-updown-15m-1778577300,1778577300,2026-05,1,780,0.05,321.69,0.06,145.76,2145.45,449.89,0.94,145.76,0.95,321.69,449.89,2145.45,15,775.8
btc-updown-15m-1778577300,1778577300,2026-05,1,840,0.01,111.68,0.02,327.08,111.68,1236.22,0.98,327.08,0.99,111.68,1236.22,111.68,46,775.8
btc-updown-15m-1778577300,1778577300,2026-05,1,870,,,0.01,418.52,0,1373.52,0.99,418.52,,,1373.52,0,166,775.8
btc-updown-15m-1778577300,1778577300,2026-05,1,885,,,0.01,2736.52,0,3124.32,0.99,2736.52,,,3124.32,0,224,775.8
btc-updown-15m-1778577300,1778577300,2026-05,1,897,,,0.01,2579.02,0,2773.55,0.99,2579.02,,,2773.55,0,59,775.8
btc-updown-15m-1778577300,1778577300,2026-05,1,899,,,0.01,26017.15,0,26231.68,0.99,26017.15,,,26231.68,0,51,775.8
btc-updown-15m-1778578200,1778578200,2026-05,0,780,0.999,210,,,556.04,0,,,0.001,210,0,556.04,219,754.9
btc-updown-15m-1778578200,1778578200,2026-05,0,840,0.999,17485.93,,,17838.91,0,,,0.001,17485.93,0,17838.91,167,754.9
btc-updown-15m-1778578200,1778578200,2026-05,0,870,0.999,37398.96,,,37627.94,0,,,0.001,37398.96,0,37627.94,189,754.9
btc-updown-15m-1778578200,1778578200,2026-05,0,885,0.999,37408.96,,,37428.96,0,,,0.001,37408.96,0,37428.96,1,754.9
btc-updown-15m-1778578200,1778578200,2026-05,0,897,0.999,40890.1,,,40910.1,0,,,0.001,40890.1,0,40910.1,178,754.9
btc-updown-15m-1778578200,1778578200,2026-05,0,899,0.999,42009.7,,,42029.7,0,,,0.001,42009.7,0,42029.7,114,754.9
btc-updown-15m-1778579100,1778579100,2026-05,1,780,0.001,4063.99,0.002,263,4063.99,1541.98,0.998,263,0.999,4063.99,1541.98,4063.99,148,769.3
btc-updown-15m-1778579100,1778579100,2026-05,1,840,,,0.001,23856.3,0,25116.3,0.999,23856.3,,,25116.3,0,173,769.3
btc-updown-15m-1778579100,1778579100,2026-05,1,870,,,0.001,26867.32,0,27927.32,0.999,26867.32,,,27927.32,0,166,769.3
btc-updown-15m-1778579100,1778579100,2026-05,1,885,,,0.001,26662.32,0,27522.32,0.999,26662.32,,,27522.32,0,744,769.3
btc-updown-15m-1778579100,1778579100,2026-05,1,897,,,0.001,30028.49,0,30038.49,0.999,30028.49,,,30038.49,0,25,769.3
btc-updown-15m-1778579100,1778579100,2026-05,1,899,,,0.001,30657.59,0,30687.59,0.999,30657.59,,,30687.59,0,72,769.3
btc-updown-15m-1778580900,1778580900,2026-05,1,780,,,0.01,338,0,2165.35,0.99,338,,,2165.35,0,18,769.2
btc-updown-15m-1778580900,1778580900,2026-05,1,840,0.002,295.12,0.003,20,1600.12,245,0.997,20,0.998,295.12,245,1600.12,23,769.2
btc-updown-15m-1778580900,1778580900,2026-05,1,870,0.002,69.76,0.003,288.72,924.76,493.72,0.997,288.72,0.998,69.76,493.72,924.76,5,769.2
btc-updown-15m-1778580900,1778580900,2026-05,1,885,,,0.001,2557.97,0,2600.88,0.999,2557.97,,,2600.88,0,167,769.2
btc-updown-15m-1778580900,1778580900,2026-05,1,897,,,0.001,28139.74,0,36517.23,0.999,28139.74,,,36517.23,0,569,769.2
btc-updown-15m-1778580900,1778580900,2026-05,1,899,,,0.001,29539.34,0,29559.34,0.999,29539.34,,,29559.34,0,117,769.2
btc-updown-15m-1778581800,1778581800,2026-05,1,780,0.03,296.24,0.04,438.23,7333.45,644.42,0.96,438.23,0.97,296.24,644.42,7333.45,2,779.8
btc-updown-15m-1778581800,1778581800,2026-05,1,840,0.04,70.65,0.05,55,513.63,163.17,0.95,55,0.96,70.65,163.17,513.63,82,779.8
btc-updown-15m-1778581800,1778581800,2026-05,1,870,0.01,248.95,0.02,59.83,248.95,178.78,0.98,59.83,0.99,248.95,178.78,248.95,45,779.8
btc-updown-15m-1778581800,1778581800,2026-05,1,885,,,0.01,85.23,0,973.3,0.99,85.23,,,973.3,0,148,779.8
btc-updown-15m-1778581800,1778581800,2026-05,1,897,,,0.01,5431.97,0,5841.87,0.99,5431.97,,,5841.87,0,164,779.8
btc-updown-15m-1778581800,1778581800,2026-05,1,899,,,0.01,18004.1,0,18414,0.99,18004.1,,,18414,0,7,779.8
btc-updown-15m-1778582700,1778582700,2026-05,1,780,0.21,130.3,0.22,88.68,200.3,246.68,0.78,88.68,0.79,130.3,246.68,200.3,85,778.2
btc-updown-15m-1778582700,1778582700,2026-05,1,840,0.05,64.6,0.06,188.73,1679.63,393.33,0.94,188.73,0.95,64.6,393.33,1679.63,5,778.2
btc-updown-15m-1778582700,1778582700,2026-05,1,870,0.03,42.81,0.04,448.14,2053.59,877.14,0.96,448.14,0.97,42.81,877.14,2053.59,166,778.2
btc-updown-15m-1778582700,1778582700,2026-05,1,885,0.02,266,0.03,65.47,1329.78,226.07,0.97,65.47,0.98,266,226.07,1329.78,241,778.2
btc-updown-15m-1778582700,1778582700,2026-05,1,897,0.01,417.4,0.02,223,417.4,714.4,0.98,223,0.99,417.4,714.4,417.4,85,778.2
btc-updown-15m-1778582700,1778582700,2026-05,1,899,,,0.01,7139.18,0,7677.18,0.99,7139.18,,,7677.18,0,19,778.2
btc-updown-15m-1778583600,1778583600,2026-05,1,780,0.01,2579.86,0.02,3368.5,2579.86,4231.69,0.98,3368.5,0.99,2579.86,4231.69,2579.86,51,777.6
btc-updown-15m-1778583600,1778583600,2026-05,1,840,,,0.01,5358.11,0,9930.95,0.99,5358.11,,,9930.95,0,9,777.6
