slug,epoch,month,result_id,t_sec,up_bid,up_bid_sz,up_ask,up_ask_sz,up_top3_bid,up_top3_ask,down_bid,down_bid_sz,down_ask,down_ask_sz,down_top3_bid,down_top3_ask,age_ms,replay_start_off_s
btc-updown-15m-1773037800,1773037800,2026-03,1,780,,,0.01,1915.72,0,4791.76,0.99,1915.72,,,4791.76,0,375,752.4
btc-updown-15m-1773037800,1773037800,2026-03,1,840,0.002,52.74,0.009,270,3451.9,650.4,0.991,270,0.998,52.74,650.4,3451.9,17,752.4
btc-updown-15m-1773037800,1773037800,2026-03,1,870,,,0.001,27150.45,0,30488.29,0.999,27150.45,,,30488.29,0,1,752.4
btc-updown-15m-1773037800,1773037800,2026-03,1,885,,,0.001,32242.25,0,34380.09,0.999,32242.25,,,34380.09,0,176,752.4
btc-updown-15m-1773037800,1773037800,2026-03,1,897,,,0.001,34268.27,0,34344.67,0.999,34268.27,,,34344.67,0,160,752.4
btc-updown-15m-1773037800,1773037800,2026-03,1,899,,,0.001,34618.27,0,34694.67,0.999,34618.27,,,34694.67,0,25,752.4
btc-updown-15m-1773038700,1773038700,2026-03,1,780,0.03,819.98,0.04,1699.17,11314.15,2643.84,0.96,1699.17,0.97,819.98,2643.84,11314.15,11,776
btc-updown-15m-1773038700,1773038700,2026-03,1,840,0.02,766.36,0.03,1801.85,4266.04,2684.79,0.97,1801.85,0.98,766.36,2684.79,4266.04,0,776
btc-updown-15m-1773038700,1773038700,2026-03,1,870,,,0.009,163.33,0,1861.23,0.991,163.33,,,1861.23,0,96,776
btc-updown-15m-1773038700,1773038700,2026-03,1,885,,,0.001,23203.86,0,24053.86,0.999,23203.86,,,24053.86,0,172,776
btc-updown-15m-1773038700,1773038700,2026-03,1,897,,,0.001,26615.46,0,32737.75,0.999,26615.46,,,32737.75,0,95,776
btc-updown-15m-1773038700,1773038700,2026-03,1,899,,,0.001,26806.94,0,36666.23,0.999,26806.94,,,36666.23,0,45,776
btc-updown-15m-1773039600,1773039600,2026-03,1,780,0.15,1319,0.16,175.06,1793,504.74,0.84,175.06,0.85,1319,504.74,1793,6,779.8
btc-updown-15m-1773039600,1773039600,2026-03,1,840,0.01,9071.15,0.02,253.62,9071.15,2718.18,0.98,253.62,0.99,9071.15,2718.18,9071.15,47,779.8
btc-updown-15m-1773039600,1773039600,2026-03,1,870,0.02,46,0.03,716.2,2610.83,2204.91,0.97,716.2,0.98,46,2204.91,2610.83,8,779.8
btc-updown-15m-1773039600,1773039600,2026-03,1,885,0.01,1955.98,0.02,185.65,1955.98,2376.76,0.98,185.65,0.99,1955.98,2376.76,1955.98,2,779.8
btc-updown-15m-1773039600,1773039600,2026-03,1,897,,,0.01,15348.91,0,16007.15,0.99,15348.91,,,16007.15,0,267,779.8
btc-updown-15m-1773039600,1773039600,2026-03,1,899,,,0.01,17906.83,0,19575.07,0.99,17906.83,,,19575.07,0,3,779.8
btc-updown-15m-1773040500,1773040500,2026-03,0,780,0.71,118.16,0.72,100.62,507,559.73,0.28,100.62,0.29,118.16,559.73,507,12,778.2
