slug,epoch,month,result_id,t_sec,up_bid,up_bid_sz,up_ask,up_ask_sz,up_top3_bid,up_top3_ask,down_bid,down_bid_sz,down_ask,down_ask_sz,down_top3_bid,down_top3_ask,age_ms,replay_start_off_s
btc-updown-15m-1768872600,1768872600,2026-01,1,780,0.015,26.56,0.02,4243.03,11325.62,6090.72,0.98,4243.03,0.985,26.56,6090.72,11325.62,195,777.7
btc-updown-15m-1768872600,1768872600,2026-01,1,840,0.002,100.34,0.009,1855.69,2019.48,3342.42,0.991,1855.69,0.998,100.34,3342.42,2019.48,12,777.7
btc-updown-15m-1768872600,1768872600,2026-01,1,870,0.01,6409.61,0.017,101.73,9812.32,573.7,0.983,101.73,0.99,6409.61,573.7,9812.32,5,777.7
btc-updown-15m-1768872600,1768872600,2026-01,1,885,,,0.01,5881.37,0,6329.34,0.99,5881.37,,,6329.34,0,261,777.7
btc-updown-15m-1768872600,1768872600,2026-01,1,897,,,0.001,12467.35,0,20779.19,0.999,12467.35,,,20779.19,0,56,777.7
btc-updown-15m-1768872600,1768872600,2026-01,1,899,,,0.001,13982.35,0,23778.69,0.999,13982.35,,,23778.69,0,122,777.7
btc-updown-15m-1768873500,1768873500,2026-01,0,780,0.87,107.3,0.88,1297.32,403.07,5394.07,0.12,1297.32,0.13,107.3,5394.07,403.07,47,779.8
btc-updown-15m-1768873500,1768873500,2026-01,0,840,0.91,166.21,0.92,17390.26,1679.9,23254.82,0.08,17390.26,0.09,166.21,23254.82,1679.9,20,779.8
btc-updown-15m-1768873500,1768873500,2026-01,0,870,0.91,113.73,0.92,3027.23,565.49,3122.23,0.08,3027.23,0.09,113.73,3122.23,565.49,12,779.8
btc-updown-15m-1768873500,1768873500,2026-01,0,885,0.9,76.4,0.92,8187.58,120.83,8259.57,0.08,8187.58,0.1,76.4,8259.57,120.83,39,779.8
btc-updown-15m-1768873500,1768873500,2026-01,0,897,0.81,116.86,0.9,2045.74,144.61,10260.01,0.1,2045.74,0.19,116.86,10260.01,144.61,19,779.8
btc-updown-15m-1768873500,1768873500,2026-01,0,899,0.83,65.64,0.87,10,96.64,1906.12,0.13,10,0.17,65.64,1906.12,96.64,4,779.8
btc-updown-15m-1768874400,1768874400,2026-01,1,780,0.03,22164.14,0.04,105,36724.94,815.2,0.96,105,0.97,22164.14,815.2,36724.94,25,778.9
btc-updown-15m-1768874400,1768874400,2026-01,1,840,0.01,12119.32,0.02,65,12119.32,1744.33,0.98,65,0.99,12119.32,1744.33,12119.32,30,778.9
btc-updown-15m-1768874400,1768874400,2026-01,1,870,,,0.01,15337.24,0,18161.18,0.99,15337.24,,,18161.18,0,244,778.9
btc-updown-15m-1768874400,1768874400,2026-01,1,885,,,0.01,15485.22,0,17108.29,0.99,15485.22,,,17108.29,0,46,778.9
btc-updown-15m-1768874400,1768874400,2026-01,1,897,,,0.01,27571.71,0,28985.78,0.99,27571.71,,,28985.78,0,1,778.9
btc-updown-15m-1768874400,1768874400,2026-01,1,899,,,0.01,29425.71,0,30796.78,0.99,29425.71,,,30796.78,0,20,778.9
btc-updown-15m-1768875300,1768875300,2026-01,0,780,0.25,0.06,0.26,354.5,94.06,501.5,0.74,354.5,0.75,0.06,501.5,94.06,31,778.3
btc-updown-15m-1768875300,1768875300,2026-01,0,840,0.2,16.5,0.21,259,3150.31,316,0.79,259,0.8,16.5,316,3150.31,47,778.3
btc-updown-15m-1768875300,1768875300,2026-01,0,870,0.29,63,0.33,11,224,37,0.67,11,0.71,63,37,224,7,778.3
btc-updown-15m-1768875300,1768875300,2026-01,0,885,0.93,615,0.94,50,699,718.85,0.06,50,0.07,615,718.85,699,10,778.3
btc-updown-15m-1768875300,1768875300,2026-01,0,897,0.72,13,0.75,45,23,1105.6,0.25,45,0.28,13,1105.6,23,3,778.3
btc-updown-15m-1768875300,1768875300,2026-01,0,899,0.85,10,0.98,1030.6,35,8300.64,0.02,1030.6,0.15,10,8300.64,35,0,778.3
btc-updown-15m-1768877100,1768877100,2026-01,1,780,0.65,57.8,0.68,88,146.48,178.5,0.32,88,0.35,57.8,178.5,146.48,1,777.6
btc-updown-15m-1768877100,1768877100,2026-01,1,840,0.71,155.94,0.72,126.13,5466.71,405.26,0.28,126.13,0.29,155.94,405.26,5466.71,4,777.6
btc-updown-15m-1768877100,1768877100,2026-01,1,870,0.79,106.23,0.8,1664.14,627.89,1744.77,0.2,1664.14,0.21,106.23,1744.77,627.89,6,777.6
btc-updown-15m-1768877100,1768877100,2026-01,1,885,0.84,10,0.86,17,92,208,0.14,17,0.16,10,208,92,0,777.6
btc-updown-15m-1768877100,1768877100,2026-01,1,897,0.66,1028.59,0.76,5,3388.65,15,0.24,5,0.34,1028.59,15,3388.65,18,777.6
btc-updown-15m-1768877100,1768877100,2026-01,1,899,0.65,1836.65,0.67,72.77,2941.65,112.01,0.33,72.77,0.35,1836.65,112.01,2941.65,39,777.6
btc-updown-15m-1768878000,1768878000,2026-01,1,780,0.01,11713.39,0.02,3372.24,11713.39,4907.5,0.98,3372.24,0.99,11713.39,4907.5,11713.39,9,779.8
btc-updown-15m-1768878000,1768878000,2026-01,1,840,0.002,196.76,0.01,642.73,452.57,4984.24,0.99,642.73,0.998,196.76,4984.24,452.57,80,779.8
btc-updown-15m-1768878000,1768878000,2026-01,1,870,,,0.001,15947.59,0,17814.65,0.999,15947.59,,,17814.65,0,0,779.8
btc-updown-15m-1768878000,1768878000,2026-01,1,885,,,0.001,14901.72,0,16741.86,0.999,14901.72,,,16741.86,0,84,779.8
btc-updown-15m-1768878000,1768878000,2026-01,1,897,,,0.001,17409.07,0,21568.22,0.999,17409.07,,,21568.22,0,269,779.8
btc-updown-15m-1768878000,1768878000,2026-01,1,899,,,0.001,21069.82,0,35966.97,0.999,21069.82,,,35966.97,0,103,779.8
btc-updown-15m-1768878900,1768878900,2026-01,1,780,0.19,50,0.2,44,460.48,787.14,0.8,44,0.81,50,787.14,460.48,3,778.6
btc-updown-15m-1768878900,1768878900,2026-01,1,840,0.21,22,0.22,5,213,48,0.78,5,0.79,22,48,213,1,778.6
btc-updown-15m-1768878900,1768878900,2026-01,1,870,0.02,227.92,0.03,1506.66,11689.17,1818.95,0.97,1506.66,0.98,227.92,1818.95,11689.17,10,778.6
btc-updown-15m-1768878900,1768878900,2026-01,1,885,0.01,4444.4,0.02,4595.73,4444.4,5902.46,0.98,4595.73,0.99,4444.4,5902.46,4444.4,7,778.6
btc-updown-15m-1768878900,1768878900,2026-01,1,897,,,0.01,4269.11,0,9374.61,0.99,4269.11,,,9374.61,0,76,778.6
btc-updown-15m-1768878900,1768878900,2026-01,1,899,,,0.01,10287.54,0,15388.04,0.99,10287.54,,,15388.04,0,45,778.6
btc-updown-15m-1768879800,1768879800,2026-01,0,780,0.37,607.68,0.38,10,1085.24,276.01,0.62,10,0.63,607.68,276.01,1085.24,5,779.1
btc-updown-15m-1768879800,1768879800,2026-01,0,840,0.3,52.28,0.31,204,140.28,477.68,0.69,204,0.7,52.28,477.68,140.28,26,779.1
btc-updown-15m-1768879800,1768879800,2026-01,0,870,0.92,10,0.93,5,125,1003.08,0.07,5,0.08,10,1003.08,125,6,779.1
btc-updown-15m-1768879800,1768879800,2026-01,0,885,0.92,326.85,0.94,7,638.05,965.14,0.06,7,0.08,326.85,965.14,638.05,22,779.1
btc-updown-15m-1768879800,1768879800,2026-01,0,897,0.98,310.48,0.99,6579.54,1300.36,6579.54,0.01,6579.54,0.02,310.48,6579.54,1300.36,20,779.1
btc-updown-15m-1768879800,1768879800,2026-01,0,899,0.99,3361.3,,,4541.76,0,,,0.01,3361.3,0,4541.76,20,779.1
btc-updown-15m-1768880700,1768880700,2026-01,0,780,0.85,104.58,0.86,137.82,983.08,440.9,0.14,137.82,0.15,104.58,440.9,983.08,3,777.7
btc-updown-15m-1768880700,1768880700,2026-01,0,840,0.93,80.51,0.94,808.64,492.5,2880.58,0.06,808.64,0.07,80.51,2880.58,492.5,5,777.7
btc-updown-15m-1768880700,1768880700,2026-01,0,870,0.91,316.11,0.92,1702.61,744.11,2096.74,0.08,1702.61,0.09,316.11,2096.74,744.11,33,777.7
