slug,snapshots_checked,mismatches,stale_explained,n_events
btc-updown-15m-1761784200,192,20,18,47480
btc-updown-15m-1761788700,178,24,20,44243
btc-updown-15m-1761792300,136,12,12,33473
btc-updown-15m-1761796800,94,26,22,23350
btc-updown-15m-1761801300,190,40,30,47175
btc-updown-15m-1761805800,140,24,20,34597
btc-updown-15m-1761813000,16,0,0,3947
btc-updown-15m-1761817500,164,26,22,40579
btc-updown-15m-1761821100,88,8,2,21979
btc-updown-15m-1761825600,144,26,24,36036
btc-updown-15m-1761830100,264,58,50,65304
btc-updown-15m-1761834600,260,10,10,63770
btc-updown-15m-1761841800,0,0,0,483
btc-updown-15m-1761846300,118,2,2,29238
btc-updown-15m-1761849900,162,8,6,39899
btc-updown-15m-1761854400,212,8,4,52806
btc-updown-15m-1761858900,120,4,0,29485
btc-updown-15m-1761863400,112,6,2,27556
btc-updown-15m-1761867900,50,2,2,12637
btc-updown-15m-1761872400,72,4,4,17807
btc-updown-15m-1761876000,78,2,2,19078
btc-updown-15m-1761880500,144,14,10,35296
btc-updown-15m-1761885000,102,16,12,25241
btc-updown-15m-1761889500,108,4,2,26359
btc-updown-15m-1761894000,116,4,4,28289
btc-updown-15m-1761898500,58,2,2,14193
btc-updown-15m-1761902100,116,6,0,28616
btc-updown-15m-1761906600,98,6,2,24178
btc-updown-15m-1761911100,46,4,2,11639
btc-updown-15m-1761918300,204,8,2,50740
btc-updown-15m-1761922800,328,44,28,81193
btc-updown-15m-1761936300,10,0,0,2522
btc-updown-15m-1761939900,238,16,6,58073
btc-updown-15m-1761944400,210,16,12,52304
btc-updown-15m-1761954300,74,6,4,18336
btc-updown-15m-1761955200,46,12,8,11250
btc-updown-15m-1761964200,94,6,4,22977
btc-updown-15m-1762074900,220,40,34,54717
btc-updown-15m-1762147800,178,40,36,43893
btc-updown-15m-1762155900,346,48,32,85590
btc-updown-15m-1762164900,334,42,32,82527
btc-updown-15m-1762193700,408,48,40,101052
btc-updown-15m-1762202700,384,54,46,94701
btc-updown-15m-1762210800,46,4,4,11373
btc-updown-15m-1762219800,122,10,6,30233
btc-updown-15m-1762227900,346,62,50,85996
btc-updown-15m-1762247700,376,64,54,92810
btc-updown-15m-1762255800,176,16,10,43289
