slug,snapshots_checked,mismatches,stale_explained,n_events
btc-updown-15m-1765624500,88,2,2,21006
btc-updown-15m-1765635300,126,4,4,30233
btc-updown-15m-1765645200,146,6,2,35273
btc-updown-15m-1765656900,160,4,2,38331
btc-updown-15m-1765667700,0,0,0,343
btc-updown-15m-1765679400,156,14,6,37026
btc-updown-15m-1765689300,152,6,6,36676
btc-updown-15m-1765700100,236,10,6,56182
btc-updown-15m-1765711800,360,8,6,86638
btc-updown-15m-1765722600,212,6,5,50971
btc-updown-15m-1765732500,322,10,8,77365
btc-updown-15m-1765748700,222,10,4,52718
btc-updown-15m-1765762200,218,12,8,52936
btc-updown-15m-1765772100,216,8,4,52027
btc-updown-15m-1765782900,280,4,4,66900
btc-updown-15m-1765793700,324,4,2,77194
btc-updown-15m-1765804500,250,0,0,59164
btc-updown-15m-1765814400,576,40,30,138667
btc-updown-15m-1765825200,608,10,6,147166
btc-updown-15m-1765836000,162,4,4,39197
btc-updown-15m-1765846800,256,8,6,61494
btc-updown-15m-1765856700,328,4,4,78594
btc-updown-15m-1765867500,182,8,4,42808
btc-updown-15m-1765878300,358,14,10,85037
btc-updown-15m-1765888200,426,18,14,101220
btc-updown-15m-1765899000,582,24,8,139704
btc-updown-15m-1765909800,192,2,2,46683
btc-updown-15m-1765920600,238,8,6,57506
btc-updown-15m-1765930500,502,24,12,119077
btc-updown-15m-1765943100,246,18,10,58340
btc-updown-15m-1765953900,352,14,8,84101
btc-updown-15m-1765963800,296,10,8,71615
btc-updown-15m-1765974600,312,12,6,73658
btc-updown-15m-1765985400,280,6,6,66738
btc-updown-15m-1765996200,308,30,26,73746
btc-updown-15m-1766006100,136,0,0,33242
btc-updown-15m-1766016900,292,6,4,70736
btc-updown-15m-1766027700,128,6,0,29764
btc-updown-15m-1766038500,218,8,8,52329
btc-updown-15m-1766048400,316,4,2,75531
btc-updown-15m-1766059200,392,20,12,94180
btc-updown-15m-1766070000,746,18,12,180533
btc-updown-15m-1766079900,604,12,6,145689
btc-updown-15m-1766092500,516,6,2,124340
btc-updown-15m-1766103300,404,8,4,96788
btc-updown-15m-1766114100,436,14,8,105194
btc-updown-15m-1766124000,352,2,0,83834
btc-updown-15m-1766134800,326,6,4,78461
btc-updown-15m-1766145600,482,18,12,114658
btc-updown-15m-1766156400,584,8,4,141054
btc-updown-15m-1766166300,456,6,4,110359
btc-updown-15m-1766177100,462,8,8,111153
btc-updown-15m-1766187900,0,0,0,348
btc-updown-15m-1766197800,280,4,4,66128
btc-updown-15m-1766209500,110,0,0,26049
btc-updown-15m-1766220300,214,8,4,50605
btc-updown-15m-1766231100,320,18,12,75949
btc-updown-15m-1766241000,312,12,4,74706
btc-updown-15m-1766251800,208,8,6,49020
btc-updown-15m-1766262600,282,8,4,65974
btc-updown-15m-1766273400,4,0,0,995
btc-updown-15m-1766283300,210,4,2,49778
btc-updown-15m-1766294100,300,14,12,71181
btc-updown-15m-1766304900,226,6,2,53656
btc-updown-15m-1766314800,358,8,4,84103
btc-updown-15m-1766325600,328,10,4,78331
btc-updown-15m-1766336400,328,14,8,77460
btc-updown-15m-1766347200,202,0,0,47774
btc-updown-15m-1766357100,0,0,0,482
btc-updown-15m-1766367900,218,4,2,52096
btc-updown-15m-1766378700,360,8,4,85190
btc-updown-15m-1766389500,292,6,2,69110
btc-updown-15m-1766399400,336,10,6,79454
btc-updown-15m-1766410200,262,2,2,61070
btc-updown-15m-1766421000,194,4,0,46148
btc-updown-15m-1766430900,486,10,10,115772
btc-updown-15m-1766441700,278,6,4,66111
btc-updown-15m-1766452500,420,10,4,99389
btc-updown-15m-1766463300,354,18,6,83992
btc-updown-15m-1766473200,436,12,10,103711
btc-updown-15m-1766484000,370,6,4,87006
btc-updown-15m-1766494800,422,12,6,100331
btc-updown-15m-1766505600,352,12,10,84397
btc-updown-15m-1766515500,246,8,6,58931
btc-updown-15m-1766526300,410,18,8,96242
btc-updown-15m-1766537100,222,8,0,52440
btc-updown-15m-1766547000,290,8,4,68916
btc-updown-15m-1766557800,374,12,6,87962
btc-updown-15m-1766568600,336,6,6,79698
btc-updown-15m-1766579400,256,8,8,60382
btc-updown-15m-1766589300,544,18,12,130663
btc-updown-15m-1766600100,318,4,4,76276
btc-updown-15m-1766610900,260,16,10,61586
btc-updown-15m-1766621700,324,20,12,76805
btc-updown-15m-1766631600,326,10,6,76405
btc-updown-15m-1766642400,252,10,2,59457
btc-updown-15m-1766653200,220,4,4,52532
btc-updown-15m-1766663100,344,14,6,81088
btc-updown-15m-1766673900,188,2,2,44832
btc-updown-15m-1766684700,198,6,4,47530
btc-updown-15m-1766695500,212,8,6,50584
btc-updown-15m-1766705400,8,0,0,2176
btc-updown-15m-1766716200,448,20,12,107632
btc-updown-15m-1766727000,258,8,2,60919
btc-updown-15m-1766737800,254,6,4,60827
btc-updown-15m-1766747700,242,10,6,55579
btc-updown-15m-1766758500,322,16,10,75666
btc-updown-15m-1766769300,378,12,10,90762
btc-updown-15m-1766779200,402,14,8,95571
btc-updown-15m-1766790000,14,0,0,3884
btc-updown-15m-1766800800,320,12,12,75663
btc-updown-15m-1766811600,260,10,8,62362
btc-updown-15m-1766821500,304,14,10,71713
btc-updown-15m-1766832300,216,4,2,50877
btc-updown-15m-1766843100,288,8,4,68759
btc-updown-15m-1766853900,216,12,4,50891
btc-updown-15m-1766863800,308,18,12,73171
btc-updown-15m-1766874600,0,0,0,227
btc-updown-15m-1766886300,192,4,4,45880
btc-updown-15m-1766896200,164,12,6,39401
btc-updown-15m-1766907000,244,10,2,58026
btc-updown-15m-1766917800,248,10,6,58747
btc-updown-15m-1766928600,202,6,6,48549
btc-updown-15m-1766938500,304,12,6,71624
btc-updown-15m-1766949300,254,2,0,61356
btc-updown-15m-1766960100,326,8,4,79050
btc-updown-15m-1766970900,368,10,2,88547
btc-updown-15m-1766980800,468,12,8,111422
btc-updown-15m-1766991600,472,14,10,112004
btc-updown-15m-1767002400,556,26,16,131341
btc-updown-15m-1767012300,390,6,6,92996
btc-updown-15m-1767023100,448,6,4,107809
btc-updown-15m-1767033900,346,2,2,82535
btc-updown-15m-1767044700,2,0,0,582
btc-updown-15m-1767054600,202,4,2,47652
btc-updown-15m-1767065400,394,10,6,93296
btc-updown-15m-1767076200,286,18,12,66844
btc-updown-15m-1767087000,268,4,0,62650
btc-updown-15m-1767096900,358,16,8,84246
btc-updown-15m-1767107700,738,14,12,176126
btc-updown-15m-1767118500,0,0,0,91
btc-updown-15m-1767128400,0,0,0,231
btc-updown-15m-1767139200,230,8,4,53704
btc-updown-15m-1767150000,386,4,0,92531
btc-updown-15m-1767160800,274,0,0,65924
btc-updown-15m-1767170700,364,10,2,83881
btc-updown-15m-1767181500,382,8,6,90751
btc-updown-15m-1767192300,474,4,4,114336
btc-updown-15m-1767204000,346,10,8,81780
btc-updown-15m-1767213900,0,0,0,253
btc-updown-15m-1767224700,2,0,0,786
btc-updown-15m-1767225600,216,6,4,50286
btc-updown-15m-1767235500,258,10,6,61277
btc-updown-15m-1767246300,312,8,4,74386
btc-updown-15m-1767256200,324,6,4,76236
btc-updown-15m-1767267000,302,6,4,70528
btc-updown-15m-1767276900,266,4,2,62596
btc-updown-15m-1767286800,282,10,10,66633
btc-updown-15m-1767302100,12,0,0,3007
btc-updown-15m-1767313800,352,2,0,82266
btc-updown-15m-1767324600,350,8,6,82908
btc-updown-15m-1767334500,258,2,2,61223
btc-updown-15m-1767345300,412,2,0,97834
btc-updown-15m-1767355200,356,6,6,83407
btc-updown-15m-1767365100,690,10,10,166261
btc-updown-15m-1767375900,556,4,4,133207
btc-updown-15m-1767386700,2,0,0,743
btc-updown-15m-1767401100,278,12,4,66378
btc-updown-15m-1767411000,388,8,8,91869
btc-updown-15m-1767420900,230,8,6,53884
btc-updown-15m-1767431700,324,8,6,75517
btc-updown-15m-1767441600,166,4,2,39348
btc-updown-15m-1767452400,230,0,0,54329
btc-updown-15m-1767462300,300,10,4,69990
btc-updown-15m-1767477600,0,0,0,438
btc-updown-15m-1767489300,364,6,4,87044
btc-updown-15m-1767499200,364,10,8,85432
btc-updown-15m-1767510000,290,10,4,68209
btc-updown-15m-1767519900,586,12,2,137149
btc-updown-15m-1767529800,284,8,6,67109
btc-updown-15m-1767540600,520,26,18,122602
btc-updown-15m-1767551400,532,12,8,125563
btc-updown-15m-1767570300,12,0,0,2808
btc-updown-15m-1767580200,282,2,0,66720
btc-updown-15m-1767591000,310,2,0,72607
btc-updown-15m-1767600900,444,8,4,104064
btc-updown-15m-1767610800,392,8,6,91674
btc-updown-15m-1767621600,756,18,8,176587
btc-updown-15m-1767631500,798,18,10,188253
btc-updown-15m-1767643200,556,6,4,133892
btc-updown-15m-1767661200,572,14,14,135318
btc-updown-15m-1767671100,540,24,12,125844
btc-updown-15m-1767682800,264,0,0,60890
btc-updown-15m-1767692700,554,10,4,128930
btc-updown-15m-1767703500,398,8,4,92071
btc-updown-15m-1767713400,490,2,2,116743
btc-updown-15m-1767725100,550,12,10,131717
btc-updown-15m-1767735900,2,0,0,696
btc-updown-15m-1767745800,270,2,0,64319
btc-updown-15m-1767756600,292,2,0,69181
btc-updown-15m-1767766500,248,2,0,59092
btc-updown-15m-1767776400,332,2,0,79706
btc-updown-15m-1767787200,556,8,6,132339
btc-updown-15m-1767797100,766,4,4,183465
btc-updown-15m-1767807900,356,4,4,86435
btc-updown-15m-1767818700,548,6,2,130712
btc-updown-15m-1767835800,220,4,0,51837
btc-updown-15m-1767845700,292,4,2,69488
btc-updown-15m-1767855600,752,6,4,178470
btc-updown-15m-1767866400,666,10,6,159285
btc-updown-15m-1767876300,616,6,0,147424
btc-updown-15m-1767887100,694,4,4,167973
btc-updown-15m-1767897900,556,4,4,132098
btc-updown-15m-1767909600,536,4,2,127285
btc-updown-15m-1767921300,350,2,2,83007
btc-updown-15m-1767931200,366,2,2,88258
btc-updown-15m-1767942000,280,4,4,65807
btc-updown-15m-1767955500,482,6,6,114326
btc-updown-15m-1767965400,706,6,2,166042
btc-updown-15m-1767976200,1012,4,2,244751
btc-updown-15m-1767987900,0,0,0,349
btc-updown-15m-1767998700,16,0,0,3979
btc-updown-15m-1768009500,314,4,2,75013
btc-updown-15m-1768019400,310,6,6,72957
btc-updown-15m-1768030200,434,10,8,102804
btc-updown-15m-1768040100,412,4,2,96202
btc-updown-15m-1768050900,280,2,2,65941
btc-updown-15m-1768060800,310,2,0,74163
btc-updown-15m-1768072500,4,0,0,1129
btc-updown-15m-1768082400,6,0,0,1742
btc-updown-15m-1768092300,206,4,4,49268
btc-updown-15m-1768103100,324,4,2,76942
btc-updown-15m-1768113000,434,8,4,104292
btc-updown-15m-1768123800,258,6,2,60498
btc-updown-15m-1768133700,264,8,6,61531
btc-updown-15m-1768143600,410,0,0,97992
btc-updown-15m-1768154400,0,0,0,243
btc-updown-15m-1768169700,0,0,0,284
btc-updown-15m-1768181400,372,6,0,88323
btc-updown-15m-1768191300,440,4,4,105221
btc-updown-15m-1768204800,542,4,4,129630
btc-updown-15m-1768218300,0,0,0,121
btc-updown-15m-1768257900,0,0,0,111
btc-updown-15m-1768270500,536,10,4,127241
btc-updown-15m-1768280400,340,10,8,81789
btc-updown-15m-1768291200,534,6,4,127052
btc-updown-15m-1768301100,466,4,2,110762
btc-updown-15m-1768311000,830,22,10,190838
btc-updown-15m-1768321800,358,6,2,85327
btc-updown-15m-1768331700,2,0,0,751
btc-updown-15m-1768342500,554,8,6,132761
btc-updown-15m-1768356900,320,6,4,75651
btc-updown-15m-1768369500,554,8,2,133047
btc-updown-15m-1768383900,2,0,0,571
btc-updown-15m-1768393800,628,4,2,148142
btc-updown-15m-1768404600,848,2,0,203477
btc-updown-15m-1768414500,654,2,2,156771
btc-updown-15m-1768424400,498,4,2,119961
btc-updown-15m-1768435200,24,6,6,5828
btc-updown-15m-1768445100,660,10,4,156123
btc-updown-15m-1768455900,624,8,8,147724
btc-updown-15m-1768465800,254,10,8,61374
btc-updown-15m-1768475700,426,2,0,100551
btc-updown-15m-1768486500,4,0,0,1056
btc-updown-15m-1768496400,548,4,2,130705
btc-updown-15m-1768507200,2,0,0,828
btc-updown-15m-1768517100,0,0,0,417
btc-updown-15m-1768527900,304,6,4,72525
btc-updown-15m-1768537800,300,0,0,70760
btc-updown-15m-1768547700,0,0,0,280
btc-updown-15m-1768558500,128,2,2,30913
btc-updown-15m-1768568400,596,6,0,141609
btc-updown-15m-1768579200,600,10,8,143341
btc-updown-15m-1768589100,570,8,0,136710
btc-updown-15m-1768599000,302,0,0,72715
btc-updown-15m-1768609800,450,4,2,107797
btc-updown-15m-1768619700,410,4,2,98958
btc-updown-15m-1768630500,310,2,0,74178
btc-updown-15m-1768640400,300,0,0,72517
btc-updown-15m-1768650300,422,0,0,100373
btc-updown-15m-1768661100,430,8,8,102654
btc-updown-15m-1768671000,436,16,6,105004
btc-updown-15m-1768681800,332,4,4,80539
btc-updown-15m-1768691700,354,6,2,86070
btc-updown-15m-1768701600,306,6,4,74253
btc-updown-15m-1768712400,364,2,2,87480
btc-updown-15m-1768722300,304,2,0,73144
btc-updown-15m-1768733100,300,4,2,71088
btc-updown-15m-1768743000,150,2,0,35540
btc-updown-15m-1768753800,300,4,2,71234
btc-updown-15m-1768763700,454,10,2,108831
btc-updown-15m-1768773600,0,0,0,485
btc-updown-15m-1768784400,596,12,4,144348
btc-updown-15m-1768794300,436,6,4,105374
btc-updown-15m-1768805100,454,20,8,110018
btc-updown-15m-1768815000,502,6,2,121650
btc-updown-15m-1768824900,564,8,4,135693
btc-updown-15m-1768835700,704,6,4,168980
btc-updown-15m-1768845600,424,4,2,102588
btc-updown-15m-1768856400,450,10,6,107836
btc-updown-15m-1768866300,656,6,0,158943
btc-updown-15m-1768876200,434,6,2,104927
btc-updown-15m-1768887000,644,12,6,156274
btc-updown-15m-1768896900,618,0,0,150055
btc-updown-15m-1768907700,658,12,6,158621
btc-updown-15m-1768917600,372,4,4,89655
btc-updown-15m-1768927500,1054,18,6,254594
btc-updown-15m-1768938300,542,0,0,129756
btc-updown-15m-1768952700,810,6,4,196343
btc-updown-15m-1768963500,744,16,6,180283
btc-updown-15m-1768973400,360,6,2,87065
btc-updown-15m-1768984200,448,2,2,107420
btc-updown-15m-1768994100,468,10,4,112910
btc-updown-15m-1769006700,1080,18,10,260873
btc-updown-15m-1769017500,1186,14,10,286997
btc-updown-15m-1769027400,778,8,4,188657
btc-updown-15m-1769038200,296,0,0,71307
btc-updown-15m-1769048100,578,14,4,138237
btc-updown-15m-1769058000,482,6,4,116228
btc-updown-15m-1769068800,562,16,4,134079
btc-updown-15m-1769078700,480,8,6,115275
btc-updown-15m-1769089500,886,24,20,211600
btc-updown-15m-1769099400,816,26,22,194941
btc-updown-15m-1769109300,756,4,2,181772
btc-updown-15m-1769120100,530,6,2,128430
btc-updown-15m-1769130000,304,8,4,72706
btc-updown-15m-1769140800,472,12,2,113394
btc-updown-15m-1769150700,516,4,2,124847
btc-updown-15m-1769161500,666,12,4,160389
btc-updown-15m-1769171400,606,10,0,144227
btc-updown-15m-1769181300,780,14,14,186856
btc-updown-15m-1769192100,774,6,4,184650
btc-updown-15m-1769202000,578,2,0,139451
btc-updown-15m-1769212800,476,6,4,114259
btc-updown-15m-1769222700,568,6,4,137222
btc-updown-15m-1769232600,472,8,4,114872
btc-updown-15m-1769243400,454,4,2,111030
btc-updown-15m-1769253300,402,0,0,97332
btc-updown-15m-1769264100,510,0,0,122985
btc-updown-15m-1769274000,474,4,2,114056
btc-updown-15m-1769285700,404,2,0,97069
btc-updown-15m-1769296500,432,2,2,104134
btc-updown-15m-1769306400,302,10,8,72922
btc-updown-15m-1769317200,428,6,2,103834
btc-updown-15m-1769327100,400,0,0,96194
btc-updown-15m-1769337000,580,6,4,139453
btc-updown-15m-1769347800,328,4,0,78442
btc-updown-15m-1769357700,1104,18,4,264147
btc-updown-15m-1769368500,502,6,4,121016
btc-updown-15m-1769378400,516,6,2,123701
btc-updown-15m-1769389200,328,4,4,78379
btc-updown-15m-1769399100,502,10,6,120722
btc-updown-15m-1769409000,714,6,4,170988
btc-updown-15m-1769419800,644,8,0,154264
btc-updown-15m-1769429700,692,14,10,165909
btc-updown-15m-1769440500,930,10,6,224451
btc-updown-15m-1769450400,792,0,0,190925
btc-updown-15m-1769460300,442,4,2,106238
btc-updown-15m-1769471100,328,2,2,78714
btc-updown-15m-1769481000,350,4,2,83937
btc-updown-15m-1769491800,426,6,6,102363
btc-updown-15m-1769501700,354,6,2,84757
btc-updown-15m-1769511600,418,4,4,99809
btc-updown-15m-1769522400,544,4,2,129846
btc-updown-15m-1769532300,198,2,0,45884
btc-updown-15m-1769543100,616,2,2,148380
btc-updown-15m-1769553000,440,14,4,104484
btc-updown-15m-1769562900,634,6,4,152325
btc-updown-15m-1769573700,592,8,0,141179
btc-updown-15m-1769583600,506,10,4,121425
btc-updown-15m-1769594400,746,14,6,180851
btc-updown-15m-1769604300,644,8,2,154654
btc-updown-15m-1769615100,1018,6,2,248101
btc-updown-15m-1769625000,598,2,2,144373
btc-updown-15m-1769635800,512,6,0,123662
btc-updown-15m-1769646600,714,10,4,172075
btc-updown-15m-1769656500,574,6,0,138477
btc-updown-15m-1769667300,542,4,0,129669
btc-updown-15m-1769677200,556,2,2,133360
btc-updown-15m-1769687100,576,10,8,137095
btc-updown-15m-1769697900,834,22,10,201967
btc-updown-15m-1769707800,868,6,2,210550
btc-updown-15m-1769718600,800,8,6,192145
btc-updown-15m-1769728500,474,0,0,114706
btc-updown-15m-1769738400,924,0,0,225628
btc-updown-15m-1769749200,614,12,4,147854
btc-updown-15m-1769759100,420,0,0,101402
btc-updown-15m-1769769900,460,4,4,110032
btc-updown-15m-1769779800,146,6,4,30775
btc-updown-15m-1769789700,818,18,12,193128
btc-updown-15m-1769800500,852,2,0,206270
btc-updown-15m-1769810400,472,8,6,113207
btc-updown-15m-1769821200,244,2,2,58155
btc-updown-15m-1769831100,482,2,2,115186
btc-updown-15m-1769841900,622,4,4,148354
btc-updown-15m-1769851800,412,2,0,99506
btc-updown-15m-1769861700,546,12,4,130803
btc-updown-15m-1769872500,1130,0,0,274031
btc-updown-15m-1769882400,1266,10,6,309278
btc-updown-15m-1769893200,1040,4,0,252396
btc-updown-15m-1769903100,926,6,4,223185
btc-updown-15m-1769904000,570,2,2,137937
btc-updown-15m-1769913900,558,4,2,133080
btc-updown-15m-1769923800,334,2,2,79694
btc-updown-15m-1769932800,538,4,2,129878
btc-updown-15m-1769942700,752,2,0,180254
btc-updown-15m-1769952600,398,0,0,95108
btc-updown-15m-1769962500,1026,12,6,246155
btc-updown-15m-1769972400,562,2,2,134281
btc-updown-15m-1769981400,1126,4,2,271832
btc-updown-15m-1769991300,976,4,2,238735
btc-updown-15m-1770001200,1140,12,6,274623
btc-updown-15m-1770011100,1124,10,8,272755
btc-updown-15m-1770020100,1318,16,14,320954
btc-updown-15m-1770030000,750,10,2,180182
btc-updown-15m-1770039900,884,6,4,216181
btc-updown-15m-1770049800,910,6,4,220645
btc-updown-15m-1770059700,954,6,4,230137
btc-updown-15m-1770068700,722,0,0,173416
btc-updown-15m-1770078600,1002,18,2,242334
btc-updown-15m-1770088500,812,2,2,195296
btc-updown-15m-1770098400,690,2,2,163074
btc-updown-15m-1770108300,460,2,2,109556
btc-updown-15m-1770117300,566,4,0,132041
btc-updown-15m-1770127200,946,8,4,228257
btc-updown-15m-1770137100,1424,2,2,346317
btc-updown-15m-1770147000,1690,10,4,413129
btc-updown-15m-1770156900,1186,2,2,287631
btc-updown-15m-1770165900,830,4,0,196233
btc-updown-15m-1770175800,458,4,4,107173
btc-updown-15m-1770185700,670,14,4,158779
btc-updown-15m-1770195600,504,2,2,118415
btc-updown-15m-1770205500,802,6,2,190237
btc-updown-15m-1770214500,1346,16,6,324113
btc-updown-15m-1770224400,1348,10,8,326867
btc-updown-15m-1770234300,484,6,4,106972
btc-updown-15m-1770244200,654,2,0,157775
btc-updown-15m-1770253200,540,0,0,129833
btc-updown-15m-1770263100,1006,2,2,244553
btc-updown-15m-1770273000,548,4,0,129937
btc-updown-15m-1770282900,948,10,8,225069
btc-updown-15m-1770292800,832,10,6,195694
btc-updown-15m-1770301800,248,18,12,50611
btc-updown-15m-1770311700,1680,10,6,405795
btc-updown-15m-1770321600,1168,14,4,275110
btc-updown-15m-1770331500,1374,8,4,334139
btc-updown-15m-1770341400,1458,6,2,358658
btc-updown-15m-1770350400,1016,8,6,244879
btc-updown-15m-1770360300,1050,14,12,247877
btc-updown-15m-1770370200,1058,6,2,249377
btc-updown-15m-1770380100,1136,12,8,271799
btc-updown-15m-1770390000,1752,8,6,421820
btc-updown-15m-1770399000,1056,18,16,246882
btc-updown-15m-1770408900,1398,6,0,333869
btc-updown-15m-1770418800,932,8,4,222881
btc-updown-15m-1770428700,604,6,4,144317
btc-updown-15m-1770438600,818,2,2,198358
btc-updown-15m-1770447600,1250,20,10,301694
btc-updown-15m-1770457500,1086,8,8,259381
btc-updown-15m-1770467400,1180,12,8,282636
btc-updown-15m-1770477300,1194,8,2,288464
btc-updown-15m-1770486300,642,2,0,155396
btc-updown-15m-1770496200,564,0,0,135614
btc-updown-15m-1770506100,958,16,8,231445
btc-updown-15m-1770516000,890,6,2,215929
btc-updown-15m-1770525900,616,2,0,149260
btc-updown-15m-1770534900,752,4,4,180722
btc-updown-15m-1770544800,520,2,2,124809
btc-updown-15m-1770554700,482,4,2,115614
btc-updown-15m-1770564600,766,2,2,184002
btc-updown-15m-1770574500,1076,8,6,254902
btc-updown-15m-1770583500,522,2,2,124614
btc-updown-15m-1770593400,1156,10,6,277472
btc-updown-15m-1770603300,1120,6,6,271405
btc-updown-15m-1770613200,680,6,0,162588
btc-updown-15m-1770623100,1018,10,2,242090
btc-updown-15m-1770632100,444,2,2,104080
btc-updown-15m-1770642000,706,2,2,164215
btc-updown-15m-1770651900,1154,14,10,273902
btc-updown-15m-1770661800,1088,2,0,260010
btc-updown-15m-1770671700,946,4,4,226692
btc-updown-15m-1770680700,366,4,2,87446
btc-updown-15m-1770690600,832,4,0,199309
btc-updown-15m-1770700500,376,4,0,89508
btc-updown-15m-1770710400,908,12,4,214716
btc-updown-15m-1770719400,470,4,2,111665
btc-updown-15m-1770729300,696,2,0,166602
btc-updown-15m-1770739200,1040,10,8,245811
btc-updown-15m-1770749100,1050,2,0,248360
btc-updown-15m-1770759000,682,4,4,162444
btc-updown-15m-1770768000,974,10,6,229477
btc-updown-15m-1770777900,538,4,2,126062
btc-updown-15m-1770787800,926,8,8,220569
btc-updown-15m-1770797700,1024,18,4,243486
btc-updown-15m-1770807600,802,4,4,193105
btc-updown-15m-1770816600,366,6,4,80385
btc-updown-15m-1770826500,944,8,4,226682
btc-updown-15m-1770836400,896,6,2,210777
btc-updown-15m-1770846300,826,0,0,198180
btc-updown-15m-1770856200,712,4,2,169871
btc-updown-15m-1770865200,736,4,2,173179
btc-updown-15m-1770875100,838,8,2,200433
btc-updown-15m-1770885000,706,8,2,168558
btc-updown-15m-1770894900,650,6,2,155573
btc-updown-15m-1770903900,814,8,4,192163
btc-updown-15m-1770913800,708,4,2,163763
btc-updown-15m-1770923700,650,2,0,156475
btc-updown-15m-1770933600,782,12,4,183780
btc-updown-15m-1770943500,1002,6,6,239218
btc-updown-15m-1770952500,584,8,4,137937
btc-updown-15m-1770962400,558,4,2,132467
btc-updown-15m-1770972300,686,2,0,163106
btc-updown-15m-1770982200,866,8,4,204515
btc-updown-15m-1770992100,778,2,0,185491
btc-updown-15m-1771001100,1012,0,0,244370
btc-updown-15m-1771011000,1044,8,6,250235
btc-updown-15m-1771020900,550,0,0,132104
btc-updown-15m-1771030800,610,12,2,142790
btc-updown-15m-1771040700,496,0,0,116776
btc-updown-15m-1771049700,384,8,6,89400
btc-updown-15m-1771059600,826,10,4,194498
btc-updown-15m-1771069500,652,8,4,150049
btc-updown-15m-1771079400,430,4,0,102014
btc-updown-15m-1771089300,908,12,6,217809
btc-updown-15m-1771098300,680,10,4,161337
btc-updown-15m-1771108200,470,4,4,111521
btc-updown-15m-1771118100,292,2,2,69169
btc-updown-15m-1771128000,508,10,4,119542
btc-updown-15m-1771137000,528,10,6,126661
btc-updown-15m-1771146900,618,12,8,148678
btc-updown-15m-1771156800,532,6,4,126852
btc-updown-15m-1771166700,610,12,6,145446
btc-updown-15m-1771176600,704,4,2,167745
btc-updown-15m-1771185600,716,6,6,172324
btc-updown-15m-1771195500,520,0,0,119762
btc-updown-15m-1771205400,492,4,2,118242
btc-updown-15m-1771215300,454,2,2,109128
btc-updown-15m-1771225200,630,0,0,152195
btc-updown-15m-1771234200,740,10,0,178075
btc-updown-15m-1771244100,646,2,0,156123
btc-updown-15m-1771254000,1118,12,8,270415
btc-updown-15m-1771263900,648,0,0,156162
btc-updown-15m-1771273800,600,2,2,141510
btc-updown-15m-1771282800,626,2,0,148163
btc-updown-15m-1771292700,444,0,0,106080
btc-updown-15m-1771302600,326,0,0,76934
btc-updown-15m-1771312500,672,4,0,159711
btc-updown-15m-1771322400,708,10,2,168022
btc-updown-15m-1771331400,586,4,2,139037
btc-updown-15m-1771341300,1124,10,8,266514
btc-updown-15m-1771351200,1106,6,4,269342
btc-updown-15m-1771361100,780,8,4,189835
btc-updown-15m-1771370100,710,10,6,171547
btc-updown-15m-1771380000,522,0,0,125100
btc-updown-15m-1771389900,328,6,6,78230
btc-updown-15m-1771399800,290,6,6,68220
btc-updown-15m-1771409700,244,2,2,57540
btc-updown-15m-1771418700,440,10,8,103606
btc-updown-15m-1771428600,448,0,0,107761
btc-updown-15m-1771438500,540,8,6,129709
btc-updown-15m-1771448400,562,8,6,134238
btc-updown-15m-1771458300,590,10,8,139890
btc-updown-15m-1771467300,446,8,6,105888
btc-updown-15m-1771477200,738,16,8,178741
btc-updown-15m-1771487100,522,12,6,121317
btc-updown-15m-1771497000,452,6,4,106442
btc-updown-15m-1771506900,564,10,8,134285
btc-updown-15m-1771515900,488,6,2,116232
btc-updown-15m-1771525800,724,16,14,171762
btc-updown-15m-1771535700,430,12,8,98392
btc-updown-15m-1771545600,610,18,10,145775
btc-updown-15m-1771554600,318,8,4,76051
btc-updown-15m-1771564500,318,2,2,76189
btc-updown-15m-1771574400,462,4,2,110424
btc-updown-15m-1771584300,340,8,6,80188
btc-updown-15m-1771594200,334,0,0,79190
btc-updown-15m-1771603200,644,10,6,153674
btc-updown-15m-1771613100,564,8,2,134221
btc-updown-15m-1771623000,350,12,8,83511
btc-updown-15m-1771632900,274,8,6,64875
btc-updown-15m-1771642800,188,2,2,44946
btc-updown-15m-1771651800,380,22,18,89757
btc-updown-15m-1771661700,274,10,6,65392
btc-updown-15m-1771671600,320,8,6,75304
btc-updown-15m-1771681500,246,2,2,58749
btc-updown-15m-1771691400,352,8,6,81807
btc-updown-15m-1771700400,314,8,6,72808
btc-updown-15m-1771710300,298,6,4,72213
btc-updown-15m-1771720200,354,12,8,82696
btc-updown-15m-1771730100,226,8,2,54080
btc-updown-15m-1771740000,226,10,6,53930
btc-updown-15m-1771749000,310,12,2,73494
btc-updown-15m-1771758900,446,12,8,106882
btc-updown-15m-1771768800,306,20,18,69812
btc-updown-15m-1771778700,286,2,2,67879
btc-updown-15m-1771787700,328,16,8,77442
btc-updown-15m-1771797600,238,2,2,56274
btc-updown-15m-1771807500,362,10,6,85363
btc-updown-15m-1771817400,328,6,0,78355
btc-updown-15m-1771827300,512,22,14,119919
btc-updown-15m-1771836300,416,12,8,97476
btc-updown-15m-1771846200,284,4,4,67185
btc-updown-15m-1771856100,308,2,0,74748
btc-updown-15m-1771866000,684,22,10,162240
btc-updown-15m-1771875900,646,14,6,153863
btc-updown-15m-1771884900,440,2,2,103324
