source,t_sec,band_c,n,med_spread,p25_spread,med_top3_bid,p25_top3_bid,med_top3_ask,p25_top3_ask
census,675,36,17,0.01,0.01,441.6,235.7,923.6,524.6
census,675,38,13,0.01,0.01,534.0,273.5,493.7,300.2
census,675,40,16,0.01,0.01,808.0,350.1,559.7,172.1
census,675,42,17,0.01,0.01,603.8,287.0,686.5,307.9
census,675,44,8,0.01,0.01,1188.2,658.9,411.4,234.7
census,675,46,22,0.01,0.01,599.4,298.7,647.6,333.4
census,675,48,29,0.01,0.01,1095.0,423.0,1015.4,500.2
census,675,50,46,0.01,0.01,3154.0,946.3,3625.5,1269.9
census,675,52,22,0.01,0.01,1196.8,494.6,911.7,409.2
census,675,54,30,0.01,0.01,655.3,223.4,463.8,256.5
census,675,56,26,0.015,0.01,698.2,273.0,737.9,301.7
census,675,58,17,0.01,0.01,547.2,419.7,596.7,357.5
census,675,60,29,0.01,0.01,456.0,183.1,567.5,282.3
census,675,62,21,0.01,0.01,716.2,511.0,944.4,500.0
census,675,64,19,0.01,0.01,557.9,184.4,584.8,347.1
census,675,66,29,0.01,0.01,467.2,298.5,813.7,447.6
census,675,68,18,0.01,0.01,638.4,394.7,669.0,352.4
census,675,70,21,0.01,0.01,620.7,415.8,481.1,277.6
census,675,72,24,0.01,0.01,706.9,232.4,414.5,239.5
census,675,74,20,0.01,0.01,402.7,211.8,726.9,460.3
census,675,76,27,0.01,0.01,622.5,209.1,548.1,284.3
census,675,78,34,0.01,0.01,620.3,289.6,644.8,335.1
census,675,80,31,0.01,0.01,748.4,494.3,785.2,406.3
census,675,82,40,0.01,0.01,720.9,313.6,848.6,445.0
census,675,84,35,0.01,0.01,730.0,498.8,842.0,530.9
census,675,86,43,0.01,0.01,974.7,575.5,1129.1,745.0
census,675,88,30,0.01,0.01,1267.9,348.1,1967.9,425.6
census,675,90,58,0.01,0.01,950.2,564.7,992.2,672.2
census,675,92,54,0.01,0.01,843.0,370.4,1354.3,578.6
census,675,94,68,0.01,0.01,1004.8,602.9,2748.4,1312.2
census,675,96,102,0.01,0.01,1343.3,662.1,5911.7,2973.3
census,675,98,112,0.01,0.002,2634.1,1342.1,2774.4,825.7
census,690,0,121,0.01,0.004,2656.0,829.6,2653.0,944.2
census,690,2,96,0.01,0.01,4853.2,1646.0,1293.0,488.2
census,690,4,76,0.01,0.01,2529.3,1695.0,1092.1,649.0
census,690,6,56,0.01,0.01,1360.0,632.3,946.2,538.9
census,690,8,50,0.01,0.01,1280.7,591.2,956.9,390.3
census,690,10,45,0.01,0.01,941.0,511.0,815.4,343.4
census,690,12,28,0.01,0.01,926.2,441.8,576.2,215.6
census,690,14,31,0.01,0.01,595.8,365.5,803.2,290.0
census,690,16,23,0.01,0.01,605.9,391.4,629.5,385.1
census,690,18,35,0.01,0.01,626.8,393.2,769.9,395.1
census,690,20,15,0.01,0.01,589.1,408.7,668.2,561.2
census,690,22,23,0.01,0.01,636.5,414.8,960.4,389.6
census,690,24,29,0.01,0.01,964.1,481.0,615.0,353.4
census,690,26,24,0.01,0.01,789.4,338.1,595.3,336.3
census,690,28,16,0.01,0.01,454.2,417.6,937.3,499.8
census,690,30,22,0.015,0.01,847.1,395.8,825.8,367.5
census,690,32,21,0.01,0.01,587.4,228.8,782.2,364.7
census,690,34,16,0.01,0.01,443.7,209.8,287.7,98.2
census,690,36,13,0.01,0.01,380.0,223.4,534.0,317.0
census,690,38,19,0.01,0.01,650.8,344.5,569.6,342.9
census,690,40,12,0.01,0.01,886.8,413.2,512.5,230.4
census,690,42,11,0.01,0.01,338.0,94.4,279.0,184.5
census,690,44,18,0.01,0.01,866.2,677.4,1071.3,358.3
census,690,46,16,0.01,0.01,708.0,426.7,455.6,293.0
census,690,48,24,0.01,0.01,1163.6,691.9,1607.2,604.2
census,690,50,49,0.01,0.01,2852.9,641.0,3257.1,712.6
census,690,52,24,0.01,0.01,497.9,199.4,521.6,223.8
census,690,54,24,0.01,0.01,754.1,386.6,808.2,466.2
census,690,56,23,0.01,0.01,820.9,434.7,437.0,192.3
census,690,58,17,0.01,0.01,579.0,305.8,364.2,275.5
census,690,60,21,0.01,0.01,933.8,405.3,475.0,324.0
census,690,62,24,0.01,0.01,565.2,243.8,589.3,332.0
census,690,64,18,0.01,0.01,437.7,195.8,687.4,348.8
census,690,66,20,0.01,0.01,748.8,515.3,744.6,417.8
census,690,68,26,0.01,0.01,473.4,242.1,519.3,260.0
census,690,70,21,0.01,0.01,543.0,252.4,663.6,517.0
census,690,72,24,0.01,0.01,637.6,223.4,724.6,362.8
census,690,74,25,0.01,0.01,433.4,211.5,323.5,143.6
census,690,76,30,0.01,0.01,674.9,286.0,663.1,307.1
census,690,78,22,0.01,0.01,473.8,271.2,816.1,378.2
census,690,80,30,0.01,0.01,660.5,262.4,752.2,191.4
census,690,82,31,0.01,0.01,788.5,520.1,1010.7,387.0
census,690,84,35,0.01,0.01,859.9,477.6,961.4,471.5
census,690,86,43,0.01,0.01,879.5,468.7,1092.1,682.3
census,690,88,44,0.01,0.01,873.0,473.2,960.1,533.4
census,690,90,49,0.01,0.01,929.4,392.0,1084.9,569.1
census,690,92,60,0.01,0.01,1107.2,592.9,1700.9,1024.0
census,690,94,68,0.01,0.01,1043.6,470.0,2571.5,1343.2
census,690,96,87,0.01,0.01,1540.7,757.9,5087.8,2737.3
census,690,98,133,0.01,0.002,2300.1,1037.5,2349.4,914.0
census,705,0,130,0.01,0.003,2573.9,765.4,2390.8,1062.7
census,705,2,100,0.01,0.01,5201.6,2621.9,1356.9,607.0
census,705,4,86,0.01,0.01,2714.5,1529.3,1078.1,503.8
census,705,6,36,0.01,0.01,1758.0,750.6,907.0,360.5
census,705,8,42,0.01,0.01,1050.5,502.1,738.2,217.1
census,705,10,45,0.01,0.01,1128.5,446.9,858.5,440.1
census,705,12,35,0.01,0.01,732.4,288.9,672.7,337.9
census,705,14,33,0.01,0.01,712.0,389.6,581.6,210.3
census,705,16,26,0.015,0.01,574.9,373.1,595.5,376.3
census,705,18,21,0.01,0.01,804.1,468.7,585.0,388.1
census,705,20,25,0.01,0.01,741.6,394.1,405.8,217.4
census,705,22,27,0.01,0.01,664.5,185.5,933.1,499.0
census,705,24,16,0.01,0.01,569.3,363.6,763.1,123.6
census,705,26,30,0.01,0.01,680.8,418.9,570.3,351.8
census,705,28,15,0.01,0.01,667.9,444.5,720.9,457.9
census,705,30,13,0.01,0.01,634.5,324.1,986.1,463.8
census,705,32,26,0.01,0.01,569.4,261.1,328.6,157.3
census,705,34,17,0.01,0.01,871.0,449.2,617.1,85.7
census,705,36,13,0.01,0.01,670.0,497.2,814.0,539.9
census,705,38,7,0.02,0.01,515.4,236.0,259.4,195.0
census,705,40,20,0.01,0.01,595.0,267.3,484.4,313.1
census,705,42,15,0.01,0.01,561.1,354.2,692.6,347.5
census,705,44,16,0.01,0.01,853.0,434.8,598.3,292.5
census,705,46,21,0.01,0.01,744.9,151.9,560.7,190.0
census,705,48,34,0.01,0.01,1091.1,386.7,1089.7,613.8
census,705,50,44,0.01,0.01,3199.7,1009.3,3695.4,907.2
census,705,52,23,0.01,0.01,523.6,240.8,413.0,228.0
census,705,54,19,0.01,0.01,535.7,329.4,569.0,327.2
census,705,56,22,0.01,0.01,543.0,231.9,401.4,172.7
census,705,58,14,0.01,0.01,656.3,341.2,748.4,394.2
census,705,60,20,0.01,0.01,606.6,293.1,710.1,384.0
census,705,62,23,0.01,0.01,557.0,328.7,559.0,261.0
census,705,64,11,0.01,0.01,380.1,261.7,389.2,297.0
census,705,66,20,0.01,0.01,466.1,254.9,887.5,577.7
census,705,68,22,0.01,0.01,625.8,325.4,608.9,401.6
census,705,70,25,0.01,0.01,364.2,205.0,420.6,141.2
census,705,72,16,0.01,0.01,484.2,329.6,514.2,368.3
census,705,74,23,0.01,0.01,904.6,496.8,1072.7,566.3
census,705,76,24,0.01,0.01,709.2,185.6,535.8,310.2
census,705,78,20,0.01,0.01,690.0,283.6,570.3,247.5
census,705,80,33,0.01,0.01,748.0,470.9,804.0,413.8
census,705,82,33,0.01,0.01,421.4,128.4,640.1,262.3
census,705,84,29,0.01,0.01,456.0,240.0,756.5,390.2
census,705,86,46,0.01,0.01,790.3,458.4,986.0,457.5
census,705,88,40,0.01,0.01,916.1,374.5,1195.9,693.6
census,705,90,44,0.01,0.01,778.3,323.7,1410.9,555.1
census,705,92,57,0.01,0.01,798.8,441.7,1323.8,927.5
census,705,94,59,0.01,0.01,1042.7,582.8,2624.5,1726.5
census,705,96,107,0.01,0.01,1204.5,569.6,5059.5,2262.5
census,705,98,141,0.01,0.002,2172.5,1010.2,2348.7,720.1
census,720,0,148,0.0095,0.0038,3057.0,719.4,2156.5,1074.6
census,720,2,98,0.01,0.01,6347.7,3012.9,1419.7,676.8
census,720,4,66,0.01,0.01,2599.4,1350.2,955.6,516.5
census,720,6,47,0.01,0.01,1537.9,801.7,706.0,284.5
census,720,8,35,0.01,0.01,1359.5,711.4,728.7,439.3
census,720,10,47,0.01,0.01,832.0,507.9,750.2,396.2
census,720,12,35,0.01,0.01,925.8,217.6,540.5,241.9
census,720,14,32,0.01,0.01,689.1,538.9,533.2,237.0
census,720,16,20,0.01,0.01,566.5,380.7,946.3,356.5
census,720,18,22,0.01,0.01,513.0,389.6,648.0,266.0
census,720,20,24,0.01,0.01,581.8,449.2,592.3,210.9
census,720,22,20,0.01,0.01,577.6,370.1,684.8,398.2
census,720,24,21,0.01,0.01,1136.0,810.6,938.6,250.7
census,720,26,19,0.02,0.01,708.9,514.1,788.3,501.0
census,720,28,25,0.01,0.01,513.1,267.7,845.3,309.8
census,720,30,17,0.01,0.01,594.4,313.7,744.5,244.5
census,720,32,14,0.01,0.01,489.0,141.2,609.8,300.5
census,720,34,15,0.01,0.01,656.5,335.3,308.3,197.6
census,720,36,16,0.01,0.01,627.6,246.7,519.4,263.9
census,720,38,14,0.01,0.01,616.8,393.9,895.3,548.8
census,720,40,12,0.01,0.01,391.1,190.9,450.9,187.7
census,720,42,21,0.01,0.01,948.3,489.0,477.5,196.0
census,720,44,18,0.01,0.01,763.0,368.5,516.8,367.0
census,720,46,19,0.01,0.01,388.8,218.7,662.8,333.9
census,720,48,30,0.01,0.01,802.8,301.7,777.1,432.5
census,720,50,43,0.01,0.01,3285.2,680.9,3731.8,1241.2
census,720,52,18,0.01,0.01,637.9,532.8,652.3,462.3
census,720,54,24,0.01,0.01,715.5,340.4,352.1,236.3
census,720,56,17,0.01,0.01,443.8,367.8,744.7,364.0
census,720,58,21,0.01,0.01,585.5,223.4,822.1,364.4
census,720,60,16,0.01,0.01,693.4,513.2,610.9,285.3
census,720,62,18,0.01,0.01,653.3,267.4,486.0,147.5
census,720,64,19,0.01,0.01,769.6,316.0,726.5,420.4
census,720,66,8,0.01,0.01,602.1,474.3,787.3,614.7
census,720,68,23,0.01,0.01,541.8,317.6,400.4,316.2
census,720,70,22,0.01,0.01,628.7,265.8,715.8,437.1
census,720,72,20,0.01,0.01,511.0,393.0,524.4,302.4
census,720,74,23,0.01,0.01,633.2,260.0,710.4,273.1
census,720,76,19,0.01,0.01,686.1,398.9,618.3,360.1
census,720,78,21,0.01,0.01,637.5,157.7,684.2,199.0
census,720,80,28,0.01,0.01,745.5,456.5,688.8,389.0
census,720,82,27,0.01,0.01,455.1,189.2,581.7,295.3
census,720,84,29,0.01,0.01,746.4,278.0,603.4,237.5
census,720,86,33,0.01,0.01,943.5,470.8,1142.2,442.2
census,720,88,56,0.01,0.01,880.8,578.8,871.7,548.4
census,720,90,38,0.01,0.01,806.6,312.8,1556.9,661.7
census,720,92,65,0.01,0.01,829.9,422.2,1346.4,702.7
census,720,94,57,0.01,0.01,1058.6,419.6,2327.0,1300.5
census,720,96,99,0.01,0.01,1445.3,931.2,6109.6,2680.3
census,720,98,148,0.009,0.001,2146.7,873.3,2237.5,634.7
census,735,0,166,0.01,0.003,3314.6,1071.5,2081.1,680.3
census,735,2,90,0.01,0.01,6037.9,2661.0,1224.6,580.5
census,735,4,64,0.01,0.01,2696.2,1606.3,750.1,463.1
census,735,6,43,0.01,0.01,1558.6,658.0,686.5,311.6
census,735,8,52,0.01,0.01,1002.6,469.5,775.0,408.1
census,735,10,35,0.01,0.01,660.4,440.0,749.1,312.0
census,735,12,17,0.01,0.01,501.4,357.5,715.8,437.1
census,735,14,22,0.01,0.01,677.4,363.3,539.7,328.1
census,735,16,16,0.01,0.01,630.2,348.0,639.2,113.8
census,735,18,34,0.01,0.01,730.0,383.7,578.7,183.6
census,735,20,31,0.01,0.01,594.0,254.0,721.0,324.8
census,735,22,15,0.01,0.01,496.1,439.7,625.0,359.5
census,735,24,17,0.01,0.01,553.1,320.0,491.0,365.5
census,735,26,20,0.01,0.01,719.0,336.7,418.7,104.1
census,735,28,17,0.01,0.01,444.7,167.6,426.0,217.5
census,735,30,18,0.015,0.01,393.6,177.1,243.7,141.9
census,735,32,15,0.01,0.01,536.1,223.8,334.8,174.0
census,735,34,16,0.01,0.01,447.0,248.6,304.4,198.8
census,735,36,19,0.01,0.01,458.0,306.9,404.6,185.2
census,735,38,17,0.01,0.01,605.3,230.0,344.0,163.3
census,735,40,20,0.01,0.01,559.0,107.7,463.8,258.3
census,735,42,22,0.01,0.01,271.9,159.8,336.5,195.6
census,735,44,14,0.01,0.01,525.1,275.4,471.6,249.6
census,735,46,24,0.01,0.01,425.7,229.3,254.8,110.1
census,735,48,20,0.01,0.01,1592.3,496.5,2332.6,203.5
census,735,50,39,0.01,0.01,3469.2,2024.5,3860.1,1520.5
census,735,52,20,0.01,0.01,407.1,205.9,697.3,291.6
census,735,54,17,0.01,0.01,848.3,490.4,520.2,296.4
census,735,56,14,0.01,0.01,983.8,349.6,684.2,265.4
census,735,58,14,0.01,0.01,534.7,279.7,317.0,155.4
census,735,60,16,0.01,0.01,650.8,255.5,474.7,204.3
census,735,62,16,0.015,0.01,418.4,167.0,402.1,263.4
census,735,64,11,0.01,0.01,787.8,448.4,995.0,374.7
census,735,66,22,0.01,0.01,508.1,195.1,559.5,259.4
census,735,68,23,0.01,0.01,508.3,311.9,565.2,323.7
census,735,70,16,0.01,0.01,680.6,197.2,728.3,437.0
census,735,72,18,0.01,0.01,596.0,438.4,398.8,180.1
census,735,74,29,0.01,0.01,535.8,180.1,542.0,171.2
census,735,76,20,0.01,0.01,374.3,167.0,609.7,300.9
census,735,78,21,0.01,0.01,524.1,250.1,726.9,383.9
census,735,80,15,0.01,0.01,789.5,372.7,546.6,228.5
census,735,82,26,0.01,0.01,637.5,306.6,523.7,359.2
census,735,84,30,0.01,0.01,1120.9,387.8,788.9,417.1
census,735,86,28,0.01,0.01,847.6,385.1,770.1,482.0
census,735,88,37,0.01,0.01,636.0,305.4,842.9,337.1
census,735,90,46,0.01,0.01,920.2,649.2,1161.6,793.5
census,735,92,55,0.01,0.01,629.1,356.1,1502.4,1111.4
census,735,94,66,0.01,0.01,870.2,359.3,2095.4,1036.8
census,735,96,96,0.01,0.01,1419.7,641.1,6042.9,2955.7
census,735,98,168,0.01,0.001,2006.5,1041.1,2341.3,596.3
census,750,0,174,0.0095,0.002,2860.4,953.7,2194.3,941.0
census,750,2,84,0.01,0.01,5818.9,3225.8,1290.0,686.4
census,750,4,59,0.01,0.01,1994.5,1393.2,819.0,479.8
census,750,6,45,0.01,0.01,1410.3,695.8,950.1,542.9
census,750,8,45,0.01,0.01,1106.0,579.0,696.7,353.0
census,750,10,37,0.01,0.01,756.0,406.0,633.6,413.6
census,750,12,23,0.01,0.01,1245.7,719.2,1044.2,577.3
census,750,14,22,0.01,0.01,764.0,520.3,495.0,310.9
census,750,16,25,0.01,0.01,566.2,232.4,312.5,130.0
census,750,18,21,0.01,0.01,437.9,196.7,421.0,326.5
census,750,20,17,0.01,0.01,747.3,562.2,660.0,231.2
census,750,22,12,0.02,0.01,825.4,533.5,387.0,172.3
census,750,24,16,0.01,0.01,698.4,245.2,538.2,378.6
census,750,26,22,0.01,0.01,442.1,110.8,343.9,145.4
census,750,28,15,0.01,0.01,423.8,248.9,419.1,293.5
census,750,30,20,0.01,0.01,522.0,330.0,411.2,333.0
census,750,32,18,0.01,0.01,637.3,311.1,540.7,304.7
census,750,34,19,0.01,0.01,599.5,287.8,685.6,365.0
census,750,36,14,0.01,0.01,401.1,256.7,536.6,215.8
census,750,38,16,0.01,0.01,438.7,232.4,416.0,344.0
census,750,40,16,0.01,0.01,526.7,401.7,594.2,267.8
census,750,42,23,0.01,0.01,282.5,133.5,305.0,165.3
census,750,44,15,0.01,0.01,497.3,187.3,361.6,202.0
census,750,46,19,0.01,0.01,489.4,333.9,556.6,254.2
census,750,48,18,0.01,0.01,1140.7,278.3,1625.0,362.3
census,750,50,44,0.01,0.01,3199.7,846.2,3695.4,915.6
census,750,52,23,0.01,0.01,515.2,358.6,432.1,260.4
census,750,54,19,0.01,0.01,537.3,233.5,469.0,253.0
census,750,56,17,0.01,0.01,303.3,151.0,992.8,236.0
census,750,58,8,0.01,0.01,737.5,360.3,1128.0,418.1
census,750,60,14,0.015,0.01,451.2,236.4,354.8,207.1
census,750,62,15,0.01,0.01,507.3,291.6,458.7,173.4
census,750,64,18,0.01,0.01,388.7,270.6,844.9,350.0
census,750,66,15,0.01,0.01,332.6,226.9,599.3,380.1
census,750,68,15,0.01,0.01,439.4,376.9,632.9,330.7
census,750,70,20,0.01,0.01,554.7,282.9,512.1,256.3
census,750,72,19,0.01,0.01,630.0,466.4,521.0,237.9
census,750,74,18,0.01,0.01,433.0,237.9,464.7,189.0
census,750,76,21,0.01,0.01,484.6,377.2,582.2,365.6
census,750,78,16,0.01,0.01,432.3,150.3,510.3,279.5
census,750,80,20,0.01,0.01,887.1,224.5,515.1,295.7
census,750,82,33,0.01,0.01,612.1,298.1,453.6,261.1
census,750,84,23,0.02,0.01,418.7,123.5,665.7,265.8
census,750,86,37,0.01,0.01,548.8,269.9,764.4,477.5
census,750,88,28,0.01,0.01,1005.4,503.1,876.1,691.4
census,750,90,44,0.01,0.01,857.8,588.9,1167.8,534.9
census,750,92,62,0.01,0.01,723.7,343.0,1586.1,907.9
census,750,94,59,0.01,0.01,911.7,607.6,2060.9,1373.6
census,750,96,93,0.01,0.01,1489.3,706.1,5379.5,2513.0
census,750,98,160,0.007,0.001,2490.8,894.4,3041.4,1022.1
census,765,0,169,0.008,0.002,3017.2,691.0,2196.5,918.2
census,765,2,80,0.01,0.01,5779.9,2670.7,1107.2,539.1
census,765,4,59,0.01,0.01,2334.2,853.1,1002.8,532.6
census,765,6,45,0.01,0.01,1585.4,1009.2,936.5,461.7
census,765,8,43,0.01,0.01,968.3,412.7,687.3,362.1
census,765,10,27,0.01,0.01,798.8,438.9,529.0,320.2
census,765,12,25,0.01,0.01,695.0,455.2,495.3,226.6
census,765,14,20,0.01,0.01,530.7,351.3,553.2,351.3
census,765,16,26,0.01,0.01,500.1,306.8,393.8,212.4
census,765,18,24,0.01,0.01,665.6,245.1,566.7,226.9
census,765,20,14,0.015,0.01,312.6,215.5,357.6,168.9
census,765,22,15,0.01,0.01,719.7,334.8,1243.5,638.2
census,765,24,19,0.01,0.01,493.0,233.3,337.6,165.9
census,765,26,15,0.01,0.01,708.3,364.2,993.8,376.3
census,765,28,16,0.01,0.01,486.1,242.4,562.5,247.5
census,765,30,12,0.025,0.01,367.0,227.6,239.9,189.2
census,765,32,19,0.01,0.01,326.8,199.8,298.5,108.3
census,765,34,11,0.01,0.01,444.0,228.1,835.6,130.8
census,765,36,15,0.01,0.01,390.3,211.0,395.1,195.5
census,765,38,14,0.01,0.01,511.0,284.1,552.0,412.7
census,765,40,16,0.015,0.01,379.3,168.2,303.1,109.4
census,765,42,16,0.01,0.01,432.6,245.9,450.5,220.7
census,765,44,13,0.01,0.01,248.3,168.1,451.0,177.3
census,765,46,18,0.01,0.01,598.7,233.2,594.4,340.3
census,765,48,26,0.01,0.01,617.8,273.0,1134.1,411.6
census,765,50,46,0.01,0.01,3199.7,1050.9,3648.0,1037.6
census,765,52,14,0.01,0.01,797.2,203.2,659.7,258.0
census,765,54,20,0.01,0.01,453.0,213.6,374.7,219.3
census,765,56,19,0.01,0.01,372.9,225.3,454.5,289.2
census,765,58,13,0.01,0.01,691.5,293.9,926.1,311.7
census,765,60,11,0.013,0.01,316.4,189.8,825.3,603.4
census,765,62,19,0.01,0.01,779.6,239.9,362.9,191.3
census,765,64,15,0.01,0.01,331.5,267.5,651.3,341.3
census,765,66,13,0.01,0.01,718.2,207.4,800.4,258.8
census,765,68,16,0.01,0.01,234.1,119.5,472.2,246.5
census,765,70,16,0.01,0.01,525.5,221.3,401.8,295.0
census,765,72,19,0.01,0.01,459.0,178.8,591.7,375.1
census,765,74,18,0.01,0.01,567.6,386.5,405.1,246.2
census,765,76,14,0.01,0.01,520.2,306.6,607.3,426.7
census,765,78,25,0.01,0.01,633.6,290.0,646.3,446.9
census,765,80,21,0.01,0.01,548.9,218.0,352.0,172.9
census,765,82,27,0.01,0.01,770.5,388.7,555.2,311.8
census,765,84,30,0.01,0.01,695.6,426.0,577.1,363.1
census,765,86,23,0.01,0.01,574.5,259.1,663.9,285.5
census,765,88,29,0.01,0.01,491.5,218.3,955.5,354.3
census,765,90,34,0.01,0.01,784.9,376.9,806.8,513.0
census,765,92,56,0.01,0.01,810.7,329.3,1488.3,761.8
census,765,94,63,0.01,0.01,989.8,408.6,1895.6,991.4
census,765,96,97,0.01,0.01,1317.0,513.8,6023.1,2707.4
census,765,98,165,0.007,0.001,2289.5,883.2,3004.6,927.0
census,780,0,171,0.007,0.002,3289.0,1048.7,2398.6,659.6
census,780,2,82,0.01,0.01,4711.0,2566.9,1084.9,459.3
census,780,4,53,0.01,0.01,2548.6,1170.3,771.8,473.3
census,780,6,40,0.01,0.01,1339.4,686.1,771.6,317.6
census,780,8,38,0.01,0.01,1095.0,596.5,907.0,437.9
census,780,10,34,0.01,0.01,870.6,502.5,506.4,285.9
census,780,12,20,0.01,0.01,702.2,265.0,457.4,187.3
census,780,14,23,0.01,0.01,564.5,237.8,534.8,217.1
census,780,16,26,0.02,0.01,376.5,185.6,603.9,212.5
census,780,18,13,0.01,0.01,823.6,433.0,676.5,355.6
census,780,20,18,0.01,0.01,565.0,310.5,568.4,261.3
census,780,22,17,0.01,0.01,701.4,404.8,760.2,331.8
census,780,24,17,0.01,0.01,407.8,219.7,644.0,384.0
census,780,26,11,0.01,0.01,838.2,742.7,609.6,238.0
census,780,28,20,0.02,0.01,613.3,254.7,473.0,195.0
census,780,30,17,0.02,0.01,586.0,308.0,219.1,163.1
census,780,32,14,0.01,0.01,315.5,202.6,274.6,104.2
census,780,34,11,0.01,0.01,529.8,189.0,614.3,187.3
census,780,36,16,0.01,0.01,207.7,109.3,313.0,231.0
census,780,38,8,0.01,0.01,314.2,153.3,632.5,421.1
census,780,40,13,0.01,0.01,344.3,220.5,372.3,216.2
census,780,42,10,0.01,0.01,809.9,388.5,839.3,341.6
census,780,44,10,0.01,0.01,205.2,149.7,190.1,109.0
census,780,46,24,0.01,0.01,677.2,196.2,491.6,306.6
census,780,48,24,0.01,0.01,873.5,382.0,443.4,254.4
census,780,50,43,0.01,0.01,3285.2,2015.8,3659.0,924.4
census,780,52,14,0.01,0.01,584.6,167.2,399.3,261.3
census,780,54,14,0.01,0.01,775.3,494.1,596.7,297.7
census,780,56,19,0.01,0.01,799.7,371.3,603.6,344.5
census,780,58,17,0.01,0.01,604.6,225.2,847.0,274.1
census,780,60,11,0.01,0.01,706.4,564.7,604.1,394.0
census,780,62,15,0.01,0.01,829.1,564.6,799.1,278.2
census,780,64,19,0.01,0.01,594.6,276.1,559.2,255.4
census,780,66,15,0.01,0.01,562.9,310.3,570.1,376.0
census,780,68,15,0.01,0.01,337.5,189.4,686.5,268.8
census,780,70,8,0.015,0.01,374.9,297.1,225.8,113.4
census,780,72,16,0.01,0.01,552.8,272.9,663.1,428.8
census,780,74,19,0.01,0.01,569.2,400.5,613.7,379.0
census,780,76,12,0.01,0.01,541.7,332.0,566.6,287.6
census,780,78,15,0.01,0.01,363.0,207.4,337.4,252.1
census,780,80,21,0.01,0.01,645.4,184.4,616.0,296.0
census,780,82,25,0.01,0.01,711.0,280.0,695.6,124.4
census,780,84,26,0.01,0.01,400.5,143.1,399.1,240.8
census,780,86,27,0.01,0.01,427.4,279.5,687.4,380.8
census,780,88,42,0.01,0.01,809.8,291.6,801.5,517.4
census,780,90,28,0.01,0.01,787.6,338.8,720.9,571.2
census,780,92,46,0.01,0.01,890.3,520.5,1251.8,889.1
census,780,94,71,0.01,0.01,993.5,344.0,1935.3,869.1
census,780,96,102,0.01,0.01,1362.6,638.3,6449.5,2618.9
census,780,98,173,0.007,0.001,2138.5,999.8,3263.6,1364.2
census,795,0,157,0.005,0.001,2500.1,650.0,1919.9,520.0
census,795,2,83,0.01,0.01,3816.5,1907.9,1126.9,631.7
census,795,4,63,0.01,0.01,1719.4,775.2,827.9,461.9
census,795,6,59,0.01,0.01,1125.8,466.6,573.6,324.8
census,795,8,25,0.01,0.01,961.3,279.0,416.1,245.9
census,795,10,23,0.01,0.01,604.5,277.1,685.2,435.1
census,795,12,27,0.01,0.01,796.7,279.9,548.0,198.8
census,795,14,14,0.01,0.01,561.1,407.5,421.9,122.3
census,795,16,12,0.01,0.01,451.3,292.2,301.6,139.4
census,795,18,13,0.02,0.01,214.9,148.4,353.1,91.1
census,795,20,13,0.01,0.01,559.0,180.9,473.1,121.0
census,795,22,19,0.01,0.01,492.5,324.2,381.8,152.2
census,795,24,17,0.01,0.01,754.6,170.6,643.0,499.4
census,795,26,15,0.01,0.01,519.7,171.7,507.6,237.3
census,795,28,17,0.01,0.01,299.9,209.4,362.0,182.3
census,795,30,11,0.01,0.01,600.3,287.3,273.5,162.9
census,795,32,12,0.015,0.01,175.0,83.1,174.4,80.3
census,795,34,6,0.01,0.01,160.0,72.9,293.1,179.6
census,795,36,20,0.01,0.01,229.5,156.9,454.8,223.8
census,795,38,14,0.015,0.01,419.5,301.7,189.3,82.5
census,795,40,15,0.01,0.01,309.0,256.0,341.8,92.8
census,795,42,11,0.01,0.01,542.0,314.1,269.6,156.0
census,795,44,17,0.01,0.01,320.4,120.8,555.2,219.9
census,795,46,15,0.01,0.01,382.4,238.1,359.2,162.6
census,795,48,21,0.01,0.01,1147.9,493.0,1409.0,462.9
census,795,50,39,0.02,0.01,3630.2,2359.0,3761.2,1350.8
census,795,52,13,0.01,0.01,249.6,110.7,330.0,145.4
census,795,54,8,0.01,0.01,425.8,145.1,381.0,226.3
census,795,56,13,0.01,0.01,243.6,215.8,263.0,184.6
census,795,58,12,0.01,0.01,470.3,240.3,295.1,150.9
census,795,60,11,0.01,0.01,600.5,321.1,549.7,100.2
census,795,62,13,0.01,0.01,365.0,107.0,250.3,83.3
census,795,64,17,0.01,0.01,279.0,243.0,483.5,208.0
census,795,66,12,0.04,0.01,622.6,262.1,409.2,73.5
census,795,68,15,0.01,0.01,542.8,332.2,475.7,311.5
census,795,70,11,0.01,0.01,839.1,414.6,445.8,212.4
census,795,72,12,0.01,0.01,352.9,132.0,537.8,230.1
census,795,74,18,0.01,0.01,618.8,475.1,521.1,263.5
census,795,76,16,0.01,0.01,350.1,132.7,342.3,205.7
census,795,78,16,0.01,0.01,481.2,336.8,265.8,140.4
census,795,80,14,0.01,0.01,517.4,275.6,753.2,324.2
census,795,82,30,0.01,0.01,546.9,243.7,591.7,187.4
census,795,84,23,0.01,0.01,701.5,218.6,554.7,358.2
census,795,86,25,0.01,0.01,592.0,195.0,713.7,314.5
census,795,88,29,0.01,0.01,579.0,326.3,657.5,324.6
census,795,90,35,0.01,0.01,572.9,289.2,561.4,276.9
