source,t_sec,band_c,n,med_spread,p25_spread,med_top3_bid,p25_top3_bid,med_top3_ask,p25_top3_ask
census,420,38,40,0.01,0.01,1272.7,578.7,923.3,318.8
census,420,40,44,0.01,0.01,784.5,254.7,831.6,369.0
census,420,42,36,0.01,0.01,813.2,484.9,753.4,444.5
census,420,44,37,0.01,0.01,840.4,506.7,739.5,364.7
census,420,46,31,0.01,0.01,974.9,552.6,510.0,347.7
census,420,48,41,0.01,0.01,1108.9,429.8,793.1,419.0
census,420,50,71,0.01,0.01,2322.2,721.2,1805.4,754.0
census,420,52,45,0.01,0.01,590.0,318.6,636.9,378.0
census,420,54,47,0.01,0.01,935.5,481.2,828.3,508.7
census,420,56,40,0.01,0.01,1069.9,498.5,805.7,402.0
census,420,58,24,0.01,0.01,1301.3,541.8,1136.8,535.9
census,420,60,32,0.01,0.01,921.3,589.1,874.2,489.8
census,420,62,39,0.01,0.01,811.1,530.0,529.6,303.2
census,420,64,38,0.01,0.01,674.7,360.5,838.1,546.0
census,420,66,51,0.01,0.01,955.4,477.7,1004.3,446.4
census,420,68,28,0.01,0.01,740.8,484.2,1054.1,544.3
census,420,70,43,0.01,0.01,734.3,453.7,579.1,346.4
census,420,72,37,0.01,0.01,583.9,171.0,566.6,305.0
census,420,74,42,0.01,0.01,897.4,420.0,774.4,588.4
census,420,76,41,0.01,0.01,1172.0,473.4,1229.6,542.7
census,420,78,40,0.01,0.01,944.6,314.9,787.6,339.1
census,420,80,42,0.01,0.01,882.6,554.0,893.5,284.1
census,420,82,40,0.01,0.01,1045.1,544.1,1232.0,539.4
census,420,84,45,0.01,0.01,989.4,599.2,989.7,624.5
census,420,86,42,0.01,0.01,991.7,537.2,1139.9,586.7
census,420,88,50,0.01,0.01,926.0,419.8,974.2,512.0
census,420,90,42,0.01,0.01,1341.2,592.0,1610.5,813.9
census,420,92,38,0.01,0.01,1406.3,680.0,1912.8,1072.4
census,420,94,49,0.01,0.01,1546.3,732.9,3363.3,2450.8
census,420,96,27,0.01,0.01,1989.5,1309.6,7532.8,4629.4
census,420,98,9,0.01,0.01,4522.8,3103.0,2189.2,1301.0
census,435,0,10,0.01,0.01,2079.8,1528.3,2720.2,1668.7
census,435,2,26,0.01,0.01,10494.9,6676.3,1946.4,1530.3
census,435,4,40,0.01,0.01,3379.0,2142.9,1469.0,752.5
census,435,6,32,0.01,0.01,1187.6,557.4,1016.7,401.0
census,435,8,57,0.01,0.01,1433.1,761.2,1284.3,707.2
census,435,10,57,0.01,0.01,799.3,489.1,750.0,468.5
census,435,12,39,0.01,0.01,1080.4,479.8,1087.3,429.0
census,435,14,55,0.01,0.01,1156.3,467.0,786.0,388.3
census,435,16,44,0.01,0.01,747.7,300.8,626.7,330.1
census,435,18,43,0.01,0.01,1021.0,551.6,844.1,473.0
census,435,20,47,0.01,0.01,1058.7,604.9,712.3,454.8
census,435,22,45,0.01,0.01,1107.3,618.6,870.8,610.1
census,435,24,51,0.01,0.01,1151.0,520.0,857.9,459.0
census,435,26,33,0.01,0.01,753.6,547.9,686.0,359.3
census,435,28,45,0.01,0.01,811.0,481.0,863.0,501.7
census,435,30,45,0.01,0.01,1011.3,483.7,904.0,459.8
census,435,32,35,0.01,0.01,670.0,424.8,621.1,217.9
census,435,34,29,0.01,0.01,1111.5,560.0,981.7,567.7
census,435,36,29,0.01,0.01,661.2,342.0,609.5,453.0
census,435,38,36,0.01,0.01,845.2,414.5,527.4,186.8
census,435,40,39,0.01,0.01,952.0,411.1,692.8,329.4
census,435,42,40,0.01,0.01,674.3,350.3,635.0,375.5
census,435,44,50,0.01,0.01,761.0,300.0,644.2,279.6
census,435,46,27,0.01,0.01,1179.0,572.0,967.6,506.1
census,435,48,43,0.01,0.01,1217.2,698.3,1351.1,544.5
census,435,50,68,0.01,0.01,1943.0,745.3,1693.7,616.6
census,435,52,36,0.01,0.01,562.7,329.3,725.0,357.0
census,435,54,29,0.01,0.01,875.3,385.0,670.8,353.9
census,435,56,44,0.01,0.01,684.7,319.8,820.0,433.3
census,435,58,35,0.01,0.01,825.8,430.9,616.0,356.2
census,435,60,23,0.01,0.01,823.3,402.4,708.1,351.6
census,435,62,31,0.01,0.01,615.8,405.6,734.1,252.0
census,435,64,46,0.01,0.01,538.3,222.0,704.2,302.1
census,435,66,32,0.01,0.01,1123.9,647.5,733.0,544.7
census,435,68,38,0.01,0.01,683.6,487.0,860.9,511.6
census,435,70,50,0.01,0.01,961.9,367.8,666.5,370.4
census,435,72,44,0.01,0.01,658.9,383.0,623.1,281.2
census,435,74,48,0.01,0.01,828.2,417.3,671.9,314.5
census,435,76,27,0.01,0.01,764.8,320.4,733.7,424.4
census,435,78,49,0.01,0.01,697.0,349.7,827.1,330.4
census,435,80,43,0.01,0.01,926.2,568.5,763.5,399.2
census,435,82,43,0.01,0.01,793.8,512.3,876.9,458.0
census,435,84,53,0.01,0.01,1166.3,396.7,971.9,421.9
census,435,86,35,0.01,0.01,1112.8,706.5,1088.5,719.3
census,435,88,36,0.01,0.01,914.3,416.3,1193.9,468.3
census,435,90,46,0.01,0.01,1317.9,579.5,1475.0,943.1
census,435,92,46,0.01,0.01,935.2,499.0,1531.4,882.3
census,435,94,36,0.01,0.01,1568.9,843.5,3692.9,2064.1
census,435,96,38,0.01,0.01,1900.7,1132.0,7266.3,5284.8
census,435,98,14,0.01,0.01,3653.8,2718.5,3044.4,1284.2
census,450,0,9,0.01,0.01,2172.8,1246.0,3235.8,2179.6
census,450,2,33,0.01,0.01,8652.1,4946.7,2065.7,1689.0
census,450,4,38,0.01,0.01,3372.7,2578.7,1373.8,821.8
census,450,6,51,0.01,0.01,1799.7,812.7,927.7,409.7
census,450,8,49,0.01,0.01,1132.6,571.4,1130.6,564.6
census,450,10,48,0.01,0.01,961.3,601.2,1046.9,662.7
census,450,12,58,0.01,0.01,1286.0,718.6,950.6,513.2
census,450,14,35,0.01,0.01,1035.9,555.0,916.8,472.6
census,450,16,48,0.01,0.01,837.4,307.0,651.8,416.7
census,450,18,49,0.01,0.01,1064.6,495.0,1287.8,486.8
census,450,20,38,0.01,0.01,1066.2,599.9,859.9,582.3
census,450,22,50,0.01,0.01,728.4,390.5,681.6,365.6
census,450,24,42,0.01,0.01,1122.3,404.7,952.4,476.5
census,450,26,38,0.01,0.01,834.8,381.1,787.8,387.4
census,450,28,38,0.01,0.01,770.2,525.5,702.0,283.2
census,450,30,45,0.01,0.01,695.4,472.7,821.1,406.0
census,450,32,35,0.01,0.01,850.0,465.2,936.6,488.8
census,450,34,43,0.01,0.01,877.7,382.0,845.5,446.5
census,450,36,21,0.01,0.01,802.9,444.7,714.1,466.1
census,450,38,36,0.01,0.01,825.1,436.4,705.3,372.4
census,450,40,33,0.01,0.01,607.5,290.6,769.9,445.6
census,450,42,46,0.01,0.01,661.1,366.0,632.5,367.9
census,450,44,45,0.01,0.01,842.3,303.8,649.2,394.1
census,450,46,25,0.01,0.01,865.1,301.8,937.9,475.5
census,450,48,37,0.01,0.01,836.7,333.0,771.3,410.9
census,450,50,64,0.01,0.01,1979.7,908.1,1562.0,762.7
census,450,52,39,0.01,0.01,898.1,427.7,827.0,460.5
census,450,54,30,0.01,0.01,633.9,374.6,732.1,349.2
census,450,56,39,0.01,0.01,586.7,350.0,721.1,366.9
census,450,58,26,0.01,0.01,791.6,452.1,932.6,645.7
census,450,60,33,0.01,0.01,691.4,305.2,661.8,238.8
census,450,62,29,0.01,0.01,765.0,315.0,858.0,499.0
census,450,64,29,0.01,0.01,575.1,189.9,737.2,371.6
census,450,66,37,0.01,0.01,923.5,490.1,831.4,413.6
census,450,68,40,0.01,0.01,891.8,634.1,609.9,371.1
census,450,70,43,0.01,0.01,740.1,459.5,800.8,455.0
census,450,72,44,0.01,0.01,690.9,462.6,790.6,319.7
census,450,74,34,0.01,0.01,1101.9,631.5,967.6,392.2
census,450,76,42,0.01,0.01,772.6,406.1,744.6,416.3
census,450,78,39,0.01,0.01,625.1,349.7,676.2,433.5
census,450,80,47,0.01,0.01,838.3,365.1,824.8,620.8
census,450,82,43,0.01,0.01,911.7,599.8,865.2,442.2
census,450,84,44,0.01,0.01,1097.6,481.0,853.4,452.4
census,450,86,59,0.01,0.01,1354.4,703.2,1259.3,675.9
census,450,88,42,0.01,0.01,974.4,566.8,992.7,576.2
census,450,90,44,0.01,0.01,1015.9,620.2,1369.3,890.2
census,450,92,51,0.01,0.01,1323.1,529.3,1748.9,942.3
census,450,94,42,0.01,0.01,1561.3,976.3,3388.9,2191.2
census,450,96,40,0.01,0.01,1972.4,850.2,7815.7,3994.6
census,450,98,16,0.01,0.01,3473.4,2490.8,2314.4,1001.4
census,465,0,14,0.01,0.01,2968.9,1545.8,2710.9,2337.6
census,465,2,36,0.01,0.01,8355.9,5460.1,2189.0,1400.2
census,465,4,42,0.01,0.01,3095.4,2192.3,1215.0,645.3
census,465,6,56,0.01,0.01,2126.8,1066.4,951.8,521.9
census,465,8,62,0.01,0.01,1284.7,439.9,833.0,287.5
census,465,10,48,0.01,0.01,926.1,407.7,1063.8,618.8
census,465,12,46,0.01,0.01,1515.4,650.6,924.3,501.9
census,465,14,37,0.01,0.01,1037.5,546.0,801.7,445.6
census,465,16,47,0.01,0.01,1053.2,656.9,924.0,591.6
census,465,18,38,0.01,0.01,600.8,305.3,728.9,527.7
census,465,20,50,0.01,0.01,1015.9,517.0,1057.8,393.7
census,465,22,43,0.01,0.01,981.2,488.1,705.0,490.3
census,465,24,43,0.01,0.01,844.1,555.7,832.0,411.7
census,465,26,42,0.01,0.01,870.0,511.9,704.8,446.3
census,465,28,37,0.01,0.01,944.1,547.6,657.6,277.9
census,465,30,39,0.01,0.01,1024.3,697.9,1107.9,466.0
census,465,32,38,0.01,0.01,863.3,319.3,627.7,259.6
census,465,34,32,0.015,0.01,601.7,403.1,647.0,255.8
census,465,36,31,0.01,0.01,827.0,436.1,752.1,419.4
census,465,38,33,0.01,0.01,971.2,648.1,1031.0,482.8
census,465,40,31,0.01,0.01,672.5,397.0,852.8,427.8
census,465,42,33,0.01,0.01,560.5,250.9,571.8,225.2
census,465,44,31,0.01,0.01,860.7,469.2,1123.2,564.5
census,465,46,30,0.01,0.01,769.5,533.2,626.9,387.0
census,465,48,42,0.01,0.01,933.5,621.0,898.2,552.8
census,465,50,60,0.01,0.01,2570.0,915.4,2391.9,787.8
census,465,52,39,0.01,0.01,774.0,451.5,835.5,464.5
census,465,54,29,0.01,0.01,731.4,451.9,802.3,250.7
census,465,56,33,0.01,0.01,615.1,220.0,569.7,164.7
census,465,58,32,0.01,0.01,903.9,441.9,748.7,433.4
census,465,60,31,0.01,0.01,925.0,519.0,583.8,339.2
census,465,62,36,0.01,0.01,485.3,280.3,648.1,397.1
census,465,64,30,0.01,0.01,676.3,490.5,749.4,452.6
census,465,66,29,0.01,0.01,627.1,403.0,815.8,432.0
census,465,68,42,0.01,0.01,623.1,262.0,735.3,413.8
census,465,70,43,0.01,0.01,1153.4,489.8,877.7,564.4
census,465,72,34,0.01,0.01,781.0,369.9,749.6,357.8
census,465,74,52,0.01,0.01,773.0,458.2,1101.0,434.3
census,465,76,32,0.01,0.01,1137.1,568.6,707.7,409.6
census,465,78,45,0.01,0.01,681.8,404.9,864.9,503.0
census,465,80,38,0.01,0.01,807.1,604.3,1217.4,467.5
census,465,82,45,0.01,0.01,993.0,721.2,1062.9,728.2
census,465,84,47,0.01,0.01,804.2,499.9,786.8,463.1
census,465,86,52,0.01,0.01,829.8,255.3,1249.4,470.0
census,465,88,46,0.01,0.01,1241.9,692.4,1632.2,715.4
census,465,90,45,0.01,0.01,1383.0,496.3,1179.7,750.6
census,465,92,52,0.01,0.01,1401.4,638.3,1673.2,1157.0
census,465,94,50,0.01,0.01,1833.1,934.5,3086.3,1826.7
census,465,96,43,0.01,0.01,1528.9,796.9,5681.1,3010.8
census,465,98,19,0.01,0.01,3925.4,2629.0,3187.5,807.3
census,480,0,15,0.01,0.01,2636.0,813.5,3105.7,1913.6
census,480,2,44,0.01,0.01,8268.3,4552.2,2060.4,980.6
census,480,4,50,0.01,0.01,3188.3,1776.0,1389.9,533.4
census,480,6,58,0.01,0.01,1830.4,955.9,1001.1,329.6
census,480,8,56,0.01,0.01,1369.2,625.0,916.7,523.4
census,480,10,50,0.01,0.01,1244.7,730.9,844.8,481.4
census,480,12,38,0.01,0.01,970.9,430.8,773.0,502.0
census,480,14,44,0.01,0.01,1410.3,778.1,1492.5,809.1
census,480,16,62,0.01,0.01,941.7,511.6,727.7,401.0
census,480,18,38,0.01,0.01,867.2,534.6,852.2,661.8
census,480,20,45,0.01,0.01,819.0,423.3,1162.8,453.9
census,480,22,37,0.01,0.01,840.9,486.6,629.8,396.3
census,480,24,47,0.01,0.01,867.4,505.1,506.0,286.8
census,480,26,31,0.01,0.01,562.3,288.8,755.0,506.8
census,480,28,39,0.01,0.01,871.9,539.0,931.9,367.0
census,480,30,33,0.01,0.01,808.0,551.6,857.6,375.3
census,480,32,36,0.01,0.01,873.4,252.5,889.2,414.7
census,480,34,33,0.01,0.01,771.7,462.2,791.6,428.0
census,480,36,34,0.01,0.01,767.6,456.0,647.4,365.7
census,480,38,27,0.01,0.01,922.2,457.9,829.0,470.7
census,480,40,29,0.01,0.01,511.0,428.8,586.2,320.7
census,480,42,31,0.01,0.01,522.0,336.9,578.0,344.7
census,480,44,24,0.01,0.01,1019.0,790.0,641.8,322.4
census,480,46,30,0.01,0.01,675.1,304.4,722.6,279.6
census,480,48,51,0.01,0.01,1262.9,502.5,825.8,481.0
census,480,50,55,0.01,0.01,2903.6,1023.4,2666.2,555.1
census,480,52,30,0.01,0.01,829.5,352.5,836.2,379.9
census,480,54,31,0.01,0.01,552.1,318.7,638.6,297.6
census,480,56,31,0.01,0.01,905.9,503.5,747.4,519.8
census,480,58,31,0.01,0.01,659.3,236.0,563.9,230.2
census,480,60,34,0.01,0.01,737.7,270.6,535.1,290.3
census,480,62,36,0.01,0.01,610.8,373.4,587.3,162.2
census,480,64,25,0.01,0.01,655.3,540.6,630.4,433.0
census,480,66,29,0.01,0.01,980.5,394.5,879.0,406.6
census,480,68,46,0.01,0.01,729.5,368.8,798.2,466.7
census,480,70,39,0.01,0.01,1199.0,513.1,766.7,425.8
census,480,72,45,0.01,0.01,656.0,333.0,839.3,560.3
census,480,74,36,0.01,0.01,792.5,481.3,902.7,491.0
census,480,76,37,0.01,0.01,810.8,437.0,700.7,467.9
census,480,78,50,0.01,0.01,866.3,311.4,1049.3,623.9
census,480,80,28,0.01,0.01,984.2,491.2,1094.0,774.8
census,480,82,44,0.01,0.01,723.5,375.1,753.1,504.0
census,480,84,47,0.01,0.01,1183.3,543.9,1162.5,712.0
census,480,86,50,0.01,0.01,797.7,376.0,1034.0,563.3
census,480,88,45,0.01,0.01,1405.9,559.0,1217.0,728.3
census,480,90,53,0.01,0.01,1121.8,647.4,1635.0,933.5
census,480,92,59,0.01,0.01,1126.7,598.4,1342.3,792.6
census,480,94,45,0.01,0.01,1422.3,697.9,2646.7,1798.6
census,480,96,51,0.01,0.01,1613.2,913.3,6540.9,2123.0
census,480,98,20,0.01,0.01,3406.9,2237.7,3137.2,1450.8
census,495,0,14,0.01,0.01,2336.9,1396.2,3499.4,1639.7
census,495,2,50,0.01,0.01,8676.1,5745.3,1984.3,1032.2
census,495,4,59,0.01,0.01,2302.0,1165.9,966.6,484.7
census,495,6,66,0.01,0.01,1806.5,960.2,1162.1,542.9
census,495,8,45,0.01,0.01,1304.0,734.9,951.0,415.7
census,495,10,48,0.01,0.01,1323.6,388.6,927.8,377.3
census,495,12,51,0.01,0.01,1138.4,507.9,921.8,622.9
census,495,14,58,0.01,0.01,1020.6,547.0,828.4,499.6
census,495,16,44,0.01,0.01,837.7,440.7,1080.0,419.6
census,495,18,49,0.01,0.01,1070.0,588.8,885.8,483.2
census,495,20,33,0.01,0.01,1111.7,572.0,728.9,404.7
census,495,22,27,0.01,0.01,629.3,411.1,938.2,464.3
census,495,24,36,0.01,0.01,613.2,416.8,906.9,418.5
census,495,26,46,0.01,0.01,872.0,426.0,505.3,220.5
census,495,28,31,0.01,0.01,574.0,253.6,535.3,308.9
census,495,30,33,0.01,0.01,1185.0,451.6,988.4,497.3
census,495,32,42,0.01,0.01,905.3,424.5,890.0,483.8
census,495,34,26,0.01,0.01,589.5,257.6,670.7,362.0
census,495,36,31,0.01,0.01,771.9,312.8,648.0,276.4
census,495,38,31,0.01,0.01,911.6,492.2,992.4,461.0
census,495,40,23,0.01,0.01,797.9,530.5,657.0,386.5
census,495,42,36,0.01,0.01,602.6,302.6,550.3,317.8
census,495,44,30,0.01,0.01,840.1,520.3,580.3,394.0
census,495,46,20,0.01,0.01,842.4,558.9,642.1,328.7
census,495,48,38,0.01,0.01,1063.9,592.6,1031.9,382.2
census,495,50,61,0.01,0.01,1934.0,858.9,1608.5,516.1
census,495,52,36,0.01,0.01,499.1,294.3,665.4,234.8
census,495,54,28,0.01,0.01,654.2,334.4,702.8,348.5
census,495,56,32,0.01,0.01,603.6,415.2,948.5,535.5
census,495,58,26,0.01,0.01,773.6,223.5,458.9,177.3
census,495,60,28,0.01,0.01,819.4,285.0,646.4,244.0
census,495,62,32,0.01,0.01,665.2,313.2,576.5,309.4
census,495,64,26,0.01,0.01,763.3,387.7,654.3,367.9
census,495,66,38,0.01,0.01,688.4,291.7,543.2,275.3
census,495,68,39,0.01,0.01,932.0,479.0,842.8,395.6
census,495,70,28,0.01,0.01,890.9,449.3,925.8,577.5
census,495,72,45,0.01,0.01,1043.0,416.3,928.7,369.7
census,495,74,34,0.01,0.01,568.3,272.1,739.9,374.8
census,495,76,45,0.01,0.01,820.3,474.6,970.9,449.9
census,495,78,52,0.01,0.01,877.8,485.1,937.2,493.1
census,495,80,37,0.01,0.01,837.1,268.4,923.5,419.9
census,495,82,35,0.01,0.01,925.6,581.1,1115.3,525.9
census,495,84,45,0.01,0.01,828.6,408.0,807.0,564.0
census,495,86,49,0.01,0.01,1119.2,410.8,964.2,590.5
census,495,88,54,0.01,0.01,986.0,512.7,1319.8,816.5
census,495,90,47,0.01,0.01,972.6,404.6,1436.2,982.5
census,495,92,51,0.01,0.01,1268.4,672.0,1684.3,1039.0
census,495,94,51,0.01,0.01,1358.8,669.6,2337.6,1356.6
census,495,96,59,0.01,0.01,1706.0,1069.2,7421.1,3850.0
census,495,98,32,0.01,0.0098,3167.2,996.1,2621.8,1071.1
census,510,0,27,0.01,0.01,3307.4,1355.0,2509.1,1184.3
census,510,2,56,0.01,0.01,8268.2,4705.2,2003.3,1106.5
census,510,4,61,0.01,0.01,2394.0,1544.0,1104.1,586.0
census,510,6,56,0.01,0.01,1873.5,819.4,1152.4,583.5
census,510,8,53,0.01,0.01,1102.6,655.1,879.9,481.8
census,510,10,46,0.01,0.01,1187.8,770.9,799.9,493.6
census,510,12,52,0.01,0.01,1136.8,547.2,852.8,454.9
census,510,14,49,0.01,0.01,854.0,540.8,901.1,373.6
census,510,16,46,0.01,0.01,838.4,449.6,725.2,498.7
census,510,18,34,0.01,0.01,821.5,516.5,937.8,625.3
census,510,20,30,0.01,0.01,1059.9,550.6,894.3,601.2
census,510,22,37,0.01,0.01,815.7,458.7,612.1,341.4
census,510,24,42,0.01,0.01,1071.1,373.2,778.1,370.7
census,510,26,38,0.01,0.01,799.2,396.2,489.6,341.8
census,510,28,33,0.01,0.01,1058.5,426.9,644.8,337.5
census,510,30,28,0.01,0.01,743.8,534.6,833.6,370.3
census,510,32,33,0.01,0.01,797.5,544.5,599.0,275.9
census,510,34,31,0.01,0.01,620.7,299.1,488.0,272.6
census,510,36,36,0.01,0.01,771.6,448.8,788.4,299.9
census,510,38,27,0.01,0.01,702.9,391.9,636.0,392.0
census,510,40,22,0.01,0.01,850.1,379.3,549.3,375.1
census,510,42,30,0.01,0.01,901.9,391.9,808.2,273.8
census,510,44,24,0.01,0.01,623.1,374.5,619.3,320.0
census,510,46,28,0.01,0.01,711.7,217.7,685.0,248.3
census,510,48,46,0.01,0.01,1172.4,359.1,862.0,355.9
census,510,50,63,0.01,0.01,1959.3,792.4,1893.7,571.0
census,510,52,25,0.01,0.01,959.6,498.2,774.0,529.6
census,510,54,22,0.01,0.01,918.1,508.4,819.8,392.3
census,510,56,30,0.01,0.01,909.3,429.4,583.6,386.3
census,510,58,32,0.01,0.01,765.9,359.9,702.9,408.6
census,510,60,32,0.01,0.01,413.7,259.7,539.3,332.7
census,510,62,35,0.01,0.01,580.2,149.1,719.1,261.5
census,510,64,32,0.01,0.01,839.1,440.4,625.8,358.6
census,510,66,45,0.01,0.01,737.1,536.8,721.7,287.0
census,510,68,29,0.01,0.01,599.5,270.6,765.8,515.0
census,510,70,27,0.01,0.01,790.7,401.3,817.5,390.8
census,510,72,34,0.01,0.01,894.2,369.6,784.1,412.9
census,510,74,36,0.01,0.01,991.9,426.5,610.1,434.1
census,510,76,48,0.01,0.01,854.5,395.5,964.8,440.5
census,510,78,36,0.01,0.01,723.8,380.9,681.7,385.7
census,510,80,38,0.01,0.01,1169.8,558.0,1209.0,685.0
census,510,82,39,0.01,0.01,765.7,449.3,939.7,443.0
census,510,84,45,0.01,0.01,990.2,460.8,1004.0,399.9
census,510,86,54,0.01,0.01,772.5,439.5,960.2,450.4
census,510,88,49,0.01,0.01,993.8,541.6,1772.2,664.5
census,510,90,49,0.01,0.01,1065.7,653.5,1855.3,957.7
census,510,92,57,0.01,0.01,1065.3,475.3,1705.5,807.3
census,510,94,55,0.01,0.01,1241.8,709.7,2723.4,1576.5
census,510,96,62,0.01,0.01,1792.3,949.0,8162.8,4178.6
census,510,98,34,0.01,0.0073,2670.4,894.9,2086.8,853.0
census,525,0,26,0.01,0.01,3167.2,1346.0,3165.7,968.8
census,525,2,57,0.01,0.01,9908.1,6039.3,1858.5,1237.5
census,525,4,79,0.01,0.01,2830.6,1545.3,1223.5,678.9
census,525,6,64,0.01,0.01,1397.9,743.9,1239.8,598.9
census,525,8,49,0.01,0.01,1145.4,701.1,1130.1,488.0
census,525,10,42,0.01,0.01,1311.8,661.2,804.2,247.2
census,525,12,47,0.01,0.01,1262.7,506.1,894.4,490.3
census,525,14,50,0.01,0.01,1039.8,637.5,875.6,439.8
census,525,16,38,0.01,0.01,983.7,614.4,825.8,429.9
census,525,18,44,0.01,0.01,644.7,388.4,731.7,371.6
census,525,20,37,0.01,0.01,1285.4,571.8,933.9,576.3
census,525,22,31,0.01,0.01,845.9,464.8,1122.0,667.0
census,525,24,42,0.01,0.01,868.8,488.8,705.5,328.1
census,525,26,36,0.01,0.01,610.0,305.7,678.9,513.4
census,525,28,25,0.01,0.01,1017.0,716.3,881.0,515.3
census,525,30,22,0.01,0.01,517.1,247.7,458.8,196.9
census,525,32,35,0.01,0.01,940.8,473.8,1218.1,571.2
census,525,34,36,0.01,0.01,652.2,419.8,534.8,383.8
census,525,36,38,0.01,0.01,586.0,352.2,730.9,493.9
census,525,38,31,0.01,0.01,778.0,479.9,510.0,242.5
census,525,40,24,0.01,0.01,642.2,369.1,669.7,281.9
census,525,42,36,0.01,0.01,932.0,323.4,587.7,270.3
census,525,44,25,0.01,0.01,761.7,471.1,447.0,235.1
census,525,46,28,0.01,0.01,755.0,375.3,614.8,215.9
census,525,48,28,0.01,0.01,1301.1,517.8,1283.6,355.2
census,525,50,55,0.01,0.01,2468.0,890.3,2308.9,667.5
census,525,52,22,0.01,0.01,1263.1,718.2,1169.0,507.8
census,525,54,30,0.01,0.01,624.2,398.6,520.4,302.5
census,525,56,31,0.01,0.01,683.4,351.4,449.9,200.6
census,525,58,22,0.01,0.01,934.2,465.1,1029.0,560.0
census,525,60,20,0.01,0.01,360.5,265.7,475.9,256.4
census,525,62,35,0.01,0.01,857.3,335.3,584.5,361.5
census,525,64,31,0.01,0.01,527.5,301.3,976.8,587.2
census,525,66,36,0.01,0.01,856.8,437.9,686.4,457.8
census,525,68,33,0.01,0.01,753.0,272.5,753.3,342.9
census,525,70,31,0.01,0.01,614.8,241.2,653.0,474.2
census,525,72,35,0.01,0.01,867.3,558.0,791.6,479.6
census,525,74,43,0.01,0.01,1055.2,510.6,817.5,441.6
census,525,76,44,0.01,0.01,672.0,404.3,706.9,342.9
census,525,78,42,0.01,0.01,943.5,530.4,1010.6,494.5
census,525,80,43,0.01,0.01,999.4,498.6,1144.7,620.6
census,525,82,38,0.01,0.01,1167.9,512.6,991.7,593.7
census,525,84,33,0.01,0.01,562.5,372.1,757.0,403.3
census,525,86,48,0.01,0.01,837.5,346.3,865.1,546.9
census,525,88,60,0.01,0.01,989.2,572.4,1551.5,663.8
census,525,90,46,0.01,0.01,1008.4,442.8,1592.5,889.6
census,525,92,58,0.01,0.01,1155.6,571.0,1858.2,1001.7
census,525,94,56,0.01,0.01,1309.5,719.2,2379.8,1402.3
census,525,96,71,0.01,0.01,1894.5,1203.4,7607.5,4251.3
census,525,98,40,0.01,0.0058,2795.8,1027.8,1722.2,454.4
census,540,0,31,0.01,0.01,2986.6,1792.5,2899.0,1095.3
census,540,2,74,0.01,0.01,7048.7,4217.0,1791.5,1070.2
census,540,4,72,0.01,0.01,2769.1,1875.2,1338.8,867.8
census,540,6,65,0.01,0.01,1266.4,803.0,782.5,410.6
census,540,8,47,0.01,0.01,1732.5,814.5,1222.9,558.9
census,540,10,54,0.01,0.01,1229.3,676.0,778.3,287.6
census,540,12,48,0.01,0.01,1039.5,456.5,1033.5,409.8
census,540,14,47,0.01,0.01,801.5,456.4,901.1,537.3
census,540,16,25,0.01,0.01,857.2,527.5,570.8,355.2
census,540,18,30,0.01,0.01,700.2,487.5,747.5,576.9
census,540,20,39,0.01,0.01,1363.8,456.2,1455.0,476.0
census,540,22,40,0.01,0.01,965.3,348.2,890.8,524.6
census,540,24,43,0.01,0.01,651.6,344.7,763.5,408.9
census,540,26,25,0.01,0.01,817.0,501.7,702.7,295.3
census,540,28,29,0.01,0.01,1093.9,441.0,778.4,495.9
census,540,30,31,0.01,0.01,724.2,434.6,725.0,471.5
census,540,32,24,0.01,0.01,838.9,440.3,695.4,375.2
census,540,34,37,0.01,0.01,831.1,359.0,556.0,412.4
census,540,36,35,0.01,0.01,769.0,284.0,802.4,533.3
census,540,38,37,0.01,0.01,721.8,279.5,592.3,372.6
census,540,40,22,0.01,0.01,1051.7,605.8,671.1,387.2
census,540,42,26,0.01,0.01,719.1,460.1,718.3,354.7
census,540,44,30,0.01,0.01,835.5,414.3,692.0,456.3
census,540,46,12,0.01,0.01,1409.4,570.4,578.8,428.6
census,540,48,38,0.01,0.01,783.2,446.3,1079.9,488.2
census,540,50,49,0.01,0.01,3285.2,780.6,3257.1,947.0
census,540,52,34,0.01,0.01,562.3,333.0,740.1,294.7
census,540,54,18,0.01,0.01,597.6,411.6,754.0,451.8
census,540,56,25,0.01,0.01,430.0,265.6,941.4,190.9
census,540,58,26,0.01,0.01,853.4,423.6,673.1,387.8
census,540,60,25,0.01,0.01,758.9,594.9,911.0,352.8
census,540,62,36,0.01,0.01,877.2,475.9,711.8,449.9
census,540,64,37,0.01,0.01,967.4,322.0,639.9,373.2
census,540,66,20,0.01,0.01,293.7,182.4,425.8,217.6
census,540,68,38,0.01,0.01,580.1,363.6,739.8,412.1
census,540,70,30,0.01,0.01,1049.9,727.2,777.6,386.1
census,540,72,43,0.01,0.01,797.1,495.7,851.4,598.9
census,540,74,42,0.01,0.01,877.6,388.2,1192.1,625.6
census,540,76,31,0.01,0.01,826.6,486.8,968.3,544.1
census,540,78,43,0.01,0.01,1246.4,659.7,665.7,365.6
census,540,80,40,0.01,0.01,782.0,479.8,874.5,330.3
census,540,82,39,0.01,0.01,1007.3,612.1,981.6,437.7
census,540,84,41,0.01,0.01,780.5,136.5,864.3,509.2
