month,t_sec,band_c,n,med_spread,p90_spread,med_top3_bid,p90_top3_bid,med_top3_ask,p90_top3_ask
btc-updown-15m-1771603200,0.4,40,1,2678.5,2678.5,1458.5,1458.5,0.6,0.6
btc-updown-15m-1771603200,0.45,44,1,2569.44,2569.44,1758.4,1758.4,0.5,0.5
btc-updown-15m-1771603200,0.46,46,2,2112.92,3108.248,1766.4,3000.2,0.5,0.5
btc-updown-15m-1771603200,0.47,46,1,725.76,725.76,3041.8,3041.8,0.5,0.5
btc-updown-15m-1771603200,0.48,48,1,398.0,398.0,3070.5,3070.5,0.5,0.5
btc-updown-15m-1771603200,0.5,50,1,2923.1,2923.1,3406.9,3406.9,0.5,0.5
btc-updown-15m-1771603200,0.55,54,1,2680.5,2680.5,3682.1,3682.1,0.4,0.4
btc-updown-15m-1771603200,0.56,56,1,2480.86,2480.86,3270.9,3270.9,0.4,0.4
btc-updown-15m-1771603200,0.6,60,1,129.23,129.23,1956.6,1956.6,0.4,0.4
btc-updown-15m-1771603200,0.61,60,2,3162.815,3188.787,1496.7,2520.4,0.4,0.4
btc-updown-15m-1771603200,0.62,62,2,2027.895,2893.099,1582.5,2459.7,0.4,0.4
btc-updown-15m-1771603200,0.63,62,2,972.22,1311.388,2763.2,3131.4,0.4,0.4
btc-updown-15m-1771603200,0.64,64,1,573.08,573.08,4182.1,4182.1,0.3,0.3
btc-updown-15m-1771603200,0.65,64,2,2263.475,3453.095,2133.3,3298.7,0.3,0.3
btc-updown-15m-1771603200,0.66,66,1,145.0,145.0,1660.5,1660.5,0.3,0.3
btc-updown-15m-1771603200,0.67,66,3,4056.82,4173.948,234.0,484.7,0.3,0.3
btc-updown-15m-1771603200,0.68,68,1,3384.09,3384.09,2530.8,2530.8,0.3,0.3
btc-updown-15m-1771603200,0.71,70,3,879.28,2714.232,1480.4,2454.6,0.3,0.3
btc-updown-15m-1771603200,0.73,72,2,1124.545,1950.069,2920.7,3086.0,0.3,0.3
btc-updown-15m-1771603200,0.75,74,1,197.32,197.32,1161.2,1161.2,0.2,0.2
btc-updown-15m-1771603200,0.76,76,2,2059.38,2920.532,3273.2,3434.2,0.2,0.2
btc-updown-15m-1771603200,0.77,76,2,619.435,894.087,431.1,614.4,0.2,0.2
btc-updown-15m-1771603200,0.78,78,1,3953.19,3953.19,2208.7,2208.7,0.2,0.2
btc-updown-15m-1771603200,0.79,78,3,1013.75,1145.15,3210.6,3261.9,0.2,0.2
btc-updown-15m-1771603200,0.8,80,1,4030.75,4030.75,2031.3,2031.3,0.2,0.2
btc-updown-15m-1771603200,0.81,80,1,1093.5,1093.5,793.2,793.2,0.2,0.2
btc-updown-15m-1771603200,0.82,82,2,2361.925,3465.465,3129.5,3228.4,0.2,0.2
btc-updown-15m-1771603200,0.84,84,1,3366.83,3366.83,886.5,886.5,0.2,0.2
btc-updown-15m-1771603200,0.86,86,2,2281.31,3320.606,2437.8,2954.6,0.1,0.1
btc-updown-15m-1771603200,0.87,88,1,2753.0,2753.0,1198.8,1198.8,0.1,0.1
btc-updown-15m-1771603200,0.88,88,2,556.61,694.698,2321.9,3814.6,0.1,0.1
btc-updown-15m-1771603200,0.92,92,1,965.29,965.29,4958.3,4958.3,0.1,0.1
btc-updown-15m-1771603200,0.94,94,1,3171.12,3171.12,4864.2,4864.2,0.1,0.1
btc-updown-15m-1771603200,0.97,96,3,3351.26,3819.38,6896.8,11023.7,0.0,0.0
btc-updown-15m-1771603200,0.98,98,1,2820.05,2820.05,4091.8,4091.8,0.0,0.0
btc-updown-15m-1771603200,0.982,98,1,2759.59,2759.59,3499.0,3499.0,0.0,0.0
btc-updown-15m-1771603200,0.99,98,2,9030.635,10761.935,1469.5,1796.0,0.0,0.0
btc-updown-15m-1771603200,0.991,98,1,10444.7,10444.7,1872.6,1872.6,0.0,0.0
btc-updown-15m-1771603200,0.998,98,1,1941.42,1941.42,587.0,587.0,0.0,0.0
btc-updown-15m-1771613100,0.27,28,1,911.11,911.11,107.7,107.7,0.7,0.7
btc-updown-15m-1771613100,0.28,28,1,670.37,670.37,2261.3,2261.3,0.7,0.7
btc-updown-15m-1771613100,0.29,28,1,1212.0,1212.0,1830.9,1830.9,0.7,0.7
btc-updown-15m-1771613100,0.31,30,2,1615.785,1660.661,939.0,1465.6,0.7,0.7
btc-updown-15m-1771613100,0.33,32,2,358.225,534.045,1498.8,1553.8,0.7,0.7
btc-updown-15m-1771613100,0.34,34,2,1686.05,1827.146,1807.4,1816.8,0.7,0.7
btc-updown-15m-1771613100,0.36,36,2,2730.11,3346.822,274.7,431.3,0.6,0.6
btc-updown-15m-1771613100,0.38,38,3,1539.1,1752.676,154.1,625.4,0.6,0.6
btc-updown-15m-1771613100,0.4,40,1,598.52,598.52,371.0,371.0,0.6,0.6
btc-updown-15m-1771613100,0.41,40,1,1710.37,1710.37,483.3,483.3,0.6,0.6
btc-updown-15m-1771613100,0.43,42,1,335.57,335.57,806.5,806.5,0.6,0.6
btc-updown-15m-1771613100,0.44,44,2,467.26,599.468,795.9,826.2,0.6,0.6
btc-updown-15m-1771613100,0.47,46,1,2378.46,2378.46,2217.6,2217.6,0.5,0.5
btc-updown-15m-1771613100,0.49,48,3,637.69,1581.874,2282.5,3926.5,0.5,0.5
btc-updown-15m-1771613100,0.51,50,1,805.34,805.34,1536.7,1536.7,0.5,0.5
btc-updown-15m-1771613100,0.51,52,1,2593.55,2593.55,661.2,661.2,0.5,0.5
btc-updown-15m-1771613100,0.52,52,1,367.09,367.09,2444.2,2444.2,0.5,0.5
btc-updown-15m-1771613100,0.53,52,2,1297.305,1966.701,2083.3,2574.5,0.5,0.5
btc-updown-15m-1771613100,0.54,54,3,959.86,1862.812,2093.2,2409.6,0.5,0.5
btc-updown-15m-1771613100,0.55,54,1,833.54,833.54,2174.5,2174.5,0.4,0.4
btc-updown-15m-1771613100,0.56,56,2,1149.515,1421.887,1122.4,1763.9,0.4,0.4
btc-updown-15m-1771613100,0.58,58,1,2142.87,2142.87,1339.0,1339.0,0.4,0.4
btc-updown-15m-1771613100,0.59,58,1,624.39,624.39,2404.6,2404.6,0.4,0.4
btc-updown-15m-1771613100,0.6,60,2,731.615,1214.107,902.3,1450.8,0.4,0.4
btc-updown-15m-1771613100,0.61,60,1,330.9,330.9,2040.6,2040.6,0.4,0.4
btc-updown-15m-1771613100,0.63,62,4,274.6,707.179,2279.8,2862.3,0.4,0.4
btc-updown-15m-1771613100,0.69,68,1,427.51,427.51,2127.3,2127.3,0.3,0.3
btc-updown-15m-1771613100,0.78,78,3,254.39,431.614,467.6,1318.7,0.2,0.2
btc-updown-15m-1771613100,0.79,78,1,566.85,566.85,1803.6,1803.6,0.2,0.2
btc-updown-15m-1771613100,0.82,82,2,908.98,1523.78,616.9,860.0,0.2,0.2
btc-updown-15m-1771613100,0.83,82,1,778.29,778.29,1480.6,1480.6,0.2,0.2
btc-updown-15m-1771613100,0.93,92,1,1068.87,1068.87,3113.0,3113.0,0.1,0.1
btc-updown-15m-1771613100,0.96,96,1,624.85,624.85,6369.3,6369.3,0.0,0.0
btc-updown-15m-1771613100,0.98,98,3,5704.6,6777.648,768.3,1314.4,0.0,0.0
btc-updown-15m-1771623000,0.34,34,1,776.66,776.66,949.8,949.8,0.7,0.7
btc-updown-15m-1771623000,0.37,36,1,675.32,675.32,660.6,660.6,0.6,0.6
btc-updown-15m-1771623000,0.38,38,1,413.27,413.27,1205.2,1205.2,0.6,0.6
btc-updown-15m-1771623000,0.39,38,1,454.66,454.66,839.4,839.4,0.6,0.6
btc-updown-15m-1771623000,0.41,40,2,546.035,546.631,717.1,956.4,0.6,0.6
btc-updown-15m-1771623000,0.42,42,1,363.54,363.54,580.0,580.0,0.6,0.6
btc-updown-15m-1771623000,0.43,42,3,493.66,664.788,719.5,1166.0,0.6,0.6
btc-updown-15m-1771623000,0.44,44,1,315.15,315.15,1510.4,1510.4,0.6,0.6
btc-updown-15m-1771623000,0.45,44,3,506.36,892.176,654.9,960.7,0.5,0.5
btc-updown-15m-1771623000,0.46,46,1,522.57,522.57,1437.6,1437.6,0.5,0.5
btc-updown-15m-1771623000,0.47,46,1,437.85,437.85,1385.1,1385.1,0.5,0.5
btc-updown-15m-1771623000,0.48,48,1,618.43,618.43,410.8,410.8,0.5,0.5
btc-updown-15m-1771623000,0.51,50,1,618.6,618.6,481.1,481.1,0.5,0.5
btc-updown-15m-1771623000,0.52,52,2,776.265,843.117,807.5,1018.3,0.5,0.5
btc-updown-15m-1771623000,0.54,54,1,189.15,189.15,324.5,324.5,0.5,0.5
btc-updown-15m-1771623000,0.55,54,2,310.43,390.942,1011.8,1262.9,0.4,0.4
btc-updown-15m-1771623000,0.56,56,1,650.03,650.03,505.4,505.4,0.4,0.4
btc-updown-15m-1771623000,0.57,56,4,688.485,978.78,735.0,1012.9,0.4,0.4
btc-updown-15m-1771623000,0.59,58,1,676.28,676.28,468.5,468.5,0.4,0.4
btc-updown-15m-1771623000,0.6,60,1,305.22,305.22,404.2,404.2,0.4,0.4
btc-updown-15m-1771623000,0.68,68,1,624.43,624.43,510.9,510.9,0.3,0.3
btc-updown-15m-1771623000,0.69,68,1,245.05,245.05,1148.7,1148.7,0.3,0.3
btc-updown-15m-1771623000,0.73,72,1,208.47,208.47,1033.2,1033.2,0.3,0.3
btc-updown-15m-1771623000,0.79,78,1,732.36,732.36,398.3,398.3,0.2,0.2
btc-updown-15m-1771623000,0.81,80,1,397.69,397.69,789.2,789.2,0.2,0.2
btc-updown-15m-1771623000,0.85,84,2,868.055,1093.611,459.1,750.7,0.1,0.1
btc-updown-15m-1771623000,0.86,86,3,729.07,798.71,919.8,1009.4,0.1,0.1
btc-updown-15m-1771623000,0.87,86,1,748.76,748.76,461.7,461.7,0.1,0.1
btc-updown-15m-1771623000,0.89,88,2,699.535,1000.827,384.8,406.2,0.1,0.1
btc-updown-15m-1771623000,0.9,90,1,400.93,400.93,1154.5,1154.5,0.1,0.1
btc-updown-15m-1771623000,0.91,90,2,512.435,742.863,1033.5,1060.7,0.1,0.1
btc-updown-15m-1771623000,0.92,92,1,597.76,597.76,1043.3,1043.3,0.1,0.1
btc-updown-15m-1771623000,0.95,94,1,405.87,405.87,4039.9,4039.9,0.0,0.0
btc-updown-15m-1771623000,0.96,96,1,1578.01,1578.01,6985.3,6985.3,0.0,0.0
btc-updown-15m-1771623000,0.97,96,5,1858.24,1979.132,892.1,1350.2,0.0,0.0
btc-updown-15m-1771623000,0.98,98,5,2384.71,3174.946,417.3,1728.0,0.0,0.0
btc-updown-15m-1771632900,0.001,0,1,946.9,946.9,1549.0,1549.0,1.0,1.0
btc-updown-15m-1771632900,0.002,0,1,753.04,753.04,549.5,549.5,1.0,1.0
btc-updown-15m-1771632900,0.01,0,2,2125.445,2326.521,1967.0,2443.5,1.0,1.0
btc-updown-15m-1771632900,0.02,2,4,3906.58,5049.821,1200.4,1443.4,1.0,1.0
btc-updown-15m-1771632900,0.03,2,3,4222.92,4676.928,655.1,971.9,1.0,1.0
btc-updown-15m-1771632900,0.05,4,1,1085.49,1085.49,382.1,382.1,0.9,0.9
btc-updown-15m-1771632900,0.06,6,1,418.32,418.32,813.1,813.1,0.9,0.9
btc-updown-15m-1771632900,0.09,8,1,542.08,542.08,873.1,873.1,0.9,0.9
btc-updown-15m-1771632900,0.14,14,1,660.06,660.06,655.0,655.0,0.9,0.9
btc-updown-15m-1771632900,0.15,14,3,631.5,827.3,850.0,893.6,0.8,0.8
btc-updown-15m-1771632900,0.16,16,1,514.8,514.8,454.5,454.5,0.8,0.8
btc-updown-15m-1771632900,0.18,18,2,368.12,389.896,772.5,1019.2,0.8,0.8
btc-updown-15m-1771632900,0.19,18,1,475.0,475.0,659.4,659.4,0.8,0.8
btc-updown-15m-1771632900,0.2,20,2,372.945,402.373,931.5,1103.0,0.8,0.8
btc-updown-15m-1771632900,0.22,22,1,751.31,751.31,290.1,290.1,0.8,0.8
btc-updown-15m-1771632900,0.24,24,4,811.72,1158.397,904.6,1058.9,0.7,0.8
btc-updown-15m-1771632900,0.25,24,3,539.04,667.224,970.2,1065.8,0.7,0.7
btc-updown-15m-1771632900,0.26,26,3,973.69,1205.778,930.1,991.5,0.7,0.7
btc-updown-15m-1771632900,0.27,26,1,539.02,539.02,958.3,958.3,0.7,0.7
btc-updown-15m-1771632900,0.3,30,1,928.55,928.55,872.8,872.8,0.7,0.7
btc-updown-15m-1771632900,0.32,32,2,1310.48,1438.896,870.6,878.7,0.7,0.7
btc-updown-15m-1771632900,0.34,34,2,747.79,1059.142,603.6,947.5,0.7,0.7
btc-updown-15m-1771632900,0.35,34,4,499.74,729.924,647.9,1417.9,0.6,0.6
btc-updown-15m-1771632900,0.36,36,2,787.885,871.745,959.9,1174.1,0.6,0.6
btc-updown-15m-1771632900,0.37,36,3,552.5,568.46,830.4,1034.1,0.6,0.6
btc-updown-15m-1771632900,0.38,38,1,707.75,707.75,849.6,849.6,0.6,0.6
btc-updown-15m-1771632900,0.42,42,1,718.78,718.78,795.9,795.9,0.6,0.6
btc-updown-15m-1771632900,0.47,46,1,1370.71,1370.71,975.9,975.9,0.5,0.5
btc-updown-15m-1771632900,0.48,48,1,1463.69,1463.69,687.5,687.5,0.5,0.5
btc-updown-15m-1771632900,0.49,48,1,248.81,248.81,864.0,864.0,0.5,0.5
btc-updown-15m-1771642800,0.001,0,11,5248.99,5248.99,5827.1,11503.4,1.0,1.0
btc-updown-15m-1771642800,0.01,0,6,1331.21,1712.635,4853.6,5244.9,1.0,1.0
btc-updown-15m-1771642800,0.02,2,5,6210.29,12989.288,4496.7,5100.4,1.0,1.0
btc-updown-15m-1771642800,0.03,2,1,17073.61,17073.61,4393.8,4393.8,1.0,1.0
btc-updown-15m-1771642800,0.03,4,4,26040.08,26294.766,523.9,2096.9,1.0,1.0
btc-updown-15m-1771642800,0.04,4,4,3873.475,9269.227,2923.2,2982.3,1.0,1.0
btc-updown-15m-1771642800,0.05,4,2,1579.59,1846.558,2591.9,3706.9,0.9,0.9
btc-updown-15m-1771642800,0.06,6,1,1745.39,1745.39,3497.4,3497.4,0.9,0.9
btc-updown-15m-1771642800,0.07,6,1,2159.98,2159.98,407.9,407.9,0.9,0.9
btc-updown-15m-1771642800,0.09,8,2,1680.39,2609.286,370.6,474.1,0.9,0.9
btc-updown-15m-1771642800,0.12,12,1,1585.79,1585.79,320.0,320.0,0.9,0.9
btc-updown-15m-1771642800,0.17,16,1,798.05,798.05,263.6,263.6,0.8,0.8
btc-updown-15m-1771642800,0.24,24,1,808.87,808.87,86.8,86.8,0.8,0.8
btc-updown-15m-1771642800,0.33,32,1,929.6,929.6,282.2,282.2,0.7,0.7
btc-updown-15m-1771642800,0.42,42,1,524.55,524.55,193.4,193.4,0.6,0.6
btc-updown-15m-1771642800,0.48,48,2,390.415,413.411,442.8,516.3,0.5,0.5
btc-updown-15m-1771651800,0.01,2,1,1825.23,1825.23,127.2,127.2,0.9,0.9
btc-updown-15m-1771651800,0.09,8,1,974.55,974.55,2006.4,2006.4,0.9,0.9
btc-updown-15m-1771651800,0.1,10,1,338.97,338.97,299.5,299.5,0.9,0.9
btc-updown-15m-1771651800,0.13,12,1,298.75,298.75,329.4,329.4,0.9,0.9
btc-updown-15m-1771651800,0.16,16,2,170.35,290.366,198.7,321.6,0.8,0.8
btc-updown-15m-1771651800,0.18,18,5,394.05,450.502,326.5,550.7,0.8,0.8
btc-updown-15m-1771651800,0.19,18,2,285.705,432.397,177.1,238.9,0.8,0.8
btc-updown-15m-1771651800,0.19,20,1,336.24,336.24,570.6,570.6,0.8,0.8
btc-updown-15m-1771651800,0.2,20,2,210.375,311.475,145.9,240.1,0.8,0.8
btc-updown-15m-1771651800,0.22,22,1,301.95,301.95,108.1,108.1,0.8,0.8
btc-updown-15m-1771651800,0.23,22,1,483.58,483.58,314.0,314.0,0.8,0.8
btc-updown-15m-1771651800,0.24,24,1,391.33,391.33,225.9,225.9,0.8,0.8
btc-updown-15m-1771651800,0.25,24,3,177.51,452.622,164.1,448.0,0.7,0.7
btc-updown-15m-1771651800,0.27,26,7,223.02,540.532,339.7,749.5,0.7,0.7
btc-updown-15m-1771651800,0.27,28,1,698.24,698.24,123.2,123.2,0.7,0.7
btc-updown-15m-1771651800,0.28,28,1,324.52,324.52,356.5,356.5,0.7,0.7
btc-updown-15m-1771651800,0.3,30,2,172.87,253.566,675.8,853.8,0.7,0.7
btc-updown-15m-1771651800,0.32,32,1,28.87,28.87,600.8,600.8,0.7,0.7
btc-updown-15m-1771651800,0.34,34,3,844.59,915.734,194.8,293.1,0.7,0.7
btc-updown-15m-1771651800,0.35,34,7,665.49,772.128,328.0,363.1,0.6,0.6
btc-updown-15m-1771651800,0.37,36,1,235.72,235.72,549.0,549.0,0.6,0.6
btc-updown-15m-1771651800,0.38,38,2,541.085,806.585,598.2,685.7,0.6,0.6
btc-updown-15m-1771651800,0.39,38,1,809.22,809.22,232.2,232.2,0.6,0.6
btc-updown-15m-1771651800,0.4,40,1,124.73,124.73,453.6,453.6,0.6,0.6
btc-updown-15m-1771651800,0.44,44,1,286.07,286.07,1756.6,1756.6,0.6,0.6
btc-updown-15m-1771651800,0.45,44,4,500.875,605.372,2734.8,3097.3,0.5,0.5
btc-updown-15m-1771651800,0.46,46,2,408.04,431.56,4921.7,5236.9,0.5,0.5
btc-updown-15m-1771651800,0.49,48,2,222.19,350.974,6568.9,9252.4,0.5,0.5
btc-updown-15m-1771651800,0.5,50,1,66.47,66.47,529.2,529.2,0.5,0.5
btc-updown-15m-1771651800,0.51,50,2,239.945,342.437,560.8,650.9,0.5,0.5
btc-updown-15m-1771661700,0.44,44,1,526.92,526.92,6693.4,6693.4,0.6,0.6
btc-updown-15m-1771661700,0.45,44,3,619.5,967.876,7462.9,7803.4,0.5,0.5
btc-updown-15m-1771661700,0.46,46,1,128.78,128.78,138.1,138.1,0.5,0.5
btc-updown-15m-1771661700,0.55,54,1,899.12,899.12,326.2,326.2,0.4,0.4
btc-updown-15m-1771661700,0.6,60,1,981.57,981.57,513.8,513.8,0.4,0.4
btc-updown-15m-1771661700,0.61,60,1,882.24,882.24,638.0,638.0,0.4,0.4
btc-updown-15m-1771661700,0.64,64,1,1026.19,1026.19,1110.0,1110.0,0.4,0.4
btc-updown-15m-1771661700,0.65,64,2,181.06,211.572,569.6,693.5,0.3,0.3
btc-updown-15m-1771661700,0.69,68,1,51.3,51.3,123.0,123.0,0.3,0.3
btc-updown-15m-1771661700,0.7,70,1,629.47,629.47,472.4,472.4,0.3,0.3
btc-updown-15m-1771661700,0.73,72,1,1288.74,1288.74,530.3,530.3,0.3,0.3
btc-updown-15m-1771661700,0.74,74,1,742.0,742.0,107.1,107.1,0.2,0.2
btc-updown-15m-1771661700,0.75,74,1,770.0,770.0,385.3,385.3,0.2,0.2
btc-updown-15m-1771661700,0.76,76,2,447.16,520.264,294.9,346.3,0.2,0.2
btc-updown-15m-1771661700,0.77,76,3,791.81,1104.402,187.0,360.3,0.2,0.2
btc-updown-15m-1771661700,0.78,78,2,902.07,1342.014,531.5,577.9,0.2,0.2
btc-updown-15m-1771661700,0.79,78,1,1516.23,1516.23,191.0,191.0,0.2,0.2
btc-updown-15m-1771661700,0.8,80,3,590.01,1712.258,282.3,301.9,0.2,0.2
btc-updown-15m-1771661700,0.81,80,1,855.04,855.04,115.3,115.3,0.2,0.2
btc-updown-15m-1771661700,0.82,82,1,276.5,276.5,184.0,184.0,0.2,0.2
btc-updown-15m-1771661700,0.84,84,1,2251.24,2251.24,401.5,401.5,0.2,0.2
btc-updown-15m-1771661700,0.85,84,1,566.96,566.96,551.8,551.8,0.1,0.1
btc-updown-15m-1771661700,0.87,86,1,362.88,362.88,1030.9,1030.9,0.1,0.1
btc-updown-15m-1771661700,0.88,88,1,380.26,380.26,949.6,949.6,0.1,0.1
btc-updown-15m-1771661700,0.9,90,2,453.125,613.425,1027.8,1144.1,0.1,0.1
btc-updown-15m-1771661700,0.92,92,4,724.98,1063.275,1284.9,1566.8,0.1,0.1
btc-updown-15m-1771661700,0.93,92,1,692.03,692.03,690.8,690.8,0.1,0.1
btc-updown-15m-1771661700,0.93,94,1,412.45,412.45,1815.9,1815.9,0.1,0.1
btc-updown-15m-1771661700,0.96,96,2,1929.155,2074.527,4552.5,4628.2,0.0,0.0
btc-updown-15m-1771661700,0.97,96,1,1781.05,1781.05,3909.4,3909.4,0.0,0.0
btc-updown-15m-1771661700,0.98,98,1,2192.4,2192.4,3069.6,3069.6,0.0,0.0
btc-updown-15m-1771671600,0.37,38,1,421.1,421.1,126.0,126.0,0.6,0.6
btc-updown-15m-1771671600,0.5,50,1,248.32,248.32,108.4,108.4,0.5,0.5
btc-updown-15m-1771671600,0.51,50,2,343.455,445.483,334.2,365.4,0.5,0.5
btc-updown-15m-1771671600,0.52,52,2,343.175,496.315,420.6,452.3,0.5,0.5
btc-updown-15m-1771671600,0.53,52,1,647.37,647.37,852.2,852.2,0.5,0.5
btc-updown-15m-1771671600,0.55,54,1,832.6,832.6,241.7,241.7,0.4,0.4
btc-updown-15m-1771671600,0.57,56,1,187.39,187.39,157.3,157.3,0.4,0.4
btc-updown-15m-1771671600,0.58,58,1,297.27,297.27,616.3,616.3,0.4,0.4
btc-updown-15m-1771671600,0.59,58,2,364.845,389.169,362.7,538.7,0.4,0.4
btc-updown-15m-1771671600,0.6,60,3,550.75,573.062,179.3,185.6,0.4,0.4
btc-updown-15m-1771671600,0.61,60,3,683.12,747.928,1287.5,1617.9,0.4,0.4
btc-updown-15m-1771671600,0.62,62,1,630.68,630.68,1633.5,1633.5,0.4,0.4
btc-updown-15m-1771671600,0.63,62,2,197.35,288.27,633.2,798.9,0.4,0.4
btc-updown-15m-1771671600,0.63,64,2,453.485,673.337,2255.6,2358.4,0.4,0.4
btc-updown-15m-1771671600,0.64,64,2,165.62,188.324,913.6,1516.3,0.4,0.4
btc-updown-15m-1771671600,0.65,64,3,203.65,656.986,879.9,1269.2,0.3,0.3
btc-updown-15m-1771671600,0.68,68,2,744.605,795.129,85.9,97.5,0.3,0.3
btc-updown-15m-1771671600,0.73,74,1,303.33,303.33,163.3,163.3,0.3,0.3
btc-updown-15m-1771671600,0.74,74,2,646.475,658.495,152.2,185.7,0.3,0.3
btc-updown-15m-1771671600,0.75,74,1,554.15,554.15,121.4,121.4,0.2,0.2
btc-updown-15m-1771671600,0.77,76,1,724.49,724.49,155.7,155.7,0.2,0.2
btc-updown-15m-1771671600,0.79,78,2,562.35,673.254,411.1,560.7,0.2,0.2
btc-updown-15m-1771671600,0.8,80,1,234.28,234.28,137.9,137.9,0.2,0.2
btc-updown-15m-1771671600,0.81,80,1,267.37,267.37,113.7,113.7,0.2,0.2
btc-updown-15m-1771671600,0.82,82,2,410.74,679.332,155.2,174.9,0.2,0.2
btc-updown-15m-1771671600,0.83,82,2,667.41,696.05,283.4,287.9,0.2,0.2
btc-updown-15m-1771671600,0.83,84,1,812.92,812.92,237.5,237.5,0.1,0.1
btc-updown-15m-1771671600,0.85,84,1,409.99,409.99,142.9,142.9,0.1,0.1
btc-updown-15m-1771671600,0.88,88,2,227.06,302.308,463.2,589.9,0.1,0.1
btc-updown-15m-1771671600,0.9,90,4,266.835,468.878,488.4,608.5,0.1,0.1
btc-updown-15m-1771671600,0.92,92,2,400.62,548.108,1426.0,1830.3,0.1,0.1
btc-updown-15m-1771671600,0.93,92,1,105.65,105.65,526.5,526.5,0.1,0.1
btc-updown-15m-1771671600,0.97,96,1,120.95,120.95,5822.2,5822.2,0.0,0.0
btc-updown-15m-1771671600,0.98,98,2,920.565,948.137,532.8,593.2,0.0,0.0
btc-updown-15m-1771681500,0.47,46,1,1430.44,1430.44,584.8,584.8,0.5,0.5
btc-updown-15m-1771681500,0.48,48,4,959.015,1034.035,517.1,655.4,0.5,0.5
btc-updown-15m-1771681500,0.49,48,1,1048.25,1048.25,695.0,695.0,0.5,0.5
btc-updown-15m-1771681500,0.49,50,2,807.72,1119.848,604.0,782.7,0.5,0.5
btc-updown-15m-1771681500,0.5,50,2,273.02,336.58,615.9,786.3,0.5,0.5
btc-updown-15m-1771681500,0.52,52,1,1227.0,1227.0,540.0,540.0,0.5,0.5
btc-updown-15m-1771681500,0.62,62,1,315.63,315.63,855.4,855.4,0.4,0.4
btc-updown-15m-1771681500,0.69,68,1,305.84,305.84,935.8,935.8,0.3,0.3
btc-updown-15m-1771681500,0.7,70,1,374.73,374.73,682.1,682.1,0.3,0.3
btc-updown-15m-1771681500,0.71,70,1,63.51,63.51,99.9,99.9,0.3,0.3
btc-updown-15m-1771681500,0.72,72,2,449.42,493.172,625.0,639.6,0.3,0.3
btc-updown-15m-1771681500,0.78,78,1,526.26,526.26,632.2,632.2,0.2,0.2
btc-updown-15m-1771681500,0.8,80,2,370.07,408.142,389.4,408.9,0.2,0.2
btc-updown-15m-1771681500,0.81,80,2,191.5,262.3,505.6,851.0,0.2,0.2
btc-updown-15m-1771681500,0.83,82,1,165.0,165.0,589.7,589.7,0.2,0.2
btc-updown-15m-1771681500,0.83,84,2,791.595,869.663,664.8,778.1,0.2,0.2
btc-updown-15m-1771681500,0.84,84,1,594.0,594.0,1715.4,1715.4,0.1,0.1
btc-updown-15m-1771681500,0.84,86,2,404.17,521.314,1950.8,2494.5,0.1,0.1
btc-updown-15m-1771681500,0.86,86,3,492.71,558.022,525.3,891.7,0.1,0.1
btc-updown-15m-1771681500,0.87,88,3,633.0,1810.768,962.1,2451.9,0.1,0.1
btc-updown-15m-1771681500,0.88,88,5,962.66,1147.094,622.3,681.6,0.1,0.1
btc-updown-15m-1771681500,0.89,88,5,692.0,906.182,932.8,2575.2,0.1,0.1
btc-updown-15m-1771681500,0.89,90,1,1074.97,1074.97,888.0,888.0,0.1,0.1
btc-updown-15m-1771681500,0.9,90,4,609.54,956.947,1561.9,2433.7,0.1,0.1
btc-updown-15m-1771681500,0.93,92,1,448.41,448.41,1384.1,1384.1,0.1,0.1
btc-updown-15m-1771681500,0.98,98,3,1839.41,2009.554,612.4,791.3,0.0,0.0
btc-updown-15m-1771691400,0.26,26,1,756.5,756.5,2171.5,2171.5,0.7,0.7
btc-updown-15m-1771691400,0.3,30,3,675.76,727.616,751.5,928.9,0.7,0.7
btc-updown-15m-1771691400,0.31,30,4,739.12,813.049,669.5,1041.7,0.7,0.7
btc-updown-15m-1771691400,0.32,32,2,1287.875,2086.975,248.4,267.1,0.7,0.7
btc-updown-15m-1771691400,0.33,32,2,1119.96,1273.52,196.7,268.7,0.7,0.7
btc-updown-15m-1771691400,0.34,34,1,86.71,86.71,488.9,488.9,0.7,0.7
btc-updown-15m-1771691400,0.38,38,3,1119.17,1148.218,335.2,482.7,0.6,0.6
btc-updown-15m-1771691400,0.39,38,1,611.62,611.62,259.3,259.3,0.6,0.6
btc-updown-15m-1771691400,0.4,40,1,1521.96,1521.96,426.1,426.1,0.6,0.6
btc-updown-15m-1771691400,0.42,42,1,603.67,603.67,494.6,494.6,0.6,0.6
btc-updown-15m-1771691400,0.43,42,1,629.0,629.0,352.5,352.5,0.6,0.6
btc-updown-15m-1771691400,0.5,50,2,807.93,842.906,770.7,848.7,0.5,0.5
btc-updown-15m-1771691400,0.52,52,1,3707.87,3707.87,895.1,895.1,0.5,0.5
btc-updown-15m-1771691400,0.53,52,2,5054.43,6180.126,957.4,1231.7,0.5,0.5
btc-updown-15m-1771691400,0.55,54,1,822.62,822.62,721.6,721.6,0.4,0.4
btc-updown-15m-1771691400,0.6,60,2,1056.335,1299.363,768.7,929.4,0.4,0.4
btc-updown-15m-1771691400,0.65,64,1,227.74,227.74,981.7,981.7,0.3,0.3
btc-updown-15m-1771691400,0.72,72,1,144.91,144.91,1455.2,1455.2,0.3,0.3
