slug,epoch,t_sec,jump_size,mid_at_jump,drift_30s,drift_60s,drift_120s
btc-updown-15m-1776052800,1776052800,162.1,0.03,0.545,0.08,0.02,-0.07
btc-updown-15m-1776052800,1776052800,173.3,-0.03,0.525,0.05,0.04,-0.07
btc-updown-15m-1776052800,1776052800,188.4,0.03,0.545,0.02,-0.07,-0.04
btc-updown-15m-1776052800,1776052800,198.4,0.08,0.625,-0.06,-0.12,-0.22
btc-updown-15m-1776052800,1776052800,208.5,-0.05,0.575,-0.01,-0.07,-0.15
btc-updown-15m-1776052800,1776052800,243,-0.035,0.53,-0.025,-0.075,-0.095
btc-updown-15m-1776052800,1776052800,253.1,-0.03,0.475,0,0.03,-0.04
btc-updown-15m-1776052800,1776052800,263.1,0.03,0.505,-0.05,-0.12,-0.09
btc-updown-15m-1776052800,1776052800,276.9,-0.03,0.475,0.03,-0.05,-0.12
btc-updown-15m-1776052800,1776052800,295.1,-0.035,0.44,-0.055,-0.005,-0.155
btc-updown-15m-1776052800,1776052800,305.2,0.08,0.505,-0.08,-0.07,-0.23
btc-updown-15m-1776052800,1776052800,315.2,-0.07,0.435,0,0,-0.1
btc-updown-15m-1776052800,1776052800,325.2,-0.05,0.385,0.05,0.03,-0.08
btc-updown-15m-1776052800,1776052800,335.2,0.04,0.425,0.01,-0.07,-0.16
btc-updown-15m-1776052800,1776052800,387.2,-0.035,0.4,-0.125,-0.095,-0.235
btc-updown-15m-1776052800,1776052800,397.3,-0.045,0.355,-0.08,-0.07,-0.17
btc-updown-15m-1776052800,1776052800,407.3,-0.04,0.315,0,-0.09,-0.13
btc-updown-15m-1776052800,1776052800,417.3,-0.04,0.275,0.03,-0.12,-0.08
btc-updown-15m-1776052800,1776052800,433.6,0.035,0.31,-0.025,-0.155,0.145
btc-updown-15m-1776052800,1776052800,444,-0.03,0.305,-0.15,-0.14,0.01
btc-updown-15m-1776052800,1776052800,454.9,-0.035,0.27,-0.115,-0.085,0.195
btc-updown-15m-1776052800,1776052800,467.2,-0.035,0.25,-0.095,-0.065,0.235
btc-updown-15m-1776052800,1776052800,477.3,-0.095,0.155,0.01,0.04,0.31
btc-updown-15m-1776052800,1776052800,539.4,0.03,0.215,0.17,0.32,0.24
btc-updown-15m-1776052800,1776052800,549.4,0.2,0.415,0.025,0.08,0.04
btc-updown-15m-1776052800,1776052800,561,-0.035,0.385,0.085,-0.06,0.07
btc-updown-15m-1776052800,1776052800,571.5,0.03,0.385,0.17,0,0.025
btc-updown-15m-1776052800,1776052800,581.5,0.04,0.445,0.06,-0.05,-0.005
btc-updown-15m-1776052800,1776052800,591.5,0.06,0.505,-0.21,-0.11,-0.055
btc-updown-15m-1776052800,1776052800,601.7,0.03,0.555,-0.16,-0.16,-0.11
btc-updown-15m-1776052800,1776052800,611.7,-0.06,0.505,-0.11,-0.03,-0.08
btc-updown-15m-1776052800,1776052800,621.7,-0.21,0.295,0.1,0.16,0.135
btc-updown-15m-1776052800,1776052800,631.8,0.1,0.395,0,0.01,0.04
btc-updown-15m-1776052800,1776052800,643.8,0.065,0.395,0.09,0.05,0.02
btc-updown-15m-1776052800,1776052800,653.8,0.09,0.485,-0.03,-0.03,-0.06
btc-updown-15m-1776052800,1776052800,663.9,-0.075,0.395,0.02,0.03,-0.03
btc-updown-15m-1776052800,1776052800,673.9,0.09,0.485,-0.04,-0.06,-0.01
btc-updown-15m-1776052800,1776052800,690,-0.035,0.42,0.07,0.01,0.055
btc-updown-15m-1776052800,1776052800,700.1,0.035,0.445,-0.01,-0.03,0.07
btc-updown-15m-1776052800,1776052800,714.2,0.03,0.465,-0.025,-0.04,-0.02
btc-updown-15m-1776052800,1776052800,724.6,-0.03,0.425,0,-0.05,0.045
btc-updown-15m-1776052800,1776052800,769.1,0.03,0.445,0.05,0.025,-0.125
btc-updown-15m-1776052800,1776052800,779.1,-0.03,0.415,0.06,0.04,-0.355
btc-updown-15m-1776052800,1776052800,789.4,0.035,0.415,0.1,0.03,
btc-updown-15m-1776052800,1776052800,799.5,0.08,0.495,-0.025,-0.19,
btc-updown-15m-1776052800,1776052800,810.3,-0.03,0.475,-0.02,-0.035,
btc-updown-15m-1776052800,1776052800,820.4,0.04,0.515,-0.07,-0.13,
btc-updown-15m-1776052800,1776052800,830.5,-0.055,0.46,-0.155,-0.12,
btc-updown-15m-1776052800,1776052800,844.9,0.035,0.48,-0.105,,
btc-updown-15m-1776052800,1776052800,855,-0.13,0.355,-0.005,,
btc-updown-15m-1776052800,1776052800,865,-0.04,0.315,-0.045,,
btc-updown-15m-1776052800,1776052800,875,0.06,0.375,,,
btc-updown-15m-1776052800,1776052800,885.4,-0.03,0.345,,,
btc-updown-15m-1776052800,1776052800,895.5,-0.07,0.27,,,
btc-updown-15m-1776062700,1776062700,0,-0.05,0.415,-0.03,0.08,0.22
btc-updown-15m-1776062700,1776062700,10.7,0.035,0.435,-0.04,0.16,0.16
btc-updown-15m-1776062700,1776062700,53.1,0.035,0.44,0.225,0.165,0.125
btc-updown-15m-1776062700,1776062700,63.1,0.07,0.515,0.075,0.11,0.05
btc-updown-15m-1776062700,1776062700,73.1,0.07,0.585,0,0.01,-0.01
btc-updown-15m-1776062700,1776062700,83.6,0.08,0.665,-0.06,-0.1,-0.12
btc-updown-15m-1776062700,1776062700,93.6,-0.07,0.595,0.035,-0.03,-0.06
btc-updown-15m-1776062700,1776062700,116.8,-0.03,0.575,0.01,-0.01,-0.02
btc-updown-15m-1776062700,1776062700,128.1,-0.03,0.565,0,0.01,0.01
btc-updown-15m-1776062700,1776062700,138.8,-0.035,0.56,0.005,-0.015,0.065
btc-updown-15m-1776062700,1776062700,215.5,0.035,0.58,0.005,-0.005,0.045
btc-updown-15m-1776062700,1776062700,225.6,-0.045,0.535,0.055,0.07,0.1
btc-updown-15m-1776062700,1776062700,240.1,0.035,0.58,0.055,-0.125,0.005
btc-updown-15m-1776062700,1776062700,256.3,0.03,0.605,0,0.02,-0.05
btc-updown-15m-1776062700,1776062700,266.3,0.03,0.635,-0.21,-0.06,-0.16
btc-updown-15m-1776062700,1776062700,276.3,-0.07,0.565,-0.07,0.06,-0.08
btc-updown-15m-1776062700,1776062700,286.3,0.04,0.605,0.015,0.03,-0.17
btc-updown-15m-1776062700,1776062700,296.3,-0.18,0.425,0.15,0.21,0
btc-updown-15m-1776062700,1776062700,306.4,0.07,0.495,0.13,0.06,-0.06
btc-updown-15m-1776062700,1776062700,316.4,0.12,0.615,0.02,-0.06,-0.18
btc-updown-15m-1776062700,1776062700,326.7,0.03,0.635,0,-0.16,-0.2
btc-updown-15m-1776062700,1776062700,357.8,-0.03,0.605,-0.13,-0.16,-0.2
btc-updown-15m-1776062700,1776062700,367.8,-0.05,0.555,-0.07,-0.12,-0.16
btc-updown-15m-1776062700,1776062700,383.6,-0.03,0.525,-0.1,-0.09,-0.18
btc-updown-15m-1776062700,1776062700,393.6,-0.04,0.485,-0.05,0.01,-0.13
btc-updown-15m-1776062700,1776062700,403.6,-0.05,0.435,0,0.03,-0.09
btc-updown-15m-1776062700,1776062700,417.9,0.03,0.445,0.04,-0.04,-0.18
btc-updown-15m-1776062700,1776062700,447.5,0.03,0.465,-0.06,-0.12,-0.16
btc-updown-15m-1776062700,1776062700,466.5,-0.035,0.46,-0.105,-0.115,-0.095
btc-updown-15m-1776062700,1776062700,476.8,-0.05,0.405,-0.06,-0.14,-0.05
btc-updown-15m-1776062700,1776062700,489.5,-0.03,0.375,-0.04,-0.12,0.01
btc-updown-15m-1776062700,1776062700,500.2,-0.03,0.345,-0.01,-0.03,0.17
btc-updown-15m-1776062700,1776062700,534.7,-0.035,0.31,0.025,0.045,0.085
btc-updown-15m-1776062700,1776062700,549.9,0.035,0.29,0.085,0.095,0.065
btc-updown-15m-1776062700,1776062700,560,0.03,0.315,0.05,0.2,0.04
btc-updown-15m-1776062700,1776062700,570.5,-0.03,0.305,0.085,0.19,0.04
btc-updown-15m-1776062700,1776062700,580.6,0.07,0.375,0.01,0.13,-0.03
btc-updown-15m-1776062700,1776062700,600.5,0.03,0.395,0.1,0,0.09
btc-updown-15m-1776062700,1776062700,615.8,0.035,0.42,-0.005,-0.055,-0.095
btc-updown-15m-1776062700,1776062700,625.9,0.09,0.515,-0.12,-0.17,-0.1
btc-updown-15m-1776062700,1776062700,644.6,-0.035,0.46,-0.095,-0.025,-0.045
btc-updown-15m-1776062700,1776062700,654.7,-0.05,0.395,-0.04,0.1,0.01
btc-updown-15m-1776062700,1776062700,668.8,-0.03,0.355,-0.01,0.09,0.01
btc-updown-15m-1776062700,1776062700,704.2,0.03,0.375,0.08,0.04,0.26
btc-updown-15m-1776062700,1776062700,714.2,0.11,0.495,-0.08,-0.09,0.14
btc-updown-15m-1776062700,1776062700,724.8,-0.05,0.445,-0.03,-0.08,0.21
btc-updown-15m-1776062700,1776062700,734.8,-0.045,0.4,0.015,-0.045,0.285
btc-updown-15m-1776062700,1776062700,744.8,0.045,0.415,-0.01,-0.03,0.11
btc-updown-15m-1776062700,1776062700,783.8,-0.035,0.37,0.155,0.285,
btc-updown-15m-1776062700,1776062700,803.7,0.03,0.385,0.25,0.31,
btc-updown-15m-1776062700,1776062700,813.7,0.14,0.525,0.13,-0.25,
btc-updown-15m-1776062700,1776062700,823.7,0.07,0.595,0.1,-0.53,
btc-updown-15m-1776062700,1776062700,833.8,0.04,0.635,0.06,-0.61,
btc-updown-15m-1776062700,1776062700,847.8,0.03,0.665,-0.58,,
btc-updown-15m-1776062700,1776062700,863.9,-0.04,0.655,-0.63,,
btc-updown-15m-1776062700,1776062700,874,-0.38,0.275,,,
btc-updown-15m-1776062700,1776062700,884,-0.21,0.065,,,
btc-updown-15m-1776062700,1776062700,894.1,-0.035,0.03,,,
btc-updown-15m-1776073500,1776073500,18.4,-0.03,0.435,0.01,-0.05,-0.08
btc-updown-15m-1776073500,1776073500,76.4,-0.035,0.4,-0.055,-0.045,0.055
btc-updown-15m-1776073500,1776073500,86.4,-0.04,0.355,-0.03,0,0.09
btc-updown-15m-1776073500,1776073500,116.8,-0.035,0.31,0.045,0.145,0.055
btc-updown-15m-1776073500,1776073500,128.5,0.03,0.335,0.03,0.11,0.03
btc-updown-15m-1776073500,1776073500,158.7,0.03,0.385,0.06,0,-0.01
btc-updown-15m-1776073500,1776073500,168.7,0.075,0.465,-0.01,-0.09,-0.09
btc-updown-15m-1776073500,1776073500,207.9,-0.03,0.425,-0.06,-0.05,-0.16
btc-updown-15m-1776073500,1776073500,217.9,-0.04,0.385,-0.02,-0.01,-0.15
btc-updown-15m-1776073500,1776073500,311,-0.035,0.32,-0.045,0.115,0.125
btc-updown-15m-1776073500,1776073500,322.3,-0.03,0.285,0.01,0.15,0.15
btc-updown-15m-1776073500,1776073500,332.3,-0.05,0.225,0.22,0.21,0.2
btc-updown-15m-1776073500,1776073500,342.3,0.05,0.275,0.17,0.21,0.12
btc-updown-15m-1776073500,1776073500,353.9,0.035,0.31,0.125,0.185,0.085
btc-updown-15m-1776073500,1776073500,364,0.13,0.445,-0.01,0.01,-0.05
btc-updown-15m-1776073500,1776073500,401.5,0.03,0.465,-0.02,-0.07,-0.22
btc-updown-15m-1776073500,1776073500,419.6,-0.035,0.46,-0.025,-0.065,-0.255
btc-updown-15m-1776073500,1776073500,454.8,-0.035,0.4,-0.005,-0.145,-0.185
btc-updown-15m-1776073500,1776073500,487.3,-0.03,0.365,-0.12,-0.16,-0.14
btc-updown-15m-1776073500,1776073500,510.4,-0.035,0.31,-0.105,-0.095,0.055
btc-updown-15m-1776073500,1776073500,520.5,-0.065,0.245,-0.04,-0.01,0.14
btc-updown-15m-1776073500,1776073500,530.5,-0.03,0.215,-0.02,0.01,0.25
btc-updown-15m-1776073500,1776073500,569,0.03,0.225,0.005,0.14,0.39
btc-updown-15m-1776073500,1776073500,580.6,0.03,0.235,0,0.15,0.39
btc-updown-15m-1776073500,1776073500,603.4,-0.03,0.205,0.16,0.34,0.36
btc-updown-15m-1776073500,1776073500,613.4,0.03,0.235,0.15,0.35,0.2
btc-updown-15m-1776073500,1776073500,623.5,0.03,0.265,0.21,0.33,0.24
btc-updown-15m-1776073500,1776073500,633.5,0.1,0.365,0.18,0.26,0.13
btc-updown-15m-1776073500,1776073500,648.2,0.035,0.42,0.175,0.225,0.045
btc-updown-15m-1776073500,1776073500,658.3,0.05,0.485,0.13,0.2,-0.09
btc-updown-15m-1776073500,1776073500,668.3,0.06,0.545,0.08,0.025,-0.17
btc-updown-15m-1776073500,1776073500,678.3,0.05,0.595,0.05,-0.1,-0.23
btc-updown-15m-1776073500,1776073500,691.6,0.03,0.625,0.06,-0.13,-0.255
btc-updown-15m-1776073500,1776073500,701.6,-0.05,0.575,-0.14,-0.15,-0.09
btc-updown-15m-1776073500,1776073500,711.6,0.09,0.665,-0.16,-0.26,-0.14
btc-updown-15m-1776073500,1776073500,721.8,-0.03,0.635,-0.14,-0.24,-0.11
btc-updown-15m-1776073500,1776073500,731.9,-0.195,0.435,-0.01,-0.06,0.09
btc-updown-15m-1776073500,1776073500,741.9,0.07,0.505,-0.1,-0.13,0.24
btc-updown-15m-1776073500,1776073500,757,-0.05,0.495,-0.12,-0.02,0.35
btc-updown-15m-1776073500,1776073500,768.3,0.03,0.465,-0.1,0.06,0.43
btc-updown-15m-1776073500,1776073500,778.3,-0.07,0.395,-0.02,0.12,0.57
btc-updown-15m-1776073500,1776073500,816.5,0.03,0.405,0.12,0.44,
btc-updown-15m-1776073500,1776073500,826.6,0.06,0.525,0.08,0.36,
btc-updown-15m-1776073500,1776073500,854.3,0.03,0.555,0.32,,
btc-updown-15m-1776073500,1776073500,864.3,0.21,0.765,0.185,,
btc-updown-15m-1776073500,1776073500,874.4,0.06,0.825,,,
btc-updown-15m-1776073500,1776073500,884.4,0.05,0.875,,,
btc-updown-15m-1776073500,1776073500,894.4,0.075,0.95,,,
btc-updown-15m-1776083400,1776083400,10.7,0.05,0.495,-0.02,0.02,-0.17
btc-updown-15m-1776083400,1776083400,20.7,0.03,0.525,0.01,-0.2,-0.25
btc-updown-15m-1776083400,1776083400,36.3,-0.03,0.495,0.03,-0.16,-0.27
btc-updown-15m-1776083400,1776083400,48.1,0.03,0.505,-0.18,-0.11,-0.21
btc-updown-15m-1776083400,1776083400,66.4,-0.03,0.515,-0.18,-0.17,-0.19
btc-updown-15m-1776083400,1776083400,76.5,-0.17,0.345,0.01,-0.04,0.03
btc-updown-15m-1776083400,1776083400,86.6,0.04,0.385,0.04,-0.08,-0.01
btc-updown-15m-1776083400,1776083400,96.6,-0.05,0.335,0.01,-0.11,0.07
btc-updown-15m-1776083400,1776083400,107.2,0.035,0.37,-0.085,-0.075,0.195
btc-updown-15m-1776083400,1776083400,117.2,0.05,0.425,-0.12,-0.11,0.16
btc-updown-15m-1776083400,1776083400,127.2,-0.09,0.335,-0.11,-0.02,0.23
btc-updown-15m-1776083400,1776083400,137.3,-0.05,0.285,0.01,0.09,0.27
btc-updown-15m-1776083400,1776083400,154.7,-0.035,0.27,0.055,0.125,0.405
btc-updown-15m-1776083400,1776083400,164.7,-0.035,0.235,0.07,0.33,0.41
btc-updown-15m-1776083400,1776083400,174.7,0.09,0.325,0.06,0.26,0.255
btc-updown-15m-1776083400,1776083400,196.3,0.035,0.36,0.205,0.195,0.015
btc-updown-15m-1776083400,1776083400,206.7,-0.03,0.345,0.24,0.3,0.01
btc-updown-15m-1776083400,1776083400,216.7,0.06,0.405,0.16,0.27,0
btc-updown-15m-1776083400,1776083400,226.7,0.16,0.565,-0.01,0.08,-0.15
btc-updown-15m-1776083400,1776083400,263.8,0.03,0.605,-0.03,-0.23,-0.24
btc-updown-15m-1776083400,1776083400,273.8,0.07,0.675,-0.22,-0.27,-0.38
btc-updown-15m-1776083400,1776083400,283.8,-0.04,0.635,-0.22,-0.22,-0.35
btc-updown-15m-1776083400,1776083400,293.8,-0.06,0.575,-0.2,-0.215,-0.29
btc-updown-15m-1776083400,1776083400,303.8,-0.12,0.455,-0.05,-0.08,-0.17
btc-updown-15m-1776083400,1776083400,313.8,-0.04,0.415,0,-0.05,-0.16
btc-updown-15m-1776083400,1776083400,324.2,-0.04,0.375,0,-0.01,-0.07
btc-updown-15m-1776083400,1776083400,334.2,0.03,0.405,-0.03,-0.11,-0.12
btc-updown-15m-1776083400,1776083400,349.3,-0.04,0.37,-0.005,-0.085,-0.155
btc-updown-15m-1776083400,1776083400,360.9,0.03,0.375,-0.01,-0.09,-0.16
btc-updown-15m-1776083400,1776083400,391.7,-0.04,0.325,-0.04,0.01,-0.16
btc-updown-15m-1776083400,1776083400,401.7,-0.03,0.285,-0.01,-0.03,-0.12
btc-updown-15m-1776083400,1776083400,435,0.03,0.315,-0.09,-0.17,-0.21
btc-updown-15m-1776083400,1776083400,447.7,0.035,0.37,-0.155,-0.205,-0.245
btc-updown-15m-1776083400,1776083400,457.9,-0.14,0.255,-0.08,-0.09,-0.13
btc-updown-15m-1776083400,1776083400,467.9,-0.04,0.215,-0.05,-0.11,-0.05
btc-updown-15m-1776083400,1776083400,487.3,-0.03,0.185,-0.02,-0.08,-0.11
btc-updown-15m-1776083400,1776083400,525.8,-0.03,0.135,-0.03,0.03,0
btc-updown-15m-1776083400,1776083400,536.1,0.03,0.135,-0.01,0.03,0
btc-updown-15m-1776083400,1776083400,547.1,-0.03,0.105,0.02,-0.03,0.04
btc-updown-15m-1776083400,1776083400,581.8,0.035,0.16,0.035,-0.025,-0.045
btc-updown-15m-1776083400,1776083400,599.9,-0.03,0.135,0,-0.01,-0.06
btc-updown-15m-1776083400,1776083400,609.9,0.04,0.175,0,-0.04,-0.13
btc-updown-15m-1776083400,1776083400,627.7,-0.03,0.145,-0.02,-0.08,-0.1
btc-updown-15m-1776083400,1776083400,637.7,0.04,0.185,-0.04,-0.07,-0.15
btc-updown-15m-1776083400,1776083400,647.7,-0.05,0.135,-0.01,-0.04,-0.08
btc-updown-15m-1776083400,1776083400,679.3,-0.03,0.105,-0.02,-0.06,-0.02
btc-updown-15m-1776083400,1776083400,689.3,-0.04,0.065,0.01,-0.02,-0.02
btc-updown-15m-1776083400,1776083400,699.3,0.05,0.115,-0.07,-0.08,-0.07
btc-updown-15m-1776083400,1776083400,709.7,-0.03,0.085,-0.04,-0.03,-0.04
btc-updown-15m-1776083400,1776083400,727.6,-0.03,0.045,-0.01,-0.02,0.03
btc-updown-15m-1776083400,1776083400,767.9,0.03,0.065,-0.04,-0.02,-0.03
btc-updown-15m-1776083400,1776083400,777.9,-0.03,0.035,0,0.02,-0.02
btc-updown-15m-1776083400,1776083400,799,0.035,0.06,-0.015,0.015,
btc-updown-15m-1776083400,1776083400,809.1,-0.035,0.045,0.01,0.07,
btc-updown-15m-1776083400,1776083400,851.1,0.03,0.075,0.01,,
btc-updown-15m-1776083400,1776083400,867.4,0.03,0.105,-0.08,,
btc-updown-15m-1776083400,1776083400,879.5,-0.03,0.085,,,
btc-updown-15m-1776083400,1776083400,889.5,-0.05,0.035,,,
btc-updown-15m-1776094200,1776094200,1.3,-0.035,0.44,-0.105,-0.245,-0.265
btc-updown-15m-1776094200,1776094200,11.7,0.03,0.445,-0.19,-0.23,-0.24
btc-updown-15m-1776094200,1776094200,21.7,-0.06,0.385,-0.14,-0.17,-0.19
btc-updown-15m-1776094200,1776094200,31.7,-0.08,0.305,-0.11,-0.1,-0.14
btc-updown-15m-1776094200,1776094200,41.7,-0.05,0.255,-0.04,-0.11,-0.08
btc-updown-15m-1776094200,1776094200,55.5,-0.03,0.225,0,-0.04,-0.07
btc-updown-15m-1776094200,1776094200,65.5,-0.03,0.195,0,0.01,-0.03
btc-updown-15m-1776094200,1776094200,77.1,0.03,0.225,-0.06,-0.01,-0.02
btc-updown-15m-1776094200,1776094200,94.6,-0.03,0.195,-0.01,-0.02,-0.05
btc-updown-15m-1776094200,1776094200,104.6,-0.03,0.165,0.03,0,-0.02
btc-updown-15m-1776094200,1776094200,115.7,0.03,0.195,-0.01,-0.04,-0.06
btc-updown-15m-1776094200,1776094200,127.3,0.03,0.205,-0.03,-0.04,-0.07
btc-updown-15m-1776094200,1776094200,145,-0.03,0.185,-0.03,-0.03,-0.06
btc-updown-15m-1776094200,1776094200,188.4,0.03,0.185,-0.05,-0.05,-0.01
btc-updown-15m-1776094200,1776094200,202.5,-0.03,0.165,-0.02,-0.04,-0.01
btc-updown-15m-1776094200,1776094200,303.5,0.03,0.165,-0.03,-0.05,-0.11
btc-updown-15m-1776094200,1776094200,322.2,-0.03,0.155,-0.02,-0.09,-0.1
btc-updown-15m-1776094200,1776094200,363.5,-0.03,0.105,-0.05,-0.05,-0.06
btc-updown-15m-1776094200,1776094200,373.5,-0.03,0.075,-0.02,-0.02,-0.04
btc-updown-15m-1776094200,1776094200,386.3,-0.03,0.055,0,0,0.01
btc-updown-15m-1776094200,1776094200,500.8,0.03,0.065,-0.01,-0.01,-0.02
btc-updown-15m-1776094200,1776094200,524.1,-0.03,0.055,0,0.01,0
btc-updown-15m-1776094200,1776094200,563,0.03,0.085,-0.02,-0.04,-0.03
