slug,epoch,t_sec,jump_size,mid_at_jump,drift_30s,drift_60s,drift_120s
btc-updown-15m-1771846200,1771846200,8.3,0.03,0.525,-0.12,-0.11,-0.13
btc-updown-15m-1771846200,1771846200,18.3,-0.14,0.385,0.02,-0.01,0
btc-updown-15m-1771846200,1771846200,28.3,0.05,0.435,-0.025,-0.05,-0.075
btc-updown-15m-1771846200,1771846200,39.5,-0.035,0.4,0.015,-0.045,0.085
btc-updown-15m-1771846200,1771846200,65.9,0.035,0.43,-0.075,-0.055,-0.105
btc-updown-15m-1771846200,1771846200,75.9,-0.075,0.355,0.04,0.03,-0.05
btc-updown-15m-1771846200,1771846200,86,0.03,0.385,-0.05,-0.06,-0.11
btc-updown-15m-1771846200,1771846200,96.1,-0.03,0.355,0.02,0.08,-0.105
btc-updown-15m-1771846200,1771846200,111.1,-0.04,0.345,0.035,0.08,-0.12
btc-updown-15m-1771846200,1771846200,125.6,0.035,0.37,0.045,-0.045,-0.195
btc-updown-15m-1771846200,1771846200,141.9,-0.03,0.365,0.07,-0.065,-0.2
btc-updown-15m-1771846200,1771846200,151.9,0.05,0.415,-0.08,-0.15,-0.26
btc-updown-15m-1771846200,1771846200,161.9,0.1,0.515,-0.21,-0.26,-0.21
btc-updown-15m-1771846200,1771846200,171.9,-0.08,0.435,-0.135,-0.22,-0.14
btc-updown-15m-1771846200,1771846200,181.9,-0.1,0.335,-0.07,-0.16,-0.02
btc-updown-15m-1771846200,1771846200,192,-0.03,0.305,-0.05,-0.135,0.08
btc-updown-15m-1771846200,1771846200,211.5,-0.04,0.265,-0.09,-0.11,0.105
btc-updown-15m-1771846200,1771846200,224.4,-0.03,0.245,-0.08,0.06,0.06
btc-updown-15m-1771846200,1771846200,234.4,-0.07,0.175,-0.01,0.12,0.12
btc-updown-15m-1771846200,1771846200,255.8,-0.03,0.145,0.16,0.22,0.13
btc-updown-15m-1771846200,1771846200,277.3,0.03,0.185,0.16,0.12,-0.05
btc-updown-15m-1771846200,1771846200,287.3,0.11,0.295,0.07,0.01,-0.175
btc-updown-15m-1771846200,1771846200,302.1,0.03,0.325,0.045,-0.01,-0.215
btc-updown-15m-1771846200,1771846200,312.1,0.06,0.385,-0.08,-0.09,-0.275
btc-updown-15m-1771846200,1771846200,322.4,-0.03,0.365,-0.06,-0.15,-0.305
