slug,snapshots_checked,mismatches,stale_explained,n_events
btc-updown-15m-1765575000,6,0,0,1470
btc-updown-15m-1765575900,14,2,2,3633
btc-updown-15m-1765576800,4,0,0,1231
btc-updown-15m-1765577700,34,6,4,8270
btc-updown-15m-1765580400,0,0,0,295
btc-updown-15m-1765581300,0,0,0,228
btc-updown-15m-1765582200,0,0,0,142
btc-updown-15m-1765583100,0,0,0,92
btc-updown-15m-1765584000,6,0,0,1546
btc-updown-15m-1765584900,12,0,0,2973
btc-updown-15m-1765585800,20,2,2,5183
btc-updown-15m-1765586700,18,0,0,4648
btc-updown-15m-1765587600,26,0,0,6037
btc-updown-15m-1765588500,24,2,0,5770
btc-updown-15m-1765589400,2,0,0,632
btc-updown-15m-1765591200,12,0,0,2944
btc-updown-15m-1765592100,16,2,0,4238
btc-updown-15m-1765593000,12,0,0,3012
btc-updown-15m-1765593900,4,0,0,1168
btc-updown-15m-1765594800,4,0,0,1091
btc-updown-15m-1765595700,2,0,0,798
btc-updown-15m-1765596600,2,0,0,812
btc-updown-15m-1765597500,4,0,0,1244
btc-updown-15m-1765598400,4,0,0,1170
btc-updown-15m-1765599300,6,0,0,1729
btc-updown-15m-1765600200,4,0,0,1104
btc-updown-15m-1765602000,36,2,2,8955
btc-updown-15m-1765602900,18,4,4,4721
btc-updown-15m-1765603800,0,0,0,462
btc-updown-15m-1765604700,2,0,0,761
btc-updown-15m-1765605600,6,0,0,1698
btc-updown-15m-1765606500,6,0,0,1575
btc-updown-15m-1765607400,2,0,0,690
btc-updown-15m-1765608300,14,0,0,3652
btc-updown-15m-1765609200,28,2,0,6957
btc-updown-15m-1765610100,8,2,0,2273
btc-updown-15m-1765611900,22,2,2,5534
btc-updown-15m-1765612800,38,4,2,9187
btc-updown-15m-1765616400,8,0,0,1883
btc-updown-15m-1765617300,2,0,0,870
btc-updown-15m-1765618200,12,0,0,2745
btc-updown-15m-1765619100,8,0,0,2244
btc-updown-15m-1765620000,10,0,0,2746
btc-updown-15m-1765620900,8,2,2,2274
btc-updown-15m-1765621800,2,0,0,767
btc-updown-15m-1765622700,20,2,0,4889
btc-updown-15m-1765623600,4,0,0,1187
btc-updown-15m-1765625400,4,0,0,1230
btc-updown-15m-1765626300,28,4,4,7046
btc-updown-15m-1765627200,0,0,0,398
btc-updown-15m-1765628100,2,0,0,574
btc-updown-15m-1765629000,46,8,4,11169
btc-updown-15m-1765629900,4,0,0,1009
btc-updown-15m-1765630800,34,2,2,8297
btc-updown-15m-1765631700,6,0,0,1468
btc-updown-15m-1765632600,32,2,2,7604
btc-updown-15m-1765633500,22,0,0,5624
btc-updown-15m-1765634400,30,0,0,7396
btc-updown-15m-1765636200,2,0,0,814
btc-updown-15m-1765637100,4,0,0,1072
btc-updown-15m-1765638000,8,0,0,1871
btc-updown-15m-1765638900,46,2,0,11350
btc-updown-15m-1765639800,22,4,2,5348
btc-updown-15m-1765640700,32,4,0,7621
btc-updown-15m-1765641600,4,0,0,1001
btc-updown-15m-1765642500,4,0,0,1188
btc-updown-15m-1765643400,28,2,0,7129
btc-updown-15m-1765644300,8,2,2,2394
btc-updown-15m-1765646100,6,0,0,1562
btc-updown-15m-1765647000,8,0,0,2023
btc-updown-15m-1765647900,6,0,0,1593
btc-updown-15m-1765648800,4,0,0,1396
btc-updown-15m-1765649700,32,0,0,7769
btc-updown-15m-1765650600,24,0,0,5677
btc-updown-15m-1765651500,6,0,0,1561
btc-updown-15m-1765652400,6,0,0,1494
btc-updown-15m-1765654200,0,0,0,206
btc-updown-15m-1765655100,8,0,0,1967
btc-updown-15m-1765656000,22,2,2,5497
btc-updown-15m-1765657800,36,4,4,8563
btc-updown-15m-1765658700,2,0,0,818
btc-updown-15m-1765659600,4,0,0,1001
btc-updown-15m-1765660500,8,0,0,2025
btc-updown-15m-1765661400,8,0,0,2105
btc-updown-15m-1765662300,2,0,0,857
btc-updown-15m-1765663200,10,0,0,2645
btc-updown-15m-1765664100,8,0,0,2023
btc-updown-15m-1765665000,0,0,0,211
btc-updown-15m-1765665900,0,0,0,242
btc-updown-15m-1765666800,0,0,0,84
btc-updown-15m-1765669500,0,0,0,3
btc-updown-15m-1765670400,60,6,4,14780
btc-updown-15m-1765671300,26,2,2,6421
btc-updown-15m-1765672200,4,0,0,1308
btc-updown-15m-1765673100,4,0,0,1392
btc-updown-15m-1765674000,12,0,0,3163
btc-updown-15m-1765674900,2,0,0,772
btc-updown-15m-1765675800,4,0,0,1266
btc-updown-15m-1765676700,6,0,0,1497
btc-updown-15m-1765677600,4,0,0,1280
btc-updown-15m-1765678500,26,0,0,6532
btc-updown-15m-1765680300,14,0,0,3646
btc-updown-15m-1765681200,26,0,0,6299
btc-updown-15m-1765682100,18,2,0,4235
btc-updown-15m-1765683000,42,6,6,9839
btc-updown-15m-1765683900,28,2,0,6709
btc-updown-15m-1765684800,12,4,4,3030
btc-updown-15m-1765685700,26,2,2,6414
btc-updown-15m-1765686600,2,0,0,806
btc-updown-15m-1765687500,10,0,0,2440
btc-updown-15m-1765688400,2,0,0,728
btc-updown-15m-1765690200,4,0,0,1277
btc-updown-15m-1765691100,4,0,0,1085
btc-updown-15m-1765692000,38,2,0,9399
btc-updown-15m-1765692900,4,0,0,1254
btc-updown-15m-1765693800,4,0,0,1165
btc-updown-15m-1765694700,10,0,0,2578
btc-updown-15m-1765695600,96,14,12,23605
btc-updown-15m-1765696500,8,0,0,2114
btc-updown-15m-1765697400,26,0,0,6537
btc-updown-15m-1765698300,2,0,0,580
btc-updown-15m-1765699200,18,0,0,4292
btc-updown-15m-1765701000,32,2,2,7904
btc-updown-15m-1765701900,2,0,0,715
btc-updown-15m-1765702800,46,0,0,10950
btc-updown-15m-1765703700,40,4,2,9612
btc-updown-15m-1765705500,30,0,0,7535
btc-updown-15m-1765706400,4,0,0,1289
btc-updown-15m-1765707300,2,0,0,918
btc-updown-15m-1765708200,8,0,0,2017
btc-updown-15m-1765709100,4,0,0,1045
btc-updown-15m-1765710000,6,0,0,1550
btc-updown-15m-1765710900,6,0,0,1446
btc-updown-15m-1765712700,2,0,0,778
btc-updown-15m-1765713600,74,4,2,17964
btc-updown-15m-1765714500,18,0,0,4298
btc-updown-15m-1765715400,4,0,0,1093
btc-updown-15m-1765716300,4,0,0,1282
btc-updown-15m-1765717200,6,0,0,1585
btc-updown-15m-1765718100,60,6,4,14551
btc-updown-15m-1765719000,64,6,4,15495
btc-updown-15m-1765719900,8,0,0,2096
btc-updown-15m-1765720800,14,2,0,3373
btc-updown-15m-1765721700,6,0,0,1654
btc-updown-15m-1765723500,8,0,0,2058
btc-updown-15m-1765724400,8,0,0,2041
btc-updown-15m-1765725300,40,0,0,9820
btc-updown-15m-1765726200,24,2,0,5616
btc-updown-15m-1765727100,26,2,2,6608
btc-updown-15m-1765728000,40,4,2,9572
btc-updown-15m-1765728900,2,0,0,793
btc-updown-15m-1765729800,2,0,0,924
btc-updown-15m-1765730700,72,8,6,17599
btc-updown-15m-1765731600,60,0,0,14655
btc-updown-15m-1765733400,64,4,2,15387
btc-updown-15m-1765734300,34,0,0,8642
btc-updown-15m-1765735200,6,0,0,1544
btc-updown-15m-1765736100,4,0,0,1099
btc-updown-15m-1765737000,6,0,0,1753
btc-updown-15m-1765737900,4,0,0,1392
btc-updown-15m-1765738800,4,0,0,1131
btc-updown-15m-1765739700,26,0,0,6386
btc-updown-15m-1765740600,10,0,0,2527
btc-updown-15m-1765746900,10,2,0,2860
btc-updown-15m-1765747800,18,0,0,4517
btc-updown-15m-1765749600,22,0,0,5473
btc-updown-15m-1765750500,6,0,0,1491
btc-updown-15m-1765751400,4,0,0,1422
btc-updown-15m-1765755000,0,0,0,247
btc-updown-15m-1765755900,0,0,0,362
btc-updown-15m-1765756800,74,2,0,18341
btc-updown-15m-1765757700,2,0,0,848
btc-updown-15m-1765758600,4,0,0,1172
btc-updown-15m-1765759500,2,0,0,576
btc-updown-15m-1765760400,2,0,0,778
btc-updown-15m-1765761300,18,0,0,4426
btc-updown-15m-1765763100,6,0,0,1494
btc-updown-15m-1765764000,2,0,0,900
btc-updown-15m-1765764900,14,0,0,3674
btc-updown-15m-1765765800,4,0,0,1138
btc-updown-15m-1765766700,4,0,0,1005
btc-updown-15m-1765767600,18,0,0,4421
btc-updown-15m-1765768500,60,2,0,14511
btc-updown-15m-1765769400,4,0,0,1059
btc-updown-15m-1765770300,54,4,0,13145
btc-updown-15m-1765771200,2,0,0,698
btc-updown-15m-1765773000,2,0,0,863
btc-updown-15m-1765773900,68,6,0,16406
btc-updown-15m-1765774800,54,4,4,12867
btc-updown-15m-1765775700,4,0,0,963
btc-updown-15m-1765776600,4,0,0,1345
btc-updown-15m-1765777500,8,2,2,1959
btc-updown-15m-1765778400,4,0,0,1345
btc-updown-15m-1765779300,6,0,0,1490
btc-updown-15m-1765780200,22,2,0,5370
btc-updown-15m-1765781100,4,0,0,1143
btc-updown-15m-1765782000,4,0,0,1204
btc-updown-15m-1765783800,54,0,0,12859
btc-updown-15m-1765784700,4,0,0,1091
btc-updown-15m-1765785600,18,0,0,4293
btc-updown-15m-1765786500,2,0,0,895
btc-updown-15m-1765787400,48,6,4,12026
btc-updown-15m-1765788300,6,0,0,1560
btc-updown-15m-1765789200,22,0,0,5637
btc-updown-15m-1765790100,34,0,0,8169
btc-updown-15m-1765791000,26,0,0,6299
btc-updown-15m-1765791900,58,2,0,14050
btc-updown-15m-1765792800,26,0,0,6233
btc-updown-15m-1765794600,20,0,0,4934
btc-updown-15m-1765795500,20,0,0,4988
btc-updown-15m-1765796400,26,0,0,6376
btc-updown-15m-1765797300,46,0,0,11296
btc-updown-15m-1765798200,4,0,0,1260
btc-updown-15m-1765799100,10,0,0,2458
btc-updown-15m-1765800000,4,0,0,1185
btc-updown-15m-1765800900,4,0,0,1330
btc-updown-15m-1765801800,4,0,0,1335
btc-updown-15m-1765802700,10,0,0,2700
btc-updown-15m-1765803600,4,0,0,1355
btc-updown-15m-1765805400,60,2,2,14402
btc-updown-15m-1765806300,46,2,2,11053
btc-updown-15m-1765807200,6,0,0,1562
btc-updown-15m-1765808100,4,0,0,1383
btc-updown-15m-1765809000,104,2,0,25008
btc-updown-15m-1765809900,6,0,0,1815
btc-updown-15m-1765810800,10,0,0,2507
btc-updown-15m-1765811700,8,0,0,2029
btc-updown-15m-1765812600,78,0,0,19171
btc-updown-15m-1765813500,14,0,0,3683
btc-updown-15m-1765815300,86,2,2,20838
btc-updown-15m-1765816200,4,0,0,1482
btc-updown-15m-1765817100,86,0,0,21147
btc-updown-15m-1765818000,28,2,2,6868
btc-updown-15m-1765818900,82,6,2,19686
btc-updown-15m-1765819800,8,0,0,2255
btc-updown-15m-1765820700,44,2,2,10733
btc-updown-15m-1765821600,62,4,0,15059
btc-updown-15m-1765822500,4,0,0,1422
btc-updown-15m-1765823400,34,0,0,8467
btc-updown-15m-1765824300,4,0,0,1476
btc-updown-15m-1765826100,8,0,0,2321
btc-updown-15m-1765827000,40,0,0,9791
btc-updown-15m-1765827900,86,2,2,20728
btc-updown-15m-1765828800,4,0,0,1352
btc-updown-15m-1765829700,84,6,4,20375
btc-updown-15m-1765830600,4,0,0,1110
btc-updown-15m-1765831500,70,0,0,17095
btc-updown-15m-1765832400,10,0,0,2410
btc-updown-15m-1765833300,4,0,0,1465
btc-updown-15m-1765834200,66,6,0,15649
btc-updown-15m-1765835100,2,0,0,819
btc-updown-15m-1765836900,32,2,2,8113
btc-updown-15m-1765837800,48,0,0,11679
btc-updown-15m-1765838700,0,0,0,189
btc-updown-15m-1765839600,0,0,0,92
btc-updown-15m-1765840500,0,0,0,217
btc-updown-15m-1765841400,0,0,0,262
btc-updown-15m-1765842300,0,0,0,258
btc-updown-15m-1765843200,6,0,0,1742
btc-updown-15m-1765844100,34,0,0,8146
btc-updown-15m-1765845000,2,0,0,736
btc-updown-15m-1765845900,2,0,0,795
btc-updown-15m-1765847700,2,0,0,790
btc-updown-15m-1765848600,40,2,0,9802
btc-updown-15m-1765849500,14,0,0,3784
btc-updown-15m-1765850400,6,0,0,1795
btc-updown-15m-1765851300,4,0,0,1124
btc-updown-15m-1765852200,20,2,2,4935
btc-updown-15m-1765853100,6,0,0,1945
btc-updown-15m-1765854000,4,0,0,1261
btc-updown-15m-1765854900,10,0,0,2712
btc-updown-15m-1765855800,30,2,2,7610
btc-updown-15m-1765857600,20,0,0,4949
btc-updown-15m-1765858500,4,0,0,1278
btc-updown-15m-1765859400,66,6,2,15785
btc-updown-15m-1765860300,4,0,0,1382
btc-updown-15m-1765861200,38,4,2,9333
btc-updown-15m-1765862100,4,0,0,1415
btc-updown-15m-1765863000,8,0,0,1960
btc-updown-15m-1765863900,24,0,0,5749
btc-updown-15m-1765864800,4,0,0,1154
btc-updown-15m-1765865700,6,0,0,1675
btc-updown-15m-1765866600,52,4,2,12687
btc-updown-15m-1765868400,38,4,4,8735
btc-updown-15m-1765869300,4,0,0,1376
btc-updown-15m-1765870200,4,0,0,1245
btc-updown-15m-1765871100,6,0,0,1480
btc-updown-15m-1765872000,4,0,0,1183
btc-updown-15m-1765872900,26,4,2,6269
btc-updown-15m-1765873800,58,8,4,14100
btc-updown-15m-1765874700,60,8,4,14538
btc-updown-15m-1765875600,8,0,0,1892
btc-updown-15m-1765876500,4,0,0,1338
btc-updown-15m-1765877400,8,0,0,2070
btc-updown-15m-1765879200,16,2,0,3941
btc-updown-15m-1765880100,48,2,2,11495
btc-updown-15m-1765881000,8,0,0,2030
btc-updown-15m-1765881900,48,2,2,11651
btc-updown-15m-1765882800,52,4,4,12483
btc-updown-15m-1765883700,18,2,2,4309
btc-updown-15m-1765884600,58,2,2,14010
btc-updown-15m-1765885500,6,0,0,1456
btc-updown-15m-1765886400,80,0,0,19336
btc-updown-15m-1765887300,8,0,0,2077
btc-updown-15m-1765889100,58,0,0,13992
btc-updown-15m-1765890000,90,2,2,21464
btc-updown-15m-1765890900,54,4,0,12521
btc-updown-15m-1765891800,24,0,0,5475
btc-updown-15m-1765892700,34,2,2,7896
btc-updown-15m-1765893600,16,0,0,4138
btc-updown-15m-1765894500,64,0,0,15356
btc-updown-15m-1765895400,38,2,2,9505
btc-updown-15m-1765896300,76,2,0,18244
btc-updown-15m-1765897200,102,8,4,24918
btc-updown-15m-1765898100,110,4,2,26941
btc-updown-15m-1765899900,8,0,0,2034
btc-updown-15m-1765900800,10,0,0,2721
btc-updown-15m-1765901700,48,4,2,11635
btc-updown-15m-1765902600,14,0,0,3665
btc-updown-15m-1765903500,40,0,0,9534
btc-updown-15m-1765904400,30,2,2,7629
btc-updown-15m-1765905300,8,0,0,2332
btc-updown-15m-1765906200,32,2,2,7816
btc-updown-15m-1765907100,76,6,6,18250
btc-updown-15m-1765908000,8,0,0,2281
btc-updown-15m-1765908900,40,4,4,9653
btc-updown-15m-1765910700,8,0,0,1986
btc-updown-15m-1765911600,2,0,0,892
btc-updown-15m-1765912500,70,4,4,17128
btc-updown-15m-1765913400,16,0,0,3972
btc-updown-15m-1765914300,58,4,2,14116
btc-updown-15m-1765915200,38,0,0,9278
btc-updown-15m-1765916100,38,2,2,9121
btc-updown-15m-1765917000,6,0,0,1504
btc-updown-15m-1765917900,28,2,2,6966
btc-updown-15m-1765918800,22,0,0,5686
btc-updown-15m-1765919700,34,0,0,8363
btc-updown-15m-1765921500,10,0,0,2541
btc-updown-15m-1765922400,0,0,0,401
btc-updown-15m-1765923300,4,0,0,1247
btc-updown-15m-1765924200,76,4,0,17901
btc-updown-15m-1765925100,0,0,0,378
btc-updown-15m-1765926000,0,0,0,462
btc-updown-15m-1765926900,0,0,0,358
btc-updown-15m-1765927800,0,0,0,43
btc-updown-15m-1765928700,0,0,0,113
btc-updown-15m-1765929600,4,0,0,1285
btc-updown-15m-1765931400,36,0,0,8944
btc-updown-15m-1765934100,4,0,0,1227
btc-updown-15m-1765935000,4,0,0,1114
btc-updown-15m-1765935900,24,0,0,5768
btc-updown-15m-1765936800,2,0,0,809
btc-updown-15m-1765937700,32,0,0,7612
btc-updown-15m-1765938600,28,0,0,6924
btc-updown-15m-1765939500,10,0,0,2339
btc-updown-15m-1765940400,70,4,2,16883
btc-updown-15m-1765941300,28,0,0,6901
btc-updown-15m-1765942200,34,2,0,8374
btc-updown-15m-1765944000,4,0,0,1158
btc-updown-15m-1765944900,6,0,0,1643
btc-updown-15m-1765945800,10,0,0,2427
btc-updown-15m-1765946700,10,0,0,2776
btc-updown-15m-1765947600,32,0,0,7775
btc-updown-15m-1765948500,4,0,0,1228
btc-updown-15m-1765949400,56,4,4,13600
btc-updown-15m-1765950300,4,0,0,1395
btc-updown-15m-1765951200,6,0,0,1958
btc-updown-15m-1765952100,70,2,2,16900
btc-updown-15m-1765953000,18,0,0,4383
btc-updown-15m-1765954800,30,2,0,7292
btc-updown-15m-1765955700,16,2,2,3755
btc-updown-15m-1765956600,8,0,0,1953
btc-updown-15m-1765957500,50,0,0,12110
btc-updown-15m-1765958400,0,0,0,47
btc-updown-15m-1765959300,0,0,0,282
btc-updown-15m-1765960200,36,2,2,8947
btc-updown-15m-1765961100,10,0,0,2613
btc-updown-15m-1765962000,16,0,0,4233
btc-updown-15m-1765962900,6,0,0,1603
btc-updown-15m-1765964700,34,0,0,8401
btc-updown-15m-1765965600,8,0,0,2216
btc-updown-15m-1765966500,50,4,2,11928
btc-updown-15m-1765967400,6,0,0,1497
btc-updown-15m-1765968300,6,0,0,1777
btc-updown-15m-1765969200,6,0,0,1846
btc-updown-15m-1765970100,28,0,0,6882
btc-updown-15m-1765971000,4,0,0,1206
btc-updown-15m-1765971900,22,2,2,5522
btc-updown-15m-1765972800,6,0,0,1525
btc-updown-15m-1765973700,24,2,2,5501
btc-updown-15m-1765975500,4,0,0,948
btc-updown-15m-1765976400,54,0,0,12926
btc-updown-15m-1765977300,14,0,0,3432
btc-updown-15m-1765978200,8,0,0,2015
btc-updown-15m-1765979100,10,0,0,2786
btc-updown-15m-1765980000,90,4,0,21690
btc-updown-15m-1765980900,30,0,0,7656
btc-updown-15m-1765981800,8,0,0,2044
btc-updown-15m-1765982700,4,0,0,1467
btc-updown-15m-1765983600,14,0,0,3383
btc-updown-15m-1765984500,6,0,0,1501
btc-updown-15m-1765986300,4,0,0,1438
btc-updown-15m-1765987200,72,6,0,17327
btc-updown-15m-1765988100,2,0,0,965
btc-updown-15m-1765989000,40,2,0,9687
btc-updown-15m-1765989900,4,0,0,1006
btc-updown-15m-1765990800,8,0,0,2347
btc-updown-15m-1765991700,2,0,0,690
btc-updown-15m-1765992600,2,0,0,783
btc-updown-15m-1765993500,38,4,2,9498
btc-updown-15m-1765994400,18,2,2,4404
btc-updown-15m-1765995300,32,4,2,7897
btc-updown-15m-1765997100,24,2,0,5951
btc-updown-15m-1765998000,2,0,0,833
btc-updown-15m-1765998900,2,0,0,867
btc-updown-15m-1765999800,34,2,2,8266
btc-updown-15m-1766000700,2,0,0,594
btc-updown-15m-1766001600,0,0,0,417
btc-updown-15m-1766002500,2,0,0,622
btc-updown-15m-1766003400,36,2,2,9128
btc-updown-15m-1766004300,2,0,0,901
btc-updown-15m-1766005200,6,0,0,1546
btc-updown-15m-1766007000,32,0,0,8053
btc-updown-15m-1766007900,10,0,0,2584
btc-updown-15m-1766008800,12,2,2,3102
btc-updown-15m-1766009700,2,0,0,828
btc-updown-15m-1766010600,8,0,0,2207
btc-updown-15m-1766011500,2,0,0,547
btc-updown-15m-1766012400,2,0,0,561
btc-updown-15m-1766013300,28,2,2,6846
btc-updown-15m-1766014200,4,0,0,1237
btc-updown-15m-1766015100,8,0,0,1965
btc-updown-15m-1766016000,12,2,0,2980
btc-updown-15m-1766017800,6,0,0,1741
btc-updown-15m-1766018700,2,0,0,691
btc-updown-15m-1766019600,0,0,0,304
btc-updown-15m-1766020500,8,0,0,2042
btc-updown-15m-1766021400,2,0,0,642
btc-updown-15m-1766022300,42,2,2,10515
btc-updown-15m-1766023200,2,0,0,753
btc-updown-15m-1766024100,32,4,2,7796
btc-updown-15m-1766025000,4,0,0,1064
btc-updown-15m-1766025900,34,4,2,8583
btc-updown-15m-1766026800,12,0,0,2999
btc-updown-15m-1766028600,2,0,0,792
btc-updown-15m-1766029500,4,0,0,1300
btc-updown-15m-1766030400,2,0,0,500
btc-updown-15m-1766031300,6,0,0,1490
btc-updown-15m-1766032200,36,2,2,8810
btc-updown-15m-1766033100,2,0,0,660
btc-updown-15m-1766034000,4,0,0,892
btc-updown-15m-1766034900,6,0,0,1753
btc-updown-15m-1766035800,2,0,0,613
btc-updown-15m-1766036700,2,0,0,743
btc-updown-15m-1766037600,2,0,0,635
btc-updown-15m-1766039400,30,0,0,7252
btc-updown-15m-1766040300,2,0,0,921
btc-updown-15m-1766041200,2,0,0,902
btc-updown-15m-1766042100,34,2,2,8120
btc-updown-15m-1766043000,4,0,0,1180
btc-updown-15m-1766043900,16,0,0,4203
btc-updown-15m-1766044800,4,0,0,1072
btc-updown-15m-1766045700,4,0,0,1207
btc-updown-15m-1766046600,2,0,0,924
btc-updown-15m-1766047500,16,0,0,3859
btc-updown-15m-1766049300,2,0,0,876
btc-updown-15m-1766050200,2,0,0,720
btc-updown-15m-1766051100,12,0,0,2914
btc-updown-15m-1766052000,22,2,2,5561
btc-updown-15m-1766052900,26,2,2,6359
btc-updown-15m-1766053800,8,2,0,2145
btc-updown-15m-1766054700,30,0,0,7725
btc-updown-15m-1766055600,0,0,0,490
btc-updown-15m-1766056500,38,2,0,9382
btc-updown-15m-1766057400,28,2,2,6887
btc-updown-15m-1766058300,2,0,0,613
btc-updown-15m-1766060100,60,8,8,14570
btc-updown-15m-1766061000,2,0,0,777
btc-updown-15m-1766061900,2,0,0,895
btc-updown-15m-1766062800,2,0,0,736
btc-updown-15m-1766063700,0,0,0,459
btc-updown-15m-1766064600,2,0,0,568
btc-updown-15m-1766065500,86,2,0,21151
btc-updown-15m-1766066400,10,0,0,2745
btc-updown-15m-1766067300,4,0,0,1045
btc-updown-15m-1766068200,4,0,0,1336
btc-updown-15m-1766069100,2,0,0,519
btc-updown-15m-1766070900,4,0,0,1134
btc-updown-15m-1766071800,2,0,0,807
btc-updown-15m-1766072700,2,0,0,944
btc-updown-15m-1766073600,50,2,2,12176
btc-updown-15m-1766074500,18,0,0,4345
btc-updown-15m-1766075400,4,0,0,1339
btc-updown-15m-1766076300,2,0,0,810
btc-updown-15m-1766077200,2,0,0,931
btc-updown-15m-1766078100,10,0,0,2604
btc-updown-15m-1766079000,2,0,0,755
btc-updown-15m-1766080800,12,0,0,3183
btc-updown-15m-1766081700,2,0,0,878
btc-updown-15m-1766084400,2,0,0,707
btc-updown-15m-1766085300,106,8,6,25806
btc-updown-15m-1766086200,4,0,0,1170
btc-updown-15m-1766087100,50,2,2,12223
btc-updown-15m-1766088000,6,0,0,1819
btc-updown-15m-1766088900,26,2,2,6342
btc-updown-15m-1766089800,66,2,2,15826
btc-updown-15m-1766090700,8,0,0,2107
btc-updown-15m-1766091600,4,0,0,1314
btc-updown-15m-1766093400,10,0,0,2428
btc-updown-15m-1766094300,6,0,0,1680
btc-updown-15m-1766095200,8,0,0,2279
btc-updown-15m-1766096100,46,0,0,11071
btc-updown-15m-1766097000,0,0,0,445
btc-updown-15m-1766097900,0,0,0,43
btc-updown-15m-1766098800,0,0,0,422
btc-updown-15m-1766099700,0,0,0,182
btc-updown-15m-1766100600,0,0,0,313
btc-updown-15m-1766101500,0,0,0,313
btc-updown-15m-1766102400,68,6,0,16210
btc-updown-15m-1766104200,6,0,0,1689
btc-updown-15m-1766105100,2,0,0,755
btc-updown-15m-1766106000,4,0,0,1022
btc-updown-15m-1766106900,20,0,0,5044
btc-updown-15m-1766107800,4,0,0,1354
btc-updown-15m-1766108700,62,6,4,15290
btc-updown-15m-1766109600,36,0,0,8919
btc-updown-15m-1766110500,4,0,0,1146
btc-updown-15m-1766111400,56,4,2,13083
btc-updown-15m-1766112300,12,0,0,2988
btc-updown-15m-1766113200,2,0,0,781
btc-updown-15m-1766115000,52,2,0,12418
btc-updown-15m-1766115900,12,0,0,2831
btc-updown-15m-1766116800,8,0,0,1730
btc-updown-15m-1766117700,8,0,0,2007
btc-updown-15m-1766118600,36,2,2,8767
btc-updown-15m-1766119500,6,0,0,1785
btc-updown-15m-1766120400,6,0,0,1587
btc-updown-15m-1766121300,4,0,0,1154
btc-updown-15m-1766122200,4,0,0,1318
btc-updown-15m-1766123100,8,0,0,1986
btc-updown-15m-1766124900,30,2,0,7220
btc-updown-15m-1766125800,28,0,0,7089
btc-updown-15m-1766126700,6,0,0,1518
btc-updown-15m-1766127600,6,2,2,1693
btc-updown-15m-1766128500,4,0,0,1320
btc-updown-15m-1766129400,6,0,0,1745
btc-updown-15m-1766130300,6,0,0,1846
btc-updown-15m-1766131200,96,14,12,23075
btc-updown-15m-1766132100,14,0,0,3711
btc-updown-15m-1766133000,8,0,0,1928
btc-updown-15m-1766133900,4,0,0,1105
btc-updown-15m-1766135700,10,0,0,2657
btc-updown-15m-1766136600,68,4,4,16553
btc-updown-15m-1766137500,22,2,2,5318
btc-updown-15m-1766138400,30,0,0,7508
btc-updown-15m-1766139300,4,0,0,1086
btc-updown-15m-1766140200,6,0,0,1770
btc-updown-15m-1766141100,4,0,0,1453
btc-updown-15m-1766142000,46,0,0,11097
btc-updown-15m-1766142900,52,0,0,12867
btc-updown-15m-1766143800,64,2,0,15269
btc-updown-15m-1766144700,8,0,0,1964
btc-updown-15m-1766146500,4,0,0,1049
btc-updown-15m-1766147400,60,4,4,14167
btc-updown-15m-1766148300,20,0,0,4711
btc-updown-15m-1766149200,10,0,0,2599
btc-updown-15m-1766150100,62,4,2,14834
btc-updown-15m-1766151000,56,0,0,13384
btc-updown-15m-1766151900,6,0,0,1720
btc-updown-15m-1766152800,4,0,0,1255
btc-updown-15m-1766153700,30,0,0,7495
btc-updown-15m-1766154600,66,0,0,15965
btc-updown-15m-1766155500,6,0,0,1826
btc-updown-15m-1766157300,4,0,0,1158
btc-updown-15m-1766158200,38,6,6,8963
btc-updown-15m-1766159100,64,0,0,15536
btc-updown-15m-1766160000,4,0,0,1083
btc-updown-15m-1766160900,68,0,0,16021
btc-updown-15m-1766161800,24,0,0,5815
btc-updown-15m-1766162700,0,0,0,399
btc-updown-15m-1766163600,2,0,0,535
btc-updown-15m-1766164500,20,0,0,4904
btc-updown-15m-1766165400,4,0,0,1035
btc-updown-15m-1766167200,6,0,0,1686
btc-updown-15m-1766168100,10,0,0,2575
btc-updown-15m-1766169000,2,0,0,716
btc-updown-15m-1766169900,6,0,0,1604
btc-updown-15m-1766170800,8,0,0,1956
btc-updown-15m-1766171700,4,0,0,1095
btc-updown-15m-1766172600,4,0,0,1386
btc-updown-15m-1766173500,8,0,0,2121
btc-updown-15m-1766174400,34,2,2,8543
btc-updown-15m-1766175300,4,0,0,997
btc-updown-15m-1766176200,64,2,0,15417
btc-updown-15m-1766178000,12,0,0,3235
btc-updown-15m-1766178900,12,0,0,3208
btc-updown-15m-1766179800,28,2,2,6838
btc-updown-15m-1766180700,14,0,0,3581
btc-updown-15m-1766181600,4,0,0,1103
btc-updown-15m-1766182500,8,0,0,2287
btc-updown-15m-1766183400,4,0,0,1319
btc-updown-15m-1766184300,0,0,0,235
btc-updown-15m-1766185200,0,0,0,114
btc-updown-15m-1766186100,0,0,0,118
btc-updown-15m-1766187000,0,0,0,3
btc-updown-15m-1766188800,74,10,4,17733
btc-updown-15m-1766189700,14,2,0,3607
btc-updown-15m-1766190600,4,0,0,1232
btc-updown-15m-1766191500,14,2,2,3465
btc-updown-15m-1766192400,4,0,0,1225
btc-updown-15m-1766193300,4,0,0,1426
btc-updown-15m-1766194200,4,0,0,1272
