slug,epoch,t_sec,up_best_bid,up_best_ask,up_mid,spread,top3_bid_depth,top3_ask_depth,down_best_bid,down_best_ask,last_event_age_ms
btc-updown-15m-1772860500,1772860500,0,0.52,0.53,0.525,0.01,612.65,678.84,0.47,0.48,33
btc-updown-15m-1772860500,1772860500,15,0.5,0.51,0.505,0.01,1972.91,1163.18,0.49,0.5,7
btc-updown-15m-1772860500,1772860500,30,0.54,0.55,0.545,0.01,1467.37,2141.96,0.45,0.46,187
btc-updown-15m-1772860500,1772860500,45,0.67,0.68,0.675,0.01,1349.39,1066.02,0.32,0.33,1
btc-updown-15m-1772860500,1772860500,60,0.57,0.58,0.575,0.01,735.75,1064.58,0.42,0.43,3
btc-updown-15m-1772860500,1772860500,75,0.55,0.56,0.555,0.01,1396.92,1920.17,0.44,0.45,47
btc-updown-15m-1772860500,1772860500,90,0.53,0.54,0.535,0.01,208.26,1471.59,0.46,0.47,0
btc-updown-15m-1772860500,1772860500,105,0.53,0.54,0.535,0.01,1622.46,1755.3,0.46,0.47,56
btc-updown-15m-1772860500,1772860500,120,0.27,0.28,0.275,0.01,466.38,1007.92,0.72,0.73,8
btc-updown-15m-1772860500,1772860500,135,0.26,0.27,0.265,0.01,819.05,545.85,0.73,0.74,5
btc-updown-15m-1772860500,1772860500,150,0.19,0.21,0.2,0.02,1164.4,201.12,0.79,0.81,18
btc-updown-15m-1772860500,1772860500,165,0.24,0.26,0.25,0.02,1259.01,846.48,0.74,0.76,0
btc-updown-15m-1772860500,1772860500,180,0.26,0.27,0.265,0.01,739.33,640.11,0.73,0.74,2
btc-updown-15m-1772860500,1772860500,195,0.3,0.31,0.305,0.01,1070.55,857.13,0.69,0.7,1
btc-updown-15m-1772860500,1772860500,210,0.31,0.32,0.315,0.01,981.36,432.9,0.68,0.69,0
btc-updown-15m-1772860500,1772860500,225,0.31,0.32,0.315,0.01,1101.12,604.72,0.68,0.69,4
btc-updown-15m-1772860500,1772860500,240,0.28,0.29,0.285,0.01,616.8,1089.9,0.71,0.72,20
btc-updown-15m-1772860500,1772860500,255,0.28,0.29,0.285,0.01,763.39,1039.47,0.71,0.72,1
btc-updown-15m-1772860500,1772860500,270,0.26,0.28,0.27,0.02,474.23,494.76,0.72,0.74,13
btc-updown-15m-1772860500,1772860500,285,0.26,0.27,0.265,0.01,494.36,1079,0.73,0.74,135
btc-updown-15m-1772860500,1772860500,300,0.23,0.24,0.235,0.01,728.12,968.21,0.76,0.77,4
btc-updown-15m-1772860500,1772860500,315,0.26,0.27,0.265,0.01,803.35,705.6,0.73,0.74,69
btc-updown-15m-1772860500,1772860500,330,0.21,0.22,0.215,0.01,2099.66,906.66,0.78,0.79,2
btc-updown-15m-1772860500,1772860500,345,0.27,0.28,0.275,0.01,922.34,643.22,0.72,0.73,3
btc-updown-15m-1772860500,1772860500,360,0.27,0.28,0.275,0.01,1055.19,1040.71,0.72,0.73,25
btc-updown-15m-1772860500,1772860500,375,0.3,0.31,0.305,0.01,881.65,488.96,0.69,0.7,0
btc-updown-15m-1772860500,1772860500,390,0.24,0.25,0.245,0.01,1295.14,799.49,0.75,0.76,3
btc-updown-15m-1772860500,1772860500,405,0.26,0.27,0.265,0.01,1100.62,1034.91,0.73,0.74,23
btc-updown-15m-1772860500,1772860500,420,0.26,0.27,0.265,0.01,910.86,1038.12,0.73,0.74,205
btc-updown-15m-1772860500,1772860500,435,0.29,0.31,0.3,0.02,1187.04,903.99,0.69,0.71,4
btc-updown-15m-1772860500,1772860500,450,0.3,0.31,0.305,0.01,1125.38,885.55,0.69,0.7,13
btc-updown-15m-1772860500,1772860500,465,0.3,0.31,0.305,0.01,1165.56,1112.86,0.69,0.7,4
btc-updown-15m-1772860500,1772860500,480,0.28,0.29,0.285,0.01,871.86,1007.04,0.71,0.72,3
btc-updown-15m-1772860500,1772860500,495,0.31,0.32,0.315,0.01,1747.04,660.25,0.68,0.69,96
btc-updown-15m-1772860500,1772860500,510,0.35,0.36,0.355,0.01,430.56,309.64,0.64,0.65,2
btc-updown-15m-1772860500,1772860500,525,0.3,0.31,0.305,0.01,1435.46,703.29,0.69,0.7,9
btc-updown-15m-1772860500,1772860500,540,0.3,0.31,0.305,0.01,969.54,934.63,0.69,0.7,4
btc-updown-15m-1772860500,1772860500,555,0.25,0.26,0.255,0.01,806.21,779.88,0.74,0.75,12
btc-updown-15m-1772860500,1772860500,570,0.29,0.3,0.295,0.01,326,263.01,0.7,0.71,1
btc-updown-15m-1772860500,1772860500,585,0.28,0.29,0.285,0.01,235.6,1138.46,0.71,0.72,7
btc-updown-15m-1772860500,1772860500,600,0.28,0.29,0.285,0.01,670.97,916.04,0.71,0.72,5
btc-updown-15m-1772860500,1772860500,615,0.24,0.25,0.245,0.01,803.74,881.68,0.75,0.76,9
btc-updown-15m-1772860500,1772860500,630,0.28,0.29,0.285,0.01,485.89,523.95,0.71,0.72,101
btc-updown-15m-1772860500,1772860500,645,0.3,0.31,0.305,0.01,1299.73,341.59,0.69,0.7,5
btc-updown-15m-1772860500,1772860500,660,0.46,0.47,0.465,0.01,25.92,1174.3,0.53,0.54,1
btc-updown-15m-1772860500,1772860500,675,0.25,0.26,0.255,0.01,805.16,354.02,0.74,0.75,0
btc-updown-15m-1772860500,1772860500,690,0.25,0.26,0.255,0.01,323.59,997.01,0.74,0.75,0
btc-updown-15m-1772860500,1772860500,705,0.2,0.21,0.205,0.01,1206.31,478.05,0.79,0.8,1
btc-updown-15m-1772860500,1772860500,720,0.18,0.19,0.185,0.01,1072.75,584.84,0.81,0.82,30
btc-updown-15m-1772860500,1772860500,735,0.28,0.29,0.285,0.01,629.24,495.37,0.71,0.72,3
btc-updown-15m-1772860500,1772860500,750,0.26,0.27,0.265,0.01,373.76,368.36,0.73,0.74,5
btc-updown-15m-1772860500,1772860500,765,0.28,0.29,0.285,0.01,523.03,507.23,0.71,0.72,7
btc-updown-15m-1772860500,1772860500,780,0.25,0.27,0.26,0.02,758.79,647.19,0.73,0.75,147
btc-updown-15m-1772860500,1772860500,795,0.38,0.39,0.385,0.01,376.73,811.8,0.61,0.62,0
btc-updown-15m-1772860500,1772860500,810,0.48,0.49,0.485,0.01,615.65,436.64,0.51,0.52,65
btc-updown-15m-1772860500,1772860500,825,0.44,0.45,0.445,0.01,201.26,251.72,0.55,0.56,0
btc-updown-15m-1772860500,1772860500,840,0.45,0.46,0.455,0.01,411.57,557.59,0.54,0.55,24
btc-updown-15m-1772860500,1772860500,845,0.4,0.41,0.405,0.01,551.53,246.86,0.59,0.6,7
btc-updown-15m-1772860500,1772860500,850,0.49,0.5,0.495,0.01,216.56,290.54,0.5,0.51,9
btc-updown-15m-1772860500,1772860500,855,0.71,0.72,0.715,0.01,194.94,141.41,0.28,0.29,1
btc-updown-15m-1772860500,1772860500,860,0.79,0.81,0.8,0.02,254.55,290.52,0.19,0.21,3
btc-updown-15m-1772860500,1772860500,865,0.71,0.72,0.715,0.01,347.38,174.73,0.28,0.29,6
btc-updown-15m-1772860500,1772860500,870,0.8,0.81,0.805,0.01,191.9,149.36,0.19,0.2,15
btc-updown-15m-1772860500,1772860500,875,0.83,0.87,0.85,0.04,308.56,218.25,0.13,0.17,1
btc-updown-15m-1772860500,1772860500,880,0.94,0.95,0.945,0.01,233.78,1373.03,0.05,0.06,6
btc-updown-15m-1772860500,1772860500,885,0.92,0.95,0.935,0.03,88,1168.1,0.05,0.08,0
btc-updown-15m-1772860500,1772860500,890,0.83,0.84,0.835,0.01,90,67.8,0.16,0.17,10
btc-updown-15m-1772860500,1772860500,895,0.94,0.95,0.945,0.01,143.19,600.26,0.05,0.06,2
btc-updown-15m-1772860500,1772860500,897,0.96,0.98,0.97,0.02,97.93,4034.44,0.02,0.04,7
btc-updown-15m-1772860500,1772860500,899,0.96,0.99,0.975,0.03,96.88,1536.13,0.01,0.04,7
btc-updown-15m-1772860500,1772860500,900,0.99,,,,35568.53,0,,0.01,16
btc-updown-15m-1772871300,1772871300,0,0.46,0.47,0.465,0.01,122.06,1266.93,0.53,0.54,164
btc-updown-15m-1772871300,1772871300,15,0.48,0.49,0.485,0.01,560.52,6800.31,0.51,0.52,3
btc-updown-15m-1772871300,1772871300,30,0.48,0.49,0.485,0.01,675,5289.9,0.51,0.52,8
btc-updown-15m-1772871300,1772871300,45,0.48,0.49,0.485,0.01,631.38,639.02,0.51,0.52,15
btc-updown-15m-1772871300,1772871300,60,0.48,0.51,0.495,0.03,330.56,2505.59,0.49,0.52,2
btc-updown-15m-1772871300,1772871300,75,0.43,0.44,0.435,0.01,482.59,434.1,0.56,0.57,16
btc-updown-15m-1772871300,1772871300,90,0.44,0.45,0.445,0.01,640.39,1185.21,0.55,0.56,8
btc-updown-15m-1772871300,1772871300,105,0.45,0.46,0.455,0.01,599.21,1446.96,0.54,0.55,33
btc-updown-15m-1772871300,1772871300,120,0.46,0.47,0.465,0.01,488.47,734.25,0.53,0.54,2
btc-updown-15m-1772871300,1772871300,135,0.54,0.55,0.545,0.01,628.57,607.57,0.45,0.46,13
btc-updown-15m-1772871300,1772871300,150,0.49,0.5,0.495,0.01,1021.45,600.6,0.5,0.51,44
btc-updown-15m-1772871300,1772871300,165,0.59,0.6,0.595,0.01,781.66,399.32,0.4,0.41,48
btc-updown-15m-1772871300,1772871300,180,0.65,0.66,0.655,0.01,703.95,670.79,0.34,0.35,5
