slug,epoch,t_sec,up_best_bid,up_best_ask,up_mid,spread,top3_bid_depth,top3_ask_depth,down_best_bid,down_best_ask,last_event_age_ms
btc-updown-15m-1775001600,1775001600,0,0.44,0.46,0.45,0.02,120.34,206.01,0.54,0.56,346
btc-updown-15m-1775001600,1775001600,15,0.41,0.42,0.415,0.01,1241.47,1069,0.58,0.59,35
btc-updown-15m-1775001600,1775001600,30,0.36,0.37,0.365,0.01,1468.31,1598,0.63,0.64,6
btc-updown-15m-1775001600,1775001600,45,0.3,0.31,0.305,0.01,1612.18,493,0.69,0.7,1
btc-updown-15m-1775001600,1775001600,60,0.25,0.26,0.255,0.01,1606.1,751.8,0.74,0.75,4
btc-updown-15m-1775001600,1775001600,75,0.1,0.11,0.105,0.01,1974.42,243,0.89,0.9,0
btc-updown-15m-1775001600,1775001600,90,0.12,0.13,0.125,0.01,2021.91,1323.35,0.87,0.88,3
btc-updown-15m-1775001600,1775001600,105,0.16,0.17,0.165,0.01,1545.19,1633.74,0.83,0.84,0
btc-updown-15m-1775001600,1775001600,120,0.17,0.18,0.175,0.01,323.12,1823.28,0.82,0.83,65
btc-updown-15m-1775001600,1775001600,135,0.13,0.14,0.135,0.01,1832.78,1132.21,0.86,0.87,5
btc-updown-15m-1775001600,1775001600,150,0.17,0.18,0.175,0.01,1566.16,2101.61,0.82,0.83,20
btc-updown-15m-1775001600,1775001600,165,0.18,0.19,0.185,0.01,1818.7,1193.24,0.81,0.82,44
btc-updown-15m-1775001600,1775001600,180,0.19,0.2,0.195,0.01,2385.52,1106.1,0.8,0.81,1
btc-updown-15m-1775001600,1775001600,195,0.19,0.2,0.195,0.01,2658.62,1920.4,0.8,0.81,12
btc-updown-15m-1775001600,1775001600,210,0.23,0.24,0.235,0.01,2491.42,226,0.76,0.77,0
btc-updown-15m-1775001600,1775001600,225,0.23,0.24,0.235,0.01,1892.89,287.19,0.76,0.77,59
btc-updown-15m-1775001600,1775001600,240,0.18,0.19,0.185,0.01,2638.37,518,0.81,0.82,8
btc-updown-15m-1775001600,1775001600,255,0.2,0.21,0.205,0.01,2734.5,1470.5,0.79,0.8,15
btc-updown-15m-1775001600,1775001600,270,0.2,0.21,0.205,0.01,1628.61,2403.75,0.79,0.8,7
btc-updown-15m-1775001600,1775001600,285,0.17,0.18,0.175,0.01,1777.83,2114.8,0.82,0.83,33
