slug,epoch,t_sec,up_best_bid,up_best_ask,up_mid,spread,top3_bid_depth,top3_ask_depth,down_best_bid,down_best_ask,last_event_age_ms
btc-updown-15m-1771846200,1771846200,0,0.49,0.51,0.5,0.02,503.77,554.74,0.49,0.51,145
btc-updown-15m-1771846200,1771846200,15,0.39,0.4,0.395,0.01,646.19,1449.94,0.6,0.61,4
btc-updown-15m-1771846200,1771846200,30,0.43,0.44,0.435,0.01,470.62,1542.09,0.56,0.57,16
btc-updown-15m-1771846200,1771846200,45,0.4,0.41,0.405,0.01,286.83,1710.38,0.59,0.6,20
btc-updown-15m-1771846200,1771846200,60,0.41,0.42,0.415,0.01,60,1502.26,0.58,0.59,255
btc-updown-15m-1771846200,1771846200,75,0.35,0.36,0.355,0.01,374.05,2267.83,0.64,0.65,3
btc-updown-15m-1771846200,1771846200,90,0.36,0.37,0.365,0.01,1369.96,766.85,0.63,0.64,48
btc-updown-15m-1771846200,1771846200,105,0.39,0.4,0.395,0.01,839,1073.08,0.6,0.61,3
btc-updown-15m-1771846200,1771846200,120,0.33,0.34,0.335,0.01,1059.54,1293.9,0.66,0.67,134
btc-updown-15m-1771846200,1771846200,135,0.39,0.4,0.395,0.01,482.51,1589.43,0.6,0.61,7
btc-updown-15m-1771846200,1771846200,150,0.41,0.42,0.415,0.01,708.6,1394.54,0.58,0.59,22
btc-updown-15m-1771846200,1771846200,165,0.5,0.51,0.505,0.01,1032.96,1082.59,0.49,0.5,1
btc-updown-15m-1771846200,1771846200,180,0.43,0.44,0.435,0.01,1421.21,1649.47,0.56,0.57,0
btc-updown-15m-1771846200,1771846200,195,0.3,0.31,0.305,0.01,628.67,1991.74,0.69,0.7,84
btc-updown-15m-1771846200,1771846200,210,0.26,0.29,0.275,0.03,1915.28,2089.58,0.71,0.74,99
btc-updown-15m-1771846200,1771846200,225,0.23,0.24,0.235,0.01,379.27,1629.86,0.76,0.77,12
btc-updown-15m-1771846200,1771846200,240,0.17,0.18,0.175,0.01,825.93,1505.94,0.82,0.83,17
btc-updown-15m-1771846200,1771846200,255,0.16,0.17,0.165,0.01,1520.86,1586,0.83,0.84,34
btc-updown-15m-1771846200,1771846200,270,0.15,0.16,0.155,0.01,2005.95,1041.98,0.84,0.85,56
btc-updown-15m-1771846200,1771846200,285,0.3,0.31,0.305,0.01,1525.65,999.93,0.69,0.7,145
btc-updown-15m-1771846200,1771846200,300,0.3,0.31,0.305,0.01,852.55,1154.79,0.69,0.7,109
btc-updown-15m-1771846200,1771846200,315,0.36,0.37,0.365,0.01,1034.41,203.84,0.63,0.64,23
btc-updown-15m-1771846200,1771846200,330,0.37,0.38,0.375,0.01,911.6,970.56,0.62,0.63,131
btc-updown-15m-1771846200,1771846200,345,0.3,0.31,0.305,0.01,516.44,1608.5,0.69,0.7,44
btc-updown-15m-1771846200,1771846200,360,0.31,0.32,0.315,0.01,507.65,2226.97,0.68,0.69,45
btc-updown-15m-1771846200,1771846200,375,0.27,0.28,0.275,0.01,392.03,1994.5,0.72,0.73,6
btc-updown-15m-1771846200,1771846200,390,0.13,0.15,0.14,0.02,1156.17,670.8,0.85,0.87,0
btc-updown-15m-1771846200,1771846200,405,0.11,0.12,0.115,0.01,6450,1435.74,0.88,0.89,42
btc-updown-15m-1771846200,1771846200,420,0.1,0.11,0.105,0.01,11296.39,885.12,0.89,0.9,49
btc-updown-15m-1771846200,1771846200,435,0.1,0.11,0.105,0.01,13242.21,966.8,0.89,0.9,80
btc-updown-15m-1771846200,1771846200,450,0.03,0.04,0.035,0.01,16944.73,699,0.96,0.97,0
btc-updown-15m-1771846200,1771846200,465,0.02,0.04,0.03,0.02,6460.48,2030.45,0.96,0.98,18
btc-updown-15m-1771846200,1771846200,480,0.03,0.04,0.035,0.01,16068.75,919.12,0.96,0.97,90
btc-updown-15m-1771846200,1771846200,495,0.04,0.05,0.045,0.01,7562.36,1744.06,0.95,0.96,65
btc-updown-15m-1771846200,1771846200,510,0.02,0.03,0.025,0.01,4164.13,2646.31,0.97,0.98,3
btc-updown-15m-1771846200,1771846200,525,0.02,0.03,0.025,0.01,7563.89,2821.55,0.97,0.98,132
btc-updown-15m-1771846200,1771846200,540,0.02,0.03,0.025,0.01,4676.46,1953.76,0.97,0.98,7
btc-updown-15m-1771846200,1771846200,555,0.02,0.03,0.025,0.01,2235.64,3757.63,0.97,0.98,3
btc-updown-15m-1771846200,1771846200,570,0.01,0.02,0.015,0.01,7401.07,5063.21,0.98,0.99,13
btc-updown-15m-1771846200,1771846200,585,0.01,0.02,0.015,0.01,2514.61,6633.75,0.98,0.99,2
btc-updown-15m-1771846200,1771846200,600,0.01,0.02,0.015,0.01,7368.72,5640.16,0.98,0.99,27
btc-updown-15m-1771846200,1771846200,615,0.01,0.02,0.015,0.01,356.37,6242.98,0.98,0.99,102
btc-updown-15m-1771846200,1771846200,630,0.02,0.023,0.0215,0.003,5723.67,4345.99,0.977,0.98,12
btc-updown-15m-1771846200,1771846200,645,0.02,0.022,0.021,0.002,795.22,43.5,0.978,0.98,3
btc-updown-15m-1771846200,1771846200,660,0.014,0.019,0.0165,0.005,222.42,732.59,0.981,0.986,14
btc-updown-15m-1771846200,1771846200,675,0.015,0.02,0.0175,0.005,5871.97,1494.49,0.98,0.985,4
btc-updown-15m-1771846200,1771846200,690,0.001,0.01,0.0055,0.009,5618.91,1555.71,0.99,0.999,287
btc-updown-15m-1771846200,1771846200,705,0.002,0.01,0.006,0.008,6269.65,2172.45,0.99,0.998,113
btc-updown-15m-1771846200,1771846200,720,0.001,0.002,0.0015,0.001,5740.65,1247.08,0.998,0.999,121
btc-updown-15m-1771846200,1771846200,735,0.002,0.004,0.003,0.002,1518.75,2087.22,0.996,0.998,241
btc-updown-15m-1771846200,1771846200,750,0.001,0.002,0.0015,0.001,1139.71,516.11,0.998,0.999,28
btc-updown-15m-1771846200,1771846200,765,,0.001,,,0,14366.7,0.999,,15
btc-updown-15m-1771846200,1771846200,780,,0.001,,,0,12281.09,0.999,,15
btc-updown-15m-1771846200,1771846200,795,,0.001,,,0,12252.9,0.999,,193
btc-updown-15m-1771846200,1771846200,810,,0.001,,,0,10492.9,0.999,,170
btc-updown-15m-1771846200,1771846200,825,,0.001,,,0,10620.91,0.999,,111
btc-updown-15m-1771846200,1771846200,840,,0.001,,,0,11149.91,0.999,,38
btc-updown-15m-1771846200,1771846200,845,,0.001,,,0,11202.91,0.999,,25
btc-updown-15m-1771846200,1771846200,850,,0.001,,,0,11202.91,0.999,,29
btc-updown-15m-1771846200,1771846200,855,,0.001,,,0,11202.91,0.999,,292
btc-updown-15m-1771846200,1771846200,860,,0.001,,,0,11212.92,0.999,,294
btc-updown-15m-1771846200,1771846200,865,,0.001,,,0,11160.33,0.999,,47
btc-updown-15m-1771846200,1771846200,870,,0.001,,,0,11038.27,0.999,,47
btc-updown-15m-1771846200,1771846200,875,,0.001,,,0,11009.38,0.999,,292
btc-updown-15m-1771846200,1771846200,880,,0.001,,,0,11003.38,0.999,,47
btc-updown-15m-1771846200,1771846200,885,,0.001,,,0,11003.38,0.999,,834
btc-updown-15m-1771846200,1771846200,890,,0.001,,,0,11192.09,0.999,,142
btc-updown-15m-1771846200,1771846200,895,,0.001,,,0,16298.69,0.999,,586
btc-updown-15m-1771846200,1771846200,897,,0.001,,,0,19285.35,0.999,,264
btc-updown-15m-1771846200,1771846200,899,,0.001,,,0,25323.72,0.999,,3
btc-updown-15m-1771846200,1771846200,900,,0.001,,,0,51768.56,0.999,,36
btc-updown-15m-1771856100,1771856100,0,0.49,0.5,0.495,0.01,2259.98,409,0.5,0.51,920
btc-updown-15m-1771856100,1771856100,15,0.48,0.5,0.49,0.02,406.09,2137.94,0.5,0.52,1
btc-updown-15m-1771856100,1771856100,30,0.48,0.49,0.485,0.01,199.72,3055.12,0.51,0.52,8
btc-updown-15m-1771856100,1771856100,45,0.47,0.48,0.475,0.01,636.3,3023.42,0.52,0.53,14
btc-updown-15m-1771856100,1771856100,60,0.48,0.49,0.485,0.01,296.45,2902.07,0.51,0.52,7
btc-updown-15m-1771856100,1771856100,75,0.4,0.41,0.405,0.01,1423.25,2324.76,0.59,0.6,31
btc-updown-15m-1771856100,1771856100,90,0.31,0.33,0.32,0.02,1725.02,2444.36,0.67,0.69,8
btc-updown-15m-1771856100,1771856100,105,0.32,0.33,0.325,0.01,2109.72,1883.96,0.67,0.68,6
btc-updown-15m-1771856100,1771856100,120,0.3,0.31,0.305,0.01,1598.87,2286.06,0.69,0.7,6
btc-updown-15m-1771856100,1771856100,135,0.3,0.31,0.305,0.01,912.36,1687.75,0.69,0.7,33
btc-updown-15m-1771856100,1771856100,150,0.29,0.3,0.295,0.01,2504.24,449.07,0.7,0.71,24
btc-updown-15m-1771856100,1771856100,165,0.3,0.32,0.31,0.02,1462.32,2331.38,0.68,0.7,4
btc-updown-15m-1771856100,1771856100,180,0.25,0.26,0.255,0.01,1754.71,1350.75,0.74,0.75,44
btc-updown-15m-1771856100,1771856100,195,0.22,0.23,0.225,0.01,1016.96,2629.84,0.77,0.78,161
btc-updown-15m-1771856100,1771856100,210,0.25,0.27,0.26,0.02,762.69,2438.06,0.73,0.75,1
btc-updown-15m-1771856100,1771856100,225,0.21,0.22,0.215,0.01,871.9,2789.45,0.78,0.79,104
btc-updown-15m-1771856100,1771856100,240,0.17,0.18,0.175,0.01,743.05,2785.34,0.82,0.83,57
btc-updown-15m-1771856100,1771856100,255,0.22,0.23,0.225,0.01,1047.47,1880.86,0.77,0.78,1
btc-updown-15m-1771856100,1771856100,270,0.13,0.14,0.135,0.01,1707.61,1718.6,0.86,0.87,0
btc-updown-15m-1771856100,1771856100,285,0.17,0.18,0.175,0.01,1162.19,1813.55,0.82,0.83,14
btc-updown-15m-1771856100,1771856100,300,0.15,0.16,0.155,0.01,546.46,2013.2,0.84,0.85,13
btc-updown-15m-1771856100,1771856100,315,0.08,0.09,0.085,0.01,14140.93,431.56,0.91,0.92,6
btc-updown-15m-1771856100,1771856100,330,0.08,0.09,0.085,0.01,6817.53,1310.96,0.91,0.92,9
btc-updown-15m-1771856100,1771856100,345,0.08,0.09,0.085,0.01,11934.63,554.07,0.91,0.92,74
btc-updown-15m-1771856100,1771856100,360,0.07,0.08,0.075,0.01,13106.13,1320.38,0.92,0.93,37
btc-updown-15m-1771856100,1771856100,375,0.07,0.09,0.08,0.02,16740.43,1941.37,0.91,0.93,8
btc-updown-15m-1771856100,1771856100,390,0.06,0.07,0.065,0.01,13573.21,934.65,0.93,0.94,274
btc-updown-15m-1771856100,1771856100,405,0.07,0.08,0.075,0.01,7893.36,1988.95,0.92,0.93,0
btc-updown-15m-1771856100,1771856100,420,0.07,0.09,0.08,0.02,17211.81,2082.72,0.91,0.93,6
