slug,epoch,t_sec,up_best_bid,up_best_ask,up_mid,spread,top3_bid_depth,top3_ask_depth,down_best_bid,down_best_ask,last_event_age_ms
btc-updown-15m-1777082400,1777082400,850,0.99,,,,5722.74,0,,0.01,215
btc-updown-15m-1777082400,1777082400,855,0.99,,,,5807.58,0,,0.01,787
btc-updown-15m-1777082400,1777082400,860,0.99,,,,8879.58,0,,0.01,1075
btc-updown-15m-1777082400,1777082400,865,0.99,,,,3742.74,0,,0.01,24
btc-updown-15m-1777082400,1777082400,870,0.99,,,,3727.59,0,,0.01,194
btc-updown-15m-1777082400,1777082400,875,0.99,,,,3452.74,0,,0.01,334
btc-updown-15m-1777082400,1777082400,880,0.99,,,,6357.76,0,,0.01,236
btc-updown-15m-1777082400,1777082400,885,0.99,,,,6487.81,0,,0.01,39
btc-updown-15m-1777082400,1777082400,890,0.99,,,,6047.05,0,,0.01,238
btc-updown-15m-1777082400,1777082400,895,0.99,,,,11091.15,0,,0.01,78
btc-updown-15m-1777082400,1777082400,897,0.95,0.99,0.97,0.04,649.57,2555,0.01,0.05,148
btc-updown-15m-1777082400,1777082400,899,0.82,0.95,0.885,0.13,48.33,4592.63,0.05,0.18,209
btc-updown-15m-1777082400,1777082400,900,0.99,,,,22968.32,0,,0.01,45
btc-updown-15m-1777093200,1777093200,0,0.5,0.51,0.505,0.01,606.41,151.51,0.49,0.5,278
btc-updown-15m-1777093200,1777093200,15,0.3,0.31,0.305,0.01,338.96,535.06,0.69,0.7,19
btc-updown-15m-1777093200,1777093200,30,0.35,0.36,0.355,0.01,808.15,282.6,0.64,0.65,101
btc-updown-15m-1777093200,1777093200,45,0.33,0.34,0.335,0.01,753.14,476.57,0.66,0.67,2
btc-updown-15m-1777093200,1777093200,60,0.3,0.31,0.305,0.01,848.61,783.75,0.69,0.7,5
btc-updown-15m-1777093200,1777093200,75,0.27,0.28,0.275,0.01,1094.23,414.02,0.72,0.73,50
btc-updown-15m-1777093200,1777093200,90,0.17,0.18,0.175,0.01,1834.14,587.8,0.82,0.83,64
btc-updown-15m-1777093200,1777093200,105,0.17,0.18,0.175,0.01,1345.79,947.89,0.82,0.83,283
btc-updown-15m-1777093200,1777093200,120,0.13,0.14,0.135,0.01,1045.7,1034.05,0.86,0.87,1
btc-updown-15m-1777093200,1777093200,135,0.09,0.1,0.095,0.01,1764.71,1485.61,0.9,0.91,107
btc-updown-15m-1777093200,1777093200,150,0.09,0.1,0.095,0.01,1793.91,1976.6,0.9,0.91,290
btc-updown-15m-1777093200,1777093200,165,0.07,0.08,0.075,0.01,1974.06,2501.41,0.92,0.93,105
btc-updown-15m-1777093200,1777093200,180,0.07,0.08,0.075,0.01,1874.89,2813.55,0.92,0.93,0
btc-updown-15m-1777093200,1777093200,195,0.06,0.07,0.065,0.01,2607.91,1642.58,0.93,0.94,253
btc-updown-15m-1777093200,1777093200,210,0.06,0.07,0.065,0.01,2206.55,1772.14,0.93,0.94,272
btc-updown-15m-1777093200,1777093200,225,0.06,0.07,0.065,0.01,1173.78,2044.5,0.93,0.94,290
btc-updown-15m-1777093200,1777093200,240,0.06,0.07,0.065,0.01,2049.9,2828.45,0.93,0.94,152
btc-updown-15m-1777093200,1777093200,255,0.05,0.06,0.055,0.01,3637.91,1659.81,0.94,0.95,219
btc-updown-15m-1777093200,1777093200,270,0.06,0.07,0.065,0.01,1100.85,2856.36,0.93,0.94,620
btc-updown-15m-1777093200,1777093200,285,0.04,0.05,0.045,0.01,5032.92,1517.72,0.95,0.96,593
btc-updown-15m-1777093200,1777093200,300,0.02,0.03,0.025,0.01,7979.14,2699,0.97,0.98,322
btc-updown-15m-1777093200,1777093200,315,0.02,0.03,0.025,0.01,6892.76,3368.08,0.97,0.98,366
btc-updown-15m-1777093200,1777093200,330,0.02,0.03,0.025,0.01,7075.12,3223.13,0.97,0.98,1442
btc-updown-15m-1777093200,1777093200,345,0.02,0.03,0.025,0.01,7111.24,1961.04,0.97,0.98,112
btc-updown-15m-1777093200,1777093200,360,0.04,0.05,0.045,0.01,2890.22,2253.98,0.95,0.96,246
btc-updown-15m-1777093200,1777093200,375,0.03,0.04,0.035,0.01,6738.82,1459.5,0.96,0.97,19
btc-updown-15m-1777093200,1777093200,390,0.05,0.06,0.055,0.01,1557.83,2545.18,0.94,0.95,35
btc-updown-15m-1777093200,1777093200,405,0.05,0.06,0.055,0.01,544.75,2874.86,0.94,0.95,67
btc-updown-15m-1777093200,1777093200,420,0.038,0.04,0.039,0.002,86,33.9,0.96,0.962,200
btc-updown-15m-1777093200,1777093200,435,0.018,0.019,0.0185,0.001,305,211.32,0.981,0.982,119
btc-updown-15m-1777093200,1777093200,450,0.02,0.03,0.025,0.01,460.39,315.34,0.97,0.98,35
btc-updown-15m-1777093200,1777093200,465,0.031,0.032,0.0315,0.001,298,300,0.968,0.969,222
btc-updown-15m-1777093200,1777093200,480,0.034,0.035,0.0345,0.001,15,275,0.965,0.966,863
btc-updown-15m-1777093200,1777093200,495,0.028,0.03,0.029,0.002,15,355,0.97,0.972,253
btc-updown-15m-1777093200,1777093200,510,0.028,0.029,0.0285,0.001,15,427,0.971,0.972,173
btc-updown-15m-1777093200,1777093200,525,0.026,0.027,0.0265,0.001,15,428,0.973,0.974,136
btc-updown-15m-1777093200,1777093200,540,0.02,0.022,0.021,0.002,645.07,169,0.978,0.98,809
btc-updown-15m-1777093200,1777093200,555,0.02,0.021,0.0205,0.001,600.11,417,0.979,0.98,1399
btc-updown-15m-1777093200,1777093200,570,0.02,0.028,0.024,0.008,401.85,453.03,0.972,0.98,881
btc-updown-15m-1777093200,1777093200,585,0.02,0.025,0.0225,0.005,476.64,300,0.975,0.98,1032
btc-updown-15m-1777093200,1777093200,600,0.012,0.02,0.016,0.008,3207.8,219.03,0.98,0.988,296
btc-updown-15m-1777093200,1777093200,615,0.008,0.01,0.009,0.002,460.96,2392.52,0.99,0.992,919
btc-updown-15m-1777093200,1777093200,630,0.006,0.01,0.008,0.004,575,2664.84,0.99,0.994,119
btc-updown-15m-1777093200,1777093200,645,0.005,0.008,0.0065,0.003,1200,2863.29,0.992,0.995,289
btc-updown-15m-1777093200,1777093200,660,0.004,0.008,0.006,0.004,1856.12,2123.28,0.992,0.996,628
btc-updown-15m-1777093200,1777093200,675,0.003,0.005,0.004,0.002,5289.68,800,0.995,0.997,644
btc-updown-15m-1777093200,1777093200,690,0.003,0.005,0.004,0.002,5589.68,600,0.995,0.997,1085
btc-updown-15m-1777093200,1777093200,705,0.002,0.005,0.0035,0.003,4664.63,4197.09,0.995,0.998,51
btc-updown-15m-1777093200,1777093200,720,0.002,0.004,0.003,0.002,4809.84,2196.32,0.996,0.998,124
btc-updown-15m-1777093200,1777093200,735,0.002,0.003,0.0025,0.001,4584.84,2456.32,0.997,0.998,86
btc-updown-15m-1777093200,1777093200,750,0.002,0.003,0.0025,0.001,4509.84,2306.32,0.997,0.998,688
btc-updown-15m-1777093200,1777093200,765,0.001,0.002,0.0015,0.001,329.94,511.56,0.998,0.999,184
btc-updown-15m-1777093200,1777093200,780,0.001,0.002,0.0015,0.001,354.94,355.31,0.998,0.999,189
btc-updown-15m-1777093200,1777093200,795,0.001,0.002,0.0015,0.001,455,335.6,0.998,0.999,492
btc-updown-15m-1777093200,1777093200,810,0.002,0.003,0.0025,0.001,530,2167.7,0.997,0.998,432
btc-updown-15m-1777093200,1777093200,825,0.002,0.003,0.0025,0.001,509.82,3063.04,0.997,0.998,91
btc-updown-15m-1777093200,1777093200,840,0.001,0.002,0.0015,0.001,434.82,1080.98,0.998,0.999,19
btc-updown-15m-1777093200,1777093200,845,,0.001,,,0,5478.18,0.999,,892
btc-updown-15m-1777093200,1777093200,850,,0.001,,,0,5478.18,0.999,,250
btc-updown-15m-1777093200,1777093200,855,,0.001,,,0,5553.18,0.999,,696
btc-updown-15m-1777093200,1777093200,860,0.001,0.002,0.0015,0.001,127.04,3408.68,0.998,0.999,83
btc-updown-15m-1777093200,1777093200,865,,0.001,,,0,8402.96,0.999,,171
btc-updown-15m-1777093200,1777093200,870,,0.001,,,0,9402.96,0.999,,83
btc-updown-15m-1777093200,1777093200,875,,0.001,,,0,9425.62,0.999,,43
btc-updown-15m-1777093200,1777093200,880,,0.001,,,0,9425.62,0.999,,448
btc-updown-15m-1777093200,1777093200,885,,0.001,,,0,9182.96,0.999,,205
btc-updown-15m-1777093200,1777093200,890,,0.001,,,0,9573.58,0.999,,135
btc-updown-15m-1777093200,1777093200,895,,0.001,,,0,20059.9,0.999,,487
btc-updown-15m-1777093200,1777093200,897,,0.001,,,0,20159.9,0.999,,386
btc-updown-15m-1777093200,1777093200,899,,0.001,,,0,20344.04,0.999,,227
btc-updown-15m-1777093200,1777093200,900,,0.001,,,0,15060.04,0.999,,9
btc-updown-15m-1777104000,1777104000,0,0.52,0.53,0.525,0.01,467.32,97.5,0.47,0.48,85
btc-updown-15m-1777104000,1777104000,15,0.41,0.42,0.415,0.01,492.03,239.11,0.58,0.59,90
btc-updown-15m-1777104000,1777104000,30,0.47,0.48,0.475,0.01,524.43,257.98,0.52,0.53,83
btc-updown-15m-1777104000,1777104000,45,0.49,0.5,0.495,0.01,555.03,397.16,0.5,0.51,380
btc-updown-15m-1777104000,1777104000,60,0.49,0.5,0.495,0.01,339.43,285.37,0.5,0.51,5
btc-updown-15m-1777104000,1777104000,75,0.49,0.5,0.495,0.01,688.66,102,0.5,0.51,394
btc-updown-15m-1777104000,1777104000,90,0.5,0.51,0.505,0.01,368.66,342.05,0.49,0.5,35
btc-updown-15m-1777104000,1777104000,105,0.5,0.51,0.505,0.01,468.33,333.17,0.49,0.5,82
btc-updown-15m-1777104000,1777104000,120,0.52,0.53,0.525,0.01,502.24,689.32,0.47,0.48,43
btc-updown-15m-1777104000,1777104000,135,0.52,0.53,0.525,0.01,595.05,546.94,0.47,0.48,60
btc-updown-15m-1777104000,1777104000,150,0.6,0.61,0.605,0.01,552.43,157.11,0.39,0.4,157
btc-updown-15m-1777104000,1777104000,165,0.57,0.58,0.575,0.01,369.6,356.86,0.42,0.43,36
btc-updown-15m-1777104000,1777104000,180,0.5,0.51,0.505,0.01,371.52,312.25,0.49,0.5,88
btc-updown-15m-1777104000,1777104000,195,0.54,0.55,0.545,0.01,188.2,586.07,0.45,0.46,651
btc-updown-15m-1777104000,1777104000,210,0.6,0.61,0.605,0.01,310.09,165.62,0.39,0.4,49
btc-updown-15m-1777104000,1777104000,225,0.66,0.67,0.665,0.01,419.67,736.51,0.33,0.34,57
btc-updown-15m-1777104000,1777104000,240,0.66,0.67,0.665,0.01,641.68,263.16,0.33,0.34,193
btc-updown-15m-1777104000,1777104000,255,0.7,0.71,0.705,0.01,432.09,216,0.29,0.3,688
btc-updown-15m-1777104000,1777104000,270,0.65,0.66,0.655,0.01,332.29,473.79,0.34,0.35,5
btc-updown-15m-1777104000,1777104000,285,0.45,0.46,0.455,0.01,974.24,358.39,0.54,0.55,144
btc-updown-15m-1777104000,1777104000,300,0.56,0.57,0.565,0.01,268.69,275,0.43,0.44,40
btc-updown-15m-1777104000,1777104000,315,0.63,0.64,0.635,0.01,301.47,629.8,0.36,0.37,123
btc-updown-15m-1777104000,1777104000,330,0.63,0.64,0.635,0.01,347.63,544.55,0.36,0.37,79
btc-updown-15m-1777104000,1777104000,345,0.68,0.69,0.685,0.01,721.22,81.74,0.31,0.32,28
btc-updown-15m-1777104000,1777104000,360,0.73,0.74,0.735,0.01,584.56,745.1,0.26,0.27,27
btc-updown-15m-1777104000,1777104000,375,0.75,0.76,0.755,0.01,925.13,437.06,0.24,0.25,50
btc-updown-15m-1777104000,1777104000,390,0.74,0.75,0.745,0.01,782.43,617.85,0.25,0.26,70
btc-updown-15m-1777104000,1777104000,405,0.74,0.75,0.745,0.01,678.33,889.09,0.25,0.26,1
btc-updown-15m-1777104000,1777104000,420,0.85,0.86,0.855,0.01,523.68,303.83,0.14,0.15,1
btc-updown-15m-1777104000,1777104000,435,0.84,0.85,0.845,0.01,1796.17,120.72,0.15,0.16,89
btc-updown-15m-1777104000,1777104000,450,0.84,0.85,0.845,0.01,1191.97,279.54,0.15,0.16,26
btc-updown-15m-1777104000,1777104000,465,0.84,0.85,0.845,0.01,1333.72,259.93,0.15,0.16,42
btc-updown-15m-1777104000,1777104000,480,0.84,0.85,0.845,0.01,1134.02,471.65,0.15,0.16,18
btc-updown-15m-1777104000,1777104000,495,0.7,0.76,0.73,0.06,103.11,239.07,0.24,0.3,89
btc-updown-15m-1777104000,1777104000,510,0.75,0.76,0.755,0.01,47.27,297.53,0.24,0.25,0
btc-updown-15m-1777104000,1777104000,525,0.71,0.72,0.715,0.01,214.59,344.03,0.28,0.29,205
btc-updown-15m-1777104000,1777104000,540,0.74,0.75,0.745,0.01,249.35,412.9,0.25,0.26,17
btc-updown-15m-1777104000,1777104000,555,0.75,0.77,0.76,0.02,908.76,160,0.23,0.25,0
btc-updown-15m-1777104000,1777104000,570,0.77,0.78,0.775,0.01,101.95,305,0.22,0.23,246
btc-updown-15m-1777104000,1777104000,585,0.81,0.82,0.815,0.01,214.53,234.94,0.18,0.19,79
btc-updown-15m-1777104000,1777104000,600,0.87,0.88,0.875,0.01,84.11,535.16,0.12,0.13,344
btc-updown-15m-1777104000,1777104000,615,0.91,0.92,0.915,0.01,605,334.3,0.08,0.09,77
btc-updown-15m-1777104000,1777104000,630,0.93,0.94,0.935,0.01,589.52,421.33,0.06,0.07,636
btc-updown-15m-1777104000,1777104000,645,0.9,0.91,0.905,0.01,459.88,200.56,0.09,0.1,25
btc-updown-15m-1777104000,1777104000,660,0.9,0.91,0.905,0.01,539.13,839.73,0.09,0.1,85
btc-updown-15m-1777104000,1777104000,675,0.9,0.91,0.905,0.01,490.9,620.92,0.09,0.1,223
btc-updown-15m-1777104000,1777104000,690,0.91,0.92,0.915,0.01,620.17,1084.88,0.08,0.09,92
btc-updown-15m-1777104000,1777104000,705,0.91,0.92,0.915,0.01,1089.75,1062.25,0.08,0.09,612
btc-updown-15m-1777104000,1777104000,720,0.92,0.93,0.925,0.01,300.29,1033.69,0.07,0.08,388
btc-updown-15m-1777104000,1777104000,735,0.89,0.9,0.895,0.01,134.06,1570.1,0.1,0.11,477
btc-updown-15m-1777104000,1777104000,750,0.85,0.86,0.855,0.01,436.69,24.94,0.14,0.15,288
btc-updown-15m-1777104000,1777104000,765,0.87,0.88,0.875,0.01,552.81,990.99,0.12,0.13,180
btc-updown-15m-1777104000,1777104000,780,0.88,0.89,0.885,0.01,2304.6,789.15,0.11,0.12,6
btc-updown-15m-1777104000,1777104000,795,0.89,0.9,0.895,0.01,1503.14,690.32,0.1,0.11,10
btc-updown-15m-1777104000,1777104000,810,0.91,0.92,0.915,0.01,2287.03,265.2,0.08,0.09,82
btc-updown-15m-1777104000,1777104000,825,0.93,0.94,0.935,0.01,1343.69,551.92,0.06,0.07,216
btc-updown-15m-1777104000,1777104000,840,0.97,0.98,0.975,0.01,265.4,3092.72,0.02,0.03,9
btc-updown-15m-1777104000,1777104000,845,0.98,0.99,0.985,0.01,597.97,4051.9,0.01,0.02,4
btc-updown-15m-1777104000,1777104000,850,0.99,,,,683.7,0,,0.01,91
btc-updown-15m-1777104000,1777104000,855,0.98,0.99,0.985,0.01,548.23,922.26,0.01,0.02,126
btc-updown-15m-1777104000,1777104000,860,0.97,0.99,0.98,0.02,612.59,295,0.01,0.03,324
btc-updown-15m-1777104000,1777104000,865,0.99,,,,387.68,0,,0.01,23
btc-updown-15m-1777104000,1777104000,870,0.98,0.99,0.985,0.01,492.91,1017.32,0.01,0.02,53
btc-updown-15m-1777104000,1777104000,875,0.98,0.99,0.985,0.01,332.21,1176.78,0.01,0.02,83
btc-updown-15m-1777104000,1777104000,880,0.97,0.99,0.98,0.02,398.62,1670.25,0.01,0.03,888
btc-updown-15m-1777104000,1777104000,885,0.96,0.97,0.965,0.01,612.71,1478.3,0.03,0.04,56
btc-updown-15m-1777104000,1777104000,890,0.97,0.98,0.975,0.01,277.62,1649.64,0.02,0.03,483
btc-updown-15m-1777104000,1777104000,895,0.97,0.99,0.98,0.02,474.42,563.9,0.01,0.03,225
btc-updown-15m-1777104000,1777104000,897,0.99,,,,1603.58,0,,0.01,543
btc-updown-15m-1777104000,1777104000,899,0.99,,,,2198.55,0,,0.01,894
btc-updown-15m-1777104000,1777104000,900,0.99,,,,15006.52,0,,0.01,194
btc-updown-15m-1777113900,1777113900,0,0.46,0.48,0.47,0.02,309.78,292.91,0.52,0.54,229
btc-updown-15m-1777113900,1777113900,15,0.52,0.53,0.525,0.01,404.64,237.44,0.47,0.48,46
btc-updown-15m-1777113900,1777113900,30,0.61,0.62,0.615,0.01,264.05,283.44,0.38,0.39,29
btc-updown-15m-1777113900,1777113900,45,0.61,0.62,0.615,0.01,536.9,371.43,0.38,0.39,4
btc-updown-15m-1777113900,1777113900,60,0.61,0.62,0.615,0.01,515.98,1454.31,0.38,0.39,9
btc-updown-15m-1777113900,1777113900,75,0.54,0.55,0.545,0.01,63.4,223.79,0.45,0.46,54
btc-updown-15m-1777113900,1777113900,90,0.45,0.5,0.475,0.05,135.04,564.69,0.5,0.55,1
btc-updown-15m-1777113900,1777113900,105,0.45,0.47,0.46,0.02,555.29,141.63,0.53,0.55,269
btc-updown-15m-1777113900,1777113900,120,0.48,0.49,0.485,0.01,155.22,397.41,0.51,0.52,101
btc-updown-15m-1777113900,1777113900,135,0.4,0.41,0.405,0.01,373.36,538.06,0.59,0.6,276
btc-updown-15m-1777113900,1777113900,150,0.38,0.39,0.385,0.01,289.93,446.14,0.61,0.62,87
btc-updown-15m-1777113900,1777113900,165,0.38,0.39,0.385,0.01,279.12,262.01,0.61,0.62,1
btc-updown-15m-1777113900,1777113900,180,0.3,0.31,0.305,0.01,101.57,866.1,0.69,0.7,189
btc-updown-15m-1777113900,1777113900,195,0.28,0.29,0.285,0.01,910.8,869.79,0.71,0.72,19
btc-updown-15m-1777113900,1777113900,210,0.28,0.29,0.285,0.01,525.27,816.5,0.71,0.72,5
btc-updown-15m-1777113900,1777113900,225,0.21,0.22,0.215,0.01,1134.04,565.15,0.78,0.79,159
btc-updown-15m-1777113900,1777113900,240,0.21,0.22,0.215,0.01,907.89,955.24,0.78,0.79,222
btc-updown-15m-1777113900,1777113900,255,0.21,0.22,0.215,0.01,1114.35,647.99,0.78,0.79,494
btc-updown-15m-1777113900,1777113900,270,0.2,0.21,0.205,0.01,1190.01,730.2,0.79,0.8,294
btc-updown-15m-1777113900,1777113900,285,0.22,0.23,0.225,0.01,481.34,813.19,0.77,0.78,18
btc-updown-15m-1777113900,1777113900,300,0.22,0.23,0.225,0.01,420.05,848.9,0.77,0.78,6
btc-updown-15m-1777113900,1777113900,315,0.22,0.23,0.225,0.01,484.46,948.21,0.77,0.78,8
btc-updown-15m-1777113900,1777113900,330,0.22,0.23,0.225,0.01,292.02,1090.43,0.77,0.78,558
btc-updown-15m-1777113900,1777113900,345,0.21,0.22,0.215,0.01,688.81,927.01,0.78,0.79,6
btc-updown-15m-1777113900,1777113900,360,0.21,0.22,0.215,0.01,441.72,1286.06,0.78,0.79,487
btc-updown-15m-1777113900,1777113900,375,0.2,0.21,0.205,0.01,544.59,1091.53,0.79,0.8,59
btc-updown-15m-1777113900,1777113900,390,0.2,0.21,0.205,0.01,495.59,866.75,0.79,0.8,15
btc-updown-15m-1777113900,1777113900,405,0.26,0.27,0.265,0.01,164.77,1349.85,0.73,0.74,5
btc-updown-15m-1777113900,1777113900,420,0.25,0.26,0.255,0.01,416.57,789.73,0.74,0.75,183
btc-updown-15m-1777113900,1777113900,435,0.24,0.25,0.245,0.01,411.25,403.46,0.75,0.76,885
btc-updown-15m-1777113900,1777113900,450,0.23,0.24,0.235,0.01,616.65,484.62,0.76,0.77,174
btc-updown-15m-1777113900,1777113900,465,0.22,0.23,0.225,0.01,1137.81,486.16,0.77,0.78,86
btc-updown-15m-1777113900,1777113900,480,0.19,0.2,0.195,0.01,838.1,502.57,0.8,0.81,262
btc-updown-15m-1777113900,1777113900,495,0.18,0.19,0.185,0.01,882,529.06,0.81,0.82,605
btc-updown-15m-1777113900,1777113900,510,0.16,0.17,0.165,0.01,403.65,780.13,0.83,0.84,149
btc-updown-15m-1777113900,1777113900,525,0.17,0.18,0.175,0.01,600.64,87.02,0.82,0.83,235
btc-updown-15m-1777113900,1777113900,540,0.18,0.19,0.185,0.01,486.72,140.16,0.81,0.82,378
btc-updown-15m-1777113900,1777113900,555,0.52,0.53,0.525,0.01,53,538,0.47,0.48,129
btc-updown-15m-1777113900,1777113900,570,0.34,0.35,0.345,0.01,437.36,239.18,0.65,0.66,93
btc-updown-15m-1777113900,1777113900,585,0.28,0.29,0.285,0.01,152.02,440.23,0.71,0.72,164
btc-updown-15m-1777113900,1777113900,600,0.27,0.28,0.275,0.01,61.33,202.87,0.72,0.73,307
btc-updown-15m-1777113900,1777113900,615,0.3,0.31,0.305,0.01,262.74,447.71,0.69,0.7,148
btc-updown-15m-1777113900,1777113900,630,0.3,0.31,0.305,0.01,317.01,360.12,0.69,0.7,42
btc-updown-15m-1777113900,1777113900,645,0.3,0.31,0.305,0.01,531.59,457.38,0.69,0.7,244
btc-updown-15m-1777113900,1777113900,660,0.29,0.3,0.295,0.01,163.4,391.42,0.7,0.71,691
