slug,epoch,t_sec,up_best_bid,up_best_ask,up_mid,spread,top3_bid_depth,top3_ask_depth,down_best_bid,down_best_ask,last_event_age_ms
btc-updown-15m-1768876200,1768876200,0,0.55,0.59,0.57,0.04,698.3,114.6,0.41,0.45,92
btc-updown-15m-1768876200,1768876200,15,0.67,0.69,0.68,0.02,722.5,1191.72,0.31,0.33,7
btc-updown-15m-1768876200,1768876200,30,0.65,0.66,0.655,0.01,482.38,1421.96,0.34,0.35,1
btc-updown-15m-1768876200,1768876200,45,0.59,0.6,0.595,0.01,736,1175.18,0.4,0.41,23
btc-updown-15m-1768876200,1768876200,60,0.58,0.59,0.585,0.01,1008.9,718.79,0.41,0.42,0
btc-updown-15m-1768876200,1768876200,75,0.62,0.63,0.625,0.01,989.2,853.2,0.37,0.38,7
btc-updown-15m-1768876200,1768876200,90,0.64,0.65,0.645,0.01,1539,468.9,0.35,0.36,2
btc-updown-15m-1768876200,1768876200,105,0.72,0.73,0.725,0.01,1105.36,488.93,0.27,0.28,247
btc-updown-15m-1768876200,1768876200,120,0.77,0.78,0.775,0.01,973.03,1209.53,0.22,0.23,2
btc-updown-15m-1768876200,1768876200,135,0.77,0.78,0.775,0.01,1072.42,1804.73,0.22,0.23,4
btc-updown-15m-1768876200,1768876200,150,0.76,0.77,0.765,0.01,1295.12,2310.2,0.23,0.24,6
btc-updown-15m-1768876200,1768876200,165,0.74,0.75,0.745,0.01,949.3,1053.45,0.25,0.26,1
btc-updown-15m-1768876200,1768876200,180,0.71,0.72,0.715,0.01,1423.03,1081,0.28,0.29,9
btc-updown-15m-1768876200,1768876200,195,0.64,0.65,0.645,0.01,943.91,940.88,0.35,0.36,1
btc-updown-15m-1768876200,1768876200,210,0.64,0.65,0.645,0.01,986.01,1160.02,0.35,0.36,0
btc-updown-15m-1768876200,1768876200,225,0.63,0.64,0.635,0.01,1490.29,1688.68,0.36,0.37,24
btc-updown-15m-1768876200,1768876200,240,0.76,0.77,0.765,0.01,307.4,2048.04,0.23,0.24,20
btc-updown-15m-1768876200,1768876200,255,0.75,0.76,0.755,0.01,1071.79,2043.74,0.24,0.25,20
btc-updown-15m-1768876200,1768876200,270,0.75,0.76,0.755,0.01,865.66,2216.88,0.24,0.25,4
btc-updown-15m-1768876200,1768876200,285,0.81,0.82,0.815,0.01,1701.29,832.08,0.18,0.19,11
btc-updown-15m-1768876200,1768876200,300,0.82,0.83,0.825,0.01,813.28,1023,0.17,0.18,6
btc-updown-15m-1768876200,1768876200,315,0.8,0.81,0.805,0.01,1347.43,116,0.19,0.2,0
btc-updown-15m-1768876200,1768876200,330,0.91,0.92,0.915,0.01,592.39,2082.76,0.08,0.09,0
btc-updown-15m-1768876200,1768876200,345,0.9,0.91,0.905,0.01,885.72,2468.65,0.09,0.1,29
btc-updown-15m-1768876200,1768876200,360,0.88,0.89,0.885,0.01,1263.84,770.01,0.11,0.12,6
btc-updown-15m-1768876200,1768876200,375,0.91,0.92,0.915,0.01,471.49,2748.35,0.08,0.09,27
btc-updown-15m-1768876200,1768876200,390,0.89,0.9,0.895,0.01,896.36,2257.46,0.1,0.11,4
btc-updown-15m-1768876200,1768876200,405,0.91,0.92,0.915,0.01,651.99,2500.84,0.08,0.09,0
btc-updown-15m-1768876200,1768876200,420,0.9,0.91,0.905,0.01,901.77,1601.68,0.09,0.1,2
btc-updown-15m-1768876200,1768876200,435,0.82,0.83,0.825,0.01,700.49,827.97,0.17,0.18,47
btc-updown-15m-1768876200,1768876200,450,0.82,0.83,0.825,0.01,852.9,960.2,0.17,0.18,3
btc-updown-15m-1768876200,1768876200,465,0.85,0.86,0.855,0.01,1007.2,1096.26,0.14,0.15,338
btc-updown-15m-1768876200,1768876200,480,0.88,0.89,0.885,0.01,2815.41,1787.43,0.11,0.12,12
btc-updown-15m-1768876200,1768876200,495,0.9,0.91,0.905,0.01,2007.18,1750.22,0.09,0.1,29
btc-updown-15m-1768876200,1768876200,510,0.88,0.89,0.885,0.01,1420.95,1551.79,0.11,0.12,25
btc-updown-15m-1768876200,1768876200,525,0.87,0.88,0.875,0.01,857.6,903.01,0.12,0.13,23
btc-updown-15m-1768876200,1768876200,540,0.89,0.9,0.895,0.01,2077.24,2175.12,0.1,0.11,7
btc-updown-15m-1768876200,1768876200,555,0.9,0.91,0.905,0.01,1875.5,3665.66,0.09,0.1,11
btc-updown-15m-1768876200,1768876200,570,0.93,0.94,0.935,0.01,883.5,2549.95,0.06,0.07,33
btc-updown-15m-1768876200,1768876200,585,0.93,0.94,0.935,0.01,4681.21,2361.71,0.06,0.07,38
btc-updown-15m-1768876200,1768876200,600,0.95,0.96,0.955,0.01,1257.33,106624.07,0.04,0.05,13
btc-updown-15m-1768876200,1768876200,615,0.93,0.94,0.935,0.01,5122.83,1847.91,0.06,0.07,166
btc-updown-15m-1768876200,1768876200,630,0.94,0.95,0.945,0.01,5208.11,5189.63,0.05,0.06,26
btc-updown-15m-1768876200,1768876200,645,0.94,0.95,0.945,0.01,4805.01,4350.24,0.05,0.06,22
btc-updown-15m-1768876200,1768876200,660,0.95,0.96,0.955,0.01,949.51,58177.7,0.04,0.05,0
btc-updown-15m-1768876200,1768876200,675,0.95,0.96,0.955,0.01,941.01,5706.59,0.04,0.05,10
btc-updown-15m-1768876200,1768876200,690,0.94,0.95,0.945,0.01,5410.35,1723.39,0.05,0.06,17
btc-updown-15m-1768876200,1768876200,705,0.96,0.97,0.965,0.01,866.71,15611.3,0.03,0.04,13
btc-updown-15m-1768876200,1768876200,720,0.96,0.97,0.965,0.01,1161.95,94639.93,0.03,0.04,51
btc-updown-15m-1768876200,1768876200,735,0.97,0.98,0.975,0.01,738.63,98201.52,0.02,0.03,25
btc-updown-15m-1768876200,1768876200,750,0.97,0.98,0.975,0.01,1411.05,99159.84,0.02,0.03,22
btc-updown-15m-1768876200,1768876200,765,0.97,0.98,0.975,0.01,1672.03,101598.82,0.02,0.03,56
btc-updown-15m-1768876200,1768876200,780,0.97,0.98,0.975,0.01,1593.03,100406.71,0.02,0.03,43
btc-updown-15m-1768876200,1768876200,795,0.97,0.98,0.975,0.01,1405.94,11035.08,0.02,0.03,7
btc-updown-15m-1768876200,1768876200,810,0.98,0.99,0.985,0.01,1786.09,10808.6,0.01,0.02,178
btc-updown-15m-1768876200,1768876200,825,0.98,0.99,0.985,0.01,1947.78,8745.57,0.01,0.02,93
btc-updown-15m-1768876200,1768876200,840,0.988,0.99,0.989,0.002,878.15,7944.06,0.01,0.012,21
btc-updown-15m-1768876200,1768876200,845,0.98,0.989,0.9845,0.009,2398.7,7355.51,0.011,0.02,21
btc-updown-15m-1768876200,1768876200,850,0.98,0.989,0.9845,0.009,2383.7,8328.13,0.011,0.02,37
btc-updown-15m-1768876200,1768876200,855,0.98,0.989,0.9845,0.009,2130.7,7283.36,0.011,0.02,17
btc-updown-15m-1768876200,1768876200,860,0.99,0.997,0.9935,0.007,2585.78,1674.9,0.003,0.01,37
btc-updown-15m-1768876200,1768876200,865,0.99,0.997,0.9935,0.007,3988.52,1254.84,0.003,0.01,112
btc-updown-15m-1768876200,1768876200,870,0.99,0.997,0.9935,0.007,6567.72,1252.44,0.003,0.01,41
btc-updown-15m-1768876200,1768876200,875,0.997,0.998,0.9975,0.001,4659.98,1199.9,0.002,0.003,47
btc-updown-15m-1768876200,1768876200,880,0.997,0.998,0.9975,0.001,7531.06,1178,0.002,0.003,54
btc-updown-15m-1768876200,1768876200,885,0.99,0.999,0.9945,0.009,9652.87,1099.9,0.001,0.01,139
