slug,epoch,t_sec,up_best_bid,up_best_ask,up_mid,spread,top3_bid_depth,top3_ask_depth,down_best_bid,down_best_ask,last_event_age_ms
btc-updown-15m-1769904000,1769904000,0,0.54,0.56,0.55,0.02,214,201,0.44,0.46,424
btc-updown-15m-1769904000,1769904000,15,0.54,0.55,0.545,0.01,948.83,900.72,0.45,0.46,5
btc-updown-15m-1769904000,1769904000,30,0.47,0.48,0.475,0.01,2088.46,2647.3,0.52,0.53,9
btc-updown-15m-1769904000,1769904000,45,0.45,0.46,0.455,0.01,1007.4,1160.42,0.54,0.55,0
btc-updown-15m-1769904000,1769904000,60,0.45,0.46,0.455,0.01,1301.26,2832.81,0.54,0.55,114
btc-updown-15m-1769904000,1769904000,75,0.4,0.41,0.405,0.01,2523.98,1595.53,0.59,0.6,54
btc-updown-15m-1769904000,1769904000,90,0.44,0.45,0.445,0.01,1237.31,2355.15,0.55,0.56,16
btc-updown-15m-1769904000,1769904000,105,0.43,0.44,0.435,0.01,1302.26,2148.51,0.56,0.57,58
btc-updown-15m-1769904000,1769904000,120,0.45,0.46,0.455,0.01,1594.5,1577.14,0.54,0.55,27
btc-updown-15m-1769904000,1769904000,135,0.51,0.52,0.515,0.01,772.02,784.15,0.48,0.49,0
btc-updown-15m-1769904000,1769904000,150,0.6,0.61,0.605,0.01,1636.69,956.05,0.39,0.4,2
btc-updown-15m-1769904000,1769904000,165,0.59,0.6,0.595,0.01,752.17,636.92,0.4,0.41,5
btc-updown-15m-1769904000,1769904000,180,0.68,0.69,0.685,0.01,1205.68,1419.64,0.31,0.32,15
btc-updown-15m-1769904000,1769904000,195,0.66,0.67,0.665,0.01,3266.56,79.52,0.33,0.34,0
btc-updown-15m-1769904000,1769904000,210,0.76,0.77,0.765,0.01,1708.08,1650.51,0.23,0.24,0
btc-updown-15m-1769904000,1769904000,225,0.7,0.71,0.705,0.01,2694.24,999.32,0.29,0.3,4
btc-updown-15m-1769904000,1769904000,240,0.78,0.79,0.785,0.01,74.54,4606.34,0.21,0.22,0
btc-updown-15m-1769904000,1769904000,255,0.76,0.77,0.765,0.01,2417.45,1751.62,0.23,0.24,10
