slug,epoch,t_sec,up_best_bid,up_best_ask,up_mid,spread,top3_bid_depth,top3_ask_depth,down_best_bid,down_best_ask,last_event_age_ms
btc-updown-15m-1764547200,1764547200,0,0.5,0.51,0.505,0.01,4213.56,5517.36,0.49,0.5,1416980
btc-updown-15m-1764547200,1764547200,15,0.47,0.5,0.485,0.03,506,913.77,0.5,0.53,11
btc-updown-15m-1764547200,1764547200,30,0.41,0.42,0.415,0.01,864.13,517,0.58,0.59,0
btc-updown-15m-1764547200,1764547200,45,0.54,0.55,0.545,0.01,491,1822.06,0.45,0.46,0
btc-updown-15m-1764547200,1764547200,60,0.63,0.64,0.635,0.01,560,2146.7,0.36,0.37,6
btc-updown-15m-1764547200,1764547200,75,0.5,0.51,0.505,0.01,652.86,270,0.49,0.5,13
btc-updown-15m-1764547200,1764547200,90,0.56,0.57,0.565,0.01,721,470,0.43,0.44,47
btc-updown-15m-1764547200,1764547200,105,0.44,0.46,0.45,0.02,353,1035.1,0.54,0.56,4
btc-updown-15m-1764547200,1764547200,120,0.39,0.4,0.395,0.01,506.42,1822.01,0.6,0.61,1
btc-updown-15m-1764547200,1764547200,135,0.48,0.5,0.49,0.02,821,565,0.5,0.52,13
btc-updown-15m-1764547200,1764547200,150,0.44,0.45,0.445,0.01,546.3,1688,0.55,0.56,0
btc-updown-15m-1764547200,1764547200,165,0.43,0.44,0.435,0.01,614,478,0.56,0.57,33
btc-updown-15m-1764547200,1764547200,180,0.39,0.4,0.395,0.01,1172.08,1710,0.6,0.61,1
btc-updown-15m-1764547200,1764547200,195,0.28,0.29,0.285,0.01,578,510.58,0.71,0.72,14
btc-updown-15m-1764547200,1764547200,210,0.26,0.27,0.265,0.01,582.19,1690.48,0.73,0.74,2
btc-updown-15m-1764547200,1764547200,225,0.23,0.24,0.235,0.01,1051.78,132,0.76,0.77,0
btc-updown-15m-1764547200,1764547200,240,0.21,0.22,0.215,0.01,306.73,734.69,0.78,0.79,17
btc-updown-15m-1764547200,1764547200,255,0.09,0.1,0.095,0.01,495,75,0.9,0.91,3
btc-updown-15m-1764547200,1764547200,270,0.07,0.1,0.085,0.03,812.03,2088,0.9,0.93,7
