slug,epoch,t_sec,up_best_bid,up_best_ask,up_mid,spread,top3_bid_depth,top3_ask_depth,down_best_bid,down_best_ask,last_event_age_ms
btc-updown-15m-1776042000,1776042000,0,0.41,0.42,0.415,0.01,564.28,745.41,0.58,0.59,121
btc-updown-15m-1776042000,1776042000,15,0.46,0.47,0.465,0.01,1220.15,1171.11,0.53,0.54,476
btc-updown-15m-1776042000,1776042000,30,0.48,0.49,0.485,0.01,1942.86,5935.96,0.51,0.52,0
btc-updown-15m-1776042000,1776042000,45,0.49,0.5,0.495,0.01,2197.06,4685.23,0.5,0.51,0
btc-updown-15m-1776042000,1776042000,60,0.49,0.5,0.495,0.01,1642.52,3869.45,0.5,0.51,83
btc-updown-15m-1776042000,1776042000,75,0.42,0.43,0.425,0.01,1649.53,480.73,0.57,0.58,4
btc-updown-15m-1776042000,1776042000,90,0.42,0.44,0.43,0.02,1387.43,1151.04,0.56,0.58,20
btc-updown-15m-1776042000,1776042000,105,0.41,0.42,0.415,0.01,623.11,767.24,0.58,0.59,45
btc-updown-15m-1776042000,1776042000,120,0.49,0.5,0.495,0.01,1238.03,3889.35,0.5,0.51,13
btc-updown-15m-1776042000,1776042000,135,0.43,0.44,0.435,0.01,1062.13,1165.52,0.56,0.57,79
btc-updown-15m-1776042000,1776042000,150,0.35,0.36,0.355,0.01,1266.26,522.27,0.64,0.65,7
btc-updown-15m-1776042000,1776042000,165,0.39,0.4,0.395,0.01,1137.14,1003,0.6,0.61,60
btc-updown-15m-1776042000,1776042000,180,0.37,0.38,0.375,0.01,276.15,1417.52,0.62,0.63,15
btc-updown-15m-1776042000,1776042000,195,0.36,0.37,0.365,0.01,1235.62,1145.5,0.63,0.64,0
btc-updown-15m-1776042000,1776042000,210,0.4,0.41,0.405,0.01,1376.24,83.8,0.59,0.6,15
btc-updown-15m-1776042000,1776042000,225,0.46,0.47,0.465,0.01,553.18,1133.88,0.53,0.54,17
btc-updown-15m-1776042000,1776042000,240,0.43,0.45,0.44,0.02,1246.78,1291.76,0.55,0.57,11
btc-updown-15m-1776042000,1776042000,255,0.46,0.47,0.465,0.01,350.8,1294,0.53,0.54,29
btc-updown-15m-1776042000,1776042000,270,0.45,0.46,0.455,0.01,1165.05,1230.89,0.54,0.55,38
btc-updown-15m-1776042000,1776042000,285,0.41,0.42,0.415,0.01,1257.21,1200.3,0.58,0.59,30
btc-updown-15m-1776042000,1776042000,300,0.46,0.47,0.465,0.01,343.21,129.5,0.53,0.54,87
btc-updown-15m-1776042000,1776042000,315,0.43,0.44,0.435,0.01,360.01,554.9,0.56,0.57,1
btc-updown-15m-1776042000,1776042000,330,0.42,0.43,0.425,0.01,1179.39,1534.44,0.57,0.58,51
btc-updown-15m-1776042000,1776042000,345,0.33,0.34,0.335,0.01,1109.85,1033.3,0.66,0.67,63
btc-updown-15m-1776042000,1776042000,360,0.39,0.4,0.395,0.01,778.06,552.61,0.6,0.61,5
btc-updown-15m-1776042000,1776042000,375,0.32,0.33,0.325,0.01,1577.82,635.95,0.67,0.68,23
btc-updown-15m-1776042000,1776042000,390,0.34,0.35,0.345,0.01,1275.31,1190.78,0.65,0.66,27
btc-updown-15m-1776042000,1776042000,405,0.33,0.34,0.335,0.01,1233.69,1066.04,0.66,0.67,26
btc-updown-15m-1776042000,1776042000,420,0.3,0.31,0.305,0.01,1213.01,1447.49,0.69,0.7,223
btc-updown-15m-1776042000,1776042000,435,0.35,0.36,0.355,0.01,1111.51,1283.39,0.64,0.65,20
btc-updown-15m-1776042000,1776042000,450,0.28,0.29,0.285,0.01,1657.51,820.1,0.71,0.72,3
btc-updown-15m-1776042000,1776042000,465,0.37,0.38,0.375,0.01,1063.06,1256.39,0.62,0.63,61
btc-updown-15m-1776042000,1776042000,480,0.33,0.34,0.335,0.01,1115.91,1428.99,0.66,0.67,17
btc-updown-15m-1776042000,1776042000,495,0.38,0.39,0.385,0.01,1384.58,1165.83,0.61,0.62,413
btc-updown-15m-1776042000,1776042000,510,0.37,0.38,0.375,0.01,112.7,1534.6,0.62,0.63,4
btc-updown-15m-1776042000,1776042000,525,0.24,0.25,0.245,0.01,554.2,1988.34,0.75,0.76,22
btc-updown-15m-1776042000,1776042000,540,0.2,0.21,0.205,0.01,412.53,1832.59,0.79,0.8,23
btc-updown-15m-1776042000,1776042000,555,0.33,0.34,0.335,0.01,165.5,930.73,0.66,0.67,2
btc-updown-15m-1776042000,1776042000,570,0.22,0.23,0.225,0.01,522.81,1139.03,0.77,0.78,44
btc-updown-15m-1776042000,1776042000,585,0.23,0.24,0.235,0.01,1326.44,1359,0.76,0.77,69
btc-updown-15m-1776042000,1776042000,600,0.24,0.25,0.245,0.01,566.34,278,0.75,0.76,51
btc-updown-15m-1776042000,1776042000,615,0.21,0.22,0.215,0.01,1205.48,1198.83,0.78,0.79,64
btc-updown-15m-1776042000,1776042000,630,0.29,0.3,0.295,0.01,1108.48,1052.53,0.7,0.71,29
