slug,epoch,t_sec,up_best_bid,up_best_ask,up_mid,spread,top3_bid_depth,top3_ask_depth,down_best_bid,down_best_ask,last_event_age_ms
btc-updown-15m-1773936000,1773936000,0,0.49,0.5,0.495,0.01,215.99,171.43,0.5,0.51,27
btc-updown-15m-1773936000,1773936000,15,0.46,0.47,0.465,0.01,2110.39,3995.84,0.53,0.54,105
btc-updown-15m-1773936000,1773936000,30,0.47,0.48,0.475,0.01,2226.34,5098.55,0.52,0.53,16
btc-updown-15m-1773936000,1773936000,45,0.47,0.48,0.475,0.01,782.96,5649.06,0.52,0.53,48
btc-updown-15m-1773936000,1773936000,60,0.51,0.52,0.515,0.01,2189.77,4400.86,0.48,0.49,8
btc-updown-15m-1773936000,1773936000,75,0.45,0.46,0.455,0.01,2129.8,4801.51,0.54,0.55,7
btc-updown-15m-1773936000,1773936000,90,0.51,0.52,0.515,0.01,3089.84,1503.24,0.48,0.49,6
btc-updown-15m-1773936000,1773936000,105,0.5,0.51,0.505,0.01,5844.78,1093.82,0.49,0.5,2
btc-updown-15m-1773936000,1773936000,120,0.52,0.53,0.525,0.01,5036.88,4748.49,0.47,0.48,11
btc-updown-15m-1773936000,1773936000,135,0.51,0.52,0.515,0.01,5401.97,3964.23,0.48,0.49,12
btc-updown-15m-1773936000,1773936000,150,0.62,0.63,0.625,0.01,570.77,2879.88,0.37,0.38,1
btc-updown-15m-1773936000,1773936000,165,0.56,0.57,0.565,0.01,2372.87,4498.44,0.43,0.44,7
btc-updown-15m-1773936000,1773936000,180,0.63,0.64,0.635,0.01,4630.29,4753.16,0.36,0.37,22
btc-updown-15m-1773936000,1773936000,195,0.69,0.7,0.695,0.01,4815.55,2188.48,0.3,0.31,44
btc-updown-15m-1773936000,1773936000,210,0.69,0.7,0.695,0.01,4068.35,2040.46,0.3,0.31,35
btc-updown-15m-1773936000,1773936000,225,0.65,0.66,0.655,0.01,4813.31,2320.73,0.34,0.35,20
btc-updown-15m-1773936000,1773936000,240,0.68,0.69,0.685,0.01,4595.43,2247.16,0.31,0.32,40
btc-updown-15m-1773936000,1773936000,255,0.58,0.59,0.585,0.01,764.46,2819.67,0.41,0.42,0
btc-updown-15m-1773936000,1773936000,270,0.5,0.51,0.505,0.01,5093.82,4455.09,0.49,0.5,75
btc-updown-15m-1773936000,1773936000,285,0.38,0.39,0.385,0.01,1914.38,4266.98,0.61,0.62,0
btc-updown-15m-1773936000,1773936000,300,0.39,0.4,0.395,0.01,3207.34,712.17,0.6,0.61,0
btc-updown-15m-1773936000,1773936000,315,0.39,0.4,0.395,0.01,5431.76,3989.96,0.6,0.61,11
btc-updown-15m-1773936000,1773936000,330,0.34,0.35,0.345,0.01,779.94,4797.12,0.65,0.66,58
btc-updown-15m-1773936000,1773936000,345,0.44,0.45,0.445,0.01,3330.78,3673.5,0.55,0.56,1
btc-updown-15m-1773936000,1773936000,360,0.35,0.36,0.355,0.01,5900.89,1463.45,0.64,0.65,9
btc-updown-15m-1773936000,1773936000,375,0.32,0.33,0.325,0.01,5175.45,4039.78,0.67,0.68,16
btc-updown-15m-1773936000,1773936000,390,0.43,0.44,0.435,0.01,4713.95,1392.47,0.56,0.57,0
btc-updown-15m-1773936000,1773936000,405,0.29,0.3,0.295,0.01,4876.72,1064.83,0.7,0.71,19
btc-updown-15m-1773936000,1773936000,420,0.35,0.36,0.355,0.01,5299.92,3439.3,0.64,0.65,0
btc-updown-15m-1773936000,1773936000,435,0.28,0.3,0.29,0.02,6418.8,863,0.7,0.72,8
btc-updown-15m-1773936000,1773936000,450,0.36,0.37,0.365,0.01,4912.18,1410.65,0.63,0.64,0
btc-updown-15m-1773936000,1773936000,465,0.3,0.31,0.305,0.01,728.82,5433.48,0.69,0.7,1
btc-updown-15m-1773936000,1773936000,480,0.33,0.34,0.335,0.01,5002.68,672.62,0.66,0.67,2
btc-updown-15m-1773936000,1773936000,495,0.27,0.28,0.275,0.01,4295.7,4718.92,0.72,0.73,10
btc-updown-15m-1773936000,1773936000,510,0.22,0.24,0.23,0.02,3933.46,3028.68,0.76,0.78,1
btc-updown-15m-1773936000,1773936000,525,0.22,0.24,0.23,0.02,5922.93,1511.65,0.76,0.78,182
btc-updown-15m-1773936000,1773936000,540,0.24,0.25,0.245,0.01,5106.46,2050.62,0.75,0.76,1
btc-updown-15m-1773936000,1773936000,555,0.17,0.18,0.175,0.01,2021.55,4438.57,0.82,0.83,380
btc-updown-15m-1773936000,1773936000,570,0.14,0.15,0.145,0.01,4985.53,4110.73,0.85,0.86,51
btc-updown-15m-1773936000,1773936000,585,0.09,0.1,0.095,0.01,4912.3,4435.5,0.9,0.91,43
btc-updown-15m-1773936000,1773936000,600,0.12,0.14,0.13,0.02,2773.15,869,0.86,0.88,11
btc-updown-15m-1773936000,1773936000,615,0.14,0.15,0.145,0.01,890,3322.18,0.85,0.86,105
btc-updown-15m-1773936000,1773936000,630,0.13,0.14,0.135,0.01,3227,4530,0.86,0.87,0
btc-updown-15m-1773936000,1773936000,645,0.12,0.13,0.125,0.01,3526.83,3786.11,0.87,0.88,0
btc-updown-15m-1773936000,1773936000,660,0.12,0.13,0.125,0.01,2621.5,3574.53,0.87,0.88,3
btc-updown-15m-1773936000,1773936000,675,0.13,0.14,0.135,0.01,3833.14,5097.48,0.86,0.87,2
btc-updown-15m-1773936000,1773936000,690,0.09,0.1,0.095,0.01,4382.08,4356.34,0.9,0.91,7
btc-updown-15m-1773936000,1773936000,705,0.11,0.12,0.115,0.01,4435.94,4103,0.88,0.89,265
btc-updown-15m-1773936000,1773936000,720,0.04,0.05,0.045,0.01,5734.63,2554.69,0.95,0.96,10
btc-updown-15m-1773936000,1773936000,735,0.02,0.03,0.025,0.01,3975.06,6300.88,0.97,0.98,3
btc-updown-15m-1773936000,1773936000,750,,0.01,,,0,19139.48,0.99,,247
btc-updown-15m-1773936000,1773936000,765,,0.01,,,0,18823.86,0.99,,7
btc-updown-15m-1773936000,1773936000,780,,0.01,,,0,10665.2,0.99,,165
btc-updown-15m-1773936000,1773936000,795,,0.01,,,0,9244.07,0.99,,26
btc-updown-15m-1773936000,1773936000,810,,0.01,,,0,7898.08,0.99,,23
btc-updown-15m-1773936000,1773936000,825,,0.01,,,0,18360.23,0.99,,65
btc-updown-15m-1773936000,1773936000,840,,0.01,,,0,11037.73,0.99,,3
btc-updown-15m-1773936000,1773936000,845,,0.01,,,0,11042.84,0.99,,67
btc-updown-15m-1773936000,1773936000,850,,0.01,,,0,11130.84,0.99,,28
btc-updown-15m-1773936000,1773936000,855,,0.01,,,0,10295.84,0.99,,30
btc-updown-15m-1773936000,1773936000,860,0.05,0.06,0.055,0.01,3524.69,2771.1,0.94,0.95,1
btc-updown-15m-1773936000,1773936000,865,0.05,0.06,0.055,0.01,382.99,524.31,0.94,0.95,4
btc-updown-15m-1773936000,1773936000,870,0.06,0.07,0.065,0.01,702.18,830.46,0.93,0.94,30
btc-updown-15m-1773936000,1773936000,875,0.04,0.05,0.045,0.01,819.93,498.53,0.95,0.96,3
btc-updown-15m-1773936000,1773936000,880,0.17,0.18,0.175,0.01,114.72,187,0.82,0.83,0
btc-updown-15m-1773936000,1773936000,885,0.01,0.02,0.015,0.01,531.88,564.97,0.98,0.99,6
btc-updown-15m-1773936000,1773936000,890,0.02,0.03,0.025,0.01,800.14,753.3,0.97,0.98,9
btc-updown-15m-1773936000,1773936000,895,,0.01,,,0,9069.09,0.99,,90
btc-updown-15m-1773936000,1773936000,897,,0.01,,,0,25072.74,0.99,,4
btc-updown-15m-1773936000,1773936000,899,,0.01,,,0,24068.7,0.99,,19
btc-updown-15m-1773936000,1773936000,900,,0.01,,,0,53987.97,0.99,,119
btc-updown-15m-1773946800,1773946800,0,0.48,0.5,0.49,0.02,555.27,984.09,0.5,0.52,4
btc-updown-15m-1773946800,1773946800,15,0.51,0.52,0.515,0.01,2141.41,2674.47,0.48,0.49,21
btc-updown-15m-1773946800,1773946800,30,0.51,0.52,0.515,0.01,1700.52,3729.4,0.48,0.49,13
btc-updown-15m-1773946800,1773946800,45,0.53,0.54,0.535,0.01,345,4193.39,0.46,0.47,25
btc-updown-15m-1773946800,1773946800,60,0.57,0.58,0.575,0.01,2860.89,2326.24,0.42,0.43,8
btc-updown-15m-1773946800,1773946800,75,0.65,0.67,0.66,0.02,1320.15,3280.41,0.33,0.35,626
