slug,epoch,t_sec,up_best_bid,up_best_ask,up_mid,spread,top3_bid_depth,top3_ask_depth,down_best_bid,down_best_ask,last_event_age_ms
btc-updown-15m-1761715800,1761715800,0,0.43,0.45,0.44,0.02,37,1829.58,0.55,0.57,1955
btc-updown-15m-1761715800,1761715800,15,0.43,0.47,0.45,0.04,92.5,1622.67,0.53,0.57,8
btc-updown-15m-1761715800,1761715800,30,0.41,0.47,0.44,0.06,347.8,2015.87,0.53,0.59,720
btc-updown-15m-1761715800,1761715800,45,0.42,0.45,0.435,0.03,722,1149.38,0.55,0.58,168
btc-updown-15m-1761715800,1761715800,60,0.42,0.45,0.435,0.03,461.81,1505.38,0.55,0.58,73
btc-updown-15m-1761715800,1761715800,75,0.37,0.44,0.405,0.07,564.39,649.84,0.56,0.63,223
btc-updown-15m-1761715800,1761715800,90,0.38,0.41,0.395,0.03,420,524.94,0.59,0.62,23
btc-updown-15m-1761715800,1761715800,105,0.38,0.43,0.405,0.05,421.8,533.84,0.57,0.62,446
btc-updown-15m-1761715800,1761715800,120,0.44,0.47,0.455,0.03,477.4,1558.53,0.53,0.56,139
btc-updown-15m-1761715800,1761715800,135,0.45,0.47,0.46,0.02,674.7,877.75,0.53,0.55,0
btc-updown-15m-1761715800,1761715800,150,0.57,0.6,0.585,0.03,534.7,56.7,0.4,0.43,10
btc-updown-15m-1761715800,1761715800,165,0.6,0.66,0.63,0.06,413.57,148.84,0.34,0.4,79
btc-updown-15m-1761715800,1761715800,180,0.61,0.68,0.645,0.07,360.27,523.7,0.32,0.39,505
btc-updown-15m-1761715800,1761715800,195,0.63,0.68,0.655,0.05,596.27,619.1,0.32,0.37,246
btc-updown-15m-1761715800,1761715800,210,0.61,0.69,0.65,0.08,141,170.3,0.31,0.39,2
btc-updown-15m-1761715800,1761715800,225,0.8,0.85,0.825,0.05,746,650,0.15,0.2,6
btc-updown-15m-1761715800,1761715800,240,0.86,0.9,0.88,0.04,229.5,485,0.1,0.14,1
btc-updown-15m-1761715800,1761715800,255,0.85,0.9,0.875,0.05,140.48,266.53,0.1,0.15,1
btc-updown-15m-1761715800,1761715800,270,0.91,0.92,0.915,0.01,154.98,365,0.08,0.09,3
btc-updown-15m-1761715800,1761715800,285,0.88,0.92,0.9,0.04,669.81,312.82,0.08,0.12,77
btc-updown-15m-1761715800,1761715800,300,0.93,0.94,0.935,0.01,630.8,984,0.06,0.07,3
btc-updown-15m-1761715800,1761715800,315,0.9,0.94,0.92,0.04,562.48,1076,0.06,0.1,251
btc-updown-15m-1761715800,1761715800,330,0.9,0.94,0.92,0.04,791.48,1357,0.06,0.1,4
btc-updown-15m-1761715800,1761715800,345,0.9,0.94,0.92,0.04,464.48,1634,0.06,0.1,708
btc-updown-15m-1761715800,1761715800,360,0.92,0.94,0.93,0.02,165.08,1063.36,0.06,0.08,451
btc-updown-15m-1761715800,1761715800,375,0.9,0.94,0.92,0.04,267,703.36,0.06,0.1,105
btc-updown-15m-1761715800,1761715800,390,0.91,0.95,0.93,0.04,649.66,1036,0.05,0.09,1196
btc-updown-15m-1761715800,1761715800,405,0.92,0.95,0.935,0.03,302.7,853.88,0.05,0.08,269
btc-updown-15m-1761715800,1761715800,420,0.95,0.96,0.955,0.01,439.6,2105.58,0.04,0.05,565
btc-updown-15m-1761715800,1761715800,435,0.95,0.98,0.965,0.03,998.02,12014.59,0.02,0.05,170
btc-updown-15m-1761715800,1761715800,450,0.97,0.98,0.975,0.01,861.52,11766.75,0.02,0.03,52
btc-updown-15m-1761715800,1761715800,465,0.97,0.99,0.98,0.02,890.52,11479,0.01,0.03,73
btc-updown-15m-1761715800,1761715800,480,0.97,0.98,0.975,0.01,842.52,12089,0.02,0.03,411
btc-updown-15m-1761715800,1761715800,495,0.97,0.98,0.975,0.01,800.77,11969,0.02,0.03,27
btc-updown-15m-1761715800,1761715800,510,0.96,0.99,0.975,0.03,832.69,11479,0.01,0.04,632
btc-updown-15m-1761715800,1761715800,525,0.97,0.99,0.98,0.02,1059.69,11479,0.01,0.03,321
btc-updown-15m-1761715800,1761715800,540,0.98,0.99,0.985,0.01,327.99,11474,0.01,0.02,437
btc-updown-15m-1761715800,1761715800,555,0.98,0.99,0.985,0.01,1119.65,11015.79,0.01,0.02,1099
btc-updown-15m-1761715800,1761715800,570,0.98,0.99,0.985,0.01,1224.14,10993.85,0.01,0.02,736
btc-updown-15m-1761715800,1761715800,585,0.98,0.99,0.985,0.01,1481.8,10940.81,0.01,0.02,179
btc-updown-15m-1761715800,1761715800,600,0.98,0.99,0.985,0.01,1198.39,10669.23,0.01,0.02,288
btc-updown-15m-1761715800,1761715800,615,0.98,0.99,0.985,0.01,410.1,9933.15,0.01,0.02,169
btc-updown-15m-1761715800,1761715800,630,0.98,0.99,0.985,0.01,510.1,8917.05,0.01,0.02,797
btc-updown-15m-1761715800,1761715800,645,0.98,0.99,0.985,0.01,565.1,8883.01,0.01,0.02,1066
btc-updown-15m-1761715800,1761715800,660,0.98,0.99,0.985,0.01,581.1,8299.03,0.01,0.02,142
btc-updown-15m-1761715800,1761715800,675,0.98,0.99,0.985,0.01,553.47,7715.81,0.01,0.02,166
btc-updown-15m-1761715800,1761715800,690,0.98,0.99,0.985,0.01,553.47,7599.27,0.01,0.02,1436
btc-updown-15m-1761715800,1761715800,705,0.98,0.99,0.985,0.01,560.51,7605.99,0.01,0.02,1912
btc-updown-15m-1761715800,1761715800,720,0.98,0.99,0.985,0.01,541.51,8615.99,0.01,0.02,2143
btc-updown-15m-1761715800,1761715800,735,0.98,0.99,0.985,0.01,1049.21,3072.46,0.01,0.02,193
btc-updown-15m-1761715800,1761715800,750,0.98,0.99,0.985,0.01,948.83,2947.46,0.01,0.02,82
btc-updown-15m-1761715800,1761715800,765,0.98,0.99,0.985,0.01,1046.57,1003.48,0.01,0.02,136
btc-updown-15m-1761715800,1761715800,780,0.99,,,,723.9,0,,0.01,882
btc-updown-15m-1761715800,1761715800,795,0.99,,,,3316.86,0,,0.01,3127
btc-updown-15m-1761715800,1761715800,810,0.991,0.998,0.9945,0.007,4115.37,298.54,0.002,0.009,1780
btc-updown-15m-1761715800,1761715800,825,0.992,0.999,0.9955,0.007,5393.21,535.02,0.001,0.008,316
btc-updown-15m-1761715800,1761715800,840,0.993,0.998,0.9955,0.005,1244,934.02,0.002,0.007,170
btc-updown-15m-1761715800,1761715800,845,0.995,0.999,0.997,0.004,845,110,0.001,0.005,65
btc-updown-15m-1761715800,1761715800,850,0.995,0.999,0.997,0.004,840,110,0.001,0.005,43
btc-updown-15m-1761715800,1761715800,855,0.998,0.999,0.9985,0.001,739,510,0.001,0.002,478
btc-updown-15m-1761715800,1761715800,860,0.998,0.999,0.9985,0.001,799,620,0.001,0.002,265
btc-updown-15m-1761715800,1761715800,865,0.998,0.999,0.9985,0.001,539,730,0.001,0.002,572
btc-updown-15m-1761715800,1761715800,870,0.998,,,,1199,0,,0.002,2423
btc-updown-15m-1761715800,1761715800,875,0.998,,,,3042.67,0,,0.002,155
btc-updown-15m-1761715800,1761715800,880,0.998,,,,3082.67,0,,0.002,665
